gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	exon_ratio	intron_cos	njunc_min	block_ident	concentration	total_frac	ident_disp	expr_ratio	log_expr_diff	npsv_min	nsun_min	l4_present
LOC101129171	ZNF254	0	truthbar	0.2400	0.4791	4	0	1.0000	0.9972	1.3863	0.7516	1.0000	0.4791	0.0581	0.3630	1.0006	NA	NA	0
LOC101129171	ZNF273	0	truthbar	0.3258	0.4409	4	0	1.0000	0.9976	1.3863	0.7508	1.0000	0.4409	0.2531	0.0519	2.8332	NA	NA	0
LOC101129171	ZNF429	0	truthbar	0.5426	0.0000	4	0	0.5000	0.7441	0.6931	0.0000	0.0000	0.0000	0.0000	0.0222	3.5264	NA	NA	0
LOC101129171	ZNF43	0	truthbar	0.2516	0.4564	4	0	1.0000	0.8796	1.3863	0.7156	0.3785	1.2109	0.0646	0.2667	1.3017	NA	NA	0
LOC101129171	ZNF430	0	truthbar	0.3258	0.4487	4	0	0.8000	0.9504	1.3863	0.7835	1.0000	0.4487	0.0735	0.3185	1.1285	NA	NA	0
LOC101129171	ZNF486	0	truthbar	0.1744	0.5010	4	0	0.8000	0.9831	1.3863	0.8188	1.0000	0.5010	0.1790	0.0370	3.1209	NA	NA	0
LOC101129171	ZNF506	0	truthbar	0.1785	0.9213	4	0	0.5000	0.7441	0.6931	0.7569	1.0000	0.9213	0.0502	0.0963	2.2736	NA	NA	0
LOC101129171	ZNF595	0	truthbar	0.3328	0.0000	4	0	0.5000	0.7441	0.6931	0.0000	0.0000	0.0000	0.0000	0.1556	1.8216	NA	NA	0
LOC101129171	ZNF611	0	truthbar	0.1578	0.0000	4	0	1.0000	0.9936	1.3863	0.0000	0.0000	0.0000	0.0000	0.1704	1.7346	NA	NA	0
LOC101129171	ZNF626	0	truthbar	0.3631	0.8446	4	0	0.5000	0.7441	0.6931	0.7964	1.0000	0.8446	0.0964	0.1556	1.8216	NA	NA	0
LOC101129171	ZNF675	0	truthbar	0.5005	0.0000	4	0	1.0000	0.9242	1.3863	0.0000	0.0000	0.0000	0.0000	0.1852	1.6546	NA	NA	0
LOC101129171	ZNF680	0	truthbar	0.3456	0.4544	4	0	1.0000	0.9911	1.3863	0.7370	1.0000	0.4544	0.2609	0.7926	0.2305	NA	NA	0
LOC101129171	ZNF681	0	truthbar	0.2175	0.2953	4	0	1.0000	0.9180	1.3863	0.7873	0.5560	0.5311	0.0623	0.1852	1.6546	NA	NA	0
LOC101129171	ZNF682	0	truthbar	0.3097	0.0000	4	0	1.0000	0.9986	1.3863	0.0000	0.0000	0.0000	0.0000	0.1926	1.6168	NA	NA	0
LOC101129171	ZNF695	0	truthbar	0.3298	0.0000	4	0	1.0000	0.9966	1.3863	0.0000	0.0000	0.0000	0.0000	0.0741	2.5148	NA	NA	0
LOC101129171	ZNF721	0	truthbar	0.2665	0.0000	4	0	0.5000	0.7441	0.6931	0.0000	0.0000	0.0000	0.0000	0.0222	3.5264	NA	NA	0
LOC101129171	ZNF723	0	truthbar	0.4836	0.6429	4	0	1.0000	0.9633	1.3863	0.8005	1.0000	0.6429	0.0718	0.0296	3.3032	NA	NA	0
LOC101129171	ZNF727	0	truthbar	0.2458	0.0000	4	0	1.0000	0.9155	1.3863	0.0000	0.0000	0.0000	0.0000	0.1259	2.0223	NA	NA	0
LOC101129171	ZNF736	0	truthbar	0.2214	0.0000	4	0	1.0000	0.9640	1.3863	0.0000	0.0000	0.0000	0.0000	0.0519	2.8332	NA	NA	0
LOC101129171	ZNF761	0	truthbar	0.1365	0.0000	4	0	0.8000	0.9275	1.3863	0.0000	0.0000	0.0000	0.0000	0.9259	0.0764	NA	NA	0
LOC101129171	ZNF766	0	truthbar	0.2791	0.0000	4	0	1.0000	0.9889	1.3863	0.0000	0.0000	0.0000	0.0000	0.5294	0.6325	NA	NA	0
LOC101129171	ZNF808	0	truthbar	0.1528	0.0000	4	0	0.8000	0.8745	1.3863	0.0000	0.0000	0.0000	0.0000	0.2963	1.1991	NA	NA	0
LOC101129171	ZNF813	0	truthbar	0.2187	0.0000	4	0	1.0000	0.9137	1.3863	0.0000	0.0000	0.0000	0.0000	0.5556	0.5819	NA	NA	0
LOC101129171	ZNF841	0	truthbar	0.1794	0.0000	4	0	0.5714	0.8913	1.3863	0.0000	0.0000	0.0000	0.0000	0.2593	1.3291	NA	NA	0
LOC101129171	ZNF91	0	truthbar	0.2790	0.0000	4	0	0.5000	0.7441	0.6931	0.0000	0.0000	0.0000	0.0000	0.0222	3.5264	NA	NA	0
LOC101129171	ZNF92	0	truthbar	0.3563	0.0000	4	0	0.5000	0.7441	0.6931	0.0000	0.0000	0.0000	0.0000	0.0296	3.3032	NA	NA	0
LOC101129219	LOC101130677	0	truthbar	0.2025	0.0000	0	0	0.6250	0.9996	1.6094	0.0000	0.0000	0.0000	0.0000	0.2927	1.1727	NA	NA	0
LOC101129219	LOC101138952	0	truthbar	0.1964	0.0000	0	0	0.8333	0.7742	1.6094	0.0000	0.0000	0.0000	0.0000	0.1395	1.9010	NA	NA	0
LOC101129219	ZFP37	0	truthbar	0.1657	0.0000	0	0	0.8000	0.8329	1.3863	0.0000	0.0000	0.0000	0.0000	0.3871	0.9008	NA	NA	0
LOC101129219	ZNF157	0	truthbar	0.3651	0.0000	0	0	1.0000	0.9998	1.6094	0.0000	0.0000	0.0000	0.0000	0.3333	0.9555	NA	NA	0
LOC101129219	ZNF180	0	truthbar	0.2432	0.0000	0	0	1.0000	0.9353	1.6094	0.0000	0.0000	0.0000	0.0000	0.5833	0.4855	NA	NA	0
LOC101129219	ZNF182	0	truthbar	0.3610	0.0000	0	0	0.8333	0.9928	1.6094	0.0000	0.0000	0.0000	0.0000	0.1263	1.9994	NA	NA	0
LOC101129219	ZNF260	0	genuine	0.1674	0.0000	0	0	0.4000	0.9921	0.6931	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
LOC101129219	ZNF268	0	truthbar	0.2620	0.0000	0	0	0.7143	0.8527	1.6094	0.0000	0.0000	0.0000	0.0000	0.0755	2.5102	NA	NA	0
LOC101129219	ZNF287	0	truthbar	0.2302	0.0000	0	0	0.8333	0.9837	1.6094	0.0000	0.0000	0.0000	0.0000	0.0945	2.2871	NA	NA	0
LOC101129219	ZNF334	0	truthbar	0.2386	0.0000	0	0	1.0000	0.9914	1.6094	0.0000	0.0000	0.0000	0.0000	0.4444	0.7673	NA	NA	0
LOC101129219	ZNF33B	1	TP	0.4566	1.0068	0	0	1.0000	1.0000	1.6094	0.9177	1.0000	1.0068	0.0470	0.2791	1.2192	NA	NA	0
LOC101129219	ZNF354A	0	truthbar	0.1831	0.0000	0	0	1.0000	0.9878	1.6094	0.0000	0.0000	0.0000	0.0000	0.1519	1.8171	NA	NA	0
LOC101129219	ZNF354B	0	truthbar	0.1560	0.0000	0	0	1.0000	0.9767	1.6094	0.0000	0.0000	0.0000	0.0000	0.1500	1.8295	NA	NA	0
LOC101129219	ZNF382	0	truthbar	0.2371	0.0000	0	0	1.0000	0.9940	1.6094	0.0000	0.0000	0.0000	0.0000	0.4444	0.7673	NA	NA	0
LOC101129219	ZNF41	0	truthbar	0.1613	0.0000	0	0	1.0000	0.8445	1.6094	0.0000	0.0000	0.0000	0.0000	0.9231	0.0741	NA	NA	0
LOC101129219	ZNF487	0	genuine	0.1576	0.0000	0	0	0.6000	0.9989	1.0986	0.0000	0.0000	0.0000	0.0000	0.2500	1.1787	NA	NA	0
LOC101129219	ZNF567	0	truthbar	0.2898	0.0000	0	0	0.8333	0.9467	1.6094	0.0000	0.0000	0.0000	0.0000	0.1348	1.9349	NA	NA	0
LOC101129219	ZNF568	0	truthbar	0.2205	0.0000	0	0	0.7143	0.7765	1.6094	0.0000	0.0000	0.0000	0.0000	0.1538	1.8045	NA	NA	0
LOC101129219	ZNF569	0	truthbar	0.2018	0.0000	0	0	0.8333	0.7948	1.6094	0.0000	0.0000	0.0000	0.0000	0.4800	0.6931	NA	NA	0
LOC101129219	ZNF605	0	truthbar	0.1972	0.0000	0	0	1.0000	0.7941	1.6094	0.0000	0.0000	0.0000	0.0000	0.4167	0.7732	NA	NA	0
LOC101129219	ZNF613	0	truthbar	0.1730	0.0000	0	0	0.8333	0.8002	1.6094	0.0000	0.0000	0.0000	0.0000	0.2308	1.4053	NA	NA	0
LOC101129219	ZNF624	0	truthbar	0.2604	0.0000	0	0	0.8333	0.8417	1.6094	0.0000	0.0000	0.0000	0.0000	0.0916	2.3179	NA	NA	0
LOC101129219	ZNF674	0	truthbar	0.2302	0.0000	0	0	0.7143	0.9435	1.6094	0.0000	0.0000	0.0000	0.0000	0.2500	1.1787	NA	NA	0
LOC101129219	ZNF717	0	truthbar	0.3465	0.0000	0	0	1.0000	0.9970	1.6094	0.0000	0.0000	0.0000	0.0000	0.5000	0.6190	NA	NA	0
LOC101129219	ZNF782	0	truthbar	0.1502	0.0000	0	0	0.8000	0.9105	1.3863	0.0000	0.0000	0.0000	0.0000	0.3333	0.9555	NA	NA	0
LOC101129219	ZNF84	0	truthbar	0.2503	0.0000	0	0	1.0000	0.8192	1.6094	0.0000	0.0000	0.0000	0.0000	0.0526	2.8688	NA	NA	0
LOC101129558	LOC101135429	1	TP	0.3748	0.3459	1	0	0.6667	0.9590	1.7918	0.9080	1.0000	0.3459	0.0543	0.5000	0.5596	NA	NA	0
LOC101129578	ZNF16	0	truthbar	0.2839	0.0000	1	0	0.7500	0.9837	1.0986	0.0000	0.0000	0.0000	0.0000	0.3905	0.9258	NA	NA	0
LOC101129578	ZNF250	0	truthbar	0.1468	0.0000	1	0	0.8000	0.9573	1.3863	0.0000	0.0000	0.0000	0.0000	0.3902	0.9045	NA	NA	0
LOC101129578	ZNF251	0	truthbar	0.1439	0.0000	1	0	0.8000	0.9464	1.3863	0.0000	0.0000	0.0000	0.0000	0.3015	1.1823	NA	NA	0
LOC101129578	ZNF3	0	genuine	0.2203	0.0000	1	0	0.6667	0.8401	1.3863	0.0000	0.0000	0.0000	0.0000	0.7561	0.2719	NA	NA	0
LOC101129578	ZNF544	0	truthbar	0.1557	0.0000	1	0	0.5714	0.8930	1.3863	0.0000	0.0000	0.0000	0.0000	0.7069	0.3399	NA	NA	0
LOC101129578	ZNF623	0	genuine	0.1688	0.0000	1	0	0.5000	0.9385	0.6931	0.0000	0.0000	0.0000	0.0000	0.5775	0.5390	NA	NA	0
LOC101129578	ZNF79	0	genuine	0.1752	0.0000	1	0	0.8000	0.9245	1.3863	0.0000	0.0000	0.0000	0.0000	0.4881	0.7050	NA	NA	0
LOC101129578	ZNF892	0	genuine	0.1467	0.0000	1	0	0.7500	0.9712	1.0986	0.0000	0.0000	0.0000	0.0000	0.0976	2.1282	NA	NA	0
LOC101129712	LOC101134034	0	genuine	0.1482	0.5474	1	0	0.4167	0.9245	2.3026	0.8053	1.0000	0.5474	0.2164	0.1071	1.9810	NA	NA	0
LOC101129789	LOC101130507	0	genuine	0.2561	0.0000	4	0	0.5000	0.9994	0.6931	0.0000	0.0000	0.0000	0.0000	0.1494	1.8383	NA	NA	0
LOC101129789	LOC101153725	0	genuine	0.1529	0.0000	4	0	0.5000	0.9882	0.6931	0.0000	0.0000	0.0000	0.0000	0.4615	0.6931	NA	NA	0
LOC101129789	LOC101154200	0	genuine	0.1438	0.0000	4	0	0.5000	0.9979	0.6931	0.0000	0.0000	0.0000	0.0000	0.1300	1.9761	NA	NA	0
LOC101129789	LOC109025073	0	genuine	0.1411	0.0000	4	0	1.0000	0.9977	1.0986	0.0000	0.0000	0.0000	0.0000	0.1143	2.0655	NA	NA	0
LOC101129789	ZNF124	0	genuine	0.1412	0.0000	4	0	0.7500	0.9948	1.0986	0.0000	0.0000	0.0000	0.0000	0.0429	2.8764	NA	NA	0
LOC101129789	ZNF136	0	genuine	0.1635	0.0000	4	0	0.5000	0.9998	0.6931	0.0000	0.0000	0.0000	0.0000	0.0977	2.2588	NA	NA	0
LOC101129789	ZNF14	0	genuine	0.1545	0.0000	4	0	0.5000	0.9985	0.6931	0.0000	0.0000	0.0000	0.0000	0.1354	1.9357	NA	NA	0
LOC101129789	ZNF443	0	genuine	0.1429	0.0000	4	0	0.7500	0.9984	1.0986	0.0000	0.0000	0.0000	0.0000	0.4192	0.8613	NA	NA	0
LOC101129789	ZNF490	0	genuine	0.1416	0.0000	4	0	0.4000	0.9974	0.6931	0.0000	0.0000	0.0000	0.0000	0.5385	0.5596	NA	NA	0
LOC101129789	ZNF669	0	genuine	0.3143	0.0000	4	0	0.5000	0.9764	0.6931	0.0000	0.0000	0.0000	0.0000	0.2308	1.2528	NA	NA	0
LOC101129789	ZNF670	0	genuine	0.1410	0.0000	4	0	0.7500	0.9989	1.0986	0.0000	0.0000	0.0000	0.0000	0.6422	0.4378	NA	NA	0
LOC101129789	ZNF791	0	genuine	0.1448	0.0000	4	0	0.5000	0.9742	0.6931	0.0000	0.0000	0.0000	0.0000	0.1757	1.6784	NA	NA	0
LOC101129789	ZNF799	0	genuine	0.1436	0.0000	4	0	0.5000	0.9954	0.6931	0.0000	0.0000	0.0000	0.0000	0.3171	1.0986	NA	NA	0
LOC101129789	ZNF823	0	genuine	0.2475	0.0000	4	0	0.6667	0.9983	0.6931	0.0000	0.0000	0.0000	0.0000	0.1143	2.0655	NA	NA	0
LOC101129910	SDAD1	0	genuine	0.1910	0.7906	3	0	0.0909	0.8635	0.6931	0.8973	1.0000	0.7906	0.0473	0.0466	3.0123	NA	NA	0
LOC101129940	SEC22B	1	TP	0.2783	1.0017	1	0	1.0000	1.0000	1.6094	0.9802	1.0000	1.0017	0.0203	0.6587	0.4166	386	74	1
LOC101129968	PXN	0	genuine	0.1750	0.1750	3	0	0.2727	0.8399	1.0986	1.0000	1.0000	0.1750	0.0000	0.0300	3.2288	NA	NA	0
LOC101130023	LOC101133546	0	truthbar	0.1845	0.3874	4	0	0.5714	0.9690	1.3863	0.7303	1.0000	0.3874	0.2763	0.0682	2.4204	NA	NA	0
LOC101130023	LOC101136009	0	truthbar	0.3160	0.0000	4	0	0.5714	0.9579	1.3863	0.0000	0.0000	0.0000	0.0000	0.5000	0.5596	NA	NA	0
LOC101130023	LOC101142646	0	truthbar	0.1432	0.0000	4	0	0.4286	0.9401	1.0986	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
LOC101130023	LOC101144471	0	truthbar	0.4157	0.0000	4	0	0.5714	0.9261	1.3863	0.0000	0.0000	0.0000	0.0000	0.0357	3.0564	NA	NA	0
LOC101130023	LOC101147715	0	truthbar	0.1551	0.0000	4	0	0.5714	0.9569	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130023	LOC101150965	0	genuine	0.6131	0.0000	4	0	0.7143	0.9130	1.6094	0.0000	0.0000	0.0000	0.0000	0.2308	1.2528	NA	NA	0
LOC101130023	LOC101152401	0	truthbar	0.2829	0.0000	4	0	0.5714	0.9863	1.3863	0.0000	0.0000	0.0000	0.0000	0.1667	1.5581	NA	NA	0
LOC101130023	LOC101153126	0	truthbar	0.1943	0.0000	4	0	0.5714	0.9830	1.3863	0.0000	0.0000	0.0000	0.0000	0.0221	3.5337	NA	NA	0
LOC101130023	LOC101153131	0	truthbar	0.7124	0.8210	4	0	0.5714	0.9603	1.3863	0.7856	1.0000	0.8210	0.1048	0.1364	1.7492	NA	NA	0
LOC101130023	LOC109024216	0	truthbar	0.2224	0.2775	4	0	0.5714	0.9624	1.3863	0.8519	1.0000	0.2775	0.0594	0.0857	2.1972	NA	NA	0
LOC101130023	LOC115931567	0	genuine	0.2076	0.0000	4	0	0.7143	0.9886	1.6094	0.0000	0.0000	0.0000	0.0000	0.3333	0.9163	NA	NA	0
LOC101130023	LOC115931654	0	truthbar	0.1825	0.6276	4	0	0.5714	0.9566	1.3863	0.7959	1.0000	0.6276	0.1792	0.0625	2.5055	NA	NA	0
LOC101130023	OSBPL10	0	genuine	0.3495	0.3390	4	0	0.4286	0.9560	1.0986	0.7876	1.0000	0.3390	0.2198	0.4286	0.6931	NA	NA	0
LOC101130023	ZNF195	0	truthbar	0.2717	0.0000	4	0	0.7143	0.9869	1.6094	0.0000	0.0000	0.0000	0.0000	0.0309	3.1987	NA	NA	0
LOC101130023	ZNF254	0	truthbar	0.2915	0.0000	4	0	0.2857	0.7578	0.6931	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130023	ZNF267	0	truthbar	0.3730	0.0000	4	0	0.5714	0.9251	1.3863	0.0000	0.0000	0.0000	0.0000	0.0068	4.7005	NA	NA	0
LOC101130023	ZNF28	0	truthbar	0.2099	0.6314	4	0	0.7143	0.9270	1.6094	0.6403	1.0000	0.6314	0.0663	0.0353	3.0681	NA	NA	0
LOC101130023	ZNF347	0	truthbar	0.1440	0.0000	4	0	0.7143	0.9444	1.6094	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
LOC101130023	ZNF415	0	truthbar	0.3961	0.0000	4	0	0.2857	0.9180	1.3863	0.0000	0.0000	0.0000	0.0000	0.1667	1.5581	NA	NA	0
LOC101130023	ZNF468	0	truthbar	0.2103	0.0000	4	0	0.7143	0.9170	1.6094	0.0000	0.0000	0.0000	0.0000	0.0250	3.4095	NA	NA	0
LOC101130023	ZNF480	0	truthbar	0.1752	0.0000	4	0	0.7143	0.9553	1.6094	0.0000	0.0000	0.0000	0.0000	0.3000	1.0116	NA	NA	0
LOC101130023	ZNF578	0	truthbar	0.2552	0.6770	4	0	0.8571	0.9256	1.7918	0.7826	1.0000	0.6770	0.1674	0.1667	1.5581	NA	NA	0
LOC101130023	ZNF595	0	truthbar	0.1948	0.0000	4	0	0.5714	0.8768	1.3863	0.0000	0.0000	0.0000	0.0000	0.0256	3.3844	NA	NA	0
LOC101130023	ZNF600	0	truthbar	0.2928	0.8203	4	0	0.5714	0.9766	1.3863	0.6586	1.0000	0.8203	0.0876	0.0280	3.2958	NA	NA	0
LOC101130023	ZNF611	0	truthbar	0.2383	0.8140	4	0	0.5714	0.9895	1.3863	0.6618	1.0000	0.8140	0.1009	0.1304	1.7918	NA	NA	0
LOC101130023	ZNF695	0	truthbar	0.2166	0.0000	4	0	0.5714	0.9819	1.3863	0.0000	0.0000	0.0000	0.0000	0.3000	1.0116	NA	NA	0
LOC101130023	ZNF701	0	truthbar	0.1991	0.0000	4	0	0.5714	0.9619	1.3863	0.0000	0.0000	0.0000	0.0000	0.0667	2.4423	NA	NA	0
LOC101130023	ZNF761	0	truthbar	0.2039	0.4756	4	0	0.7143	0.9507	1.6094	0.7314	1.0000	0.4756	0.1894	0.0240	3.4500	NA	NA	0
LOC101130023	ZNF766	0	truthbar	0.3267	0.0000	4	0	0.5714	0.9814	1.3863	0.0000	0.0000	0.0000	0.0000	0.0118	4.1589	NA	NA	0
LOC101130023	ZNF808	0	truthbar	0.2383	0.5451	4	0	0.7143	0.9284	1.6094	0.7370	1.0000	0.5451	0.2511	0.0750	2.3273	NA	NA	0
LOC101130023	ZNF813	0	truthbar	0.1797	0.3106	4	0	0.5714	0.9265	1.3863	0.7867	1.0000	0.3106	0.2320	0.0400	2.9444	NA	NA	0
LOC101130023	ZNF83	0	truthbar	0.3621	0.0000	4	0	0.5714	0.8776	1.3863	0.0000	0.0000	0.0000	0.0000	0.0195	3.6571	NA	NA	0
LOC101130023	ZNF836	0	truthbar	0.1309	0.0000	4	0	0.7143	0.9518	1.6094	0.0000	0.0000	0.0000	0.0000	0.6000	0.4055	NA	NA	0
LOC101130023	ZNF841	0	truthbar	0.2947	0.0000	4	0	1.0000	0.9468	1.9459	0.0000	0.0000	0.0000	0.0000	0.0857	2.1972	NA	NA	0
LOC101130023	ZNF888	0	truthbar	0.1848	0.7658	4	0	0.5714	0.9049	1.3863	0.7109	1.0000	0.7658	0.0819	0.1304	1.7918	NA	NA	0
LOC101130137	LOC101151317	0	genuine	0.3653	0.0000	0	0	0.8000	0.9138	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130137	LOC109024207	0	genuine	0.2409	0.0000	0	0	0.8000	0.9388	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130137	LOC109027078	0	truthbar	0.3538	0.0000	0	0	1.0000	0.9062	1.6094	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130137	ZFP28	0	truthbar	0.1509	0.0000	0	0	0.6250	0.9606	1.6094	0.0000	0.0000	0.0000	0.0000	0.0408	2.9857	NA	NA	0
LOC101130137	ZFP3	0	truthbar	0.3008	0.0000	0	0	0.4000	0.8002	0.6931	0.0000	0.0000	0.0000	0.0000	0.1081	2.0281	NA	NA	0
LOC101130137	ZFP82	0	truthbar	0.2864	0.0000	0	0	1.0000	0.9948	1.6094	0.0000	0.0000	0.0000	0.0000	0.2667	1.1632	NA	NA	0
LOC101130137	ZNF184	0	truthbar	0.2484	0.0000	0	0	0.8333	0.9474	1.6094	0.0000	0.0000	0.0000	0.0000	0.0339	3.1697	NA	NA	0
LOC101130137	ZNF30	0	truthbar	0.3153	0.0000	0	0	0.8333	0.9218	1.6094	0.0000	0.0000	0.0000	0.0000	0.2222	1.3350	NA	NA	0
LOC101130137	ZNF420	0	truthbar	0.3978	0.0000	0	0	1.0000	0.9497	1.6094	0.0000	0.0000	0.0000	0.0000	0.0339	3.1697	NA	NA	0
LOC101130137	ZNF461	0	truthbar	0.3798	0.0000	0	0	0.8333	0.9199	1.6094	0.0000	0.0000	0.0000	0.0000	0.1081	2.0281	NA	NA	0
LOC101130137	ZNF471	0	truthbar	0.2324	0.0000	0	0	1.0000	0.9156	1.6094	0.0000	0.0000	0.0000	0.0000	0.1481	1.7228	NA	NA	0
LOC101130137	ZNF529	0	truthbar	0.3878	0.0000	0	0	1.0000	0.9638	1.6094	0.0000	0.0000	0.0000	0.0000	0.0635	2.5494	NA	NA	0
LOC101130137	ZNF540	0	truthbar	0.1544	0.0000	0	0	1.0000	0.9219	1.6094	0.0000	0.0000	0.0000	0.0000	0.0702	2.4510	NA	NA	0
LOC101130137	ZNF546	0	truthbar	0.1594	0.0000	0	0	0.8333	0.9911	1.6094	0.0000	0.0000	0.0000	0.0000	0.2105	1.3863	NA	NA	0
LOC101130137	ZNF571	0	truthbar	0.1584	0.0000	0	0	0.8000	0.9716	1.3863	0.0000	0.0000	0.0000	0.0000	0.1111	2.0015	NA	NA	0
LOC101130137	ZNF582	0	truthbar	0.3288	0.0000	0	0	1.0000	0.9262	1.6094	0.0000	0.0000	0.0000	0.0000	0.0163	3.9000	NA	NA	0
LOC101130137	ZNF583	0	truthbar	0.4358	0.3583	0	0	1.0000	0.9874	1.6094	0.8661	1.0000	0.3583	0.0642	0.0444	2.9014	NA	NA	0
LOC101130137	ZNF607	0	truthbar	0.1444	0.0000	0	0	1.0000	0.9823	1.6094	0.0000	0.0000	0.0000	0.0000	0.2500	1.2238	NA	NA	0
LOC101130137	ZNF665	0	truthbar	0.4858	0.0000	0	0	0.8000	0.8880	1.3863	0.0000	0.0000	0.0000	0.0000	0.4000	0.7885	NA	NA	0
LOC101130137	ZNF891	0	truthbar	0.2169	0.0000	0	0	0.4000	0.8002	0.6931	0.0000	0.0000	0.0000	0.0000	0.4000	0.7885	NA	NA	0
LOC101130401	LOC101137734	0	genuine	0.1794	0.2367	1	0	0.5000	0.8761	0.6931	0.9086	1.0000	0.2367	0.0519	0.6667	0.3365	NA	NA	0
LOC101130401	LOC101146595	0	genuine	0.1369	0.0000	1	0	0.5000	0.8761	0.6931	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
LOC101130401	LOC129527528	0	genuine	0.2487	0.3747	1	0	0.5000	0.8761	0.6931	0.9184	1.0000	0.3747	0.0439	0.7500	0.2231	NA	NA	0
LOC101130401	LOC134756955	0	genuine	0.2149	0.2365	1	0	0.5000	0.8761	0.6931	0.9148	1.0000	0.2365	0.0492	0.1818	1.5261	NA	NA	0
LOC101130426	LOC101137042	0	genuine	0.2895	0.7296	1	0	0.5455	0.9237	1.7918	0.9380	1.0000	0.7296	0.0469	0.0390	2.9704	NA	NA	0
LOC101130507	LOC101130877	0	truthbar	0.1925	0.7267	4	0	1.0000	0.9997	1.3863	0.8037	0.7227	1.0055	0.1654	0.3103	1.1451	NA	NA	0
LOC101130507	LOC101133657	0	truthbar	0.2946	0.0000	4	0	1.0000	0.9982	1.3863	0.0000	0.0000	0.0000	0.0000	0.8056	0.2140	NA	NA	0
LOC101130507	LOC101148180	0	truthbar	0.2231	0.0000	4	0	1.0000	0.9964	1.3863	0.0000	0.0000	0.0000	0.0000	0.5747	0.5455	NA	NA	0
LOC101130507	LOC101153725	0	truthbar	0.1952	0.0000	4	0	1.0000	0.9747	1.3863	0.0000	0.0000	0.0000	0.0000	0.0460	2.8679	NA	NA	0
LOC101130507	LOC101154200	0	truthbar	0.3197	0.0000	4	0	1.0000	0.9993	1.3863	0.0000	0.0000	0.0000	0.0000	0.8700	0.1378	NA	NA	0
LOC101130507	LOC109024269	0	genuine	0.2107	0.0000	4	0	0.5000	0.9994	0.6931	0.0000	0.0000	0.0000	0.0000	0.0460	2.8679	NA	NA	0
LOC101130507	LOC109025073	0	truthbar	0.1819	0.3148	4	0	0.7500	0.9957	1.0986	0.7928	1.0000	0.3148	0.0860	0.0920	2.2801	NA	NA	0
LOC101130507	ZNF124	0	truthbar	0.1346	0.0000	4	0	1.0000	0.9929	1.3863	0.0000	0.0000	0.0000	0.0000	0.0345	3.0910	NA	NA	0
LOC101130507	ZNF136	0	truthbar	0.1385	0.0000	4	0	1.0000	0.9999	1.3863	0.0000	0.0000	0.0000	0.0000	0.6541	0.4205	NA	NA	0
LOC101130507	ZNF14	0	truthbar	0.2609	0.0000	4	0	1.0000	0.9998	1.3863	0.0000	0.0000	0.0000	0.0000	0.9062	0.0974	NA	NA	0
LOC101130507	ZNF426	0	truthbar	0.1382	0.0000	4	0	0.5000	0.5744	1.3863	0.0000	0.0000	0.0000	0.0000	0.4598	0.7638	NA	NA	0
LOC101130507	ZNF433	0	truthbar	0.2073	0.0000	4	0	1.0000	0.9994	1.3863	0.0000	0.0000	0.0000	0.0000	0.2414	1.3863	NA	NA	0
LOC101130507	ZNF440	0	truthbar	0.2571	1.0320	4	0	1.0000	0.9997	1.3863	0.7578	1.0000	1.0320	0.2557	0.2069	1.5329	NA	NA	0
LOC101130507	ZNF443	0	truthbar	0.1777	0.0000	4	0	1.0000	0.9981	1.3863	0.0000	0.0000	0.0000	0.0000	0.5210	0.6466	NA	NA	0
LOC101130507	ZNF490	0	truthbar	0.1674	0.0000	4	0	0.8000	0.9990	1.3863	0.0000	0.0000	0.0000	0.0000	0.0805	2.3979	NA	NA	0
LOC101130507	ZNF563	0	truthbar	0.3268	0.0000	4	0	1.0000	0.9904	1.3863	0.0000	0.0000	0.0000	0.0000	0.1839	1.6441	NA	NA	0
LOC101130507	ZNF564	0	truthbar	0.2111	0.0000	4	0	1.0000	0.9999	1.3863	0.0000	0.0000	0.0000	0.0000	0.5148	0.6585	NA	NA	0
LOC101130507	ZNF627	0	truthbar	0.3108	0.0000	4	0	1.0000	0.9977	1.3863	0.0000	0.0000	0.0000	0.0000	0.3210	1.1285	NA	NA	0
LOC101130507	ZNF669	0	truthbar	0.1698	0.0000	4	0	1.0000	0.9834	1.3863	0.0000	0.0000	0.0000	0.0000	0.0345	3.0910	NA	NA	0
LOC101130507	ZNF77	0	truthbar	0.2835	0.0000	4	0	1.0000	0.8966	1.3863	0.0000	0.0000	0.0000	0.0000	0.2874	1.2192	NA	NA	0
