gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
KHDC1	LOC134757259	0	1	0	0	1	0	0	NC_073229.2	NC_073240.2	0	-1	0.9353	0.299	0.472
KHDC1	LOC134757970	0	1	0	0	1	0	0	NC_073229.2	NC_086017.1	0	-1	0.9356	0.271	0.442
KHDC1	MAB21L3	0	1	0	0	1	1	0	NC_073229.2	NC_073224.2	0	-1	0.9311	0.305	0.280
KHDC1	MCF2L2	0	1	0	0	1	1	0	NC_073229.2	NC_086017.1	0	-1	0.9205	0.307	0.217
KHDC1	SH3BGRL2	0	1	0	0	1	1	0	NC_073229.2	NC_073229.2	1	6319531	0.9157	0.383	0.000
KHDC1	SMIM10L1	0	1	0	0	1	1	0	NC_073229.2	NC_073234.2	0	-1	0.9370	0.000	0.411
KHDC1	TMEM212	0	1	0	0	1	1	0	NC_073229.2	NC_086017.1	0	-1	0.9231	0.000	0.391
KIAA2013	LOC101126513	0	1	0	0	1	1	1	NC_073224.2	NC_073242.2	0	-1	0.9830	0.448	0.878
KIF2C	LOC129525328	0	1	0	0	1	0	0	NC_073224.2	NC_073224.2	1	69348283	0.9079	0.000	0.485
KIF2C	LOC129527587	0	1	0	0	1	0	0	NC_073224.2	NC_073224.2	1	106522468	0.9173	0.000	0.663
KIF4A	KIF4B	0	1	1	0	1	1	1	NC_073247.2	NC_073228.2	0	-1	0.9528	0.963	0.969
KIR2DL4	LOC115930123	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	77004	0.9020	0.419	0.643
KIR2DL4	LOC115931566	0	1	0	0	1	0	1	NC_073244.2	NC_073244.2	1	66627	0.9215	0.379	0.748
KIR2DL4	LOC115933447	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	28004	0.9151	0.363	0.740
KIR2DL4	LOC129528686	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	17185	0.9114	0.400	0.705
KLF7	LOC115933749	0	1	0	0	1	0	0	NC_073235.2	NC_073235.2	1	164460	1.0000	0.000	0.385
KLHDC4	LOC109023589	0	1	0	0	1	0	0	NC_073242.2	NC_073242.2	1	0	1.0000	0.435	0.728
KLHL13	LOC129533061	0	1	0	0	1	1	0	NC_073247.2	NC_073227.2	0	-1	0.9125	0.000	0.575
KMT2C	LOC129524470	0	1	0	0	1	0	1	NC_073230.2	NC_073237.2	0	-1	0.9846	0.000	0.808
KMT2C	LOC129524472	0	1	0	0	1	0	0	NC_073230.2	NC_073237.2	0	-1	0.9732	0.000	0.692
KMT2C	LOC129524600	0	1	0	0	1	0	0	NC_073230.2	NC_073237.2	0	-1	0.9733	0.000	0.704
KMT2C	LOC129524654	0	1	0	0	1	1	1	NC_073230.2	NC_073237.2	0	-1	0.9770	0.000	0.707
KMT2C	LOC129524656	0	1	0	0	1	0	0	NC_073230.2	NC_073237.2	0	-1	0.9715	0.000	0.604
KMT2C	LOC129524659	0	1	0	0	1	0	0	NC_073230.2	NC_073237.2	0	-1	0.9782	0.000	0.866
KMT2C	LOC129524662	0	1	0	0	1	0	0	NC_073230.2	NC_073237.2	0	-1	0.9788	0.000	0.858
KMT2C	LOC129524667	0	1	0	0	1	0	1	NC_073230.2	NC_073237.2	0	-1	0.9756	0.000	0.465
KMT2C	LOC129526471	0	1	0	0	1	1	0	NC_073230.2	NC_073236.2	0	-1	0.9838	0.000	0.321
KMT2C	LOC129526956	0	1	0	0	1	1	1	NC_073230.2	NC_073236.2	0	-1	0.9847	0.000	0.582
KMT2C	LOC129528163	0	1	0	0	1	0	1	NC_073230.2	NC_073241.2	0	-1	0.9854	0.000	0.810
KMT2C	LOC129528196	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9795	0.000	0.740
KMT2C	LOC129528228	0	1	0	0	1	0	1	NC_073230.2	NC_073241.2	0	-1	0.9814	0.000	0.736
KMT2C	LOC129528441	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9777	0.000	0.733
KMT2C	LOC129528443	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9715	0.000	0.464
KMT2C	LOC129528445	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9776	0.000	0.844
KMT2C	LOC129528448	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9788	0.000	0.858
KMT2C	LOC129528452	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9778	0.000	0.860
KMT2C	LOC129528460	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9749	0.000	0.962
KMT2C	LOC129528462	0	1	0	0	1	0	0	NC_073230.2	NC_073241.2	0	-1	0.9730	0.000	0.865
KMT2C	LOC129528463	0	1	0	0	1	0	1	NC_073230.2	NC_073241.2	0	-1	0.9814	0.000	0.569
KMT2C	LOC129528467	0	1	0	0	1	0	1	NC_073230.2	NC_073241.2	0	-1	0.9749	0.000	0.834
KMT2C	LOC129529307	0	1	0	0	1	0	0	NC_073230.2	NC_073246.2	0	-1	0.9860	0.000	1.000
KMT2C	LOC129529380	0	1	0	0	1	0	0	NC_073230.2	NC_073238.2	0	-1	0.9811	0.000	0.682
KMT2C	LOC129529421	0	1	0	0	1	0	0	NC_073230.2	NC_086018.1	0	-1	0.9831	0.000	1.000
KMT2C	LOC129529477	0	1	0	0	1	0	1	NC_073230.2	NC_086018.1	0	-1	1.0000	0.000	1.000
KMT2C	LOC129530304	0	1	0	0	1	0	0	NC_073230.2	NC_073248.2	0	-1	0.9752	0.000	0.736
KMT2C	LOC129530393	0	1	0	0	1	0	0	NC_073230.2	NC_073248.2	0	-1	0.9781	0.000	1.000
KMT2C	LOC129530394	0	1	0	0	1	0	0	NC_073230.2	NC_073248.2	0	-1	0.9867	0.000	1.000
KMT2C	LOC129530400	0	1	0	0	1	0	0	NC_073230.2	NC_073248.2	0	-1	1.0000	0.000	1.000
KMT2C	LOC129530470	0	1	0	0	1	0	0	NC_073230.2	NC_073246.2	0	-1	0.9795	0.000	0.532
KMT2C	LOC129530485	0	1	0	0	1	0	0	NC_073230.2	NC_073246.2	0	-1	0.9932	0.000	0.947
KMT2C	LOC129530491	0	1	0	0	1	0	1	NC_073230.2	NC_073246.2	0	-1	0.9322	0.000	0.733
KMT2C	LOC129530495	0	1	0	0	1	0	0	NC_073230.2	NC_073246.2	0	-1	0.9845	0.000	0.667
KMT2C	LOC129530498	0	1	0	0	1	0	1	NC_073230.2	NC_073246.2	0	-1	0.9888	0.000	0.903
KMT2C	LOC129530564	0	1	0	0	1	0	1	NC_073230.2	NC_073246.2	0	-1	0.9839	0.000	0.845
KMT2C	LOC134756432	0	1	0	0	1	1	1	NC_073230.2	NC_073236.2	0	-1	0.9847	0.000	0.631
KMT2C	LOC134756446	0	1	0	0	1	0	1	NC_073230.2	NC_073246.2	0	-1	0.9770	0.000	0.824
KMT2C	LOC134756703	0	1	0	0	1	1	0	NC_073230.2	NC_073236.2	0	-1	0.9819	0.000	0.368
KMT2C	LOC134756947	0	1	0	0	1	1	1	NC_073230.2	NC_073238.2	0	-1	0.9854	0.000	0.737
KMT2C	LOC134756949	0	1	0	0	1	0	0	NC_073230.2	NC_073238.2	0	-1	0.9738	0.000	0.837
KMT2C	LOC134756951	0	1	0	0	1	1	1	NC_073230.2	NC_073238.2	0	-1	0.9785	0.000	0.996
KMT2C	LOC134757036	0	1	0	0	1	0	0	NC_073230.2	NC_073238.2	0	-1	0.9877	0.000	0.747
KMT2C	LOC134757054	0	1	0	0	1	0	1	NC_073230.2	NC_073238.2	0	-1	0.9793	0.000	0.880
KMT2C	LOC134757222	0	1	0	0	1	0	1	NC_073230.2	NC_073240.2	0	-1	0.9847	0.000	0.631
KMT2C	LOC134757887	0	1	0	0	1	0	1	NC_073230.2	NC_073246.2	0	-1	0.9964	0.000	1.000
KMT5A	LOC101134637	0	1	0	0	1	0	1	NC_073234.2	NC_073224.2	0	-1	0.9867	0.360	1.000
KMT5A	LOC129526378	0	1	1	0	1	0	1	NC_073234.2	NC_073238.2	0	-1	0.9723	0.679	0.948
KMT5A	LOC129528161	0	1	0	0	1	0	0	NC_073234.2	NC_073241.2	0	-1	0.9904	0.322	0.940
KMT5A	LOC129529284	0	1	0	0	1	0	0	NC_073234.2	NC_073246.2	0	-1	0.9863	0.399	0.914
KMT5A	LOC129529286	0	1	0	0	1	0	0	NC_073234.2	NC_073246.2	0	-1	0.9892	0.318	0.785
KMT5A	LOC129529426	0	1	1	0	1	0	0	NC_073234.2	NC_086018.1	0	-1	0.9845	0.529	0.911
KMT5A	LOC129530289	0	1	0	0	1	0	0	NC_073234.2	NC_073248.2	0	-1	0.9914	0.318	0.982
KMT5A	LOC129530468	0	1	0	0	1	0	0	NC_073234.2	NC_073238.2	0	-1	0.9842	0.390	0.953
KMT5A	LOC129530502	0	1	0	0	1	0	0	NC_073234.2	NC_073246.2	0	-1	0.9890	0.434	0.910
KMT5A	LOC134756700	0	1	0	0	1	0	0	NC_073234.2	NC_073236.2	0	-1	0.9832	0.388	0.898
KNOP1	LOC101127340	0	1	1	0	1	1	1	NC_073242.2	NC_073239.2	0	-1	0.9821	0.836	0.980
KRBOX4	ZNF674	0	1	0	0	1	1	0	NC_073247.2	NC_073247.2	1	51460	0.9496	0.383	0.334
KRT16	LOC101124577	0	1	1	0	1	1	1	NC_073228.2	NC_073228.2	1	32414089	0.9350	0.983	0.908
KRT16	LOC101149133	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	26007	0.9025	0.795	0.803
KRT16	LOC115932653	0	1	0	0	1	0	0	NC_073228.2	NC_073228.2	1	30805986	0.9094	0.341	0.901
KRT16	LOC115932656	0	1	0	0	1	0	1	NC_073228.2	NC_073228.2	1	30813928	0.9376	0.966	0.000
KRT18	LOC101126813	0	1	1	0	1	1	0	NC_073234.2	NC_073224.2	0	-1	0.9166	0.878	0.981
KRT31	KRT34	0	1	1	0	1	1	0	NC_073228.2	NC_073228.2	1	15465	0.9390	0.614	0.649
KRT31	LOC109026842	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	27951	0.9525	0.633	0.683
KRT31	LOC115930137	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	46947	0.9529	0.614	0.627
KRT34	LOC109026842	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	12486	0.9372	0.669	0.682
KRT34	LOC115930137	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	31482	0.9383	0.681	0.658
KRT37	KRT38	0	1	1	0	1	1	0	NC_073228.2	NC_073228.2	1	16156	0.9574	0.664	0.506
KRT6A	KRT6C	0	1	1	0	1	1	0	NC_073234.2	NC_073234.2	1	19503	0.9639	0.987	0.995
KRT6A	LOC101136938	0	1	1	0	1	1	0	NC_073234.2	NC_073234.2	1	41139	0.9731	0.815	0.804
KRT6C	LOC101136938	0	1	1	0	1	1	0	NC_073234.2	NC_073234.2	1	21636	0.9783	0.816	0.799
KRT8	LOC101132703	0	1	1	0	1	0	0	NC_073234.2	NC_073237.2	0	-1	0.9178	0.708	0.937
KRT8	LOC101132977	0	1	1	0	1	1	0	NC_073234.2	NC_073224.2	0	-1	0.9531	0.780	0.885
KRT8	LOC129532097	0	1	0	0	1	0	0	NC_073234.2	NC_073235.2	0	-1	0.9340	0.281	0.984
LAIR1	LAIR2	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	145460	0.9488	0.253	0.647
LAMTOR5	LOC129525086	0	1	0	0	1	0	0	NC_073224.2	NC_073232.2	0	-1	0.9652	0.337	0.983
LAMTOR5	LOC129526804	0	1	0	0	1	0	0	NC_073224.2	NC_073224.2	1	49453370	0.9154	0.679	0.283
LANCL3	LOC115932055	0	1	0	0	1	1	0	NC_073247.2	NC_073247.2	1	571276	0.9669	0.000	0.381
LAPTM4B	LOC101135945	0	1	0	0	1	0	0	NC_073231.2	NC_073224.2	0	-1	0.9304	0.231	0.965
LARP1B	LOC129533124	1	0	0	10	1	1	1	NC_073227.2	NC_073227.2	1	8796636	0.0000	0.000	0.000
LARP1B	LOC129533256	1	0	0	9	1	1	1	NC_073227.2	NC_073227.2	1	17839518	0.0000	0.000	0.000
LBX2	TTC31	0	1	0	0	0	1	0	NC_073236.2	NC_073236.2	1	6364	1.0000	0.688	0.000
LCE1B	LOC101154124	0	1	0	0	0	0	0	NC_073224.2	NC_073224.2	1	6398	0.9024	0.494	0.527
LCE1B	LOC109029323	0	1	1	0	0	1	0	NC_073224.2	NC_073224.2	1	15562	0.9458	0.518	0.567
LCE1B	LOC115934023	0	1	0	0	0	0	0	NC_073224.2	NC_073224.2	1	24694	0.9288	0.467	0.000
LCE2D	LOC101151609	0	1	1	0	0	0	0	NC_073224.2	NC_073224.2	1	12154	0.9489	1.000	0.533
LCE2D	LOC101151968	0	1	0	0	0	0	0	NC_073224.2	NC_073224.2	1	22968	0.9520	1.000	0.476
LCE3D	LOC101149788	0	1	1	0	0	1	0	NC_073224.2	NC_073224.2	1	13721	0.9645	0.987	1.000
LCN1	LOC101147034	0	1	1	0	0	0	0	NC_073237.2	NC_073237.2	1	2329282	0.9400	0.676	0.599
LDHA	LOC101148215	0	1	0	0	1	0	0	NC_073233.2	NC_073237.2	0	-1	0.9602	0.409	0.378
LEFTY2	LOC101130441	0	1	1	0	1	1	0	NC_073224.2	NC_073224.2	1	50087	0.9413	0.587	0.594
LETM1	LOC115933202	0	1	1	0	1	1	1	NC_073227.2	NC_073236.2	0	-1	0.9843	0.573	0.990
LETM1	LOC129530721	1	1	1	3	1	1	1	NC_073227.2	NC_073240.2	0	-1	0.9851	0.573	0.990
LETM1	LOC134757056	1	1	1	5	1	1	1	NC_073227.2	NC_073238.2	0	-1	0.9837	0.573	0.990
LETM1	LOC134757964	0	1	1	0	1	1	1	NC_073227.2	NC_073248.2	0	-1	0.9851	0.563	0.534
LGALS7	LOC101145213	0	1	1	0	1	1	1	NC_073244.2	NC_073244.2	1	18166	0.9941	0.929	0.994
LGALS9C	LOC101133154	0	1	1	0	1	1	0	NC_073228.2	NC_073228.2	1	17893106	0.9579	0.890	0.635
LGALS9C	LOC101138463	0	1	1	0	1	1	0	NC_073228.2	NC_073228.2	1	18010945	0.9280	0.664	0.625
LGALS9C	LOC101154187	0	1	1	0	1	1	1	NC_073228.2	NC_073228.2	1	3514738	0.9901	0.890	0.651
LGMN	LOC101150415	0	1	1	0	1	0	0	NC_073239.2	NC_073238.2	0	-1	0.9234	0.620	0.885
LHB	LOC101123748	0	1	1	0	1	0	0	NC_073244.2	NC_073244.2	1	161116	0.9255	0.970	0.973
LHB	LOC101124600	0	1	1	0	1	0	0	NC_073244.2	NC_073244.2	1	155136	0.9208	0.890	0.568
LHB	LOC101154318	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	151001	0.9248	0.890	0.425
LHB	LOC109024055	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	7121	0.9194	0.874	0.000
LHB	LOC129526101	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526102	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526103	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526104	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526109	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526113	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526120	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526121	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526127	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526131	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526152	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526155	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526156	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526157	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526203	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526207	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526208	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526209	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129526210	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC129528600	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	142018	0.9245	0.887	0.000
LHB	LOC129528601	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	135313	0.9245	0.887	0.000
LHB	LOC129528604	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	128509	0.9245	0.887	0.000
LHB	LOC129528606	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	121762	0.9261	0.883	0.000
LHB	LOC129528608	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	115053	0.9245	0.887	0.000
LHB	LOC129528610	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	108263	0.9261	0.883	0.000
LHB	LOC129528611	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	101508	0.9261	0.883	0.000
LHB	LOC129528613	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	94767	0.9245	0.887	0.000
LHB	LOC129528614	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	88053	0.9245	0.887	0.000
LHB	LOC129528615	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	81264	0.9261	0.883	0.000
LHB	LOC129528616	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	74517	0.9261	0.883	0.000
LHB	LOC129528617	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	67766	0.9261	0.883	0.000
LHB	LOC129528618	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	61012	0.9261	0.883	0.000
LHB	LOC129528619	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	47555	0.9261	0.883	0.000
LHB	LOC129528620	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	54277	0.9224	0.841	0.000
LHB	LOC129528621	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	40811	0.9264	0.887	0.000
LHB	LOC129528622	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	34070	0.9264	0.887	0.000
LHB	LOC129528623	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	27345	0.9264	0.887	0.000
LHB	LOC129528624	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	20602	0.9264	0.887	0.000
LHB	LOC129528625	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	13866	0.9264	0.887	0.000
LHB	LOC134756380	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC134757023	0	1	0	0	1	0	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LHB	LOC134757024	0	1	0	0	1	1	0	NC_073244.2	NC_073238.2	0	-1	0.9240	0.858	0.000
LIF	LOC115931901	0	1	0	0	1	0	0	NC_086018.1	NC_086018.1	1	1258	1.0000	0.194	0.526
LILRA2	LILRB2	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	326681	0.9045	0.284	0.394
LILRA2	LOC109024105	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	285009	0.9134	0.287	0.825
LILRA2	LOC129528683	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	314575	0.9315	0.429	0.915
LILRA2	LOC129528684	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	350702	0.9118	0.000	0.502
LILRB2	LOC101152160	0	1	1	0	1	0	0	NC_073244.2	NC_073244.2	1	367681	0.9054	0.656	0.584
LILRB2	LOC109024105	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	41672	0.9113	0.389	0.805
LILRB2	LOC129528682	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	344832	0.9152	0.447	0.367
LILRB2	LOC129528683	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	12106	0.9533	0.449	0.692
LILRB3	LOC129528684	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	26768	0.9896	0.466	0.823
LIMS1	LOC101146691	1	1	0	3	1	1	1	NC_073236.2	NC_073236.2	1	1390015	0.9905	0.478	1.000
LIN28A	LOC101145031	0	1	0	0	1	0	0	NC_073224.2	NC_073235.2	0	-1	0.9298	0.000	0.864
LINC02693	LOC109025320	0	1	0	0	1	1	1	NC_073242.2	NC_073228.2	0	-1	0.9514	0.995	0.218
LLGL1	LOC134758557	0	1	0	0	1	0	0	NC_073228.2	NC_073228.2	1	14095	1.0000	0.000	0.380
LLPH	LOC101151758	0	1	0	0	1	1	1	NC_073234.2	NC_073235.2	0	-1	0.9791	0.477	0.976
LLPH	LOC129529526	1	1	0	13	1	1	1	NC_073234.2	NC_086018.1	0	-1	0.9936	0.477	0.123
LOC101123729	LOC101140367	0	1	1	0	1	0	1	NC_073228.2	NC_073228.2	1	2534716	0.9857	0.829	0.800
LOC101123729	LOC129533812	0	1	1	0	1	1	1	NC_073228.2	NC_073228.2	1	2092916	0.9857	0.829	0.521
LOC101123746	LOC115936187	1	1	1	12	1	0	1	NC_073229.2	NC_073229.2	1	1200503	0.9912	0.946	0.950
LOC101123746	LOC129534073	1	1	1	57	1	1	1	NC_073229.2	NC_073229.2	1	1220909	0.9969	0.946	0.951
LOC101123746	LOC129534074	1	1	1	17	1	0	1	NC_073229.2	NC_073229.2	1	1180103	0.9949	0.946	0.961
LOC101123746	LOC129534075	1	1	1	88	1	1	1	NC_073229.2	NC_073229.2	1	288127	0.9962	0.992	0.973
LOC101123746	LOC129534219	1	1	1	74	1	1	1	NC_073229.2	NC_073229.2	1	19780	0.9998	0.948	0.900
LOC101123746	LOC134758841	1	0	0	77	1	1	1	NC_073229.2	NC_073224.2	0	-1	0.0000	0.000	0.000
LOC101123746	ZC3H11A	0	1	1	0	1	1	1	NC_073229.2	NC_073224.2	0	-1	0.9089	0.990	0.754
LOC101123746	ZC3H11B	0	1	1	0	1	1	1	NC_073229.2	NC_073224.2	0	-1	0.9150	0.998	0.997
LOC101123746	ZC3H11C	1	1	1	88	1	1	1	NC_073229.2	NC_073229.2	1	2873345	0.9912	0.946	0.893
LOC101123748	LOC101124600	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	5980	0.9815	0.863	0.549
LOC101123748	LOC101154318	0	1	0	0	0	1	0	NC_073244.2	NC_073244.2	1	10115	0.9795	0.863	0.411
LOC101123748	LOC109024055	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	153995	0.9835	0.860	0.582
LOC101123748	LOC129526101	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.547
LOC101123748	LOC129526102	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.546
LOC101123748	LOC129526103	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.547
LOC101123748	LOC129526104	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.547
LOC101123748	LOC129526109	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.547
LOC101123748	LOC129526113	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.550
LOC101123748	LOC129526120	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.529
LOC101123748	LOC129526121	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.624
LOC101123748	LOC129526127	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.581
LOC101123748	LOC129526131	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.547
LOC101123748	LOC129526152	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.624
LOC101123748	LOC129526155	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.550
LOC101123748	LOC129526156	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.525
LOC101123748	LOC129526157	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.525
LOC101123748	LOC129526203	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.624
LOC101123748	LOC129526207	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.525
LOC101123748	LOC129526208	0	1	1	0	0	1	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.624
LOC101123748	LOC129526209	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.583
LOC101123748	LOC129526210	0	1	1	0	0	0	0	NC_073244.2	NC_073238.2	0	-1	0.9829	0.832	0.624
LOC101123748	LOC129528600	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	19098	0.9814	0.860	0.682
LOC101123748	LOC129528601	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	25803	0.9814	0.860	0.680
LOC101123748	LOC129528604	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	32607	0.9814	0.860	0.682
LOC101123748	LOC129528606	0	1	1	0	0	1	0	NC_073244.2	NC_073244.2	1	39354	0.9834	0.856	0.549
LOC101123748	LOC129528608	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	46063	0.9814	0.860	0.680
LOC101123748	LOC129528610	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	52853	0.9834	0.856	0.549
LOC101123748	LOC129528611	0	1	1	0	0	1	0	NC_073244.2	NC_073244.2	1	59608	0.9834	0.856	0.549
LOC101123748	LOC129528613	0	1	1	0	0	1	0	NC_073244.2	NC_073244.2	1	66349	0.9814	0.860	0.682
LOC101123748	LOC129528614	0	1	1	0	0	1	0	NC_073244.2	NC_073244.2	1	73063	0.9814	0.860	0.680
LOC101123748	LOC129528615	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	79852	0.9834	0.856	0.549
LOC101123748	LOC129528616	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	86599	0.9834	0.856	0.549
LOC101123748	LOC129528617	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	93350	0.9834	0.856	0.549
LOC101123748	LOC129528618	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	100104	0.9834	0.856	0.549
LOC101123748	LOC129528619	0	1	1	0	0	0	0	NC_073244.2	NC_073244.2	1	113561	0.9834	0.856	0.560
