gene_a	gene_b	dn_a	dn_b	cls	core	aln_frac	aln_len	matches_best	blocklen_best	matches_sum	len_a	len_b	recip_id_best	recip_id_sum
LOC101137462	ZNF429	DN_NC_073244.2_27285351_4	DN_NC_073244.2_27956158_4	truthbar	0.6982	0.7004	1898	1440	1898	1440	4682	2710	0.3076	0.3076
LOC101137462	ZNF43	DN_NC_073244.2_27285351_4	DN_NC_073244.2_28333451_4	truthbar	0.3875	0.4247	1755	1403	1755	2528	4682	4132	0.2997	0.5399
LOC101137462	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27285351_4	truthbar	0.4177	0.4713	1443	1187	1443	1187	3062	4682	0.2535	0.2535
LOC101137462	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27285351_4	truthbar	0.2019	0.4202	1382	997	1382	997	3289	4682	0.2129	0.2129
LOC101137462	ZNF675	DN_NC_073244.2_27285351_4	DN_NC_073244.2_29970261_4	truthbar	0.6144	0.9205	2027	1473	2027	1473	4682	2202	0.3146	0.3146
LOC101137462	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27285351_4	truthbar	0.373	0.5573	1814	1434	1814	1434	3255	4682	0.3063	0.3063
LOC101137462	ZNF723	DN_NC_073244.2_27285351_4	DN_NC_073244.2_29232445_4	truthbar	0.2673	0.652	1510	1207	1510	1207	4682	2316	0.2578	0.2578
LOC101137462	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27285351_4	truthbar	0.4407	0.3617	1076	838	1076	838	2975	4682	0.1790	0.1790
LOC101137661	LOC109025815	DN_NC_073235.2_31662902_3	DN_NC_073235.2_31973952_17	genuine	0.1934	0.3432	417	403	417	403	1215	3874	0.1040	0.1040
LOC101137734	LOC129527528	DN_NC_073238.2_30171533_2	DN_NC_073242.2_7013229_2	genuine	0.2063	0.2907	865	800	865	800	3422	2976	0.2338	0.2338
LOC101137734	LOC134756955	DN_NC_073238.2_30171533_2	DN_NC_073238.2_33197456_2	genuine	0.5447	1.0009	3425	3411	3425	3411	3422	3425	0.9959	0.9959
LOC101137806	LOC101139163	DN_NC_086017.1_136773097_2	DN_NC_086017.1_141278779_5	genuine	0.2474	0.7556	1744	1598	1744	1598	3501	2308	0.4564	0.4564
LOC101137806	LOC115934341	DN_NC_086017.1_136773097_2	DN_NC_086017.1_85330170_7	genuine	0.1954	0.6875	1745	1556	1745	1556	3501	2538	0.4444	0.4444
LOC101137900	LOC109027212	DN_NC_073229.2_67950085_3	DN_NC_073238.2_32617313_2	genuine	0.2119	0.2888	383	355	383	355	1326	4410	0.0805	0.0805
LOC101137900	LOC129528278	DN_NC_073238.2_32617313_2	DN_NC_073241.2_83874271_3	genuine	0.2114	0.2882	383	356	383	356	4410	1329	0.0807	0.0807
LOC101137900	LOC129528791	DN_NC_073238.2_32617313_2	DN_NC_073244.2_6165323_3	genuine	0.2192	0.2988	383	349	383	349	4410	1282	0.0791	0.0791
LOC101138011	LOC109025084	DN_NC_073224.2_98617594_3	DN_NC_073229.2_52163606_6	genuine	0.3253	0.6987	552	503	552	503	3515	790	0.1431	0.1431
LOC101138066	LOC115930840	DN_NC_073240.2_85708603_4	DN_NC_073240.2_86386259_3	TP	0.2797	0.8329	2996	2852	2996	2852	3597	4495	0.6345	0.6345
LOC101138261	MPHOSPH8	DN_NC_073232.2_72957232_4	DN_NC_073238.2_33904146_3	genuine	0.4114	0.4114	425	391	425	391	3972	1033	0.0984	0.0984
LOC101139163	LOC101152938	DN_NC_073233.2_75718276_6	DN_NC_086017.1_141278779_5	TP	0.25	0.8302	1916	1735	1916	1735	3428	2308	0.5061	0.5061
LOC101139163	LOC115934341	DN_NC_086017.1_141278779_5	DN_NC_086017.1_85330170_7	TP	0.2448	0.8085	1866	1778	1866	1778	2308	2538	0.7006	0.7006
LOC101139703	LOC129526951	DN_NC_073237.2_17678391_14	DN_NC_073238.2_22049850_15	TP	0.4479	1.0319	3138	2995	3138	2995	3041	4646	0.6446	0.6446
LOC101140030	ULBP1	DN_NC_073229.2_174132332_5	DN_NC_073229.2_174168227_4	truthbar	0.2157	0.9873	1628	1329	1628	1329	3519	1649	0.3777	0.3777
LOC101140030	ULBP3	DN_NC_073229.2_174168227_4	DN_NC_073229.2_174230881_5	truthbar	0.3927	0.4621	762	712	762	712	1649	2930	0.2430	0.2430
LOC101140402	LOC101141165	DN_NC_086018.1_21140998_4	DN_NC_086018.1_23370474_4	genuine	0.3016	0.4735	438	407	438	407	5892	925	0.0691	0.0691
LOC101140892	RPLP1	DN_NC_073228.2_155613898_3	DN_NC_073240.2_70293854_4	genuine	0.2191	0.6041	728	671	728	671	2159	1205	0.3108	0.3108
LOC101141027	LOC101142646	DN_NC_073244.2_27765726_4	DN_NC_073244.2_27869273_3	truthbar	0.283	0.5528	1430	1009	1430	1009	2587	2996	0.3368	0.3368
LOC101141027	LOC101144838	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28256975_5	truthbar	0.4468	0.898	2323	1728	2323	1728	2587	4445	0.3888	0.3888
LOC101141027	LOC101145945	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28588105_4	truthbar	0.2114	0.7109	1839	1502	1839	1502	2587	3928	0.3824	0.3824
LOC101141027	LOC101146634	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28711447_2	truthbar	0.3533	0.4426	1145	897	1145	2618	2587	3806	0.2357	0.6879
LOC101141027	LOC101153126	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29297022_4	truthbar	0.4395	0.7074	1830	1470	1830	1470	2587	4794	0.3066	0.3066
LOC101141027	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27765726_4	genuine	0.4557	0.685	1772	1432	1772	1432	3768	2587	0.3800	0.3800
LOC101141027	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_27765726_4	genuine	0.4828	0.3402	880	748	880	748	2818	2587	0.2654	0.2654
LOC101141027	LOC115931568	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28072858_4	truthbar	0.4322	0.6699	1733	1372	1733	1372	2587	3356	0.4088	0.4088
LOC101141027	LOC115931576	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29046961_4	truthbar	0.5334	0.6904	1786	1462	1786	1462	2587	4064	0.3597	0.3597
LOC101141027	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27765726_4	genuine	0.5133	0.6749	1746	1501	1746	1501	3831	2587	0.3918	0.3918
LOC101141027	ZNF254	DN_NC_073244.2_27765726_4	DN_NC_073244.2_30438340_4	truthbar	0.5419	0.7731	2000	1549	2000	1549	2587	4060	0.3815	0.3815
LOC101141027	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27765726_4	truthbar	0.5307	0.6363	1646	1283	1646	1283	3761	2587	0.3411	0.3411
LOC101141027	ZNF429	DN_NC_073244.2_27765726_4	DN_NC_073244.2_27956158_2	truthbar	0.6447	0.5251	1141	906	1141	906	2587	2173	0.3502	0.3502
LOC101141027	ZNF43	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28333451_4	truthbar	0.3634	1.039	2688	1928	2688	1928	2587	4132	0.4666	0.4666
LOC101141027	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27765726_4	truthbar	0.4785	0.6428	1663	1414	1663	1414	3686	2587	0.3836	0.3836
LOC101141027	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27765726_4	truthbar	0.2474	0.6664	1724	1352	1724	1352	3289	2587	0.4111	0.4111
LOC101141027	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27765726_4	truthbar	0.4403	0.3525	912	777	912	777	3140	2587	0.2475	0.2475
LOC101141027	ZNF675	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29970261_4	truthbar	0.446	0.8333	1835	1550	1835	1550	2587	2202	0.5991	0.5991
LOC101141027	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27765726_4	truthbar	0.4983	0.6664	1724	1458	1724	1458	3255	2587	0.4479	0.4479
LOC101141027	ZNF681	DN_NC_073244.2_27765726_4	DN_NC_073244.2_30067652_4	truthbar	0.2772	1.0043	2598	1973	2598	1973	2587	5815	0.3393	0.3393
LOC101141027	ZNF723	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29232445_4	truthbar	0.5104	0.7461	1728	1337	1728	1337	2587	2316	0.5168	0.5168
LOC101141027	ZNF91	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29680825_2	genuine	0.2845	0.4496	1163	907	1163	907	2587	5154	0.1760	0.1760
LOC101141027	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_27765726_4	truthbar	0.5072	0.8628	2232	1727	2232	1727	3291	2587	0.5248	0.5248
LOC101141171	NUDT10	DN_NC_073247.2_61509959_2	DN_NC_073247.2_61690478_2	TP	0.2192	0.5069	1281	1144	1281	1144	2527	3841	0.2978	0.2978
LOC101141192	LOC134759160	DN_NC_073232.2_64911725_5	DN_NC_073232.2_65009281_5	genuine	0.7093	0.9998	5251	5213	5251	5213	5252	5364	0.9718	0.9718
LOC101141821	LOC115933573	DN_NC_073236.2_31528778_7	DN_NC_073236.2_32340171_12	TP	0.2778	0.7459	2615	2565	2615	2565	5631	3506	0.4555	0.4555
LOC101142134	LOC101142998	DN_NC_073229.2_47549272_8	DN_NC_073229.2_48967498_8	truthbar	0.4851	0.74	1463	1294	1463	1294	1977	2122	0.6098	0.6098
LOC101142134	LOC101143844	DN_NC_073229.2_47549272_8	DN_NC_073229.2_49051174_8	truthbar	0.4831	0.7567	1496	1305	1496	1305	1977	1986	0.6571	0.6571
LOC101142134	LOC101153360	DN_NC_073229.2_47549272_8	DN_NC_073229.2_48177425_8	truthbar	0.5387	0.5463	1080	936	1080	936	1977	4178	0.2240	0.2240
LOC101142134	LOC109027174	DN_NC_073229.2_47549272_8	DN_NC_073229.2_47663527_8	genuine	0.9386	1.0026	1944	1819	1944	1819	1977	1939	0.9201	0.9201
LOC101142134	MHC-G	DN_NC_073229.2_47377766_7	DN_NC_073229.2_47549272_8	truthbar	0.8425	0.892	1099	949	1099	949	1232	1977	0.4800	0.4800
LOC101142371	RRN3	DN_NC_073242.2_29556580_18	DN_NC_073242.2_31545375_14	truthbar	0.1947	0.5407	1739	1387	1739	1387	6802	3216	0.2039	0.2039
LOC101142457	LOC129523511	DN_NC_073227.2_212285016_9	DN_NC_073247.2_167707352_7	TP	0.5635	1.0274	2022	1805	2022	1805	2214	1968	0.8153	0.8153
LOC101142457	LOC134756389	DN_NC_073231.2_151170137_9	DN_NC_073247.2_167707352_7	TP	0.4029	1.096	2157	1952	2157	1952	2153	1968	0.9066	0.9066
LOC101142457	RABL2A	DN_NC_073235.2_15131698_9	DN_NC_073247.2_167707352_7	TP	0.3069	0.9812	1931	1805	1931	1805	2472	1968	0.7302	0.7302
LOC101142457	RABL2B	DN_NC_073247.2_167707352_7	DN_NC_086018.1_48818439_9	truthbar	0.5125	1.0	1204	1002	1204	1002	1968	1204	0.5091	0.5091
LOC101142646	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27869273_3	truthbar	0.238	0.5527	1656	1261	1656	1261	3686	2996	0.3421	0.3421
LOC101142646	ZNF723	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29232445_4	truthbar	0.3001	0.6749	1563	1114	1563	1114	2996	2316	0.3718	0.3718
LOC101142783	LOC115933254	DN_NC_073236.2_32935295_3	DN_NC_073237.2_29418618_13	TP	0.2947	0.493	2429	2358	2429	2358	7097	4927	0.3323	0.3323
LOC101142859	LOC134758545	DN_NC_073228.2_66328056_2	DN_NC_073228.2_70719297_2	TP	0.4722	1.1398	4565	3970	4565	3970	4005	5218	0.7608	0.7608
LOC101142904	LOC129530552	DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	TP	0.3802	1.0013	3181	3164	3181	3164	3178	3177	0.9956	0.9956
LOC101142918	LOC115936005	DN_NC_073232.2_92223921_5	DN_NC_073232.2_99723280_5	genuine	0.6829	1.0009	3339	3324	3339	3324	3336	3686	0.9018	0.9018
LOC101142998	LOC101143844	DN_NC_073229.2_48967498_8	DN_NC_073229.2_49051174_8	TP	0.5176	0.8016	1592	1466	1592	1466	2122	1986	0.6909	0.6909
LOC101142998	LOC101153360	DN_NC_073229.2_48177425_8	DN_NC_073229.2_48967498_8	truthbar	0.459	0.5617	1192	1044	1192	1044	4178	2122	0.2499	0.2499
LOC101142998	LOC109027174	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48967498_8	genuine	0.492	0.753	1460	1291	1460	1291	1939	2122	0.6084	0.6084
LOC101142998	MHC-G	DN_NC_073229.2_47377766_7	DN_NC_073229.2_48967498_8	truthbar	0.8076	0.767	945	819	945	819	1232	2122	0.3860	0.3860
LOC101143038	WASHC2C	DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	TP	0.3528	0.9953	5083	4873	5083	4873	5211	5107	0.9351	0.9351
LOC101143142	LOC129530478	DN_NC_073246.2_2464898_3	DN_NC_086018.1_2012052_3	TP	0.7828	1.0624	1482	1358	1482	1358	1395	1504	0.9029	0.9029
LOC101143404	SHQ1	DN_NC_073232.2_65161149_4	DN_NC_086017.1_82640717_11	genuine	0.3237	0.5863	1726	1605	1726	1605	4591	2944	0.3496	0.3496
LOC101143406	LOC101144261	DN_NC_073232.2_68371563_10	DN_NC_073232.2_68618263_8	TP	0.6485	0.9738	3646	3424	3646	3424	4049	3744	0.8456	0.8456
LOC101143448	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073240.2_21986088_4	genuine	0.2417	0.3404	452	416	452	416	1328	3202	0.1299	0.1299
LOC101143448	PDCD5	DN_NC_073240.2_21986088_4	DN_NC_073244.2_43610901_6	genuine	0.257	0.3652	459	437	459	437	3202	1257	0.1365	0.1365
LOC101143448	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073240.2_21986088_4	genuine	0.3382	0.339	461	431	461	431	1360	3202	0.1346	0.1346
LOC101143487	LOC129523491	DN_NC_073230.2_13358875_21	DN_NC_073230.2_14200490_21	TP	0.8911	0.965	3031	3017	3031	3017	3141	3830	0.7877	0.7877
LOC101143714	SLFN11	DN_NC_073228.2_57567147_5	DN_NC_073228.2_57642308_6	truthbar	0.2308	0.6159	3295	2875	3295	3894	5423	5350	0.5301	0.7181
LOC101143714	SLFN12	DN_NC_073228.2_57477870_3	DN_NC_073228.2_57583458_4	truthbar	0.2608	0.2572	1070	949	1070	949	5157	4160	0.1840	0.1840
LOC101143820	SNRNP25	DN_NC_073235.2_144823500_4	DN_NC_073242.2_3673676_5	TP	0.5829	1.0754	1070	994	1070	994	995	3436	0.2893	0.2893
LOC101143844	LOC101153360	DN_NC_073229.2_48177425_8	DN_NC_073229.2_49051174_8	truthbar	0.4854	0.6158	1223	1058	1223	1058	4178	1986	0.2532	0.2532
LOC101143844	LOC109027174	DN_NC_073229.2_47663527_8	DN_NC_073229.2_49051174_8	genuine	0.4946	0.8577	1663	1447	1663	1447	1939	1986	0.7286	0.7286
LOC101143844	MHC-G	DN_NC_073229.2_47377766_7	DN_NC_073229.2_49051174_8	truthbar	0.8084	0.8555	1054	901	1054	901	1232	1986	0.4537	0.4537
LOC101143855	LOC115935294	DN_NC_073230.2_13331389_15	DN_NC_073230.2_14245227_15	TP	1.0	1.0	1762	1758	1762	1758	1762	1810	0.9713	0.9713
LOC101143875	LOC115933307	DN_NC_073237.2_23692487_10	DN_NC_073237.2_30061699_3	TP	0.2502	0.2517	676	666	676	666	2686	3916	0.1701	0.1701
LOC101144243	VPS13B	DN_NC_073231.2_105681903_7	DN_NC_073231.2_105703620_4	genuine	0.6453	0.645	2133	2133	2133	2133	3728	3307	0.5722	0.5722
LOC101144552	RHBDF1	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3677891_18	TP	0.9661	0.9655	1454	1452	1454	1452	1506	3036	0.4783	0.4783
LOC101144552	SNRNP25	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3673676_5	genuine	0.4648	0.4661	702	700	702	700	1506	3436	0.2037	0.2037
LOC101144634	LOC115930073	DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	TP	1.0	1.0	3038	3037	3038	3037	4250	3038	0.7146	0.7146
LOC101144838	LOC101145945	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28588105_4	truthbar	0.2299	0.3905	1534	1291	1534	2063	4445	3928	0.2904	0.4641
LOC101144838	LOC101146634	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28711447_4	truthbar	0.3717	0.2615	1099	792	1099	792	4445	4202	0.1782	0.1782
LOC101144838	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28256975_5	genuine	0.3973	0.405	1526	1076	1526	1076	3768	4445	0.2421	0.2421
LOC101144838	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_28256975_5	genuine	0.446	0.4834	1863	1573	1863	1573	3854	4445	0.3539	0.3539
LOC101144838	LOC115931576	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29046961_4	truthbar	0.3661	0.6051	2459	2077	2459	2077	4445	4064	0.4673	0.4673
LOC101144838	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28256975_5	genuine	0.3354	0.4161	1594	1225	1594	1225	3831	4445	0.2756	0.2756
LOC101144838	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28256975_5	truthbar	0.376	0.5137	1932	1472	1932	1472	3761	4445	0.3312	0.3312
LOC101144838	ZNF429	DN_NC_073244.2_27956158_2	DN_NC_073244.2_28256975_5	truthbar	0.5831	0.3341	726	624	726	624	2173	4445	0.1404	0.1404
LOC101144838	ZNF43	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28333451_4	truthbar	0.3156	0.5288	2185	1366	2185	1366	4445	4132	0.3073	0.3073
LOC101144838	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28256975_5	TP	0.3717	0.557	2053	1763	2053	1763	3686	4445	0.3966	0.3966
LOC101144838	ZNF675	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29970261_4	truthbar	0.5241	0.9196	2025	1665	2025	1665	4445	2202	0.3746	0.3746
LOC101144838	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_28256975_5	truthbar	0.4375	0.4857	1581	1259	1581	1259	3255	4445	0.2832	0.2832
LOC101144838	ZNF723	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29232445_4	truthbar	0.4508	0.6701	1552	1246	1552	1246	4445	2316	0.2803	0.2803
LOC101144838	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_28256975_5	truthbar	0.3734	0.7025	2090	1665	2090	1665	2975	4445	0.3746	0.3746
LOC101144919	LOC115930536	DN_NC_073239.2_32630520_8	DN_NC_073239.2_32663808_8	TP	0.725	0.9816	1278	1245	1278	1245	1302	3441	0.3618	0.3618
LOC101144987	LOC101146541	DN_NC_073247.2_62249491_13	DN_NC_073247.2_62361057_13	TP	0.9344	1.0	2593	2563	2593	2563	2611	2593	0.9816	0.9816
LOC101145461	LOC129523474	DN_NC_073247.2_114041704_23	DN_NC_073247.2_114140052_23	TP	1.0	1.0	2402	2402	2402	2402	2402	2449	0.9808	0.9808
LOC101145464	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073247.2_147586730_5	genuine	0.3539	0.3539	470	448	470	448	1328	2456	0.1824	0.1824
LOC101145464	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_147586730_5	genuine	0.3739	0.3747	471	440	471	440	1257	2456	0.1792	0.1792
LOC101145464	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_147586730_5	genuine	0.2449	0.3485	474	451	474	451	1360	2456	0.1836	0.1836
LOC101145660	LOC129527173	DN_NC_073240.2_23674889_10	DN_NC_073240.2_29752710_11	genuine	0.4324	1.5425	4905	3099	4905	3099	5098	3180	0.6079	0.6079
LOC101145660	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073240.2_23674889_10	genuine	0.211	0.4211	435	386	435	386	1033	5098	0.0757	0.0757
LOC101145825	SERHL2	DN_NC_086018.1_40516247_7	DN_NC_086018.1_40570429_6	genuine	0.4361	0.6427	1804	1718	1804	1718	2807	5000	0.3436	0.3436
LOC101145945	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28588105_4	genuine	0.2465	0.4509	1699	1422	1699	1422	3768	3928	0.3620	0.3620
LOC101145945	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_28588105_4	genuine	0.3176	0.5518	1555	1235	1555	1235	2818	3928	0.3144	0.3144
LOC101145945	LOC115931568	DN_NC_073244.2_28072858_4	DN_NC_073244.2_28588105_4	truthbar	0.2914	0.5116	1717	1299	1717	1299	3356	3928	0.3307	0.3307
LOC101145945	LOC115931576	DN_NC_073244.2_28588105_4	DN_NC_073244.2_29046961_4	truthbar	0.2681	0.4868	1912	1475	1912	1475	3928	4064	0.3629	0.3629
LOC101145945	ZNF254	DN_NC_073244.2_28588105_4	DN_NC_073244.2_30438340_4	truthbar	0.2391	0.4789	1881	1447	1881	1447	3928	4060	0.3564	0.3564
LOC101145945	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28588105_4	truthbar	0.28	0.4571	1719	1452	1719	1452	3761	3928	0.3697	0.3697
LOC101145945	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_073244.2_28588105_4	truthbar	0.3675	0.7395	2004	1559	2004	1559	2710	3928	0.3969	0.3969
LOC101145945	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28588105_4	truthbar	0.2105	0.4886	1801	1366	1801	1366	3686	3928	0.3478	0.3478
LOC101145945	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_28588105_4	truthbar	0.298	0.4998	1644	1218	1644	1218	3289	3928	0.3101	0.3101
LOC101145945	ZNF675	DN_NC_073244.2_28588105_4	DN_NC_073244.2_29970261_4	truthbar	0.2561	0.8065	1776	1419	1776	1419	3928	2202	0.3613	0.3613
LOC101145945	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_28588105_4	truthbar	0.2409	0.5435	1769	1415	1769	1415	3255	3928	0.3602	0.3602
LOC101145945	ZNF723	DN_NC_073244.2_28588105_4	DN_NC_073244.2_29232445_4	truthbar	0.4175	0.6947	1609	1291	1609	1291	3928	2316	0.3287	0.3287
LOC101145975	LOC129523464	DN_NC_073237.2_83935038_8	DN_NC_073237.2_84341528_8	TP	0.456	1.0	1625	1465	1625	1465	1906	1625	0.7686	0.7686
LOC101146324	LOC115936027	DN_NC_073232.2_13920774_9	DN_NC_073232.2_13945467_9	TP	0.3784	1.0003	3257	3171	3257	3171	4534	3256	0.6994	0.6994
LOC101146405	LOC115935376	DN_NC_073230.2_47098444_23	DN_NC_073230.2_86257459_21	genuine	0.2923	0.3028	898	885	898	1756	3744	2966	0.2364	0.4690
LOC101146454	LOC115930226	DN_NC_073224.2_95894630_7	DN_NC_073224.2_95939283_8	TP	0.6366	1.106	1263	1110	1263	1110	1142	1271	0.8733	0.8733
LOC101146458	LOC115936279	DN_NC_073233.2_54778450_7	DN_NC_073233.2_54817717_7	genuine	0.4791	0.9786	2061	1859	2061	1859	2106	4778	0.3891	0.3891
LOC101146458	LOC129523488	DN_NC_073233.2_54817717_7	DN_NC_073233.2_97922937_7	TP	0.9721	0.9721	1637	1499	1637	1499	4778	1684	0.3137	0.3137
LOC101146634	LOC101153126	DN_NC_073244.2_28711447_4	DN_NC_073244.2_29297022_4	truthbar	0.4641	0.9703	4077	2966	4077	2966	4202	4794	0.6187	0.6187
LOC101146634	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_28711447_4	truthbar	0.4079	0.3334	1285	888	1285	888	3854	4202	0.2113	0.2113
LOC101146634	ZNF254	DN_NC_073244.2_28711447_4	DN_NC_073244.2_30438340_4	truthbar	0.3139	0.6116	2483	1677	2483	1677	4202	4060	0.3991	0.3991
LOC101146634	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_28711447_4	truthbar	0.4923	0.5721	2364	1802	2364	3161	4132	4202	0.4288	0.7523
LOC101146634	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28711447_4	truthbar	0.3937	0.4737	1746	1194	1746	1194	3686	4202	0.2842	0.2842
LOC101146634	ZNF681	DN_NC_073244.2_28711447_2	DN_NC_073244.2_30067652_4	truthbar	0.4283	0.3008	1145	832	1145	1522	3806	5815	0.1431	0.2617
LOC101146634	ZNF723	DN_NC_073244.2_28711447_4	DN_NC_073244.2_29232445_4	genuine	0.3398	0.5142	1191	936	1191	1675	4202	2316	0.2228	0.3986
LOC101146634	ZNF91	DN_NC_073244.2_28711447_4	DN_NC_073244.2_29680825_2	truthbar	0.2043	0.7532	3165	1805	3165	1805	4202	5154	0.3502	0.3502
LOC101146634	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_28711447_2	truthbar	0.438	0.405	1205	880	1205	880	2975	3806	0.2312	0.2312
LOC101147259	LOC115933254	DN_NC_073236.2_32866582_11	DN_NC_073237.2_93516915_6	TP	0.2605	0.8161	2804	2614	2804	2614	6125	3436	0.4268	0.4268
LOC101147313	LOC115934054	DN_NC_086017.1_207540432_15	DN_NC_086017.1_209174437_6	genuine	0.2452	0.2964	695	666	695	666	3987	2345	0.1670	0.1670
LOC101147313	SDHA	DN_NC_073243.2_112081564_15	DN_NC_086017.1_207540432_15	genuine	0.2192	0.5354	1609	1399	1609	1399	3005	3987	0.3509	0.3509
LOC101147715	LOC115931576	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29046961_4	truthbar	0.2328	0.4213	1712	1351	1712	3106	6414	4064	0.2106	0.4843
LOC101147715	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28820229_4	genuine	0.2399	0.3161	1211	944	1211	3718	3831	6414	0.1472	0.5797
LOC101147715	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28820229_4	genuine	0.2077	0.4318	1624	1283	1624	1283	3761	6414	0.2000	0.2000
LOC101147715	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_073244.2_28820229_4	truthbar	0.1941	0.4458	1208	1016	1208	1016	2710	6414	0.1584	0.1584
LOC101147715	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_28820229_4	truthbar	0.235	0.53	2190	1366	2190	6617	4132	6414	0.2130	1.0000
LOC101147715	ZNF681	DN_NC_073244.2_28820229_4	DN_NC_073244.2_30067652_4	truthbar	0.258	0.2715	1579	1159	1579	2246	6414	5815	0.1807	0.3502
LOC101147715	ZNF91	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29680825_2	truthbar	0.512	0.5345	2755	2259	2755	2259	6414	5154	0.3522	0.3522
LOC101148088	LOC115932194	DN_NC_073247.2_62664010_4	DN_NC_073247.2_62680287_4	TP	0.9979	0.9979	484	484	484	484	526	485	0.9202	0.9202
LOC101148313	LOC115935025	DN_NC_073229.2_136502891_3	DN_NC_073229.2_136550623_3	TP	0.9935	0.9935	2446	2446	2446	2446	2462	4530	0.5400	0.5400
LOC101148457	LOC109025592	DN_NC_073224.2_125859316_3	DN_NC_086018.1_19844955_6	genuine	0.2832	0.3944	674	603	674	603	1709	2504	0.2408	0.2408
LOC101148457	TRAF5	DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	genuine	0.2198	0.5116	1281	1122	1281	1122	4143	2504	0.2708	0.2708
LOC101148684	LOC101152035	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70674504_7	TP	0.7841	0.8606	901	816	901	816	1047	1316	0.6201	0.6201
