family_id	n_copies	n_chroms	dominant_gene_root	name_concordance	density	avg_core_recip	n_articulation	class	members
DSFAM911	2	1	(novel)	NA	1.000	0.225	0	family	DN_NC_073230.2_84149572_5,DN_NC_073230.2_88425670_12
DSFAM912	2	2	ANO	1.0	1.000	0.213	0	family	DN_NC_073233.2_78027084_24,DN_NC_073234.2_21213540_25
DSFAM913	2	1	TP53RK	1.0	1.000	0.695	0	family	DN_NC_073245.2_58910437_2,DN_NC_073245.2_58914759_2
DSFAM914	2	2	RFX	0.5	1.000	0.742	0	family	DN_NC_073229.2_141117205_4,DN_NC_073237.2_129726988_8
DSFAM915	2	2	NDST	1.0	1.000	0.307	0	family	DN_NC_073228.2_154339565_7,DN_NC_073232.2_41941662_15
DSFAM916	2	1	INTS	1.0	1.000	0.953	0	family	DN_NC_073233.2_70564649_2,DN_NC_073233.2_70564655_2
DSFAM917	2	1	SVEP	1.0	1.000	0.315	0	family	DN_NC_073237.2_106566135_6,DN_NC_073237.2_106610295_11
DSFAM918	2	2	MTHFS	0.5	1.000	0.138	0	family	DN_NC_073227.2_56356744_8,DN_NC_073240.2_81300329_3
DSFAM919	2	1	TRIM	1.0	1.000	0.479	0	family	DN_NC_073230.2_82405962_7,DN_NC_073230.2_84189831_5
DSFAM920	2	1	(novel)	NA	1.000	0.259	0	family	DN_NC_073228.2_78724694_4,DN_NC_073228.2_79204251_5
DSFAM921	2	2	CORO	1.0	1.000	0.265	0	family	DN_NC_073237.2_94439193_12,DN_NC_073240.2_69411455_12
DSFAM922	2	1	TMEM	1.0	1.000	0.860	0	family	DN_NC_073231.2_96492518_3,DN_NC_073231.2_96492524_2
DSFAM923	2	1	(novel)	NA	1.000	0.898	0	family	DN_NC_073230.2_7606300_4,DN_NC_073230.2_7609536_2
DSFAM924	2	1	(novel)	NA	1.000	0.953	0	family	DN_NC_073228.2_104240819_2,DN_NC_073228.2_104240819_3
DSFAM925	2	1	(novel)	NA	1.000	0.328	0	family	DN_NC_073236.2_46553268_10,DN_NC_073236.2_47822803_9
DSFAM926	2	1	(novel)	NA	1.000	0.252	0	family	DN_NC_073224.2_34022391_2,DN_NC_073224.2_34033747_2
DSFAM927	2	2	SPATA	0.5	1.000	0.242	0	family	DN_NC_073235.2_32368514_11,DN_NC_073238.2_38585508_10
DSFAM928	2	2	RPL36AL	0.5	1.000	0.751	0	family	DN_NC_073239.2_66562547_2,DN_NC_073247.2_113167390_5
DSFAM929	2	1	GSK	1.0	1.000	0.431	0	family	DN_NC_086017.1_130685211_11,DN_NC_086017.1_130899629_2
DSFAM930	2	1	PTRHD	1.0	1.000	0.765	0	family	DN_NC_073236.2_115132080_2,DN_NC_073236.2_115132366_2
DSFAM931	2	2	(novel)	NA	1.000	0.142	0	family	DN_NC_073230.2_131348053_28,DN_NC_073240.2_28046329_2
DSFAM932	2	1	PNRC	1.0	1.000	0.829	0	family	DN_NC_073229.2_113246856_2,DN_NC_073229.2_113247934_2
DSFAM933	2	1	MCL	1.0	1.000	0.780	0	family	DN_NC_073224.2_106255850_3,DN_NC_073224.2_106256050_2
DSFAM934	2	1	(novel)	NA	1.000	0.175	0	family	DN_NC_073229.2_21709541_6,DN_NC_073229.2_21735101_10
DSFAM935	2	2	SLC12A	1.0	1.000	0.410	0	family	DN_NC_073240.2_35071983_25,DN_NC_073242.2_97170214_24
DSFAM936	2	1	(novel)	NA	1.000	0.375	0	family	DN_NC_073245.2_11562885_6,DN_NC_073245.2_11814428_9
DSFAM937	2	2	CNPY	1.0	1.000	0.255	0	family	DN_NC_073229.2_60720496_6,DN_NC_073230.2_88640144_6
DSFAM938	2	1	ZCCHC	1.0	1.000	0.324	0	family	DN_NC_073247.2_115884983_3,DN_NC_073247.2_130545427_4
DSFAM939	2	1	FAM	1.0	1.000	0.744	0	family	DN_NC_073235.2_127078821_2,DN_NC_073235.2_127079281_3
DSFAM940	2	1	(novel)	NA	1.000	0.608	0	family	DN_NC_073241.2_76561222_2,DN_NC_073241.2_76561246_3
DSFAM941	2	1	HYLS	1.0	1.000	0.919	0	family	DN_NC_073233.2_133813081_3,DN_NC_073233.2_133813852_2
DSFAM942	2	1	MRPS	0.5	1.000	0.553	0	family	DN_NC_073228.2_16703728_6,DN_NC_073228.2_16706128_5
DSFAM943	2	2	ATP2B	1.0	1.000	0.320	0	family	DN_NC_073224.2_53012398_21,DN_NC_073247.2_165220768_21
DSFAM944	2	2	OGDH	0.5	1.000	0.551	0	family	DN_NC_073230.2_52428682_23,DN_NC_073232.2_66124270_23
DSFAM945	2	1	EID	1.0	1.000	0.578	0	family	DN_NC_073244.2_51264173_3,DN_NC_073244.2_51264524_3
DSFAM946	2	2	REEP	1.0	1.000	0.224	0	family	DN_NC_073228.2_142333279_8,DN_NC_073236.2_53486662_7
DSFAM947	2	2	ATP	1.0	1.000	0.371	0	family	DN_NC_073241.2_108384307_29,DN_NC_073245.2_63862966_28
DSFAM948	2	1	(novel)	NA	1.000	0.928	0	family	DN_NC_073233.2_17245554_3,DN_NC_073233.2_17245873_2
DSFAM949	2	2	HSPA	1.0	1.000	0.221	0	family	DN_NC_073232.2_128963971_12,DN_NC_073245.2_13635871_13
DSFAM950	2	1	TRIM	1.0	1.000	0.537	0	family	DN_NC_073227.2_185890924_3,DN_NC_073227.2_185943028_3
DSFAM951	2	1	GPR	1.0	1.000	0.748	0	family	DN_NC_073240.2_40508198_2,DN_NC_073240.2_40508198_3
DSFAM952	2	1	(novel)	NA	1.000	0.786	0	family	DN_NC_073241.2_99836638_3,DN_NC_073241.2_99836921_2
DSFAM953	2	1	TSC22D	1.0	1.000	0.961	0	family	DN_NC_073238.2_58705504_3,DN_NC_073238.2_58706831_2
DSFAM954	2	1	CAB	1.0	1.000	0.900	0	family	DN_NC_073238.2_63721987_9,DN_NC_073238.2_63721992_2
DSFAM955	2	1	EIF4EBP	1.0	1.000	0.685	0	family	DN_NC_073231.2_83365474_3,DN_NC_073231.2_83365483_2
DSFAM956	2	1	BBLN	1.0	1.000	0.626	0	family	DN_NC_073237.2_124545363_2,DN_NC_073237.2_124545383_3
DSFAM957	2	1	(novel)	NA	1.000	0.556	0	family	DN_NC_073234.2_23452056_11,DN_NC_073234.2_23565467_10
DSFAM958	2	1	DMAC	1.0	1.000	0.891	0	family	DN_NC_073237.2_56789837_2,DN_NC_073237.2_56789886_2
DSFAM959	2	1	SLC35G	1.0	1.000	0.904	0	family	DN_NC_073232.2_106169761_3,DN_NC_073232.2_106169780_2
DSFAM960	2	2	(novel)	NA	1.000	0.466	0	family	DN_NC_073227.2_12039502_7,DN_NC_073236.2_24822888_6
DSFAM961	2	1	EGR	1.0	1.000	0.763	0	family	DN_NC_073236.2_66471271_2,DN_NC_073236.2_66471348_2
DSFAM962	2	1	NGRN	1.0	1.000	0.723	0	family	DN_NC_073240.2_91480117_2,DN_NC_073240.2_91480399_2
DSFAM963	2	1	(novel)	NA	1.000	0.892	0	family	DN_NC_073232.2_102035329_3,DN_NC_073232.2_102035330_2
DSFAM964	2	1	LRRN	1.0	1.000	0.810	0	family	DN_NC_086017.1_13587542_2,DN_NC_086017.1_13588373_2
DSFAM965	2	2	BRD	1.0	1.000	0.222	0	family	DN_NC_073237.2_130396115_12,DN_NC_073244.2_21687258_9
DSFAM966	2	1	PHF	1.0	1.000	0.196	0	family	DN_NC_073245.2_47982129_11,DN_NC_073245.2_47982132_2
DSFAM967	2	1	IER	1.0	1.000	0.934	0	family	DN_NC_073244.2_19195766_2,DN_NC_073244.2_19195780_2
DSFAM968	2	1	IDH	0.5	1.000	0.514	0	family	DN_NC_073240.2_79048326_11,DN_NC_073240.2_79068535_14
DSFAM969	2	2	AKT	1.0	1.000	0.202	0	family	DN_NC_073239.2_121772610_13,DN_NC_073244.2_51984253_14
DSFAM970	2	1	(novel)	NA	1.000	0.938	0	family	DN_NC_073231.2_84107800_2,DN_NC_073231.2_84107801_2
DSFAM971	2	1	CXCL	1.0	1.000	0.402	0	family	DN_NC_073243.2_19854793_3,DN_NC_073243.2_19856930_6
DSFAM972	2	1	BLACAT	1.0	1.000	0.961	0	family	DN_NC_073224.2_51302100_2,DN_NC_073224.2_51302108_2
DSFAM973	2	1	LCORL	1.0	1.000	0.763	0	family	DN_NC_073227.2_26048754_6,DN_NC_073227.2_26049202_2
DSFAM974	2	1	(novel)	NA	1.000	0.150	0	family	DN_NC_086017.1_56236992_2,DN_NC_086017.1_56254132_2
DSFAM975	2	1	AKAP	1.0	1.000	0.723	0	family	DN_NC_073238.2_56563024_7,DN_NC_073238.2_56586789_5
DSFAM976	2	2	PIP4K	1.0	1.000	0.140	0	family	DN_NC_073228.2_53674812_10,DN_NC_073234.2_43758373_10
DSFAM977	2	1	KLHL	1.0	1.000	0.932	0	family	DN_NC_073234.2_73481686_3,DN_NC_073234.2_73484018_2
DSFAM978	2	2	MAP2K	1.0	1.000	0.494	0	family	DN_NC_073240.2_67174761_11,DN_NC_073244.2_9875870_11
DSFAM979	2	1	VKORC	1.0	1.000	0.478	0	family	DN_NC_073242.2_36807913_2,DN_NC_073242.2_36808660_3
DSFAM980	2	1	(novel)	NA	1.000	0.142	0	family	DN_NC_073244.2_46592534_11,DN_NC_073244.2_46599941_3
DSFAM981	2	1	ARHGEF	1.0	1.000	0.874	0	family	DN_NC_073235.2_32311069_2,DN_NC_073235.2_32311822_2
DSFAM982	2	1	THSD	1.0	1.000	0.891	0	family	DN_NC_073240.2_72171557_2,DN_NC_073240.2_72171618_2
DSFAM983	2	1	TMEM	1.0	1.000	0.919	0	family	DN_NC_073224.2_194242428_3,DN_NC_073224.2_194242431_2
DSFAM984	2	2	U2AF1L	0.5	1.000	0.144	0	family	DN_NC_073241.2_85926559_8,DN_NC_073244.2_46809556_3
DSFAM985	2	1	GJA	1.0	1.000	0.918	0	family	DN_NC_073229.2_145623336_2,DN_NC_073229.2_145625176_2
DSFAM986	2	1	S1PR	1.0	1.000	0.928	0	family	DN_NC_073237.2_85425339_2,DN_NC_073237.2_85425407_3
DSFAM987	2	1	(novel)	NA	1.000	0.935	0	family	DN_NC_073243.2_18392433_3,DN_NC_073243.2_18392434_2
DSFAM988	2	1	TMEM	1.0	1.000	0.803	0	family	DN_NC_073224.2_130985723_3,DN_NC_073224.2_130986136_2
DSFAM989	2	2	(novel)	NA	1.000	0.252	0	family	DN_NC_073237.2_106488614_5,DN_NC_073243.2_19688237_2
DSFAM990	2	1	ZDHHC	1.0	1.000	0.761	0	family	DN_NC_073238.2_35667659_13,DN_NC_073238.2_35667666_2
DSFAM991	2	1	(novel)	NA	1.000	0.193	0	family	DN_NC_073236.2_33699714_3,DN_NC_073236.2_35163364_4
DSFAM992	2	1	TBC1D	0.5	1.000	0.721	0	family	DN_NC_073236.2_38854516_5,DN_NC_073236.2_38858247_18
DSFAM993	2	1	NKX3-	1.0	1.000	0.898	0	family	DN_NC_073231.2_27903500_2,DN_NC_073231.2_27903504_2
DSFAM994	2	2	ZFY	0.5	1.000	0.342	0	family	DN_NC_073247.2_34649963_8,DN_NC_073248.2_9517725_8
DSFAM995	2	2	PUM	1.0	1.000	0.419	0	family	DN_NC_073224.2_208886621_22,DN_NC_073236.2_119568063_21
DSFAM996	2	2	GNAI	1.0	1.000	0.316	0	family	DN_NC_073224.2_130486250_9,DN_NC_073230.2_108545376_8
DSFAM997	2	1	PTPRD	1.0	1.000	0.878	0	family	DN_NC_073237.2_55707740_3,DN_NC_073237.2_55707947_2
DSFAM998	2	1	ICE	1.0	1.000	0.208	0	family	DN_NC_073243.2_106676345_7,DN_NC_073243.2_106676359_2
DSFAM999	2	1	HEY	1.0	1.000	0.697	0	family	DN_NC_073231.2_40595906_5,DN_NC_073231.2_40597320_2
DSFAM1000	2	1	GPN	0.5	1.000	0.620	0	family	DN_NC_073236.2_112253211_6,DN_NC_073236.2_112264496_14
DSFAM1001	2	1	TET	1.0	1.000	0.828	0	family	DN_NC_073227.2_125531091_3,DN_NC_073227.2_125531092_2
DSFAM1002	2	1	(novel)	NA	1.000	0.637	0	family	DN_NC_073224.2_95894630_7,DN_NC_073224.2_95939283_8
DSFAM1003	2	1	(novel)	NA	1.000	0.345	0	family	DN_NC_073237.2_80081336_11,DN_NC_073237.2_82042769_5
DSFAM1004	2	1	LYRM	0.5	1.000	0.619	0	family	DN_NC_073229.2_113642543_16,DN_NC_073229.2_113787300_3
DSFAM1005	2	2	OPN	0.5	1.000	0.270	0	family	DN_NC_073224.2_13850922_2,DN_NC_073247.2_97674612_15
DSFAM1006	2	2	GLUD	1.0	1.000	0.733	0	family	DN_NC_073232.2_99433455_13,DN_NC_073247.2_132688708_2
DSFAM1007	2	1	(novel)	NA	1.000	0.584	0	family	DN_NC_073228.2_144523376_13,DN_NC_073228.2_144540580_13
DSFAM1008	2	1	(novel)	NA	1.000	0.541	0	family	DN_NC_073236.2_139051093_3,DN_NC_073236.2_139171108_2
DSFAM1009	2	1	IFT	0.5	1.000	0.466	0	family	DN_NC_073228.2_64755384_5,DN_NC_073228.2_64760968_3
DSFAM1010	2	1	ARHGAP	1.0	1.000	0.364	0	family	DN_NC_086017.1_130144954_2,DN_NC_086017.1_130145214_12
DSFAM1011	2	2	HSPA	0.5	1.000	0.229	0	family	DN_NC_073227.2_147946045_19,DN_NC_073238.2_45470660_18
DSFAM1012	2	1	GTF	0.5	1.000	0.198	0	family	DN_NC_073238.2_41750994_9,DN_NC_073238.2_41760020_5
DSFAM1013	2	1	TCEAL	1.0	1.000	0.961	0	family	DN_NC_073247.2_115030700_3,DN_NC_073247.2_115030703_2
DSFAM1014	2	1	CENPU	0.5	1.000	0.216	0	family	DN_NC_073227.2_205644909_14,DN_NC_073227.2_205687695_12
DSFAM1015	2	1	SIX	1.0	1.000	0.628	0	family	DN_NC_073239.2_77579171_2,DN_NC_073239.2_77580409_2
DSFAM1016	2	1	(novel)	NA	1.000	0.655	0	family	DN_NC_073240.2_62937661_2,DN_NC_073240.2_62941017_3
DSFAM1017	2	2	(novel)	NA	1.000	0.230	0	family	DN_NC_073224.2_211985035_3,DN_NC_073230.2_12413521_6
DSFAM1018	2	2	EHMT	1.0	1.000	0.204	0	family	DN_NC_073229.2_49484905_28,DN_NC_073237.2_134047852_27
DSFAM1019	2	1	(novel)	NA	1.000	0.956	0	family	DN_NC_073243.2_16843627_3,DN_NC_073243.2_16843632_2
DSFAM1020	2	1	NFS	0.5	1.000	0.262	0	family	DN_NC_073245.2_47878766_13,DN_NC_073245.2_47908723_3
DSFAM1021	2	1	C12H2orf	1.0	1.000	0.941	0	family	DN_NC_073236.2_65360991_2,DN_NC_073236.2_65360995_2
DSFAM1022	2	2	GNAL	0.5	1.000	0.563	0	family	DN_NC_073241.2_38359785_12,DN_NC_073245.2_71171979_13
DSFAM1023	2	1	RAB	1.0	1.000	0.935	0	family	DN_NC_073241.2_40387685_7,DN_NC_073241.2_40387689_2
DSFAM1024	2	1	(novel)	NA	1.000	0.891	0	family	DN_NC_073230.2_13358875_21,DN_NC_073230.2_14200490_21
DSFAM1025	2	1	IRF2BP	1.0	1.000	0.771	0	family	DN_NC_073224.2_23338202_2,DN_NC_073224.2_23338209_2
DSFAM1026	2	1	TYW	1.0	1.000	0.918	0	family	DN_NC_073224.2_165198219_2,DN_NC_073224.2_165198219_6
DSFAM1027	2	1	TRIM	1.0	1.000	0.354	0	family	DN_NC_073239.2_67951775_7,DN_NC_073239.2_68020796_2
DSFAM1028	2	1	SPRY	1.0	1.000	0.800	0	family	DN_NC_073238.2_95049649_2,DN_NC_073238.2_95049670_2
DSFAM1029	2	1	MIS	1.0	1.000	0.843	0	family	DN_NC_073243.2_20634975_2,DN_NC_073243.2_20635031_3
DSFAM1030	2	1	ATXN	1.0	1.000	0.739	0	family	DN_NC_086017.1_73842153_2,DN_NC_086017.1_73842244_3
DSFAM1031	2	1	(novel)	NA	1.000	0.668	0	family	DN_NC_073232.2_92575458_2,DN_NC_073232.2_92575460_2
DSFAM1032	2	2	VAV	1.0	1.000	0.158	0	family	DN_NC_073237.2_130138569_27,DN_NC_073244.2_12577232_27
DSFAM1033	2	1	(novel)	NA	1.000	0.271	0	family	DN_NC_073241.2_47004815_4,DN_NC_073241.2_47028473_4
DSFAM1034	2	1	TSC22D	1.0	1.000	0.747	0	family	DN_NC_073247.2_119495343_3,DN_NC_073247.2_119495344_2
DSFAM1035	2	1	(novel)	NA	1.000	0.136	0	family	DN_NC_073232.2_135159346_4,DN_NC_073232.2_135204586_6
DSFAM1036	2	1	IKZF	0.5	1.000	0.891	0	family	DN_NC_073232.2_135254310_6,DN_NC_073232.2_135264721_4
DSFAM1037	2	1	POLR	0.5	1.000	0.672	0	family	DN_NC_073244.2_56915266_3,DN_NC_073244.2_56916454_10
DSFAM1038	2	2	MICAL	1.0	1.000	0.279	0	family	DN_NC_073233.2_18540673_22,DN_NC_086018.1_15884108_19
DSFAM1039	2	1	CDH	1.0	1.000	0.481	0	family	DN_NC_073242.2_97869680_2,DN_NC_073242.2_97870017_16
DSFAM1040	2	2	(novel)	NA	1.000	0.546	0	family	DN_NC_073238.2_33938258_14,DN_NC_073240.2_20710887_3
DSFAM1041	2	1	(novel)	NA	1.000	0.141	0	family	DN_NC_073230.2_75755711_3,DN_NC_073230.2_75935335_9
DSFAM1042	2	2	AP2B	0.5	1.000	0.429	0	family	DN_NC_073228.2_57285795_22,DN_NC_086018.1_27357888_21
DSFAM1043	2	2	(novel)	NA	1.000	0.325	0	family	DN_NC_073227.2_195911333_4,DN_NC_073239.2_87316371_2
DSFAM1044	2	1	(novel)	NA	1.000	0.466	0	family	DN_NC_073230.2_86077849_4,DN_NC_073230.2_86186055_4
DSFAM1045	2	1	ZSWIM	1.0	1.000	0.845	0	family	DN_NC_073245.2_58086186_2,DN_NC_073245.2_58086186_3
DSFAM1046	2	1	DNAAF	1.0	1.000	0.543	0	family	DN_NC_073239.2_66569020_2,DN_NC_073239.2_66569034_3
DSFAM1047	2	1	AKTIP	0.5	1.000	0.312	0	family	DN_NC_073242.2_82507839_22,DN_NC_073242.2_82560306_10
DSFAM1048	2	2	(novel)	NA	1.000	0.282	0	family	DN_NC_073234.2_52040112_9,DN_NC_073235.2_122111621_9
DSFAM1049	2	1	(novel)	NA	1.000	0.611	0	family	DN_NC_073242.2_35270505_17,DN_NC_073242.2_35624699_9
DSFAM1050	2	1	(novel)	NA	1.000	0.419	0	family	DN_NC_073228.2_58687413_3,DN_NC_073228.2_58745873_3
DSFAM1051	2	1	ZNF	1.0	1.000	0.906	0	family	DN_NC_073224.2_56348658_2,DN_NC_073224.2_56348779_2
DSFAM1052	2	2	(novel)	NA	1.000	0.407	0	family	DN_NC_073236.2_30501599_2,DN_NC_073238.2_22111250_2
DSFAM1053	2	1	BCL2L	1.0	1.000	0.982	0	family	DN_NC_086018.1_15656293_7,DN_NC_086018.1_15730205_2
DSFAM1054	2	2	OOEP	0.5	1.000	0.182	0	family	DN_NC_073229.2_97456874_3,DN_NC_073234.2_36991193_12
DSFAM1055	2	2	(novel)	NA	1.000	0.324	0	family	DN_NC_073232.2_65161149_4,DN_NC_086017.1_82640717_11
DSFAM1056	2	1	TGIF	1.0	1.000	0.524	0	family	DN_NC_073241.2_46830315_3,DN_NC_073241.2_46831889_3
DSFAM1057	2	1	NMNAT	1.0	1.000	0.495	0	family	DN_NC_073224.2_73341370_11,DN_NC_073224.2_73504451_2
DSFAM1058	2	1	CX3CR	1.0	1.000	0.948	0	family	DN_NC_086017.1_49168670_2,DN_NC_086017.1_49168671_2
DSFAM1059	2	2	(novel)	NA	1.000	0.135	0	family	DN_NC_073245.2_15006691_4,DN_NC_073247.2_119718095_2
DSFAM1060	2	2	RGS	1.0	1.000	0.284	0	family	DN_NC_073224.2_14366670_16,DN_NC_073239.2_89227263_15
DSFAM1061	2	1	PTPRN	1.0	1.000	0.864	0	family	DN_NC_073230.2_166433836_11,DN_NC_073230.2_166433840_2
DSFAM1062	2	2	(novel)	NA	1.000	0.162	0	family	DN_NC_073229.2_20497552_7,DN_NC_073241.2_93292541_7
DSFAM1063	2	1	(novel)	NA	1.000	0.560	0	family	DN_NC_073229.2_48138115_2,DN_NC_073229.2_48138556_2
DSFAM1064	2	2	DHFR	1.0	1.000	0.137	0	family	DN_NC_073228.2_84714357_6,DN_NC_086017.1_104876268_2
DSFAM1065	2	2	TLN	1.0	1.000	0.621	0	family	DN_NC_073237.2_27266553_20,DN_NC_073240.2_63549614_16
DSFAM1066	2	1	EOLA	1.0	1.000	0.424	0	family	DN_NC_073247.2_161158664_6,DN_NC_073247.2_161607555_5
DSFAM1067	2	2	GALNT	1.0	1.000	0.392	0	family	DN_NC_073235.2_56615771_10,DN_NC_073241.2_64883296_11
DSFAM1068	2	1	SRRD	0.5	1.000	0.233	0	family	DN_NC_086018.1_24502908_7,DN_NC_086018.1_24509591_14
DSFAM1069	2	1	THAP	1.0	1.000	0.931	0	family	DN_NC_073230.2_117525615_2,DN_NC_073230.2_117525615_3
DSFAM1070	2	1	OSBPL	1.0	1.000	0.348	0	family	DN_NC_086017.1_136401128_13,DN_NC_086017.1_136467658_2
DSFAM1071	2	1	MX	1.0	1.000	0.373	0	family	DN_NC_073246.2_43257837_14,DN_NC_073246.2_43317314_17
DSFAM1072	2	1	TMEM	1.0	1.000	0.638	0	family	DN_NC_073228.2_79305342_3,DN_NC_073228.2_79305349_2
DSFAM1073	2	2	GGA	1.0	1.000	0.154	0	family	DN_NC_073228.2_16713346_17,DN_NC_086018.1_35611817_17
DSFAM1074	2	1	(novel)	NA	1.000	0.378	0	family	DN_NC_073232.2_13920774_9,DN_NC_073232.2_13945467_9
DSFAM1075	2	2	RPL	0.5	1.000	0.606	0	family	DN_NC_073227.2_47476685_7,DN_NC_073240.2_67167028_2
DSFAM1076	2	1	GCHFR	0.5	1.000	0.324	0	family	DN_NC_073240.2_41471977_3,DN_NC_073240.2_41473848_11
DSFAM1077	2	1	(novel)	NA	1.000	0.908	0	family	DN_NC_073234.2_119260747_2,DN_NC_073234.2_119260759_2
DSFAM1078	2	1	GLYCTK	1.0	1.000	0.156	0	family	DN_NC_086017.1_62167332_4,DN_NC_086017.1_62168110_2
DSFAM1079	2	1	(novel)	NA	1.000	0.145	0	family	DN_NC_073229.2_43791490_2,DN_NC_073229.2_43798240_2
DSFAM1080	2	2	SULF	1.0	1.000	0.302	0	family	DN_NC_073231.2_50727873_22,DN_NC_073245.2_59890561_21
DSFAM1081	2	1	FSTL	1.0	1.000	0.943	0	family	DN_NC_073244.2_6454410_5,DN_NC_073244.2_6458781_2
DSFAM1082	2	1	CHST	0.5	1.000	0.517	0	family	DN_NC_073242.2_105982851_4,DN_NC_073242.2_106027382_7
DSFAM1083	2	1	CNR	1.0	1.000	0.873	0	family	DN_NC_073229.2_112309786_2,DN_NC_073229.2_112312592_3
DSFAM1084	2	1	KCNS	1.0	1.000	0.926	0	family	DN_NC_073236.2_121980335_3,DN_NC_073236.2_121981311_2
DSFAM1085	2	1	(novel)	NA	1.000	0.466	0	family	DN_NC_073230.2_40386475_10,DN_NC_073230.2_63523034_4
DSFAM1086	2	1	RPP	1.0	1.000	0.764	0	family	DN_NC_073232.2_24074678_3,DN_NC_073232.2_24074961_2
DSFAM1087	2	1	SURF	1.0	1.000	0.738	0	family	DN_NC_073237.2_129735503_6,DN_NC_073237.2_129740502_6
DSFAM1088	2	2	PPP2CA	0.5	1.000	0.579	0	family	DN_NC_073228.2_138094944_7,DN_NC_073231.2_35021307_7
DSFAM1089	2	2	STK	1.0	1.000	0.459	0	family	DN_NC_073231.2_104280615_11,DN_NC_073245.2_57199021_10
DSFAM1090	2	1	SLC27A	1.0	1.000	0.630	0	family	DN_NC_073244.2_70593529_2,DN_NC_073244.2_70593625_2
DSFAM1091	2	1	PHYHIPL	0.5	1.000	0.479	0	family	DN_NC_073232.2_56389207_14,DN_NC_073232.2_56509561_5
DSFAM1092	2	1	ARL	1.0	1.000	0.882	0	family	DN_NC_073230.2_20146015_2,DN_NC_073230.2_20146247_2
DSFAM1093	2	2	(novel)	NA	1.000	0.418	0	family	DN_NC_073228.2_47616570_2,DN_NC_073233.2_101397499_3
DSFAM1094	2	1	DDX	0.5	1.000	0.599	0	family	DN_NC_073228.2_28222257_21,DN_NC_073228.2_28230327_9
DSFAM1095	2	2	PYCR	1.0	1.000	0.498	0	family	DN_NC_073224.2_38985857_7,DN_NC_073228.2_10057969_7
DSFAM1096	2	1	FLCN	1.0	1.000	0.145	0	family	DN_NC_073228.2_82051194_15,DN_NC_073228.2_82073377_2
DSFAM1097	2	1	BOLA	1.0	1.000	0.904	0	family	DN_NC_073224.2_106929757_2,DN_NC_073224.2_106930124_2
DSFAM1098	2	1	IMMP	1.0	1.000	0.856	0	family	DN_NC_073230.2_120056730_3,DN_NC_073230.2_120056818_2
DSFAM1099	2	1	GEMIN	1.0	1.000	0.849	0	family	DN_NC_073244.2_56585350_3,DN_NC_073244.2_56585366_2
DSFAM1100	2	2	ARFGEF	1.0	1.000	0.236	0	family	DN_NC_073231.2_53153474_12,DN_NC_073245.2_61178675_39
DSFAM1101	2	1	(novel)	NA	1.000	0.418	0	family	DN_NC_073230.2_76179541_5,DN_NC_073230.2_82279960_5
DSFAM1102	2	1	MAGEB	1.0	1.000	0.887	0	family	DN_NC_073247.2_46342753_2,DN_NC_073247.2_46342824_2
DSFAM1103	2	2	DUSP	1.0	1.000	0.216	0	family	DN_NC_073228.2_176576489_4,DN_NC_073231.2_33560018_4
DSFAM1104	2	1	CTSA	0.5	1.000	0.808	0	family	DN_NC_073245.2_58117175_2,DN_NC_073245.2_58118781_15
DSFAM1105	2	1	ANKRD	0.5	1.000	0.217	0	family	DN_NC_073227.2_206378182_5,DN_NC_073227.2_206379213_12
DSFAM1106	2	1	CMSS	1.0	1.000	0.950	0	family	DN_NC_086017.1_110676054_2,DN_NC_086017.1_110676615_3
DSFAM1107	2	1	NAA	1.0	1.000	0.452	0	family	DN_NC_073243.2_23006862_3,DN_NC_073243.2_23006869_2
DSFAM1108	2	1	HERC	1.0	1.000	0.268	0	family	DN_NC_073227.2_108696648_23,DN_NC_073227.2_108774177_23
DSFAM1109	2	1	SLC6A	1.0	1.000	0.858	0	family	DN_NC_073234.2_15814002_2,DN_NC_073234.2_15814003_16
DSFAM1110	2	1	ALG	1.0	1.000	0.791	0	family	DN_NC_073237.2_95532752_2,DN_NC_073237.2_95534690_3
DSFAM1111	2	1	ZNF	1.0	1.000	0.954	0	family	DN_NC_073224.2_197091532_4,DN_NC_073224.2_197093054_2
DSFAM1112	2	2	BRD	0.5	1.000	0.186	0	family	DN_NC_086017.1_19569853_12,DN_NC_086018.1_47820238_12
DSFAM1113	2	1	(novel)	NA	1.000	0.148	0	family	DN_NC_073232.2_88373590_10,DN_NC_073232.2_89563823_24
DSFAM1114	2	1	(novel)	NA	1.000	0.576	0	family	DN_NC_086018.1_18253436_31,DN_NC_086018.1_19032395_10
DSFAM1115	2	1	GDF	1.0	1.000	0.541	0	family	DN_NC_073228.2_136768643_2,DN_NC_073228.2_136768643_3
DSFAM1116	2	1	UBOX	1.0	1.000	0.956	0	family	DN_NC_073245.2_13052093_2,DN_NC_073245.2_13052103_3
DSFAM1117	2	1	(novel)	NA	1.000	0.683	0	family	DN_NC_073232.2_92223921_5,DN_NC_073232.2_99723280_5
DSFAM1118	2	1	(novel)	NA	1.000	0.590	0	family	DN_NC_073234.2_45519337_9,DN_NC_073234.2_45523055_3
DSFAM1119	2	1	PARD	1.0	1.000	0.896	0	family	DN_NC_073245.2_62996843_3,DN_NC_073245.2_62997069_2
DSFAM1120	2	1	TMEM	0.5	1.000	0.367	0	family	DN_NC_073224.2_100532147_6,DN_NC_073224.2_100535401_4
