gene_a	gene_b	dn_a	dn_b	cls	ep_impure	gstm2	mage	in_dna_loose	mean_matched_id	div_bin	colinear	chromA	startA	endA	chromB	startB	endB	same_chrom	cross_n	cross_best_idfm	cross_best_idfi	same_region	same_best_idfm	a_in_segdup	b_in_segdup	cn_status	cn_a	cn_b	cn_diff	segdup_keep_90	segdup_keep_95	segdup_keep_98
LOC101147715	ZNF468	DN_NC_073244.2_28820229_4	DN_NC_073244.2_64797239_5	genuine	0	0	0	0	0.7937	0.70-0.80	1	NC_073244.2	28820229	28854386	NC_073244.2	64797239	64817066	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.8299	0.80-0.90	2	NC_073244.2	26666712	26701477	NC_073244.2	28820229	28854386	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	26240039	26271037	NC_073244.2	28820229	28854386	1	1	0.8375	0.5968	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	27131194	27169982	NC_073244.2	28820229	28854386	1	1	0.8214	0.6506	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF675	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29970261_4	genuine	0	0	0	0	0.802	0.80-0.90	3	NC_073244.2	28820229	28854386	NC_073244.2	29970261	30005993	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.8134	0.80-0.90	3	NC_073230.2	73977205	74023352	NC_073244.2	28820229	28854386	0	1	0.75	0.401	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.7864	0.70-0.80	2	NC_073244.2	26470366	26506414	NC_073244.2	28820229	28854386	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF723	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29232445_4	genuine	0	0	0	0	0.8263	0.80-0.90	3	NC_073244.2	28820229	28854386	NC_073244.2	29232445	29259316	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.7955	0.70-0.80	2	NC_073230.2	73508332	73545785	NC_073244.2	28820229	28854386	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101147715	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_28820229_4	genuine	0	0	0	0	0.8226	0.80-0.90	3	NC_073230.2	74637722	74665115	NC_073244.2	28820229	28854386	0	5	0.8601	0.7911	0	0.0	1	1	NA_both				0	0	0
LOC101148191	LOC109023808	DN_NC_073230.2_28044538_2	DN_NC_073243.2_97368870_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073230.2	28044538	28052287	NC_073243.2	97368870	97381877	0	1	0.8383	0.7121	0	0.0	1	1	NA_both				0	0	0
LOC101148457	LOC109025592	DN_NC_073224.2_125859316_3	DN_NC_086018.1_19844955_6	genuine	0	0	0	0	0.7189	0.70-0.80	1	NC_073224.2	125859316	125938804	NC_086018.1	19844955	19861177	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101148457	LOC129526479	DN_NC_073238.2_29552503_8	DN_NC_086018.1_19844955_6	genuine	0	0	0	0	0.9538	id>=0.95	6	NC_073238.2	29552503	29566851	NC_086018.1	19844955	19861177	0	1	0.9681	0.7651	0	0.0	1	1	NA_both				1	1	0
LOC101148457	TIMM23B	DN_NC_073232.2_65905862_9	DN_NC_086018.1_19844955_6	genuine	0	0	0	0	0.0	<0.70	0	NC_073232.2	65905862	65938424	NC_086018.1	19844955	19861177	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101148457	TRAF5	DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	genuine	1	0	0	0	0.7664	0.70-0.80	1	NC_073224.2	45389129	45437416	NC_086018.1	19844955	19861177	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101149428	LOC115932259	DN_NC_073247.2_131774354_4	DN_NC_073247.2_131863961_4	genuine	0	0	0	0	0.9929	id>=0.95	4	NC_073247.2	131774354	131781439	NC_073247.2	131863961	131871060	1	1	0.992	0.931	0	0.0	1	1	NA_a		2		1	1	1
LOC101149946	LOC134757265	DN_NC_073240.2_23725358_9	DN_NC_073240.2_29803770_8	genuine	0	0	0	0	0.9877	id>=0.95	7	NC_073240.2	23725358	23756123	NC_073240.2	29803770	29834635	1	1	0.9852	0.903	0	0.0	1	1	NA_both				1	1	1
LOC101149946	PDCD6IP	DN_NC_073240.2_23725358_9	DN_NC_086017.1_43678546_18	genuine	0	0	0	0	0.9779	id>=0.95	5	NC_073240.2	23725358	23756123	NC_086017.1	43678546	43749338	0	1	0.96	0.9046	0	0.0	1	1	NA_both				1	1	0
LOC101150774	LOC109028376	DN_NC_073237.2_79912635_2	DN_NC_086017.1_14101436_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073237.2	79912635	79918144	NC_086017.1	14101436	14118567	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150774	LOC129527656	DN_NC_073242.2_36567597_2	DN_NC_086017.1_14101436_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073242.2	36567597	36592273	NC_086017.1	14101436	14118567	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150953	TRNAA-AGC	DN_NC_073229.2_46514381_2	DN_NC_073229.2_46518353_2	genuine	0	0	0	0	1.0	id>=0.95	1	NC_073229.2	46514381	46521565	NC_073229.2	46518353	46521565	1	0	0.0	0.0	1	0.7699	1	1	NA_both				0	0	0
LOC101150965	LOC101152401	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64836827_4	genuine	0	0	0	0	0.791	0.70-0.80	2	NC_073244.2	64400145	64410572	NC_073244.2	64836827	64855289	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC101153126	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.7937	0.70-0.80	1	NC_073244.2	29297022	29327777	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC101153131	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64908457_4	genuine	0	0	0	0	0.7749	0.70-0.80	2	NC_073244.2	64400145	64410572	NC_073244.2	64908457	64921933	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC109024216	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65293743_4	genuine	0	0	0	0	0.8047	0.80-0.90	2	NC_073244.2	64400145	64410572	NC_073244.2	65293743	65312590	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.7937	0.70-0.80	1	NC_073244.2	27566430	27603446	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC115931857	DN_NC_073244.2_64400145_5	DN_NC_073246.2_15789320_2	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	64400145	64410572	NC_073246.2	15789320	15819201	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8095	0.80-0.90	1	NC_073244.2	27408454	27437361	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	OSBPL10	DN_NC_073244.2_64400145_5	DN_NC_086017.1_41849470_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	64400145	64410572	NC_086017.1	41849470	41860491	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8175	0.80-0.90	1	NC_073227.2	8907801	8946871	NC_073244.2	64400145	64410572	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.7937	0.70-0.80	1	NC_073233.2	9788172	9811198	NC_073244.2	64400145	64410572	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.7857	0.70-0.80	1	NC_073242.2	37386128	37430522	NC_073244.2	64400145	64410572	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF28	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64759228_5	genuine	0	0	0	0	0.8571	0.80-0.90	1	NC_073244.2	64400145	64410572	NC_073244.2	64759228	64780032	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF347	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65073171_5	genuine	0	0	0	0	0.7618	0.70-0.80	3	NC_073244.2	64400145	64410572	NC_073244.2	65073171	65097287	1	1	0.7024	0.3495	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF415	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65046428_2	genuine	0	0	0	0	0.788	0.70-0.80	2	NC_073244.2	64400145	64410572	NC_073244.2	65046428	65071135	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.7857	0.70-0.80	1	NC_073244.2	27956158	27995104	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8175	0.80-0.90	1	NC_073244.2	28333451	28380753	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF480	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8819	0.80-0.90	2	NC_073244.2	64265252	64294001	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073241.2	36126198	36154489	NC_073244.2	64400145	64410572	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF528	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.9176	0.90-0.95	3	NC_073244.2	64368633	64389468	NC_073244.2	64400145	64410572	1	1	0.8316	0.3559	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF578	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64426370_6	genuine	0	0	0	0	0.7778	0.70-0.80	2	NC_073244.2	64400145	64410572	NC_073244.2	64426370	64489899	1	1	0.7296	0.6081	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF595	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8016	0.80-0.90	1	NC_073227.2	8633416	8669413	NC_073244.2	64400145	64410572	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF600	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64724127_4	genuine	0	0	0	0	0.7741	0.70-0.80	2	NC_073244.2	64400145	64410572	NC_073244.2	64724127	64748731	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF616	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.881	0.80-0.90	1	NC_073244.2	64081943	64111717	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF723	DN_NC_073244.2_29232445_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8095	0.80-0.90	1	NC_073244.2	29232445	29259316	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF761	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65362909_5	genuine	0	0	0	0	0.8413	0.80-0.90	1	NC_073244.2	64400145	64410572	NC_073244.2	65362909	65389965	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8587	0.80-0.90	2	NC_073244.2	64231369	64256087	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF808	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64500861_5	genuine	0	0	0	0	0.7614	0.70-0.80	3	NC_073244.2	64400145	64410572	NC_073244.2	64500861	64530740	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF83	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64585864_4	genuine	0	0	0	0	0.8571	0.80-0.90	1	NC_073244.2	64400145	64410572	NC_073244.2	64585864	64610103	1	1	0.7227	0.4972	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.873	0.80-0.90	1	NC_073244.2	64125568	64143028	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.8074	0.80-0.90	2	NC_073244.2	64034715	64066398	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF888	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64860608_4	genuine	0	0	0	0	0.8492	0.80-0.90	1	NC_073244.2	64400145	64410572	NC_073244.2	64860608	64901705	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150965	ZNF91	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64400145_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	29680825	29718633	NC_073244.2	64400145	64410572	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101150995	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073237.2_28611397_2	genuine	0	0	0	0	0.0	<0.70	0	NC_073235.2	106111443	106143532	NC_073237.2	28611397	28621932	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
LOC101150998	LOC134756941	DN_NC_073237.2_84005209_4	DN_NC_073237.2_84204480_4	genuine	0	0	0	0	0.996	id>=0.95	4	NC_073237.2	84005209	84078867	NC_073237.2	84204480	84278114	1	1	0.9939	0.9744	0	0.0	1	1	NA_both				1	1	1
LOC101151070	LOC115931277	DN_NC_073229.2_44501801_6	DN_NC_073243.2_40356335_7	genuine	0	0	0	0	0.9537	id>=0.95	4	NC_073229.2	44501801	44560152	NC_073243.2	40356335	40480632	0	2	0.9822	0.926	0	0.0	1	1	NA_both				1	1	1
LOC101151070	LOC115933170	DN_NC_073229.2_44501801_6	DN_NC_073243.2_79717303_18	genuine	0	0	0	0	0.9811	id>=0.95	3	NC_073229.2	44501801	44560152	NC_073243.2	79717303	79803547	0	1	0.9744	0.9116	0	0.0	1	1	NA_both				1	1	0
LOC101151317	LOC101153727	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48384768_7	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	48384768	48410685	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	LOC109024207	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49176797_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	49176797	49201173	1	1	0.7304	0.5054	0	0.0	1	1	NA_both				0	0	0
LOC101151317	LOC115931610	DN_NC_073244.2_15648295_6	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	15648295	15662460	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZFP3	DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073243.2	20204464	20223143	NC_073244.2	48030811	48056884	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZFP82	DN_NC_073244.2_47586219_5	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47586219	47614135	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073229.2	45067329	45090559	NC_073244.2	48030811	48056884	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF189	DN_NC_073237.2_97733433_3	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073237.2	97733433	97747426	NC_073244.2	48030811	48056884	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF266	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	15453865	15477762	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF283	DN_NC_073244.2_48030384_3	DN_NC_073244.2_55341363_7	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	55341363	55364454	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	45985550	46004074	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF329	DN_NC_073244.2_48030384_3	DN_NC_073244.2_70224599_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	70224599	70248542	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF331	DN_NC_073244.2_48030811_4	DN_NC_073244.2_65470296_6	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	65470296	65512852	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF420	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48242798_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	48242798	48297900	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47831779	47858893	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF471	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68611978_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	68611978	68634705	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF529	DN_NC_073244.2_47739503_5	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47739503	47769060	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF540	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49101177_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	49101177	49124375	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF546	DN_NC_073244.2_48030384_3	DN_NC_073244.2_51749194_6	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	51749194	51769210	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_48030384_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47250467	47288683	NC_073244.2	48030384	48057184	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101151317	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47642985	47687431	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF571	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49072464_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	49072464	49102455	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF573	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49246931_6	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	49246931	49287394	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF582	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68491976_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	68491976	68503035	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF583	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68513423_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	68513423	68536848	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101151317	ZNF607	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49205215_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	49205215	49228837	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF665	DN_NC_073244.2_48030384_3	DN_NC_073244.2_65102393_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030384	48057184	NC_073244.2	65102393	65129059	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF780A	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51825388_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	51825388	51843119	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF780B	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51783968_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	51783968	51808385	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF790	DN_NC_073244.2_47997304_5	DN_NC_073244.2_48030811_4	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	47997304	48018752	NC_073244.2	48030811	48056884	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151317	ZNF829	DN_NC_073244.2_48030811_4	DN_NC_073244.2_48066692_6	genuine	0	0	0	0	0.0	<0.70	0	NC_073244.2	48030811	48056884	NC_073244.2	48066692	48093094	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151318	LOC109027180	DN_NC_073229.2_70515777_4	DN_NC_073229.2_70567152_7	genuine	0	0	0	0	0.8907	0.80-0.90	2	NC_073229.2	70515777	70523789	NC_073229.2	70567152	70580835	1	2	0.9205	0.8257	1	0.9205	1	1	NA_both				1	0	0
LOC101151892	LOC115931567	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27566430_5	genuine	0	0	0	0	0.78	0.70-0.80	1	NC_073227.2	8792448	8840079	NC_073244.2	27566430	27603446	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151892	ZNF429	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27956158_2	genuine	0	0	0	0	0.7706	0.70-0.80	1	NC_073227.2	8792448	8840079	NC_073244.2	27956158	27994790	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151892	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073227.2_8792448_3	genuine	0	0	0	0	0.798	0.70-0.80	2	NC_073227.2	8633418	8669342	NC_073227.2	8792448	8840079	1	2	0.8713	0.783	0	0.0	1	1	NA_both				0	0	0
LOC101151892	ZNF675	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29970261_4	genuine	0	0	0	0	0.7832	0.70-0.80	1	NC_073227.2	8792448	8840079	NC_073244.2	29970261	30005993	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151892	ZNF723	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29232445_4	genuine	0	0	0	0	0.7942	0.70-0.80	1	NC_073227.2	8792448	8840079	NC_073244.2	29232445	29259316	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101151892	ZNF92	DN_NC_073227.2_8792448_3	DN_NC_073230.2_74637814_2	genuine	0	0	0	0	0.0	<0.70	0	NC_073227.2	8792448	8840079	NC_073230.2	74637814	74665114	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101152401	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64836827_4	genuine	0	0	0	0	0.8016	0.80-0.90	1	NC_073244.2	27566430	27603446	NC_073244.2	64836827	64855289	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101152401	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64836827_4	genuine	0	0	0	0	0.8175	0.80-0.90	1	NC_073244.2	29680825	29718693	NC_073244.2	64836827	64855289	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101152610	LOC129527660	DN_NC_073240.2_21601841_7	DN_NC_073242.2_37476471_6	genuine	0	0	0	0	0.9519	id>=0.95	5	NC_073240.2	21601841	21610583	NC_073242.2	37476471	37485363	0	1	0.9601	0.7093	0	0.0	1	1	NA_both				1	1	0
LOC101152741	LOC109027124	DN_NC_073227.2_204398881_3	DN_NC_073229.2_194862622_5	genuine	0	0	0	0	0.0	<0.70	0	NC_073227.2	204398881	204427731	NC_073229.2	194862622	194883855	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
LOC101152741	MPHOSPH8	DN_NC_073227.2_204398881_3	DN_NC_073238.2_33904146_3	genuine	0	0	0	0	0.0	<0.70	0	NC_073227.2	204398881	204427731	NC_073238.2	33904146	33935775	0	0	0.0	0.0	0	0.0	0	1	NA_a		2		0	0	0
LOC101152843	SUGT1	DN_NC_073238.2_55186881_2	DN_NC_073238.2_67074273_14	genuine	0	0	0	0	0.0	<0.70	0	NC_073238.2	55186881	55196883	NC_073238.2	67074273	67113691	1	1	0.8668	0.5075	0	0.0	1	1	NA_both				0	0	0
