gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	bridge_mask	deg_max	deg_mean	mm_median_max	mm_max_max	km_median_max	km_p90_max	km_frac_ge_100_max	aln_len	aln_frac	arbitration
LOC101142646	ZNF888	truthbar	1	0.1802	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64860608_4	0.4816	95	75.5000	50.0000	52.0000						0
LOC101142646	ZNF91	truthbar	1	0.1782	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29680825_4	0.4948	95	89.5000	50.0000	53.0000						0
LOC101142646	ZNF92	truthbar	1	0.2803	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27869273_3	0.4816	95	80.5000	50.0000	52.0000						0
LOC101142783	LOC101147259	TP	1														0
LOC101142783	LOC115933254	TP	1	0.2947	DN_NC_073236.2_32935295_3	DN_NC_073237.2_29418618_13	0.1295	7	6.5000	7.0000	52.0000						0
LOC101142783	LOC129524732	genuine	0														0
LOC101142859	LOC134758545	TP	0	0.4722	DN_NC_073228.2_66328056_2	DN_NC_073228.2_70719297_2	0.2827	1	1.0000	20.0000	52.0000				4565.0000	1.1398	1
LOC101142904	LOC115933219	genuine	0														0
LOC101142904	LOC129526395	TP	1														0
LOC101142904	LOC129526550	TP	1														0
LOC101142904	LOC129526557	genuine	0														0
LOC101142904	LOC129527278	TP	1														0
LOC101142904	LOC129530429	truthbar	1														0
LOC101142904	LOC129530552	TP	1	0.3802	DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	0.2956	2	2.0000	22.0000	51.0000						0
LOC101142904	LOC129531431	TP	0														0
LOC101142904	LOC129532222	TP	1														0
LOC101142904	LOC129532224	genuine	0														0
LOC101142918	LOC115936005	genuine	0	0.6829	DN_NC_073232.2_92223921_5	DN_NC_073232.2_99723280_5	0.0570	1	1.0000	3.0000	11.0000				3339.0000	1.0009	1
LOC101142998	LOC101143844	TP	1	0.5176	DN_NC_073229.2_48967498_8	DN_NC_073229.2_49051174_8	0.0542	6	6.0000	10.0000	52.0000						0
LOC101142998	LOC101153360	truthbar	1	0.4590	DN_NC_073229.2_48177425_8	DN_NC_073229.2_48967498_8	0.2762	6	5.5000	10.0000	52.0000						0
LOC101142998	LOC109027174	genuine	0	0.4920	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48967498_8	0.0542	6	6.0000	9.0000	52.0000				1460.0000	0.7530	1
LOC101142998	MHC-G	truthbar	1	0.8076	DN_NC_073229.2_47377766_7	DN_NC_073229.2_48967498_8	0.0739	6	6.0000	9.0000	52.0000						0
LOC101143038	WASHC2C	TP	1	0.3528	DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	0.1182	1	1.0000	3.0000	22.0000						0
LOC101143142	LOC129530478	TP	0	0.7828	DN_NC_073246.2_2464898_3	DN_NC_086018.1_2012052_3	0.3498	2	2.0000	3.0000	51.0000				1482.0000	1.0624	1
LOC101143194	MYH1	truthbar	1	0.7902	DN_NC_073239.2_33219684_14	DN_NC_073243.2_25770609_26	0.0605	4	3.5000	6.0000	49.0000						0
LOC101143194	MYH15	truthbar	1														0
LOC101143194	MYH7B	truthbar	1	0.5527	DN_NC_073239.2_33219684_14	DN_NC_073245.2_47207807_14	0.0719	3	3.0000	2.0000	51.0000						0
LOC101143194	MYH8	truthbar	1	0.9368	DN_NC_073239.2_33219684_14	DN_NC_073243.2_25668904_14	0.0836	3	3.0000	5.0000	47.0000						0
LOC101143404	SHQ1	genuine	0	0.3237	DN_NC_073232.2_65161149_4	DN_NC_086017.1_82640717_11	0.2148	1	1.0000	2.0000	5.0000				1726.0000	0.5863	1
LOC101143406	LOC101144261	TP	1	0.6485	DN_NC_073232.2_68371563_10	DN_NC_073232.2_68618263_8	0.2166	1	1.0000	21.0000	22.0000						0
LOC101143448	LOC101145464	genuine	0	0.1319	DN_NC_073240.2_21986088_4	DN_NC_073247.2_147586730_5	0.4072	29	19.0000	5.0000	51.0000				464.0000	0.1889	1
LOC101143448	LOC109023154	genuine	0	0.1454	DN_NC_073239.2_123333523_2	DN_NC_073240.2_21986088_4	0.2548	24	16.5000	9.0000	52.0000				461.0000	0.2018	1
LOC101143448	LOC109024560	genuine	0														0
LOC101143448	LOC109025730	genuine	0	0.2417	DN_NC_073224.2_123525276_5	DN_NC_073240.2_21986088_4	0.4684	46	27.5000	5.0000	51.0000				452.0000	0.3404	1
LOC101143448	LOC109028669	genuine	0														0
LOC101143448	LOC129530096	genuine	0														0
LOC101143448	LOC129530131	genuine	0														0
LOC101143448	LOC129533438	genuine	0														0
LOC101143448	LOC134756589	genuine	0														0
LOC101143448	LRFN5	genuine	0														0
LOC101143448	MINPP1	genuine	0														0
LOC101143448	MMP24OS	genuine	0														0
LOC101143448	NCALD	genuine	0														0
LOC101143448	NCR3LG1	genuine	0														0
LOC101143448	NFXL1	genuine	0														0
LOC101143448	OXCT1	genuine	0														0
LOC101143448	PDCD5	genuine	0	0.2570	DN_NC_073240.2_21986088_4	DN_NC_073244.2_43610901_6	0.4805	42	25.5000	5.0000	51.0000				459.0000	0.3652	1
LOC101143448	SELENOP	genuine	0														0
LOC101143448	SEM1	genuine	0														0
LOC101143448	SMYD3	genuine	0														0
LOC101143448	SPATA33	genuine	0														0
LOC101143448	SPC25	genuine	0	0.3382	DN_NC_073235.2_71373985_7	DN_NC_073240.2_21986088_4	0.4132	51	30.0000	5.0000	51.0000				461.0000	0.3390	1
LOC101143448	THNSL1	genuine	0														0
LOC101143448	TMEM38B	genuine	0														0
LOC101143448	TSPAN8	genuine	0														0
LOC101143448	UCHL1	genuine	0														0
LOC101143487	LOC129523491	TP	1	0.8911	DN_NC_073230.2_13358875_21	DN_NC_073230.2_14200490_21	0.1512	1	1.0000	2.0000	51.0000						0
LOC101143714	SLFN11	truthbar	1	0.2308	DN_NC_073228.2_57567147_5	DN_NC_073228.2_57642308_6	0.1842	1	1.0000	3.0000	53.0000						0
LOC101143714	SLFN12	truthbar	1	0.2608	DN_NC_073228.2_57477870_3	DN_NC_073228.2_57583458_4	0.2085	1	1.0000	2.0000	53.0000						0
LOC101143777	LOC101148457	genuine	0														0
LOC101143777	LOC109025592	genuine	0														0
LOC101143777	LOC115933090	genuine	0														0
LOC101143777	LOC129524676	genuine	0														0
LOC101143777	LOC129525008	genuine	0														0
LOC101143777	LOC129526479	genuine	0														0
LOC101143777	LOC134756761	genuine	0														0
LOC101143777	MKRN1	genuine	0														0
LOC101143777	TIMM23B	genuine	0														0
LOC101143777	TOR3A	genuine	0														0
LOC101143777	TRAF5	genuine	0														0
LOC101143820	LOC101144552	genuine	0														0
LOC101143820	RHBDF1	genuine	0														0
LOC101143820	RHBDF2	genuine	0														0
LOC101143820	SNRNP25	TP	1	0.5829	DN_NC_073235.2_144823500_4	DN_NC_073242.2_3673676_5	0.0211	2	1.5000	2.0000	52.0000						0
LOC101143844	LOC101153360	truthbar	1	0.4854	DN_NC_073229.2_48177425_8	DN_NC_073229.2_49051174_8	0.2762	6	5.5000	10.0000	52.0000						0
LOC101143844	LOC109027174	genuine	0	0.4946	DN_NC_073229.2_47663527_8	DN_NC_073229.2_49051174_8	0.0423	6	6.0000	10.0000	52.0000				1663.0000	0.8577	1
LOC101143844	MHC-G	truthbar	1	0.8084	DN_NC_073229.2_47377766_7	DN_NC_073229.2_49051174_8	0.0739	6	6.0000	10.0000	52.0000						0
LOC101143855	LOC115935294	TP	1	1.0000	DN_NC_073230.2_13331389_15	DN_NC_073230.2_14245227_15	0.1022	1	1.0000	3.0000	51.0000						0
LOC101143875	LOC115933307	TP	1	0.2502	DN_NC_073237.2_23692487_10	DN_NC_073237.2_30061699_3	0.3399	2	2.0000	3.0000	52.0000						0
LOC101144119	LOC101144471	genuine	0														0
LOC101144119	LOC101144838	genuine	0														0
LOC101144119	LOC101145945	genuine	0														0
LOC101144119	LOC101146634	genuine	0	0.2260	DN_NC_073230.2_64900495_2	DN_NC_073244.2_28711447_2	0.4461	78	52.0000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	LOC101147715	genuine	0														0
LOC101144119	LOC101150965	genuine	0														0
LOC101144119	LOC101151892	genuine	0														0
LOC101144119	LOC101152401	genuine	0														0
LOC101144119	LOC101153126	genuine	0														0
LOC101144119	LOC101153131	genuine	0														0
LOC101144119	LOC109024216	genuine	0														0
LOC101144119	LOC109026610	genuine	0	0.1859	DN_NC_073227.2_8705656_4	DN_NC_073230.2_64900495_2	0.3416	65	45.5000	11.0000	52.0000				0.0000	0.0000	1
LOC101144119	LOC115930172	genuine	0														0
LOC101144119	LOC115931567	genuine	0														0
LOC101144119	LOC115931568	genuine	0	0.2420	DN_NC_073230.2_64900495_2	DN_NC_073244.2_28072858_4	0.3930	68	47.0000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	LOC115931576	genuine	0														0
LOC101144119	LOC115931654	genuine	0														0
LOC101144119	LOC115931857	genuine	0														0
LOC101144119	LOC129527827	genuine	0	0.1304	DN_NC_073230.2_64900495_2	DN_NC_073242.2_66613619_4	0.4438	71	48.5000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	LOC129528947	genuine	0														0
LOC101144119	OSBPL10	genuine	0														0
LOC101144119	ZNF141	genuine	0														0
LOC101144119	ZNF195	genuine	0														0
LOC101144119	ZNF254	genuine	0	0.1959	DN_NC_073230.2_64900495_2	DN_NC_073244.2_30438386_2	0.3964	67	46.5000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF267	genuine	0														0
LOC101144119	ZNF273	genuine	0	0.1936	DN_NC_073230.2_64900495_2	DN_NC_073230.2_74299233_4	0.3847	78	52.0000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF28	genuine	0														0
LOC101144119	ZNF347	genuine	0														0
LOC101144119	ZNF415	genuine	0														0
LOC101144119	ZNF429	genuine	0	0.3005	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27956158_2	0.5265	84	55.0000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF43	genuine	0														0
LOC101144119	ZNF430	genuine	0	0.1435	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27504818_5	0.4270	67	46.5000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF468	genuine	0														0
LOC101144119	ZNF480	genuine	0														0
LOC101144119	ZNF486	genuine	0	0.1460	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26666712_5	0.4566	63	44.5000	49.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF506	genuine	0	0.2671	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26240039_2	0.4246	61	43.5000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF519	genuine	0														0
LOC101144119	ZNF528	genuine	0														0
LOC101144119	ZNF578	genuine	0														0
LOC101144119	ZNF595	genuine	0	0.2462	DN_NC_073227.2_8633418_2	DN_NC_073230.2_64900495_2	0.5689	69	47.5000	40.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF600	genuine	0														0
LOC101144119	ZNF611	genuine	0														0
LOC101144119	ZNF616	genuine	0														0
LOC101144119	ZNF626	genuine	0	0.2045	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27131194_2	0.4557	60	43.0000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF655	genuine	0														0
LOC101144119	ZNF675	genuine	0	0.1458	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29970261_4	0.3774	90	58.0000	49.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF678	genuine	0	0.1927	DN_NC_073224.2_40627195_4	DN_NC_073230.2_64900495_2	0.3220	78	52.0000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF680	genuine	0	0.2227	DN_NC_073230.2_64900495_2	DN_NC_073230.2_73977205_4	0.3066	63	44.5000	50.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF681	genuine	0														0
LOC101144119	ZNF682	genuine	0	0.2247	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26470366_4	0.3255	77	51.5000	45.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF695	genuine	0														0
LOC101144119	ZNF701	genuine	0														0
LOC101144119	ZNF721	genuine	0														0
LOC101144119	ZNF723	genuine	0	0.3908	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29232445_4	0.5099	68	47.0000	51.0000	52.0000				0.0000	0.0000	1
LOC101144119	ZNF727	genuine	0														0
LOC101144119	ZNF736	genuine	0														0
LOC101144119	ZNF761	genuine	0														0
LOC101144119	ZNF766	genuine	0														0
LOC101144119	ZNF8	genuine	0														0
LOC101144119	ZNF808	genuine	0														0
LOC101144119	ZNF813	genuine	0														0
LOC101144119	ZNF83	genuine	0														0
LOC101144119	ZNF836	genuine	0														0
LOC101144119	ZNF841	genuine	0														0
LOC101144119	ZNF888	genuine	0														0
LOC101144119	ZNF91	genuine	0	0.1424	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29680825_2	0.5202	81	53.5000	50.0000	53.0000				0.0000	0.0000	1
LOC101144119	ZNF92	genuine	0														0
LOC101144243	VPS13B	genuine	0	0.6453	DN_NC_073231.2_105681903_7	DN_NC_073231.2_105703620_4	0.1739	1	1.0000	6.5000	52.0000				2133.0000	0.6450	1
LOC101144471	LOC101144838	truthbar	1														0
LOC101144471	LOC101145945	truthbar	1														0
LOC101144471	LOC101146634	truthbar	1	0.1670	DN_NC_073244.2_28711447_4	DN_NC_073244.2_64340366_4	0.4050	104	93.5000	50.0000	53.0000						0
LOC101144471	LOC101147715	truthbar	1	0.1396	DN_NC_073244.2_28820229_4	DN_NC_073244.2_64340366_4	0.5027	104	84.5000	51.0000	53.0000						0
LOC101144471	LOC101150965	genuine	0	0.4077	DN_NC_073244.2_64306022_6	DN_NC_073244.2_64400145_5	0.3365	67	54.0000	23.0000	53.0000				0.0000	0.0000	1
LOC101144471	LOC101151892	genuine	0														0
LOC101144471	LOC101152401	truthbar	1	0.2025	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64836827_4	0.4177	104	78.0000	23.0000	53.0000						0
LOC101144471	LOC101153126	truthbar	1														0
LOC101144471	LOC101153131	truthbar	1	0.3202	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64908457_4	0.3371	104	81.0000	23.0000	53.0000						0
LOC101144471	LOC109024216	truthbar	1	0.1541	DN_NC_073244.2_64340366_4	DN_NC_073244.2_65293743_4	0.3371	104	87.5000	23.0000	53.0000						0
LOC101144471	LOC109026610	truthbar	1	0.1828	DN_NC_073227.2_8705656_4	DN_NC_073244.2_64340366_4	0.3416	104	84.5000	23.0000	53.0000						0
LOC101144471	LOC115930172	genuine	0														0
LOC101144471	LOC115931567	genuine	0	0.2442	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64340366_4	0.4704	104	86.0000	51.0000	53.0000				0.0000	0.0000	1
LOC101144471	LOC115931568	truthbar	1	0.1359	DN_NC_073244.2_28072858_4	DN_NC_073244.2_64340366_4	0.3930	104	86.0000	50.0000	53.0000						0
LOC101144471	LOC115931576	truthbar	1	0.3403	DN_NC_073244.2_29046961_4	DN_NC_073244.2_64340366_4	0.4500	104	91.0000	50.0000	53.0000						0
LOC101144471	LOC115931654	truthbar	1	0.3180	DN_NC_073244.2_64340366_4	DN_NC_073244.2_65266359_4	0.3995	104	86.0000	23.0000	53.0000						0
LOC101144471	LOC115931857	truthbar	1	0.2263	DN_NC_073244.2_64340366_4	DN_NC_073246.2_15789285_3	0.3371	104	84.0000	23.0000	53.0000						0
LOC101144471	LOC129527827	genuine	0	0.1612	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64340366_4	0.4438	104	87.5000	51.0000	53.0000				0.0000	0.0000	1
LOC101144471	LOC129528947	genuine	0	0.2738	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64340366_4	0.5416	104	97.0000	51.0000	53.0000				0.0000	0.0000	1
LOC101144471	OSBPL10	genuine	0	0.2317	DN_NC_073244.2_64306022_6	DN_NC_086017.1_41849470_3	0.2974	41	33.5000	23.0000	53.0000				0.0000	0.0000	1
LOC101144471	ZNF141	truthbar	1	0.2235	DN_NC_073227.2_8907801_4	DN_NC_073244.2_64340366_4	0.3371	104	80.5000	51.0000	53.0000						0
LOC101144471	ZNF195	truthbar	1	0.2459	DN_NC_073233.2_9788172_5	DN_NC_073244.2_64340366_4	0.3371	104	88.0000	23.0000	53.0000						0
LOC101144471	ZNF254	truthbar	1	0.2402	DN_NC_073244.2_30438340_4	DN_NC_073244.2_64340366_4	0.3798	104	88.5000	51.0000	53.0000						0
LOC101144471	ZNF267	truthbar	1	0.1842	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64340366_4	0.3371	104	91.5000	23.0000	53.0000						0
LOC101144471	ZNF273	truthbar	1	0.1508	DN_NC_073230.2_74299233_4	DN_NC_073244.2_64340366_4	0.3847	104	91.0000	50.0000	53.0000						0
LOC101144471	ZNF28	truthbar	1	0.2101	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64759228_5	0.3434	104	89.5000	23.0000	53.0000						0
LOC101144471	ZNF347	truthbar	1	0.2489	DN_NC_073244.2_64306022_6	DN_NC_073244.2_65073171_5	0.3826	48	44.5000	22.0000	53.0000						0
LOC101144471	ZNF415	truthbar	1	0.3265	DN_NC_073244.2_64306022_6	DN_NC_073244.2_65046428_2	0.2974	80	60.5000	21.0000	53.0000						0
LOC101144471	ZNF429	truthbar	1	0.2872	DN_NC_073244.2_27956158_2	DN_NC_073244.2_64340366_4	0.5265	104	94.0000	50.0000	53.0000						0
LOC101144471	ZNF43	truthbar	1	0.2038	DN_NC_073244.2_28333451_4	DN_NC_073244.2_64340366_4	0.4625	104	85.0000	47.0000	53.0000						0
LOC101144471	ZNF430	truthbar	1														0
LOC101144471	ZNF468	truthbar	1	0.2413	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64797239_5	0.3371	104	83.0000	23.0000	53.0000						0
LOC101144471	ZNF480	truthbar	1	0.2359	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64340366_4	0.5307	104	75.0000	23.0000	53.0000						0
LOC101144471	ZNF486	truthbar	1														0
LOC101144471	ZNF506	truthbar	1														0
LOC101144471	ZNF519	truthbar	1	0.3032	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64340366_4	0.3371	104	86.5000	23.0000	53.0000						0
LOC101144471	ZNF528	truthbar	1	0.2275	DN_NC_073244.2_64306022_6	DN_NC_073244.2_64368633_7	0.2974	49	45.0000	23.0000	53.0000						0
LOC101144471	ZNF578	truthbar	1	0.2524	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64426370_6	0.4463	104	72.0000	23.0000	53.0000						0
LOC101144471	ZNF595	truthbar	1	0.2220	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64340366_4	0.5220	104	93.5000	37.0000	53.0000						0
LOC101144471	ZNF600	truthbar	1	0.2484	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64724127_4	0.3371	104	85.0000	23.0000	53.0000						0
LOC101144471	ZNF611	truthbar	1	0.2395	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64672255_4	0.3521	104	76.0000	23.0000	53.0000						0
LOC101144471	ZNF616	truthbar	1	0.2271	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64306022_6	0.2974	58	49.5000	9.0000	53.0000						0
LOC101144471	ZNF626	truthbar	1														0
LOC101144471	ZNF655	truthbar	1														0
LOC101144471	ZNF675	truthbar	1	0.2820	DN_NC_073244.2_29970261_4	DN_NC_073244.2_64340366_4	0.3774	104	97.0000	49.0000	53.0000						0
LOC101144471	ZNF678	truthbar	1	0.1813	DN_NC_073224.2_40627195_4	DN_NC_073244.2_64306022_6	0.3220	78	59.5000	51.0000	53.0000						0
LOC101144471	ZNF680	truthbar	1														0
LOC101144471	ZNF681	truthbar	1	0.1678	DN_NC_073244.2_30067652_4	DN_NC_073244.2_64340366_4	0.4267	104	87.0000	49.0000	53.0000						0
LOC101144471	ZNF682	truthbar	1														0
LOC101144471	ZNF695	truthbar	1														0
LOC101144471	ZNF701	truthbar	1	0.1678	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64543447_4	0.3371	104	64.5000	24.0000	53.0000						0
LOC101144471	ZNF721	truthbar	1														0
LOC101144471	ZNF723	truthbar	1														0
LOC101144471	ZNF727	truthbar	1														0
LOC101144471	ZNF736	truthbar	1														0
LOC101144471	ZNF761	truthbar	1	0.2002	DN_NC_073244.2_64340366_4	DN_NC_073244.2_65362909_5	0.3371	104	79.0000	23.0000	53.0000						0
LOC101144471	ZNF766	truthbar	1	0.3769	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64340366_4	0.3371	104	76.5000	23.0000	53.0000						0
LOC101144471	ZNF8	truthbar	1														0
LOC101144471	ZNF808	truthbar	1	0.2737	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64500861_5	0.4373	104	84.5000	24.0000	53.0000						0
LOC101144471	ZNF813	truthbar	1	0.1769	DN_NC_073244.2_64340366_4	DN_NC_073244.2_65398487_4	0.3371	104	87.5000	23.0000	53.0000						0
LOC101144471	ZNF83	truthbar	1	0.3098	DN_NC_073244.2_64340366_4	DN_NC_073244.2_64585864_4	0.3371	104	100.5000	23.0000	53.0000						0
LOC101144471	ZNF836	truthbar	1	0.1792	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64340366_4	0.4107	104	99.0000	23.0000	53.0000						0
LOC101144471	ZNF841	truthbar	1	0.4235	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64340366_4	0.3371	104	87.0000	23.0000	53.0000						0
LOC101144471	ZNF888	truthbar	1	0.2489	DN_NC_073244.2_64306022_6	DN_NC_073244.2_64860608_4	0.4244	56	48.5000	20.0000	53.0000						0
LOC101144471	ZNF91	truthbar	1	0.2310	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64306022_6	0.5202	81	61.0000	50.0000	53.0000						0
LOC101144471	ZNF92	truthbar	1														0
LOC101144552	RHBDF1	TP	1	0.9661	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3677891_18	0.0272	3	2.5000	2.0000	52.0000						0
LOC101144552	RHBDF2	truthbar	1	0.5458	DN_NC_073228.2_15481792_19	DN_NC_073235.2_144819821_8	0.0361	3	2.5000	2.0000	52.0000						0
LOC101144552	SNRNP25	genuine	0	0.4648	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3673676_5	0.0272	3	2.5000	2.0000	52.0000				702.0000	0.4661	1
LOC101144634	LOC115930073	TP	1	1.0000	DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	0.4049	2	1.5000	2.0000	52.0000						0
LOC101144655	ZMYM5	genuine	0	0.2243	DN_NC_073238.2_34124992_8	DN_NC_073238.2_34259091_25	0.2538	1	1.0000	2.0000	51.0000				668.0000	0.1969	1
LOC101144838	LOC101145945	truthbar	1	0.2299	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28588105_4	0.3847	68	57.5000	50.0000	52.0000						0
LOC101144838	LOC101146634	truthbar	1	0.3717	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28711447_4	0.4050	83	75.5000	50.0000	52.0000						0
LOC101144838	LOC101147715	genuine	0	0.1897	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28820229_4	0.5027	68	66.5000	51.0000	52.0000				0.0000	0.0000	1
LOC101144838	LOC101150965	genuine	0														0
LOC101144838	LOC101151892	genuine	0														0
LOC101144838	LOC101152401	truthbar	1														0
LOC101144838	LOC101153126	truthbar	1	0.1345	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29297022_4	0.4345	80	74.0000	50.0000	52.0000						0
LOC101144838	LOC101153131	truthbar	1														0
LOC101144838	LOC109024216	truthbar	1														0
LOC101144838	LOC109026610	truthbar	1	0.2857	DN_NC_073227.2_8705656_4	DN_NC_073244.2_28256975_5	0.3847	68	66.5000	50.0000	52.0000						0
LOC101144838	LOC115930172	genuine	0	0.3973	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28256975_5	0.4137	68	66.5000	51.0000	52.0000				1526.0000	0.4050	1
LOC101144838	LOC115931567	genuine	0	0.4460	DN_NC_073244.2_27626411_5	DN_NC_073244.2_28256975_5	0.4704	68	68.0000	51.0000	52.0000				1863.0000	0.4834	1
LOC101144838	LOC115931568	truthbar	1	0.4675	DN_NC_073244.2_28072858_4	DN_NC_073244.2_28256975_5	0.3930	68	68.0000	50.0000	52.0000						0
LOC101144838	LOC115931576	truthbar	1	0.3661	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29046961_4	0.4500	78	73.0000	50.0000	52.0000						0
LOC101144838	LOC115931654	truthbar	1														0
LOC101144838	LOC115931857	truthbar	1	0.1650	DN_NC_073244.2_28256975_5	DN_NC_073246.2_15789320_2	0.3847	68	55.5000	50.0000	52.0000						0
LOC101144838	LOC129527827	genuine	0	0.2277	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28256975_5	0.4438	71	69.5000	51.0000	52.0000				0.0000	0.0000	1
LOC101144838	LOC129528947	genuine	0	0.3354	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28256975_5	0.5416	90	79.0000	51.0000	52.0000				1594.0000	0.4161	1
LOC101144838	OSBPL10	genuine	0														0
LOC101144838	ZNF141	truthbar	1	0.2124	DN_NC_073227.2_8907801_4	DN_NC_073244.2_28256975_5	0.3847	68	62.5000	51.0000	52.0000						0
LOC101144838	ZNF195	truthbar	1														0
LOC101144838	ZNF254	truthbar	1	0.2843	DN_NC_073244.2_28256975_5	DN_NC_073244.2_30438386_2	0.3964	68	67.5000	51.0000	52.0000						0
LOC101144838	ZNF267	truthbar	1														0
LOC101144838	ZNF273	truthbar	1	0.3760	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28256975_5	0.3847	78	73.0000	50.0000	52.0000						0
LOC101144838	ZNF28	genuine	0	0.1813	DN_NC_073244.2_28256975_5	DN_NC_073244.2_64759228_5	0.3847	75	71.5000	50.0000	52.0000				0.0000	0.0000	1
