dn_a	dn_b	contain_ab	contain_ba	n_exon_a	n_exon_b	n_cov_a	n_cov_b
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29297022_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29557605_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29680825_4	0.000000	0.250000	4	4	0	1
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29970261_4	1.000000	1.000000	4	4	4	4
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30067652_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30438386_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64034715_7	0.000000	0.000000	4	7	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64400145_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64426370_6	0.000000	0.000000	4	6	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64500861_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64585864_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64672255_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64797239_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64836827_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65046428_4	0.000000	0.000000	4	3	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65266359_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65326089_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65362909_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74126483_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073230.2_74190280_2	DN_NC_073231.2_79866967_2	0.500000	0.500000	2	2	1	1
DN_NC_073230.2_74190289_5	DN_NC_073230.2_74299233_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073230.2_74637814_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073241.2_36126183_3	0.000000	0.000000	5	3	0	0
DN_NC_073230.2_74190289_5	DN_NC_073242.2_37386128_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073242.2_66613619_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26240039_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26314241_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26470366_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26666712_5	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26901109_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27051998_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27131194_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27285351_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27408454_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27504818_5	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27566430_5	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27765726_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27869273_3	0.000000	0.000000	5	3	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27956158_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28072858_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28256975_5	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28333451_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28588105_4	0.800000	0.500000	5	4	4	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28711447_4	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28820229_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29046961_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29232445_4	0.000000	0.250000	5	4	0	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29297022_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29557605_4	0.800000	1.000000	5	4	4	4
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29680825_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29970261_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_30438386_2	0.000000	0.000000	5	2	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_64724127_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_64797239_5	0.000000	0.000000	5	5	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_65293743_4	0.000000	0.000000	5	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073230.2_74637814_2	0.000000	0.500000	4	2	0	1
DN_NC_073230.2_74299233_4	DN_NC_073233.2_9788172_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073241.2_36126198_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74299233_4	DN_NC_073242.2_37386128_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073242.2_66613619_4	0.500000	0.500000	4	4	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26240035_4	0.500000	0.500000	4	4	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26314241_4	0.500000	0.500000	4	4	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26470366_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26666712_5	0.750000	0.800000	4	5	3	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26901109_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27051998_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27131194_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27285351_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27408454_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27504818_5	0.250000	0.200000	4	5	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27626411_5	0.500000	0.400000	4	5	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27765726_4	0.750000	1.000000	4	4	3	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27869273_3	0.000000	0.000000	4	3	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27956158_2	0.000000	0.500000	4	2	0	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28072858_4	0.500000	0.500000	4	4	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28256975_5	0.500000	0.400000	4	5	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28333451_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28588105_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28711447_4	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28820229_4	0.500000	0.500000	4	4	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29046961_4	1.000000	1.000000	4	4	4	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29232445_4	0.500000	1.000000	4	4	2	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29297022_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29557605_4	0.750000	1.000000	4	4	3	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29680825_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29970261_4	0.750000	1.000000	4	4	3	4
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30067652_4	1.000000	0.750000	4	4	4	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30438340_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64265252_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64340366_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64836827_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65003440_7	0.000000	0.000000	4	7	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65046428_2	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65266359_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65293743_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65362909_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74299233_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073230.2_74637722_4	DN_NC_073241.2_36126198_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_27765726_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_27956158_2	0.250000	0.500000	4	2	1	1
DN_NC_073230.2_74637722_4	DN_NC_073244.2_28820229_4	0.750000	0.500000	4	4	3	2
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29232445_4	0.500000	0.750000	4	4	2	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29557605_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29680825_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29970261_4	0.750000	0.750000	4	4	3	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_30438386_2	0.250000	0.500000	4	2	1	1
DN_NC_073230.2_74637722_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_64908457_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_65046428_2	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073242.2_37386128_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073242.2_66613619_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26240035_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26314241_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26470366_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26666712_5	0.000000	0.000000	2	5	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26901109_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27051998_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27131194_2	0.000000	0.000000	2	2	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27285351_4	0.500000	0.000000	2	4	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27408454_4	0.500000	0.250000	2	4	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27504818_5	0.500000	0.000000	2	5	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27626411_5	0.500000	0.000000	2	5	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27869273_3	0.000000	0.000000	2	3	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28072858_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28256975_5	0.500000	0.200000	2	5	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28333451_4	0.000000	0.250000	2	4	0	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28588105_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28711447_2	0.000000	0.000000	2	2	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_29046961_4	0.500000	0.250000	2	4	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_29297022_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_30067652_4	0.500000	0.000000	2	4	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_64034715_7	0.000000	0.000000	2	7	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_64759228_5	0.000000	0.000000	2	5	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_65073171_5	0.000000	0.000000	2	5	0	0
DN_NC_073230.2_74637814_2	DN_NC_073246.2_15789285_3	0.000000	0.000000	2	3	0	0
DN_NC_073230.2_74930869_10	DN_NC_073230.2_74941165_2	0.100000	0.000000	10	2	1	0
DN_NC_073230.2_75755711_3	DN_NC_073230.2_75935335_9	0.400000	0.222222	5	9	2	2
DN_NC_073230.2_76179541_5	DN_NC_073230.2_82279960_5	0.800000	1.000000	5	5	4	5
DN_NC_073230.2_76190196_16	DN_NC_073230.2_82009167_15	1.000000	1.000000	16	15	16	15
DN_NC_073230.2_76425037_7	DN_NC_073230.2_81087606_7	0.857143	0.571429	7	7	6	4
DN_NC_073230.2_80576116_9	DN_NC_073230.2_81087606_7	0.222222	0.285714	9	7	2	2
DN_NC_073230.2_82390460_3	DN_NC_073230.2_84208466_3	0.666667	0.666667	3	3	2	2
DN_NC_073230.2_82396764_10	DN_NC_073230.2_84201987_11	1.000000	1.000000	10	11	10	11
DN_NC_073230.2_82405962_7	DN_NC_073230.2_84189831_5	0.571429	0.600000	7	5	4	3
DN_NC_073230.2_83196711_9	DN_NC_086018.1_29227554_16	0.000000	0.000000	9	16	0	0
DN_NC_073230.2_84149572_5	DN_NC_073230.2_88425670_12	0.600000	0.250000	5	12	3	3
DN_NC_073230.2_84474222_2	DN_NC_086018.1_29956541_2	0.000000	0.000000	2	2	0	0
DN_NC_073230.2_84854491_12	DN_NC_073234.2_137155900_12	0.000000	0.000000	12	12	0	0
DN_NC_073230.2_86077849_4	DN_NC_073230.2_86186055_4	1.000000	1.000000	4	4	4	4
DN_NC_073230.2_86128587_5	DN_NC_073230.2_86213678_7	0.800000	0.571429	5	7	4	4
DN_NC_073230.2_87974016_14	DN_NC_086017.1_145972418_16	0.000000	0.000000	14	16	0	0
DN_NC_073230.2_87974016_14	DN_NC_086017.1_195677389_14	0.000000	0.000000	14	14	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_149487100_2	0.000000	0.000000	6	2	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_150568091_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_150618111_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_150726059_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_150777699_3	0.000000	0.000000	6	3	0	0
DN_NC_073230.2_88683937_6	DN_NC_073231.2_150817007_4	0.000000	0.000000	6	4	0	0
DN_NC_073230.2_88683937_6	DN_NC_073237.2_123801018_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_88683937_6	DN_NC_073244.2_70159242_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_88683937_6	DN_NC_073244.2_70323040_7	0.000000	0.000000	6	7	0	0
DN_NC_073230.2_88700652_4	DN_NC_073230.2_89296262_6	0.000000	0.000000	4	6	0	0
DN_NC_073230.2_88700652_4	DN_NC_073230.2_89330255_2	0.000000	0.000000	4	2	0	0
DN_NC_073230.2_88726357_6	DN_NC_073231.2_150671310_5	0.000000	0.000000	6	5	0	0
DN_NC_073230.2_89256114_4	DN_NC_073244.2_64908457_4	0.000000	0.000000	4	4	0	0
DN_NC_073230.2_89330255_2	DN_NC_073240.2_44172340_2	0.000000	0.000000	2	2	0	0
DN_NC_073230.2_89330255_2	DN_NC_073241.2_64479147_4	0.000000	0.000000	2	4	0	0
DN_NC_073230.2_89330255_2	DN_NC_073242.2_6930599_2	0.000000	0.000000	2	2	0	0
DN_NC_073230.2_89330255_2	DN_NC_073247.2_147064204_6	0.000000	0.000000	2	6	0	0
DN_NC_073230.2_89389986_8	DN_NC_073230.2_89408091_6	0.000000	0.166667	8	6	0	1
DN_NC_073230.2_90977223_13	DN_NC_073236.2_31570340_7	0.153846	0.142857	13	7	2	1
DN_NC_073230.2_91654449_3	DN_NC_073245.2_57775599_4	0.000000	0.000000	3	4	0	0
DN_NC_073230.2_92132360_3	DN_NC_073231.2_107519754_4	0.000000	0.000000	3	4	0	0
DN_NC_073230.2_92132360_3	DN_NC_073232.2_34013134_3	0.000000	0.000000	3	3	0	0
DN_NC_073230.2_92132360_3	DN_NC_073233.2_23732821_4	0.000000	0.000000	3	4	0	0
DN_NC_073230.2_92132360_3	DN_NC_073234.2_126370406_2	0.000000	0.000000	3	2	0	0
DN_NC_073230.2_92132360_3	DN_NC_073235.2_142785844_3	0.000000	0.000000	3	3	0	0
DN_NC_073230.2_92132360_3	DN_NC_073235.2_71373985_7	0.000000	0.142857	3	7	0	1
DN_NC_073230.2_92132360_3	DN_NC_073237.2_101948554_6	0.000000	0.000000	3	6	0	0
DN_NC_073230.2_92132360_3	DN_NC_073239.2_123449122_2	0.000000	0.000000	3	2	0	0
DN_NC_073230.2_92132360_3	DN_NC_073239.2_14838701_6	0.000000	0.000000	3	6	0	0
DN_NC_073230.2_92132360_3	DN_NC_073239.2_36370724_4	0.000000	0.000000	3	4	0	0
DN_NC_073230.2_92132360_3	DN_NC_073242.2_120248671_3	0.000000	0.000000	3	3	0	0
DN_NC_073230.2_92132360_3	DN_NC_073244.2_43610901_6	0.000000	0.166667	3	6	0	1
DN_NC_073230.2_92132360_3	DN_NC_073247.2_114234875_11	0.000000	0.000000	3	11	0	0
DN_NC_073230.2_92132360_3	DN_NC_073247.2_115708949_2	0.000000	0.000000	3	2	0	0
DN_NC_073230.2_92132360_3	DN_NC_073247.2_147586730_5	0.000000	0.000000	3	5	0	0
DN_NC_073230.2_92132360_3	DN_NC_086018.1_24877691_3	0.000000	0.000000	3	3	0	0
DN_NC_073230.2_94413807_52	DN_NC_073234.2_53272916_54	0.000000	0.000000	52	54	0	0
DN_NC_073230.2_94413807_52	DN_NC_073235.2_91416644_51	0.000000	0.000000	52	51	0	0
DN_NC_073230.2_95688791_4	DN_NC_073230.2_95718597_3	0.000000	0.000000	4	3	0	0
DN_NC_073230.2_98668717_3	DN_NC_073234.2_37699488_22	1.000000	0.181818	3	22	3	4
DN_NC_073231.2_104280615_11	DN_NC_073245.2_57199021_10	0.000000	0.000000	11	10	0	0
DN_NC_073231.2_105681903_7	DN_NC_073231.2_105703620_4	0.142857	0.250000	7	4	1	1
DN_NC_073231.2_107519754_4	DN_NC_073234.2_126370406_2	0.000000	0.000000	4	2	0	0
DN_NC_073231.2_107519754_4	DN_NC_073235.2_71373985_7	0.000000	0.142857	4	7	0	1
DN_NC_073231.2_107519754_4	DN_NC_073239.2_123333523_2	0.000000	0.000000	4	2	0	0
DN_NC_073231.2_107519754_4	DN_NC_073244.2_43610901_6	0.000000	0.166667	4	6	0	1
DN_NC_073231.2_107519754_4	DN_NC_073247.2_115708949_2	0.000000	0.000000	4	2	0	0
DN_NC_073231.2_107519754_4	DN_NC_073247.2_147586730_5	0.000000	0.000000	4	5	0	0
DN_NC_073231.2_109134791_7	DN_NC_073231.2_32715505_7	0.000000	0.000000	7	7	0	0
DN_NC_073231.2_11581641_7	DN_NC_073233.2_75718276_6	0.714286	0.833333	7	6	5	5
DN_NC_073231.2_11581641_7	DN_NC_073242.2_8737492_8	1.000000	0.875000	7	8	7	7
DN_NC_073231.2_11581641_7	DN_NC_086017.1_136773097_2	0.285714	0.500000	7	2	2	1
DN_NC_073231.2_11581641_7	DN_NC_086017.1_141278779_5	0.285714	0.400000	7	5	2	2
DN_NC_073231.2_11581641_7	DN_NC_086017.1_85330170_7	1.000000	1.000000	7	7	7	7
DN_NC_073231.2_12364354_11	DN_NC_073245.2_44289870_13	0.000000	0.000000	11	13	0	0
DN_NC_073231.2_130802378_3	DN_NC_073240.2_91564233_4	0.000000	0.000000	3	4	0	0
DN_NC_073231.2_130827518_11	DN_NC_073231.2_130851528_29	0.000000	0.034483	11	29	0	1
DN_NC_073231.2_14164248_27	DN_NC_073232.2_104141687_27	0.000000	0.000000	27	27	0	0
DN_NC_073231.2_148826481_3	DN_NC_073236.2_30490104_2	0.000000	0.000000	3	2	0	0
DN_NC_073231.2_149140314_3	DN_NC_073244.2_68699723_3	0.000000	0.000000	3	3	0	0
DN_NC_073231.2_149140314_3	DN_NC_086018.1_17871581_2	0.000000	0.000000	3	2	0	0
DN_NC_073231.2_149487100_2	DN_NC_073236.2_32240619_3	0.000000	0.000000	2	3	0	0
DN_NC_073231.2_149487156_2	DN_NC_073231.2_150568091_5	0.000000	0.000000	2	5	0	0
DN_NC_073231.2_149487156_2	DN_NC_073231.2_150817007_4	0.000000	0.000000	2	4	0	0
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150618111_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150726059_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150777699_3	0.000000	0.000000	5	3	0	0
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150817007_4	0.000000	0.000000	5	4	0	0
DN_NC_073231.2_150568091_5	DN_NC_073244.2_70323040_7	0.000000	0.000000	5	7	0	0
DN_NC_073231.2_150568091_5	DN_NC_086018.1_21231592_2	0.000000	0.000000	5	2	0	0
DN_NC_073231.2_150618111_5	DN_NC_073231.2_150726059_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150618111_5	DN_NC_073231.2_150777699_3	0.000000	0.000000	5	3	0	0
DN_NC_073231.2_150618111_5	DN_NC_073237.2_123801018_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150618111_5	DN_NC_073244.2_70159242_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150618111_5	DN_NC_086018.1_21231592_2	0.000000	0.000000	5	2	0	0
DN_NC_073231.2_150671293_2	DN_NC_073243.2_20322881_2	0.000000	0.000000	2	2	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_59724372_5	0.000000	0.000000	2	5	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_59726455_2	0.000000	0.000000	2	2	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_68548768_5	0.000000	0.000000	2	5	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_69294668_4	0.000000	0.000000	2	4	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_69343714_4	0.000000	0.000000	2	4	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_69422908_4	0.000000	0.000000	2	4	0	0
DN_NC_073231.2_150671293_2	DN_NC_073244.2_69643403_5	0.000000	0.000000	2	5	0	0
DN_NC_073231.2_150671293_2	DN_NC_086017.1_54551513_4	0.000000	0.000000	2	4	0	0
DN_NC_073231.2_150671310_5	DN_NC_073241.2_64468689_4	0.000000	0.000000	5	4	0	0
DN_NC_073231.2_150671310_5	DN_NC_073241.2_64520240_3	0.000000	0.000000	5	3	0	0
DN_NC_073231.2_150671310_5	DN_NC_073244.2_70422477_3	0.000000	0.000000	5	3	0	0
DN_NC_073231.2_150671310_5	DN_NC_086017.1_54612772_3	0.000000	0.000000	5	3	0	0
DN_NC_073231.2_150726059_5	DN_NC_073231.2_150817007_4	0.000000	0.000000	5	4	0	0
DN_NC_073231.2_150726059_5	DN_NC_073244.2_70159242_5	0.000000	0.000000	5	5	0	0
DN_NC_073231.2_150777699_3	DN_NC_073231.2_150817007_4	0.000000	0.000000	3	4	0	0
DN_NC_073231.2_150777699_3	DN_NC_073244.2_70159242_5	0.000000	0.000000	3	5	0	0
DN_NC_073231.2_150777699_3	DN_NC_073244.2_70323040_7	0.000000	0.000000	3	7	0	0
DN_NC_073231.2_150817007_4	DN_NC_073236.2_32240619_3	0.000000	0.000000	4	3	0	0
DN_NC_073231.2_150817007_4	DN_NC_073237.2_123801018_5	0.000000	0.000000	4	5	0	0
DN_NC_073231.2_150817007_4	DN_NC_073244.2_70323040_7	0.000000	0.000000	4	7	0	0
DN_NC_073231.2_150893284_5	DN_NC_073242.2_6296327_3	0.000000	0.333333	5	3	0	1
DN_NC_073231.2_150902261_3	DN_NC_073232.2_146269317_5	0.666667	0.600000	3	5	2	3
DN_NC_073231.2_150902261_3	DN_NC_073232.2_8583099_4	0.666667	0.750000	3	4	2	3
DN_NC_073231.2_150902261_3	DN_NC_073236.2_140400059_5	0.666667	0.600000	3	5	2	3
DN_NC_073231.2_150902261_3	DN_NC_073237.2_118498911_4	0.666667	0.750000	3	4	2	3
DN_NC_073231.2_150902261_3	DN_NC_073239.2_124648897_4	0.666667	0.750000	3	4	2	3
DN_NC_073231.2_150902261_3	DN_NC_073240.2_103747497_4	0.666667	0.750000	3	4	2	3
DN_NC_073231.2_150902261_3	DN_NC_073241.2_110003031_5	0.666667	0.600000	3	5	2	3
DN_NC_073231.2_150902261_3	DN_NC_073242.2_121237165_4	0.666667	0.750000	3	4	2	3
DN_NC_073231.2_150902261_3	DN_NC_073244.2_70818649_5	0.666667	0.600000	3	5	2	3
DN_NC_073231.2_150902261_3	DN_NC_086017.1_211655827_5	0.666667	0.600000	3	5	2	3
DN_NC_073231.2_150902261_3	DN_NC_086017.1_9337960_4	0.666667	0.750000	3	4	2	3
