gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
LOC101144119	ZNF429	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27956158_2	genuine	0	0.3005	0	0.0
LOC101144119	ZNF430	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27504818_5	genuine	0	0.1435	0	0.0
LOC101144119	ZNF486	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26666712_5	genuine	0	0.1460	0	0.0
LOC101144119	ZNF506	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26240039_2	genuine	0	0.2671	0	0.0
LOC101144119	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073230.2_64900495_2	genuine	0	0.2462	0	0.0
LOC101144119	ZNF626	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27131194_2	genuine	0	0.2045	0	0.0
LOC101144119	ZNF675	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29970261_4	genuine	0	0.1458	0	0.0
LOC101144119	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073230.2_64900495_2	genuine	0	0.1927	0	0.0
LOC101144119	ZNF680	DN_NC_073230.2_64900495_2	DN_NC_073230.2_73977205_4	genuine	0	0.2227	0	0.0
LOC101144119	ZNF682	DN_NC_073230.2_64900495_2	DN_NC_073244.2_26470366_4	genuine	0	0.2247	0	0.0
LOC101144119	ZNF723	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29232445_4	genuine	0	0.3908	0	0.0
LOC101144119	ZNF91	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29680825_2	genuine	0	0.1424	0	0.0
LOC101144243	VPS13B	DN_NC_073231.2_105681903_7	DN_NC_073231.2_105703620_4	genuine	0	0.6453	2133	0.645
LOC101144471	LOC101150965	DN_NC_073244.2_64306022_6	DN_NC_073244.2_64400145_5	genuine	0	0.4077	0	0.0
LOC101144471	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64340366_4	genuine	0	0.2442	0	0.0
LOC101144471	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64340366_4	genuine	0	0.1612	0	0.0
LOC101144471	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64340366_4	genuine	0	0.2738	0	0.0
LOC101144471	OSBPL10	DN_NC_073244.2_64306022_6	DN_NC_086017.1_41849470_3	genuine	0	0.2317	0	0.0
LOC101144552	SNRNP25	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3673676_5	genuine	0	0.4648	702	0.4661
LOC101144655	ZMYM5	DN_NC_073238.2_34124992_8	DN_NC_073238.2_34259091_25	genuine	0	0.2243	668	0.1969
LOC101144838	LOC101147715	DN_NC_073244.2_28256975_5	DN_NC_073244.2_28820229_4	genuine	0	0.1897	0	0.0
LOC101144838	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28256975_5	genuine	0	0.3973	1526	0.405
LOC101144838	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_28256975_5	genuine	0	0.4460	1863	0.4834
LOC101144838	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28256975_5	genuine	0	0.2277	0	0.0
LOC101144838	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28256975_5	genuine	0	0.3354	1594	0.4161
LOC101144838	ZNF28	DN_NC_073244.2_28256975_5	DN_NC_073244.2_64759228_5	genuine	0	0.1813	0	0.0
LOC101144838	ZNF91	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29680825_2	genuine	0	0.2301	0	0.0
LOC101145348	LOC101151317	DN_NC_073237.2_30220066_5	DN_NC_073244.2_48030811_4	genuine	0	0.1799	0	0.0
LOC101145348	LOC101153727	DN_NC_073237.2_30220066_5	DN_NC_073244.2_48384768_7	genuine	0	0.2336	0	0.0
LOC101145348	LOC109024207	DN_NC_073237.2_30220066_5	DN_NC_073244.2_49176797_4	genuine	0	0.1540	0	0.0
LOC101145348	LOC109027078	DN_NC_073228.2_182909765_5	DN_NC_073237.2_30220066_5	genuine	0	0.1510	0	0.0
LOC101145348	ZFP69	DN_NC_073224.2_199458269_6	DN_NC_073237.2_30220066_5	genuine	0	0.1591	0	0.0
LOC101145348	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073237.2_30220066_5	genuine	0	0.2930	0	0.0
LOC101145348	ZNF30	DN_NC_073237.2_30220066_5	DN_NC_073244.2_45985550_6	genuine	0	0.2785	0	0.0
LOC101145348	ZNF420	DN_NC_073237.2_30220066_5	DN_NC_073244.2_48242798_5	genuine	0	0.3000	0	0.0
LOC101145348	ZNF461	DN_NC_073237.2_30220066_5	DN_NC_073244.2_47831779_6	genuine	0	0.1999	0	0.0
LOC101145348	ZNF540	DN_NC_073237.2_30220066_5	DN_NC_073244.2_49101177_5	genuine	0	0.1333	0	0.0
LOC101145348	ZNF565	DN_NC_073237.2_30220066_5	DN_NC_073244.2_47250467_5	genuine	0	0.1465	0	0.0
LOC101145348	ZNF573	DN_NC_073237.2_30220066_5	DN_NC_073244.2_49246931_6	genuine	0	0.1777	0	0.0
LOC101145348	ZNF780A	DN_NC_073237.2_30220066_5	DN_NC_073244.2_51825388_5	genuine	0	0.1394	0	0.0
LOC101145348	ZNF790	DN_NC_073237.2_30220066_5	DN_NC_073244.2_47997304_5	genuine	0	0.1647	0	0.0
LOC101145464	LOC109023154	DN_NC_073239.2_123333523_2	DN_NC_073247.2_147586730_5	genuine	0	0.1467	473	0.2071
LOC101145464	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073247.2_147586730_5	genuine	0	0.3539	470	0.3539
LOC101145464	LOC129530096	DN_NC_073247.2_114234875_11	DN_NC_073247.2_147586730_5	genuine	0	0.1906	468	0.1906
LOC101145464	LOC129530131	DN_NC_073247.2_115708949_2	DN_NC_073247.2_147586730_5	genuine	0	0.1938	475	0.1934
LOC101145464	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073247.2_147586730_5	genuine	0	0.1954	480	0.1954
LOC101145464	LRFN5	DN_NC_073239.2_14838701_6	DN_NC_073247.2_147586730_5	genuine	0	0.1344	467	0.1901
LOC101145464	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073247.2_147586730_5	genuine	0	0.1889	464	0.1889
LOC101145464	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073247.2_147586730_5	genuine	0	0.2186	472	0.1922
LOC101145464	OXCT1	DN_NC_073243.2_70014918_17	DN_NC_073247.2_147586730_5	genuine	0	0.1417	464	0.1889
LOC101145464	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_147586730_5	genuine	0	0.3739	471	0.3747
LOC101145464	SELENOP	DN_NC_073243.2_69046517_5	DN_NC_073247.2_147586730_5	genuine	0	0.1348	474	0.193
LOC101145464	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073247.2_147586730_5	genuine	0	0.1831	469	0.2405
LOC101145464	SPATA33	DN_NC_073242.2_120248671_3	DN_NC_073247.2_147586730_5	genuine	0	0.1832	480	0.1954
LOC101145464	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_147586730_5	genuine	0	0.2449	474	0.3485
LOC101145464	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073247.2_147586730_5	genuine	0	0.1771	476	0.1938
LOC101145464	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073247.2_147586730_5	genuine	0	0.1926	480	0.1954
LOC101145464	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073247.2_147586730_5	genuine	0	0.1889	463	0.1885
LOC101145660	LOC109027124	DN_NC_073229.2_194862622_5	DN_NC_073240.2_23674889_10	genuine	0	0.1985	0	0.0
LOC101145660	LOC129527173	DN_NC_073240.2_23674889_10	DN_NC_073240.2_29752710_11	genuine	0	0.4324	4905	1.5425
LOC101145660	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073240.2_23674889_10	genuine	0	0.2110	435	0.4211
LOC101145825	SERHL2	DN_NC_086018.1_40516247_7	DN_NC_086018.1_40570429_6	genuine	0	0.4361	1804	0.6427
LOC101145839	PTEN	DN_NC_073232.2_100192352_9	DN_NC_073237.2_29305062_2	TP	0	0.1538	2736	0.8121
LOC101145945	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28588105_4	genuine	0	0.2465	1699	0.4509
LOC101145945	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_28588105_4	genuine	0	0.3176	1555	0.5518
LOC101145945	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28588105_4	genuine	0	0.1864	0	0.0
LOC101145945	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28588105_4	genuine	0	0.1825	1854	0.4839
LOC101146405	LOC115935376	DN_NC_073230.2_47098444_23	DN_NC_073230.2_86257459_21	genuine	0	0.2923	898	0.3028
LOC101146458	LOC115936279	DN_NC_073233.2_54778450_7	DN_NC_073233.2_54817717_7	genuine	0	0.4791	2061	0.9786
LOC101146634	LOC101150965	DN_NC_073244.2_28711447_4	DN_NC_073244.2_64400145_5	genuine	0	0.1693	0	0.0
LOC101146634	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_28711447_2	genuine	0	0.2953	0	0.0
LOC101146634	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28711447_2	genuine	0	0.1898	0	0.0
LOC101146634	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28711447_4	genuine	0	0.2307	0	0.0
LOC101146634	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28711447_4	genuine	0	0.4062	0	0.0
LOC101146634	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_28711447_2	genuine	0	0.2483	0	0.0
LOC101146634	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_28711447_4	genuine	0	0.3361	0	0.0
LOC101146634	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_28711447_4	genuine	0	0.4138	0	0.0
LOC101146634	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_28711447_2	genuine	0	0.4025	0	0.0
LOC101146634	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_28711447_2	genuine	0	0.3160	0	0.0
LOC101146634	ZNF723	DN_NC_073244.2_28711447_4	DN_NC_073244.2_29232445_4	genuine	0	0.3398	1191	0.5142
LOC101146634	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_28711447_2	genuine	0	0.1600	0	0.0
LOC101146634	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073244.2_28711447_2	genuine	0	0.2709	0	0.0
LOC101146782	LOC134759160	DN_NC_073232.2_64911725_5	DN_NC_073232.2_65534545_21	genuine	0	0.1585	2766	0.5502
LOC101147313	LOC115934054	DN_NC_086017.1_207540432_15	DN_NC_086017.1_209174437_6	genuine	0	0.2452	695	0.2964
LOC101147313	SDHA	DN_NC_073243.2_112081564_15	DN_NC_086017.1_207540432_15	genuine	0	0.2192	1609	0.5354
LOC101147715	LOC101153126	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29297022_4	genuine	0	0.2868	0	0.0
LOC101147715	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28820229_4	genuine	0	0.2216	0	0.0
LOC101147715	LOC115931857	DN_NC_073244.2_28820229_4	DN_NC_073246.2_15789320_2	genuine	0	0.2279	0	0.0
LOC101147715	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28820229_4	genuine	0	0.1730	0	0.0
LOC101147715	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28820229_4	genuine	0	0.2399	1211	0.3161
LOC101147715	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_28820229_4	genuine	0	0.1539	0	0.0
LOC101147715	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28820229_4	genuine	0	0.2077	1624	0.4318
LOC101147715	ZNF28	DN_NC_073244.2_28820229_4	DN_NC_073244.2_64759228_5	genuine	0	0.2415	0	0.0
LOC101147715	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28820229_4	genuine	0	0.1389	830	0.2252
LOC101147715	ZNF468	DN_NC_073244.2_28820229_4	DN_NC_073244.2_64797239_5	genuine	0	0.1751	0	0.0
LOC101147715	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_28820229_4	genuine	0	0.2263	0	0.0
LOC101147715	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_28820229_4	genuine	0	0.2622	0	0.0
LOC101147715	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_28820229_4	genuine	0	0.3013	0	0.0
LOC101147715	ZNF675	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29970261_4	genuine	0	0.1767	957	0.4346
LOC101147715	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_28820229_4	genuine	0	0.2233	0	0.0
LOC101147715	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_28820229_4	genuine	0	0.2512	0	0.0
LOC101147715	ZNF723	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29232445_4	genuine	0	0.2228	0	0.0
LOC101147715	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_28820229_4	genuine	0	0.1475	0	0.0
LOC101147715	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_28820229_4	genuine	0	0.1355	1738	0.5281
LOC101148191	LOC109023808	DN_NC_073230.2_28044538_2	DN_NC_073243.2_97368870_3	genuine	0	0.2301	0	0.0
LOC101148457	LOC109025592	DN_NC_073224.2_125859316_3	DN_NC_086018.1_19844955_6	genuine	0	0.2832	674	0.3944
LOC101148457	LOC129526479	DN_NC_073238.2_29552503_8	DN_NC_086018.1_19844955_6	genuine	0	0.1541	1119	0.4469
LOC101148457	TIMM23B	DN_NC_073232.2_65905862_9	DN_NC_086018.1_19844955_6	genuine	0	0.1503	564	0.2252
LOC101148457	TRAF5	DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	genuine	0	0.2198	1281	0.5116
LOC101149428	LOC115932259	DN_NC_073247.2_131774354_4	DN_NC_073247.2_131863961_4	genuine	0	1.0000	2892	1.0
LOC101149946	LOC134757265	DN_NC_073240.2_23725358_9	DN_NC_073240.2_29803770_8	genuine	0	0.3844	2517	0.471
LOC101149946	PDCD6IP	DN_NC_073240.2_23725358_9	DN_NC_086017.1_43678546_18	genuine	0	0.1418	970	0.1815
LOC101150774	LOC109028376	DN_NC_073237.2_79912635_2	DN_NC_086017.1_14101436_3	genuine	0	0.4081	991	0.855
LOC101150774	LOC129527656	DN_NC_073242.2_36567597_2	DN_NC_086017.1_14101436_3	genuine	0	0.2990	740	0.537
LOC101150953	TRNAA-AGC	DN_NC_073229.2_46514381_2	DN_NC_073229.2_46518353_2	genuine	0	0.9158	2588	0.9158
LOC101150965	LOC101152401	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64836827_4	genuine	0	0.4181	0	0.0
LOC101150965	LOC101153126	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64400145_5	genuine	0	0.2745	0	0.0
LOC101150965	LOC101153131	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64908457_4	genuine	0	0.6223	0	0.0
LOC101150965	LOC109024216	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65293743_4	genuine	0	0.1335	0	0.0
LOC101150965	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64400145_5	genuine	0	0.3615	0	0.0
LOC101150965	LOC115931857	DN_NC_073244.2_64400145_5	DN_NC_073246.2_15789320_2	genuine	0	0.3066	0	0.0
LOC101150965	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64400145_5	genuine	0	0.4072	0	0.0
LOC101150965	OSBPL10	DN_NC_073244.2_64400145_5	DN_NC_086017.1_41849470_3	genuine	0	0.2662	0	0.0
LOC101150965	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_64400145_5	genuine	0	0.1610	0	0.0
LOC101150965	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_64400145_5	genuine	0	0.2903	0	0.0
LOC101150965	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64400145_5	genuine	0	0.2408	0	0.0
LOC101150965	ZNF28	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64759228_5	genuine	0	0.1331	0	0.0
LOC101150965	ZNF347	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65073171_5	genuine	0	0.2720	0	0.0
LOC101150965	ZNF415	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65046428_2	genuine	0	0.6392	0	0.0
LOC101150965	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_073244.2_64400145_5	genuine	0	0.2845	0	0.0
LOC101150965	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_64400145_5	genuine	0	0.4917	0	0.0
LOC101150965	ZNF480	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64400145_5	genuine	0	0.2146	0	0.0
LOC101150965	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64400145_5	genuine	0	0.3032	0	0.0
LOC101150965	ZNF528	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64400145_5	genuine	0	0.2820	1072	0.4459
LOC101150965	ZNF578	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64426370_6	genuine	0	0.2109	0	0.0
LOC101150965	ZNF595	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64400145_5	genuine	0	0.1793	0	0.0
LOC101150965	ZNF600	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64724127_4	genuine	0	0.1768	0	0.0
LOC101150965	ZNF616	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64400145_5	genuine	0	0.3007	0	0.0
LOC101150965	ZNF723	DN_NC_073244.2_29232445_4	DN_NC_073244.2_64400145_5	genuine	0	0.4465	0	0.0
LOC101150965	ZNF761	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65362909_5	genuine	0	0.1331	0	0.0
LOC101150965	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64400145_5	genuine	0	0.2604	0	0.0
LOC101150965	ZNF808	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64500861_5	genuine	0	0.1922	0	0.0
LOC101150965	ZNF83	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64585864_4	genuine	0	0.4929	0	0.0
LOC101150965	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64400145_5	genuine	0	0.1335	0	0.0
LOC101150965	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64400145_5	genuine	0	0.2908	0	0.0
LOC101150965	ZNF888	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64860608_4	genuine	0	0.1498	0	0.0
LOC101150965	ZNF91	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64400145_5	genuine	0	0.2304	0	0.0
LOC101150995	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073237.2_28611397_2	genuine	0	0.3058	0	0.0
LOC101150998	LOC134756941	DN_NC_073237.2_84005209_4	DN_NC_073237.2_84204480_4	genuine	0	0.4696	4281	1.0012
LOC101151070	LOC115931277	DN_NC_073229.2_44501801_6	DN_NC_073243.2_40356335_7	genuine	0	0.2495	1297	0.5521
LOC101151070	LOC115933170	DN_NC_073229.2_44501801_6	DN_NC_073243.2_79717303_18	genuine	0	0.1907	448	0.1907
LOC101151317	LOC101153727	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48384768_7	genuine	0	0.3539	0	0.0
LOC101151317	LOC109024207	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49176797_4	genuine	0	0.1882	0	0.0
LOC101151317	LOC115931610	DN_NC_073244.2_15648295_6	DN_NC_073244.2_48030811_4	genuine	0	0.1477	0	0.0
LOC101151317	ZFP3	DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030811_4	genuine	0	0.3342	0	0.0
LOC101151317	ZFP82	DN_NC_073244.2_47586219_5	DN_NC_073244.2_48030811_4	genuine	0	0.1771	0	0.0
LOC101151317	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073244.2_48030811_4	genuine	0	0.3996	0	0.0
LOC101151317	ZNF189	DN_NC_073237.2_97733433_3	DN_NC_073244.2_48030811_4	genuine	0	0.2437	0	0.0
LOC101151317	ZNF266	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48030811_4	genuine	0	0.2071	0	0.0
LOC101151317	ZNF283	DN_NC_073244.2_48030384_3	DN_NC_073244.2_55341363_7	genuine	0	0.3222	0	0.0
LOC101151317	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48030811_4	genuine	0	0.2621	0	0.0
LOC101151317	ZNF329	DN_NC_073244.2_48030384_3	DN_NC_073244.2_70224599_4	genuine	0	0.3950	0	0.0
LOC101151317	ZNF331	DN_NC_073244.2_48030811_4	DN_NC_073244.2_65470296_6	genuine	0	0.2344	0	0.0
LOC101151317	ZNF420	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48242798_5	genuine	0	0.3381	0	0.0
LOC101151317	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_48030811_4	genuine	0	0.1528	0	0.0
LOC101151317	ZNF471	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68611978_5	genuine	0	0.1477	0	0.0
LOC101151317	ZNF529	DN_NC_073244.2_47739503_5	DN_NC_073244.2_48030811_4	genuine	0	0.2772	0	0.0
LOC101151317	ZNF540	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49101177_5	genuine	0	0.2059	0	0.0
LOC101151317	ZNF546	DN_NC_073244.2_48030384_3	DN_NC_073244.2_51749194_6	genuine	0	0.3240	0	0.0
LOC101151317	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_48030384_3	genuine	0	0.3705	0	0.0
LOC101151317	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_48030811_4	genuine	0	0.2331	0	0.0
LOC101151317	ZNF571	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49072464_4	genuine	0	0.3895	0	0.0
LOC101151317	ZNF573	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49246931_6	genuine	0	0.4392	0	0.0
LOC101151317	ZNF582	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68491976_5	genuine	0	0.2732	0	0.0
LOC101151317	ZNF583	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68513423_5	genuine	0	0.2081	0	0.0
LOC101151317	ZNF607	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49205215_5	genuine	0	0.2373	0	0.0
LOC101151317	ZNF665	DN_NC_073244.2_48030384_3	DN_NC_073244.2_65102393_4	genuine	0	0.5012	0	0.0
LOC101151317	ZNF780A	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51825388_5	genuine	0	0.1971	0	0.0
LOC101151317	ZNF780B	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51783968_5	genuine	0	0.3057	0	0.0
LOC101151317	ZNF790	DN_NC_073244.2_47997304_5	DN_NC_073244.2_48030811_4	genuine	0	0.3946	0	0.0
LOC101151317	ZNF829	DN_NC_073244.2_48030811_4	DN_NC_073244.2_48066692_6	genuine	0	0.2685	0	0.0
LOC101151318	LOC109027180	DN_NC_073229.2_70515777_4	DN_NC_073229.2_70567152_7	genuine	0	0.1567	0	0.0
LOC101151892	LOC115931567	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27566430_5	genuine	0	0.1469	0	0.0
LOC101151892	ZNF429	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27956158_2	genuine	0	0.1845	0	0.0
LOC101151892	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073227.2_8792448_3	genuine	0	0.1502	1443	0.539
LOC101151892	ZNF675	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29970261_4	genuine	0	0.1826	0	0.0
LOC101151892	ZNF723	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29232445_4	genuine	0	0.1585	0	0.0
LOC101151892	ZNF92	DN_NC_073227.2_8792448_3	DN_NC_073230.2_74637814_2	genuine	0	0.1392	0	0.0
LOC101152401	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64836827_4	genuine	0	0.1732	0	0.0
LOC101152401	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64836827_4	genuine	0	0.2419	0	0.0
LOC101152610	LOC129527660	DN_NC_073240.2_21601841_7	DN_NC_073242.2_37476471_6	genuine	0	0.2518	903	0.9396
LOC101152741	LOC109027124	DN_NC_073227.2_204398881_3	DN_NC_073229.2_194862622_5	genuine	0	0.1339	443	0.4035
LOC101152741	MPHOSPH8	DN_NC_073227.2_204398881_3	DN_NC_073238.2_33904146_3	genuine	0	0.1704	0	0.0
LOC101152843	SUGT1	DN_NC_073238.2_55186881_2	DN_NC_073238.2_67074273_14	genuine	0	0.2250	0	0.0
LOC101153126	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29297022_4	genuine	0	0.4084	1834	0.4867
LOC101153126	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29297022_4	genuine	0	0.4089	1812	0.4702
LOC101153126	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29297022_4	genuine	0	0.2279	0	0.0
LOC101153126	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29297022_4	genuine	0	0.4090	1833	0.4785
LOC101153131	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64908457_4	genuine	0	0.2738	0	0.0
LOC101153131	OSBPL10	DN_NC_073244.2_64908457_4	DN_NC_086017.1_41849524_2	genuine	0	0.4704	0	0.0
LOC101153360	LOC109027174	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48177425_8	genuine	0	0.5493	1135	0.5854
LOC101153526	LOC109024129	DN_NC_073231.2_150671293_2	DN_NC_073244.2_59726455_2	genuine	0	0.1693	0	0.0
LOC101153526	ZKSCAN1	DN_NC_073230.2_88726357_6	DN_NC_073231.2_150671310_5	genuine	0	0.1623	0	0.0
LOC101153526	ZNF35	DN_NC_073231.2_150671293_2	DN_NC_086017.1_54551513_4	genuine	0	0.2293	0	0.0
LOC101153526	ZNF397	DN_NC_073231.2_150671310_5	DN_NC_073241.2_64468689_4	genuine	0	0.1601	0	0.0
LOC101153526	ZSCAN12	DN_NC_073229.2_46022147_4	DN_NC_073231.2_150671310_5	genuine	0	0.1686	0	0.0
LOC101153526	ZSCAN22	DN_NC_073231.2_150671310_5	DN_NC_073244.2_70422477_3	genuine	0	0.1467	0	0.0
LOC101153725	LOC109024269	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18045307_2	genuine	0	0.3119	0	0.0
LOC101153727	LOC109024207	DN_NC_073244.2_48384768_7	DN_NC_073244.2_49176797_4	genuine	0	0.2005	0	0.0
LOC101153727	ZNF283	DN_NC_073244.2_48384768_7	DN_NC_073244.2_55341363_7	genuine	0	0.2848	0	0.0
LOC101153837	LOC109024269	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18232282_4	genuine	0	0.3878	0	0.0
LOC101153837	LOC109025073	DN_NC_073244.2_18096775_3	DN_NC_073244.2_18232282_4	genuine	0	0.1555	0	0.0
LOC101153891	LOC109026917	DN_NC_073224.2_27333739_3	DN_NC_073228.2_64771915_4	genuine	0	0.1345	1272	0.4073
LOC101154200	LOC109024269	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18307855_4	genuine	0	0.2207	0	0.0
LOC101154261	RBM4	DN_NC_073233.2_74557606_4	DN_NC_073233.2_74583920_4	genuine	0	0.3674	649	0.3506
