chrom	start	end	best_gene	identity	kind	n_reads	transcribed
NC_073241.2	35672683	35689698	LOC129523556	0.991	pseudogene_copy	0	0
NC_073241.2	35853644	35872594	LOC129526160	0.986	pseudogene_copy	0	0
NC_073241.2	36073025	36077738	LOC115931858	0.952	pseudogene_copy	0	0
NC_073241.2	36348384	36348794	RPL36A	0.956	pseudogene_copy	0	0
NC_073241.2	52907131	52907706	LOC109025084	0.927	pseudogene_copy	0	0
NC_073241.2	61315463	61315851	LOC101150855	0.918	pseudogene_copy	0	0
NC_073241.2	76929842	76931625	TPMT	0.943	pseudogene_copy	0	0
NC_073241.2	79732202	79734141	ERVW-1	0.924	pseudogene_copy	0	0
NC_073241.2	83723493	83723893	LOC115935319	0.955	pseudogene_copy	0	0
NC_073241.2	86391563	86395330	PMM2	0.901	unannotated	0	0
NC_073241.2	87160434	87161809	RSL24D1	0.927	pseudogene_copy	0	0
NC_073241.2	87347796	87348507	LOC129531710	0.966	unannotated	0	0
NC_073241.2	89342777	89345683	SINHCAF	0.953	pseudogene_copy	0	0
NC_073236.2	596680	635886	LOC129530492	0.987	pseudogene_copy	0	0
NC_073236.2	763865	772899	LOC129529427	0.986	pseudogene_copy	0	0
NC_073236.2	774408	778412	LOC129526405	0.98	unannotated	0	0
NC_073236.2	778891	814052	LOC129529649	0.986	pseudogene_copy	0	0
NC_073236.2	21794707	21798904	LOC115931713	0.941	unannotated	0	0
NC_073236.2	22260861	22261373	LOC115933526	0.952	pseudogene_copy	0	0
NC_073236.2	22449410	22453310	LOC115931076	0.965	unannotated	0	0
NC_073236.2	22471082	22482844	LOC134757060	0.99	unannotated	0	0
NC_073236.2	22880514	22889855	LOC134757075	0.995	unannotated	0	0
NC_073236.2	23019828	23020555	RPL36A	0.922	pseudogene_copy	0	0
NC_073236.2	24413488	24425769	LOC115931727	0.918	unannotated	0	0
NC_073236.2	24907972	24911880	LOC115931076	0.959	unannotated	0	0
NC_073236.2	25480308	25492587	LOC115931727	0.915	unannotated	0	0
NC_073236.2	26093094	26095150	LOC129526253	0.989	pseudogene_copy	0	0
NC_073236.2	26191410	26195613	LOC115931713	0.937	unannotated	0	0
NC_073236.2	29121638	29134261	LOC101143341	0.992	pseudogene_copy	0	0
NC_073236.2	29260396	29272739	LOC115931727	0.916	pseudogene_copy	0	0
NC_073236.2	29341206	29341652	LOC101133851	0.992	pseudogene_copy	0	0
NC_073236.2	29658069	29659949	LOC129526714	0.933	unannotated	0	0
NC_073236.2	30298266	30310029	LOC134757060	0.983	pseudogene_copy	0	0
NC_073236.2	30984290	30986032	LOC134757042	0.948	unannotated	0	0
NC_073236.2	38222179	38222470	LOC109025909	0.887	unannotated	0	0
NC_073236.2	38440260	38441776	HMGN2	0.926	unannotated	0	0
NC_073236.2	46592974	46593407	LOC101147253	0.924	unannotated	0	0
NC_073236.2	46610239	46610991	LOC101123985	0.898	pseudogene_copy	0	0
NC_073236.2	50212546	50213060	LOC101141974	0.965	pseudogene_copy	0	0
NC_073236.2	54716089	54716944	LSM3	0.943	pseudogene_copy	0	0
NC_073236.2	68702653	68713524	LOC129532776	0.928	unannotated	0	0
NC_073236.2	77975231	77975622	LOC101129206	0.836	pseudogene_copy	0	0
NC_073236.2	84355743	84356254	LOC101133056	0.915	pseudogene_copy	0	0
NC_073236.2	89958884	89959707	RPL7	0.93	pseudogene_copy	0	0
NC_073236.2	92331564	92332479	LOC129526381	0.961	unannotated	0	0
NC_073236.2	95484706	95485251	LOC101136134	0.897	pseudogene_copy	0	0
NC_073236.2	113233414	113233776	RPL37	0.92	pseudogene_copy	0	0
NC_073236.2	113896012	113896605	TRMT112	0.917	pseudogene_copy	0	0
NC_073236.2	140653389	140664711	LOC129531989	0.985	pseudogene_copy	0	0
NC_073238.2	4028803	4037660	LOC129528452	0.993	unannotated	0	0
NC_073238.2	4689904	4711239	LOC129526385	0.986	unannotated	0	0
NC_073238.2	6638834	6641407	LOC134757414	0.984	pseudogene_copy	0	0
NC_073238.2	6679270	6688293	LOC129529427	0.981	pseudogene_copy	0	0
NC_073238.2	6922452	6926646	LOC129530466	0.859	unannotated	0	0
NC_073238.2	6937240	6941277	LOC129526405	0.98	unannotated	0	0
NC_073238.2	6942786	6960041	LOC129528175	0.99	pseudogene_copy	0	0
NC_073238.2	22510344	22514541	LOC115931713	0.94	unannotated	0	0
NC_073238.2	22607409	22611931	TMEM128	0.952	unannotated	0	0
NC_073238.2	22757642	22759128	LOC115933033	0.986	pseudogene_copy	0	0
NC_073238.2	22798917	22799220	LOC101133851	0.888	unannotated	0	0
NC_073238.2	23296962	23323036	LOC134757221	0.989	unannotated	0	0
NC_073238.2	23513628	23517528	LOC115931076	0.966	unannotated	0	0
NC_073238.2	23704260	23704632	LOC115933526	0.871	pseudogene_copy	0	0
NC_073238.2	23920085	23921211	BMS1P14	0.842	unannotated	0	0
NC_073238.2	24087820	24089306	LOC115933033	0.986	pseudogene_copy	0	0
NC_073238.2	24840734	24851112	LOC129526469	0.983	pseudogene_copy	0	0
NC_073238.2	26278505	26290814	LOC101143341	0.978	pseudogene_copy	0	0
NC_073238.2	26596361	26600551	LOC115931713	0.932	unannotated	0	0
NC_073238.2	29457129	29457900	LOC129523556	0.986	unannotated	0	0
NC_073238.2	31728900	31763099	LOC129523572	0.989	pseudogene_copy	0	0
NC_073238.2	35240163	35241864	HNRNPA1L2	0.906	pseudogene_copy	0	0
NC_073238.2	35254190	35255241	RPSA	0.969	pseudogene_copy	0	0
NC_073238.2	35388363	35388888	RPS12	0.926	pseudogene_copy	0	0
NC_073238.2	37143654	37150016	IPMK	0.93	pseudogene_copy	0	0
NC_073238.2	37160129	37162894	RFESD	0.881	pseudogene_copy	0	0
NC_073238.2	37447152	37448859	HMGA1	0.82	pseudogene_copy	0	0
NC_073238.2	39270446	39270867	LOC109023382	0.92	pseudogene_copy	0	0
NC_073238.2	39693011	39693448	ELOB	0.91	pseudogene_copy	0	0
NC_073238.2	42926673	42928051	EIF4A1	0.935	pseudogene_copy	0	0
NC_073238.2	53443812	53444375	NXT1	0.964	pseudogene_copy	0	0
NC_073238.2	55706338	55708891	LOC134759322	0.92	pseudogene_copy	0	0
NC_073238.2	55721216	55730653	LOC115930437	0.932	pseudogene_copy	0	0
NC_073238.2	55732718	55734155	LOC134759322	0.918	pseudogene_copy	0	0
NC_073238.2	71574221	71575904	LOC129526452	0.995	unannotated	0	0
NC_073238.2	71587297	71588980	LOC129526452	0.995	unannotated	0	0
NC_073238.2	71600373	71602056	LOC129526452	0.995	unannotated	0	0
NC_073238.2	71606909	71608592	LOC129526452	0.995	unannotated	0	0
NC_073238.2	71613445	71615128	LOC129526452	0.995	unannotated	0	0
NC_073238.2	71639140	71642213	LOC129526372	1.0	unannotated	0	0
NC_073238.2	71646122	71647805	LOC129526372	1.0	unannotated	0	0
NC_073238.2	71652656	71654339	LOC129526372	1.0	unannotated	0	0
NC_073238.2	71665280	71668351	LOC129526461	0.998	unannotated	0	0
NC_073238.2	71802592	71805612	LOC134757069	0.997	unannotated	0	0
NC_073238.2	71809129	71812149	LOC134757069	0.998	unannotated	0	0
NC_073238.2	74923696	74926819	LOC101136944	0.904	pseudogene_copy	0	0
NC_073238.2	82068303	82075367	ERV3-1	0.895	unannotated	0	0
NC_073238.2	82498022	82499299	NPM1	0.923	pseudogene_copy	0	0
NC_073238.2	82564673	82574562	LOC129524489	0.968	pseudogene_copy	0	0
NC_073238.2	87800939	87801618	FABP5	0.984	pseudogene_copy	0	0
NC_073238.2	95373685	95376122	LOC134758102	0.971	unannotated	0	0
NC_073238.2	101068316	101068855	LOC129526805	0.952	unannotated	0	0
NC_073238.2	105995990	105996702	LOC101140340	0.897	pseudogene_copy	0	0
NC_073238.2	127128955	127132790	NTF4	0.972	pseudogene_copy	0	0
NC_073245.2	20329699	20332620	SDAD1	0.911	pseudogene_copy	0	0
NC_073245.2	22329083	22330604	PA2G4	0.931	pseudogene_copy	0	0
NC_073245.2	28089352	28089983	LOC101153622	0.852	pseudogene_copy	0	0
NC_073245.2	35088872	35091358	VTCN1	0.923	pseudogene_copy	0	0
NC_073245.2	46310913	46311883	LOC109028360	0.908	pseudogene_copy	0	0
NC_073245.2	49642077	49642955	RPL7A	0.923	pseudogene_copy	0	0
NC_073245.2	55447687	55448415	LOC101151494	0.905	pseudogene_copy	0	0
NC_073245.2	57872597	57873562	RPS2	0.937	pseudogene_copy	0	0
NC_073245.2	67041519	67042354	LOC101131142	0.978	pseudogene_copy	0	0
NC_073245.2	67602005	67602737	LOC129532506	0.92	pseudogene_copy	0	0
NC_073245.2	67602784	67604239	ERVW-1	0.921	pseudogene_copy	0	0
NC_073246.2	7570	9229	LOC134757035	0.964	unannotated	0	0
NC_073246.2	79256	80915	LOC134757035	0.964	unannotated	0	0
NC_073246.2	103146	104805	LOC134757035	0.964	unannotated	0	0
NC_073246.2	115088	116747	LOC134757035	0.964	unannotated	0	0
NC_073246.2	186794	188450	LOC134757035	0.966	unannotated	0	0
NC_073246.2	246484	248143	LOC134757035	0.964	unannotated	0	0
NC_073246.2	264429	266085	LOC134757035	0.967	unannotated	0	0
NC_073246.2	270401	272060	LOC134757035	0.964	unannotated	0	0
NC_073246.2	282351	284010	LOC134757035	0.964	unannotated	0	0
NC_073246.2	318187	319846	LOC134757035	0.964	unannotated	0	0
NC_073246.2	354034	355693	LOC134757035	0.964	unannotated	0	0
NC_073246.2	360015	361674	LOC134757035	0.964	unannotated	0	0
NC_073246.2	365984	367643	LOC134757035	0.964	unannotated	0	0
NC_073246.2	371951	373610	LOC134757035	0.964	unannotated	0	0
NC_073246.2	419733	421389	LOC134757035	0.967	unannotated	0	0
NC_073246.2	479452	481111	LOC134757035	0.964	unannotated	0	0
NC_073246.2	509329	510988	LOC134757035	0.964	unannotated	0	0
NC_073246.2	4505767	4544984	LOC129530492	0.989	pseudogene_copy	0	0
NC_073246.2	4664195	4681719	LOC129529427	0.985	pseudogene_copy	0	0
NC_073246.2	4815160	4824018	LOC129528452	0.995	unannotated	0	0
NC_073246.2	5778421	5795947	LOC129529427	0.984	pseudogene_copy	0	0
NC_073246.2	5928904	5937757	LOC129528452	0.995	unannotated	0	0
NC_073246.2	6656984	6665980	LOC129529427	0.982	pseudogene_copy	0	0
NC_073246.2	6741466	6806189	LOC129528452	0.996	unannotated	0	0
NC_073246.2	7754491	7793723	LOC129530492	0.99	pseudogene_copy	0	0
NC_073246.2	10684401	10790888	LOC129528452	0.994	unannotated	0	0
NC_073246.2	11160823	11164652	LOC109028905	0.968	pseudogene_copy	0	0
NC_073246.2	11188763	11190976	LOC134756387	0.956	unannotated	0	0
NC_073246.2	11208745	11220741	LOC134757060	0.976	pseudogene_copy	0	0
NC_073246.2	11221998	11230560	LOC134757059	0.984	pseudogene_copy	0	0
NC_073246.2	11389698	11409018	LOC134757226	0.976	unannotated	0	0
NC_073246.2	11665420	11667227	LOC129526714	0.918	pseudogene_copy	0	0
NC_073246.2	11736514	11741216	LOC129524570	0.985	pseudogene_copy	0	0
NC_073246.2	11774063	11778255	LOC115931713	0.936	unannotated	0	0
NC_073246.2	11781558	11793773	LOC129529220	0.913	unannotated	0	0
NC_073246.2	15271405	15276462	LOC115930605	0.975	unannotated	0	0
NC_073246.2	29045399	29046259	GPX1	0.943	pseudogene_copy	0	0
NC_073246.2	34516515	34517943	LOC134759322	0.911	pseudogene_copy	0	0
NC_073246.2	48626790	48630514	LOC129524261	0.983	unannotated	0	0
