gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
LOC101138952	ZNF26	truthbar	1	0.2409	DN_NC_073234.2_148486259_4	DN_NC_073244.2_63934684_6	0.1823	0.1220	0.1823
LOC101138952	ZNF260	genuine	0	0.1833	DN_NC_073244.2_47706460_3	DN_NC_073244.2_63934684_6	0.2910	0.1220	0.2910
LOC101138952	ZNF268	genuine	0						
LOC101138952	ZNF287	truthbar	1						
LOC101138952	ZNF300	truthbar	1	0.1678	DN_NC_073228.2_154747841_5	DN_NC_073244.2_63934684_6	0.1543	0.1220	0.1543
LOC101138952	ZNF302	truthbar	1						
LOC101138952	ZNF334	truthbar	1						
LOC101138952	ZNF33B	truthbar	1	0.1402	DN_NC_073232.2_72820474_5	DN_NC_073244.2_63934684_6	0.2521	0.1220	0.2521
LOC101138952	ZNF354A	truthbar	1						
LOC101138952	ZNF354B	truthbar	1						
LOC101138952	ZNF382	truthbar	1						
LOC101138952	ZNF41	truthbar	1	0.1399	DN_NC_073244.2_63934684_6	DN_NC_073247.2_57840463_5	0.1220	0.1565	0.1565
LOC101138952	ZNF432	truthbar	1						
LOC101138952	ZNF484	truthbar	1	0.1409	DN_NC_073237.2_89310571_5	DN_NC_073244.2_63934684_6	0.2190	0.1220	0.2190
LOC101138952	ZNF487	genuine	0						
LOC101138952	ZNF501	genuine	0						
LOC101138952	ZNF510	truthbar	1						
LOC101138952	ZNF527	truthbar	1						
LOC101138952	ZNF565	truthbar	1						
LOC101138952	ZNF567	truthbar	1						
LOC101138952	ZNF568	truthbar	1						
LOC101138952	ZNF569	truthbar	1						
LOC101138952	ZNF577	truthbar	1	0.1595	DN_NC_073244.2_63840101_6	DN_NC_073244.2_63934684_6	0.1892	0.1220	0.1892
LOC101138952	ZNF585A	truthbar	1	0.1396	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63934684_6	0.1403	0.1220	0.1403
LOC101138952	ZNF585B	truthbar	1	0.1850	DN_NC_073244.2_48352926_4	DN_NC_073244.2_63934684_6	0.1502	0.1220	0.1502
LOC101138952	ZNF605	truthbar	1	0.2195	DN_NC_073234.2_148420424_5	DN_NC_073244.2_63934684_6	0.0953	0.1220	0.1220
LOC101138952	ZNF606	truthbar	1	0.1833	DN_NC_073244.2_63934684_6	DN_NC_073244.2_70077616_7	0.1220	0.1288	0.1288
LOC101138952	ZNF613	truthbar	1	0.1303	DN_NC_073244.2_63895938_6	DN_NC_073244.2_63934684_6	0.1312	0.1220	0.1312
LOC101138952	ZNF614	truthbar	1						
LOC101138952	ZNF615	truthbar	1						
LOC101138952	ZNF624	truthbar	1						
LOC101138952	ZNF649	truthbar	1	0.1602	DN_NC_073244.2_63855100_5	DN_NC_073244.2_63934684_6	0.1720	0.1220	0.1720
LOC101138952	ZNF674	truthbar	1						
LOC101138952	ZNF717	truthbar	1						
LOC101138952	ZNF782	truthbar	1						
LOC101138952	ZNF81	truthbar	1						
LOC101138952	ZNF84	truthbar	1	0.1551	DN_NC_073234.2_148537990_5	DN_NC_073244.2_63934684_6	0.2027	0.1220	0.2027
LOC101138952	ZNF883	truthbar	1						
LOC101139163	LOC101152938	TP	1	0.2500	DN_NC_073233.2_75718276_6	DN_NC_086017.1_141278779_5	0.0604	0.0477	0.0604
LOC101139163	LOC115934341	TP	1	0.2448	DN_NC_086017.1_141278779_5	DN_NC_086017.1_85330170_7	0.0477	0.0323	0.0477
LOC101139594	LOC101144987	genuine	0	0.2368	DN_NC_073247.2_62361057_13	DN_NC_073247.2_64998786_13	0.0316	0.0138	0.0316
LOC101139594	LOC101146541	genuine	0	0.2352	DN_NC_073247.2_62249491_13	DN_NC_073247.2_64998786_13	0.0237	0.0138	0.0237
LOC101139703	LOC129526951	TP	1	0.4479	DN_NC_073237.2_17678391_14	DN_NC_073238.2_22049850_15	0.1128	0.2174	0.2174
LOC101140030	ULBP1	truthbar	1	0.2157	DN_NC_073229.2_174132332_5	DN_NC_073229.2_174168227_4	0.3569	0.2468	0.3569
LOC101140030	ULBP3	truthbar	1	0.3927	DN_NC_073229.2_174168227_4	DN_NC_073229.2_174230881_5	0.2468	0.3181	0.3181
LOC101140402	LOC101141165	genuine	0	0.3016	DN_NC_086018.1_21140998_4	DN_NC_086018.1_23370474_4	0.0446	0.1016	0.1016
LOC101140402	LOC109024546	genuine	0	0.4596	DN_NC_086018.1_19935965_4	DN_NC_086018.1_23370474_4	0.1332	0.1016	0.1332
LOC101140579	LOC101148313	genuine	0						
LOC101140579	LOC115935025	genuine	0						
LOC101140579	XAF1	genuine	0						
LOC101140641	LOC101141395	truthbar	1	0.1995	DN_NC_073229.2_50716510_5	DN_NC_073229.2_50784857_5	0.2184	0.0662	0.2184
LOC101140864	LOC109026769	genuine	0	0.1308	DN_NC_073228.2_79926211_12	DN_NC_073238.2_29962908_11	0.1248	0.0693	0.1248
LOC101140892	RPLP1	genuine	0	0.2191	DN_NC_073228.2_155613898_3	DN_NC_073240.2_70293854_4	0.1955	0.0664	0.1955
LOC101140892	TXNL4B	genuine	0						
LOC101141025	LOC115935014	truthbar	1	0.3442	DN_NC_073229.2_50300098_6	DN_NC_073229.2_50795834_6	0.0964	0.0768	0.0964
LOC101141027	LOC101142646	truthbar	1	0.2830	DN_NC_073244.2_27765726_4	DN_NC_073244.2_27869273_3	0.4666	0.4816	0.4816
LOC101141027	LOC101144119	genuine	0	0.1991	DN_NC_073230.2_64900495_2	DN_NC_073244.2_27765726_4	0.2503	0.4666	0.4666
LOC101141027	LOC101144471	truthbar	1						
LOC101141027	LOC101144838	truthbar	1	0.4468	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28256975_5	0.4666	0.3847	0.4666
LOC101141027	LOC101145945	truthbar	1	0.2114	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28588105_4	0.4666	0.3633	0.4666
LOC101141027	LOC101146634	truthbar	1	0.3533	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28711447_2	0.4666	0.4461	0.4666
LOC101141027	LOC101147715	genuine	0	0.1461	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28820229_4	0.4666	0.5027	0.5027
LOC101141027	LOC101150965	genuine	0						
LOC101141027	LOC101151892	genuine	0	0.1554	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27765726_4	0.5584	0.4666	0.5584
LOC101141027	LOC101152401	truthbar	1						
LOC101141027	LOC101153126	truthbar	1	0.4395	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29297022_4	0.4666	0.4345	0.4666
LOC101141027	LOC101153131	truthbar	1						
LOC101141027	LOC109024216	truthbar	1	0.1542	DN_NC_073244.2_27765726_4	DN_NC_073244.2_65293743_4	0.4666	0.2768	0.4666
LOC101141027	LOC109026610	truthbar	1	0.4302	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27765726_4	0.3416	0.4666	0.4666
LOC101141027	LOC115930172	genuine	0	0.4557	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27765726_4	0.4137	0.4666	0.4666
LOC101141027	LOC115931567	genuine	0	0.4828	DN_NC_073244.2_27566430_5	DN_NC_073244.2_27765726_4	0.4258	0.4666	0.4666
LOC101141027	LOC115931568	truthbar	1	0.4322	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28072858_4	0.4666	0.3930	0.4666
LOC101141027	LOC115931576	truthbar	1	0.5334	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29046961_4	0.4666	0.4500	0.4666
LOC101141027	LOC115931654	truthbar	1	0.2756	DN_NC_073244.2_27765726_4	DN_NC_073244.2_65266359_4	0.4666	0.3995	0.4666
LOC101141027	LOC115931857	truthbar	1	0.3456	DN_NC_073244.2_27765726_4	DN_NC_073246.2_15789285_3	0.4666	0.2698	0.4666
LOC101141027	LOC129527827	genuine	0	0.1859	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27765726_4	0.4438	0.4666	0.4666
LOC101141027	LOC129528947	genuine	0	0.5133	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27765726_4	0.5416	0.4666	0.5416
LOC101141027	OSBPL10	genuine	0						
LOC101141027	ZNF141	truthbar	1	0.1604	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27765726_4	0.2847	0.4666	0.4666
LOC101141027	ZNF195	truthbar	1	0.2412	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27765726_4	0.2339	0.4666	0.4666
LOC101141027	ZNF254	truthbar	1	0.5419	DN_NC_073244.2_27765726_4	DN_NC_073244.2_30438340_4	0.4666	0.3798	0.4666
LOC101141027	ZNF267	truthbar	1	0.2215	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27765726_4	0.2710	0.4666	0.4666
LOC101141027	ZNF273	truthbar	1	0.5307	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27765726_4	0.3847	0.4666	0.4666
LOC101141027	ZNF28	truthbar	1						
LOC101141027	ZNF347	truthbar	1						
LOC101141027	ZNF415	truthbar	1						
LOC101141027	ZNF429	truthbar	1	0.6447	DN_NC_073244.2_27765726_4	DN_NC_073244.2_27956158_2	0.4666	0.5265	0.5265
LOC101141027	ZNF43	truthbar	1	0.3634	DN_NC_073244.2_27765726_4	DN_NC_073244.2_28333451_4	0.4666	0.4625	0.4666
LOC101141027	ZNF430	truthbar	1	0.4785	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27765726_4	0.4270	0.4666	0.4666
LOC101141027	ZNF468	truthbar	1						
LOC101141027	ZNF480	truthbar	1						
LOC101141027	ZNF486	truthbar	1	0.3927	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27765726_4	0.4566	0.4666	0.4666
LOC101141027	ZNF506	truthbar	1	0.2474	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27765726_4	0.3919	0.4666	0.4666
LOC101141027	ZNF519	truthbar	1	0.3643	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27765726_4	0.2075	0.4666	0.4666
LOC101141027	ZNF528	truthbar	1	0.1867	DN_NC_073244.2_27765726_4	DN_NC_073244.2_64368633_7	0.4666	0.2537	0.4666
LOC101141027	ZNF578	truthbar	1						
LOC101141027	ZNF595	truthbar	1	0.4592	DN_NC_073227.2_8633416_4	DN_NC_073244.2_27765726_4	0.5220	0.4666	0.5220
LOC101141027	ZNF600	truthbar	1						
LOC101141027	ZNF611	truthbar	1						
LOC101141027	ZNF616	truthbar	1						
LOC101141027	ZNF626	truthbar	1	0.4403	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27765726_4	0.4557	0.4666	0.4666
LOC101141027	ZNF655	truthbar	1						
LOC101141027	ZNF675	truthbar	1	0.4460	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29970261_4	0.4666	0.3774	0.4666
LOC101141027	ZNF678	truthbar	1	0.4480	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27765726_4	0.3220	0.4666	0.4666
LOC101141027	ZNF680	truthbar	1	0.4983	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27765726_4	0.3066	0.4666	0.4666
LOC101141027	ZNF681	truthbar	1	0.2772	DN_NC_073244.2_27765726_4	DN_NC_073244.2_30067652_4	0.4666	0.4267	0.4666
LOC101141027	ZNF682	truthbar	1	0.4445	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27765726_4	0.3255	0.4666	0.4666
LOC101141027	ZNF695	truthbar	1	0.4743	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27765726_4	0.3045	0.4666	0.4666
LOC101141027	ZNF701	truthbar	1						
LOC101141027	ZNF721	truthbar	1	0.2891	DN_NC_073227.2_9010062_2	DN_NC_073244.2_27765726_4	0.3953	0.4666	0.4666
LOC101141027	ZNF723	truthbar	1	0.5104	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29232445_4	0.4666	0.5099	0.5099
LOC101141027	ZNF727	truthbar	1	0.1546	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27765726_4	0.3146	0.4666	0.4666
LOC101141027	ZNF736	truthbar	1	0.2888	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27765726_4	0.3000	0.4666	0.4666
LOC101141027	ZNF761	truthbar	1						
LOC101141027	ZNF766	truthbar	1						
LOC101141027	ZNF8	truthbar	1						
LOC101141027	ZNF808	truthbar	1						
LOC101141027	ZNF813	truthbar	1						
LOC101141027	ZNF83	truthbar	1						
LOC101141027	ZNF836	truthbar	1						
LOC101141027	ZNF841	truthbar	1						
LOC101141027	ZNF888	truthbar	1						
LOC101141027	ZNF91	genuine	0	0.2845	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29680825_2	0.4666	0.5202	0.5202
LOC101141027	ZNF92	truthbar	1	0.5072	DN_NC_073230.2_74637722_4	DN_NC_073244.2_27765726_4	0.3318	0.4666	0.4666
LOC101141165	LOC109024546	genuine	0	0.3128	DN_NC_086018.1_19935965_4	DN_NC_086018.1_21140998_4	0.1332	0.0446	0.1332
LOC101141171	NUDT10	TP	1	0.2192	DN_NC_073247.2_61509959_2	DN_NC_073247.2_61690478_2	0.0950	0.1929	0.1929
LOC101141192	LOC101146782	genuine	0	0.1585	DN_NC_073232.2_65009281_5	DN_NC_073232.2_65534545_21	0.1361	0.1102	0.1361
LOC101141192	LOC134759160	genuine	0	0.7093	DN_NC_073232.2_64911725_5	DN_NC_073232.2_65009281_5	0.1299	0.1361	0.1361
LOC101141821	LOC115933573	TP	0	0.2778	DN_NC_073236.2_31528778_7	DN_NC_073236.2_32340171_12	0.3211	0.2319	0.3211
LOC101142134	LOC101142998	truthbar	1	0.4851	DN_NC_073229.2_47549272_8	DN_NC_073229.2_48967498_8	0.0339	0.0542	0.0542
LOC101142134	LOC101143844	truthbar	1	0.4831	DN_NC_073229.2_47549272_8	DN_NC_073229.2_49051174_8	0.0339	0.0267	0.0339
LOC101142134	LOC101153360	truthbar	1	0.5387	DN_NC_073229.2_47549272_8	DN_NC_073229.2_48177425_8	0.0339	0.2762	0.2762
LOC101142134	LOC109027174	genuine	0	0.9386	DN_NC_073229.2_47549272_8	DN_NC_073229.2_47663527_8	0.0339	0.0423	0.0423
LOC101142134	MHC-G	truthbar	1	0.8425	DN_NC_073229.2_47377766_7	DN_NC_073229.2_47549272_8	0.0739	0.0339	0.0739
LOC101142371	RRN3	truthbar	1	0.1947	DN_NC_073242.2_29556580_18	DN_NC_073242.2_31545375_14	0.1955	0.1343	0.1955
LOC101142457	LOC129523511	TP	1	0.5635	DN_NC_073227.2_212285016_9	DN_NC_073247.2_167707352_7	0.2376	0.2419	0.2419
LOC101142457	LOC134756389	TP	1	0.4029	DN_NC_073231.2_151170137_9	DN_NC_073247.2_167707352_7	0.2178	0.2419	0.2419
LOC101142457	RABL2A	TP	1	0.3069	DN_NC_073235.2_15131698_9	DN_NC_073247.2_167707352_7	0.2011	0.2419	0.2419
LOC101142457	RABL2B	truthbar	1	0.5125	DN_NC_073247.2_167707352_7	DN_NC_086018.1_48818439_9	0.2419	0.0424	0.2419
LOC101142502	SERPINB9	genuine	0	0.1622	DN_NC_073229.2_20497552_7	DN_NC_073241.2_93292541_7	0.3692	0.1357	0.3692
LOC101142525	LOC134756641	genuine	0						
LOC101142525	LOC134757208	genuine	0						
LOC101142525	LOC134758618	genuine	0	0.1432	DN_NC_073228.2_179980536_5	DN_NC_073230.2_113873404_2	0.3605	0.2405	0.3605
LOC101142525	TRHDE	genuine	0						
LOC101142525	ZNF80	genuine	0						
LOC101142646	LOC101144119	genuine	0						
LOC101142646	LOC101144471	truthbar	1	0.1812	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64306022_6	0.4816	0.2974	0.4816
LOC101142646	LOC101144838	truthbar	1	0.2093	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28256975_5	0.4816	0.3847	0.4816
LOC101142646	LOC101145945	truthbar	1	0.1399	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28588105_4	0.4816	0.3633	0.4816
LOC101142646	LOC101146634	truthbar	1	0.2093	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28711447_4	0.4816	0.4050	0.4816
LOC101142646	LOC101147715	truthbar	1	0.1389	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28820229_4	0.4816	0.5027	0.5027
LOC101142646	LOC101150965	genuine	0						
LOC101142646	LOC101151892	genuine	0	0.1348	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27869273_3	0.5584	0.4816	0.5584
LOC101142646	LOC101152401	truthbar	1						
LOC101142646	LOC101153126	truthbar	1	0.3294	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29297022_4	0.4816	0.4345	0.4816
LOC101142646	LOC101153131	truthbar	1						
LOC101142646	LOC109024216	truthbar	1	0.1389	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65293743_4	0.4816	0.2768	0.4816
LOC101142646	LOC109026610	truthbar	1	0.1989	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27869273_3	0.3416	0.4816	0.4816
LOC101142646	LOC115930172	genuine	0	0.2193	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27869273_3	0.4137	0.4816	0.4816
LOC101142646	LOC115931567	genuine	0	0.2583	DN_NC_073244.2_27566430_5	DN_NC_073244.2_27869273_3	0.4258	0.4816	0.4816
LOC101142646	LOC115931568	truthbar	1	0.2093	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28072858_4	0.4816	0.3930	0.4816
LOC101142646	LOC115931576	truthbar	1	0.3191	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29046961_4	0.4816	0.4500	0.4816
LOC101142646	LOC115931654	truthbar	1	0.3204	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65266359_4	0.4816	0.3995	0.4816
LOC101142646	LOC115931857	truthbar	1	0.2760	DN_NC_073244.2_27869273_3	DN_NC_073246.2_15789285_3	0.4816	0.2698	0.4816
LOC101142646	LOC129527827	genuine	0	0.1395	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27869273_3	0.4438	0.4816	0.4816
LOC101142646	LOC129528947	genuine	0	0.3031	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27869273_3	0.5416	0.4816	0.5416
LOC101142646	OSBPL10	genuine	0						
LOC101142646	ZNF141	truthbar	1	0.2039	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27869273_3	0.2847	0.4816	0.4816
LOC101142646	ZNF195	truthbar	1	0.2714	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27869273_3	0.2339	0.4816	0.4816
LOC101142646	ZNF254	truthbar	1	0.3294	DN_NC_073244.2_27869273_3	DN_NC_073244.2_30438340_4	0.4816	0.3798	0.4816
LOC101142646	ZNF267	truthbar	1	0.1659	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27869273_3	0.2710	0.4816	0.4816
LOC101142646	ZNF273	truthbar	1	0.2840	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27869273_3	0.3847	0.4816	0.4816
LOC101142646	ZNF28	truthbar	1						
LOC101142646	ZNF347	truthbar	1	0.1315	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65073171_5	0.4816	0.3826	0.4816
LOC101142646	ZNF415	truthbar	1	0.2661	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65046428_4	0.4816	0.1840	0.4816
LOC101142646	ZNF429	truthbar	1	0.3642	DN_NC_073244.2_27869273_3	DN_NC_073244.2_27956158_4	0.4816	0.5461	0.5461
LOC101142646	ZNF43	truthbar	1	0.3294	DN_NC_073244.2_27869273_3	DN_NC_073244.2_28333451_4	0.4816	0.4625	0.4816
LOC101142646	ZNF430	truthbar	1	0.2380	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27869273_3	0.4270	0.4816	0.4816
LOC101142646	ZNF468	truthbar	1	0.1719	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64797239_5	0.4816	0.3221	0.4816
LOC101142646	ZNF480	truthbar	1						
LOC101142646	ZNF486	truthbar	1	0.1639	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27869273_3	0.4566	0.4816	0.4816
LOC101142646	ZNF506	truthbar	1	0.1379	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27869273_3	0.3919	0.4816	0.4816
LOC101142646	ZNF519	truthbar	1	0.1658	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27869273_3	0.2075	0.4816	0.4816
LOC101142646	ZNF528	truthbar	1						
LOC101142646	ZNF578	truthbar	1	0.1469	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64426370_6	0.4816	0.4463	0.4816
LOC101142646	ZNF595	truthbar	1	0.3687	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27869273_3	0.5689	0.4816	0.5689
LOC101142646	ZNF600	truthbar	1	0.2036	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64724127_4	0.4816	0.3339	0.4816
LOC101142646	ZNF611	truthbar	1	0.1699	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64672255_4	0.4816	0.3521	0.4816
LOC101142646	ZNF616	truthbar	1	0.2473	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64081943_4	0.4816	0.2620	0.4816
LOC101142646	ZNF626	truthbar	1	0.2063	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27869273_3	0.4557	0.4816	0.4816
LOC101142646	ZNF655	truthbar	1						
LOC101142646	ZNF675	truthbar	1	0.1926	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29970261_4	0.4816	0.3774	0.4816
LOC101142646	ZNF678	truthbar	1	0.3111	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27869273_3	0.3220	0.4816	0.4816
LOC101142646	ZNF680	truthbar	1	0.2744	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27869273_3	0.3066	0.4816	0.4816
LOC101142646	ZNF681	truthbar	1	0.3291	DN_NC_073244.2_27869273_3	DN_NC_073244.2_30067652_4	0.4816	0.4267	0.4816
LOC101142646	ZNF682	truthbar	1	0.2083	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27869273_3	0.3255	0.4816	0.4816
LOC101142646	ZNF695	truthbar	1	0.2316	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27869273_3	0.3045	0.4816	0.4816
LOC101142646	ZNF701	truthbar	1						
LOC101142646	ZNF721	truthbar	1	0.2310	DN_NC_073227.2_9010062_2	DN_NC_073244.2_27869273_3	0.3953	0.4816	0.4816
LOC101142646	ZNF723	truthbar	1	0.3001	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29232445_4	0.4816	0.5099	0.5099
LOC101142646	ZNF727	truthbar	1	0.1636	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27869273_3	0.3146	0.4816	0.4816
LOC101142646	ZNF736	truthbar	1	0.1742	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27869273_3	0.3000	0.4816	0.4816
LOC101142646	ZNF761	truthbar	1	0.3291	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65362909_5	0.4816	0.3364	0.4816
LOC101142646	ZNF766	truthbar	1						
LOC101142646	ZNF8	truthbar	1						
LOC101142646	ZNF808	truthbar	1	0.1929	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64500861_5	0.4816	0.4373	0.4816
LOC101142646	ZNF813	truthbar	1	0.1305	DN_NC_073244.2_27869273_3	DN_NC_073244.2_65398487_4	0.4816	0.3208	0.4816
LOC101142646	ZNF83	truthbar	1						
LOC101142646	ZNF836	truthbar	1						
LOC101142646	ZNF841	truthbar	1						
LOC101142646	ZNF888	truthbar	1	0.1802	DN_NC_073244.2_27869273_3	DN_NC_073244.2_64860608_4	0.4816	0.4244	0.4816
LOC101142646	ZNF91	truthbar	1	0.1782	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29680825_4	0.4816	0.4948	0.4948
LOC101142646	ZNF92	truthbar	1	0.2803	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27869273_3	0.3657	0.4816	0.4816
LOC101142783	LOC101147259	TP	1						
LOC101142783	LOC115933254	TP	1	0.2947	DN_NC_073236.2_32935295_3	DN_NC_073237.2_29418618_13	0.0838	0.1295	0.1295
LOC101142783	LOC129524732	genuine	0						
LOC101142859	LOC134758545	TP	0	0.4722	DN_NC_073228.2_66328056_2	DN_NC_073228.2_70719297_2	0.2816	0.2827	0.2827
LOC101142904	LOC115933219	genuine	0						
LOC101142904	LOC129526395	TP	1						
LOC101142904	LOC129526550	TP	1						
LOC101142904	LOC129526557	genuine	0						
LOC101142904	LOC129527278	TP	1						
LOC101142904	LOC129530429	truthbar	1						
LOC101142904	LOC129530552	TP	1	0.3802	DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	0.2926	0.2956	0.2956
LOC101142904	LOC129531431	TP	0						
LOC101142904	LOC129532222	TP	1						
LOC101142904	LOC129532224	genuine	0						
LOC101142918	LOC115936005	genuine	0	0.6829	DN_NC_073232.2_92223921_5	DN_NC_073232.2_99723280_5	0.0567	0.0570	0.0570
LOC101142998	LOC101143844	TP	1	0.5176	DN_NC_073229.2_48967498_8	DN_NC_073229.2_49051174_8	0.0542	0.0267	0.0542
LOC101142998	LOC101153360	truthbar	1	0.4590	DN_NC_073229.2_48177425_8	DN_NC_073229.2_48967498_8	0.2762	0.0542	0.2762
LOC101142998	LOC109027174	genuine	0	0.4920	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48967498_8	0.0423	0.0542	0.0542
LOC101142998	MHC-G	truthbar	1	0.8076	DN_NC_073229.2_47377766_7	DN_NC_073229.2_48967498_8	0.0739	0.0542	0.0739
LOC101143038	WASHC2C	TP	1	0.3528	DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	0.1182	0.1169	0.1182
LOC101143142	LOC129530478	TP	0	0.7828	DN_NC_073246.2_2464898_3	DN_NC_086018.1_2012052_3	0.3498	0.3318	0.3498
LOC101143194	MYH1	truthbar	1	0.7902	DN_NC_073239.2_33219684_14	DN_NC_073243.2_25770609_26	0.0325	0.0605	0.0605
LOC101143194	MYH15	truthbar	1						
LOC101143194	MYH7B	truthbar	1	0.5527	DN_NC_073239.2_33219684_14	DN_NC_073245.2_47207807_14	0.0325	0.0719	0.0719
LOC101143194	MYH8	truthbar	1	0.9368	DN_NC_073239.2_33219684_14	DN_NC_073243.2_25668904_14	0.0325	0.0836	0.0836
LOC101143404	SHQ1	genuine	0	0.3237	DN_NC_073232.2_65161149_4	DN_NC_086017.1_82640717_11	0.2148	0.1274	0.2148
LOC101143406	LOC101144261	TP	1	0.6485	DN_NC_073232.2_68371563_10	DN_NC_073232.2_68618263_8	0.1961	0.2166	0.2166
LOC101143448	LOC101145464	genuine	0	0.1319	DN_NC_073240.2_21986088_4	DN_NC_073247.2_147586730_5	0.2448	0.4072	0.4072
LOC101143448	LOC109023154	genuine	0	0.1454	DN_NC_073239.2_123333523_2	DN_NC_073240.2_21986088_4	0.2548	0.2448	0.2548
LOC101143448	LOC109024560	genuine	0						
LOC101143448	LOC109025730	genuine	0	0.2417	DN_NC_073224.2_123525276_5	DN_NC_073240.2_21986088_4	0.4684	0.2448	0.4684
LOC101143448	LOC109028669	genuine	0						
LOC101143448	LOC129530096	genuine	0						
LOC101143448	LOC129530131	genuine	0						
LOC101143448	LOC129533438	genuine	0						
LOC101143448	LOC134756589	genuine	0						
LOC101143448	LRFN5	genuine	0						
LOC101143448	MINPP1	genuine	0						
LOC101143448	MMP24OS	genuine	0						
LOC101143448	NCALD	genuine	0						
LOC101143448	NCR3LG1	genuine	0						
LOC101143448	NFXL1	genuine	0						
LOC101143448	OXCT1	genuine	0						
LOC101143448	PDCD5	genuine	0	0.2570	DN_NC_073240.2_21986088_4	DN_NC_073244.2_43610901_6	0.2448	0.4805	0.4805
LOC101143448	SELENOP	genuine	0						
LOC101143448	SEM1	genuine	0						
LOC101143448	SMYD3	genuine	0						
