gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	same_chrom
LOC129532807	NC_073227.2	LOC134756370	NC_086017.1	0.813	0.992	0
LOC129525023	NC_073232.2	LOC129527370	NC_073240.2	0.239	0.992	0
LOC129528445	NC_073241.2	LOC129530491	NC_073246.2	0.879	0.992	0
LOC129528467	NC_073241.2	LOC129530491	NC_073246.2	0.467	0.992	0
LOC129528465	NC_073241.2	LOC129530571	NC_073246.2	0.417	0.992	0
LOC129523993	NC_073224.2	LOC129525765	NC_073234.2	0.8	0.992	0
LOC129523993	NC_073224.2	LOC129527885	NC_073243.2	0.8	0.992	0
LOC129525765	NC_073234.2	LOC129528382	NC_073241.2	0.8	0.992	0
LOC129527885	NC_073243.2	LOC129528382	NC_073241.2	0.8	0.992	0
LOC129533282	NC_073224.2	LOC129533340	NC_073224.2	0.999	0.992	1
LOC115935266	NC_073230.2	LOC129534752	NC_073230.2	0.429	0.992	1
LOC109024055	NC_073244.2	LOC129528621	NC_073244.2	0.708	0.992	1
LOC109024055	NC_073244.2	LOC129528622	NC_073244.2	0.708	0.992	1
LOC115931299	NC_073243.2	LOC129527971	NC_073243.2	1.0	0.992	1
LOC115931595	NC_073244.2	LOC115931596	NC_073244.2	0.998	0.992	1
LOC115931596	NC_073244.2	MBD3L3	NC_073244.2	1.0	0.992	1
LOC115931595	NC_073244.2	LOC115931599	NC_073244.2	0.998	0.992	1
LOC115931599	NC_073244.2	MBD3L3	NC_073244.2	1.0	0.992	1
LOC109024055	NC_073244.2	LOC129528620	NC_073244.2	0.71	0.992	1
LOC129526452	NC_073238.2	LOC134757068	NC_073238.2	1.0	0.992	1
LOC129526459	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129526462	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC134757063	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC134757064	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC134757065	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129525576	NC_073233.2	LOC129526566	NC_073239.2	1.0	0.992	0
LOC129525576	NC_073233.2	LOC129527430	NC_073242.2	1.0	0.992	0
LOC115932907	NC_073236.2	LOC129526401	NC_073238.2	1.0	0.992	0
LOC101142657	NC_073230.2	LOC101144974	NC_073230.2	0.405	0.992	1
LOC129526371	NC_073238.2	LOC134757068	NC_073238.2	1.0	0.992	1
LOC129526371	NC_073238.2	LOC134757069	NC_073238.2	1.0	0.992	1
LOC129525576	NC_073233.2	LOC129532626	NC_086017.1	1.0	0.992	0
LOC129526352	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC101140852	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129526367	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129526372	NC_073238.2	LOC129526452	NC_073238.2	1.0	0.992	1
LOC129526373	NC_073238.2	LOC129526452	NC_073238.2	1.0	0.992	1
LOC129526452	NC_073238.2	LOC129526463	NC_073238.2	1.0	0.992	1
LOC129526458	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129526467	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.992	1
LOC129528196	NC_073241.2	LOC129529380	NC_073238.2	0.746	0.992	0
LOC129528196	NC_073241.2	LOC129530470	NC_073246.2	0.745	0.992	0
LOC129526452	NC_073238.2	LOC134757069	NC_073238.2	1.0	0.992	1
LOC115935032	NC_073229.2	RPL17	NC_073241.2	0.935	0.992	0
LOC129529385	NC_073246.2	LOC129530470	NC_073246.2	0.535	0.992	1
LOC129524036	NC_073243.2	LOC129527370	NC_073240.2	0.308	0.992	0
LOC129526471	NC_073236.2	LOC129530470	NC_073246.2	0.533	0.992	0
LOC101131398	NC_073233.2	LOC115932622	NC_073233.2	1.0	0.992	1
LOC101137306	NC_073234.2	LOC115935032	NC_073229.2	0.969	0.992	0
LOC129524600	NC_073237.2	LOC129528196	NC_073241.2	0.601	0.992	0
LOC129530470	NC_073246.2	LOC129530564	NC_073246.2	0.426	0.992	1
LOC129523703	NC_073230.2	LOC129527370	NC_073240.2	0.222	0.992	0
LOC129528196	NC_073241.2	LOC129528460	NC_073241.2	0.601	0.992	1
LOC129523820	NC_073230.2	LOC129526566	NC_073239.2	0.662	0.992	0
LOC129524654	NC_073237.2	LOC129530491	NC_073246.2	0.467	0.992	0
LOC129528441	NC_073241.2	LOC129530491	NC_073246.2	0.467	0.992	0
LOC101154318	NC_073244.2	LOC129528606	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528610	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528611	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528615	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528616	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528617	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528618	NC_073244.2	0.569	0.992	1
LOC101154318	NC_073244.2	LOC129528619	NC_073244.2	0.58	0.992	1
LOC129524832	NC_073232.2	LOC134756370	NC_086017.1	0.632	0.992	0
LOC129528460	NC_073241.2	LOC129530491	NC_073246.2	0.467	0.992	0
LOC129524832	NC_073232.2	LOC129525416	NC_073233.2	0.624	0.992	0
LOC129524832	NC_073232.2	LOC129531752	NC_073236.2	0.624	0.992	0
LOC129524832	NC_073232.2	LOC129532807	NC_073227.2	0.624	0.992	0
LOC129524832	NC_073232.2	LOC129532980	NC_073240.2	0.624	0.992	0
LOC101130854	NC_073242.2	LOC129528916	NC_073244.2	0.528	0.992	0
LOC129525067	NC_073232.2	LOC129528750	NC_073244.2	0.459	0.992	0
LOC129524662	NC_073237.2	LOC129529385	NC_073246.2	0.861	0.992	0
LOC129528448	NC_073241.2	LOC129529385	NC_073246.2	0.861	0.992	0
LOC101152383	NC_073240.2	LOC115933525	NC_073238.2	0.228	0.992	0
LOC129523820	NC_073230.2	LOC129525416	NC_073233.2	0.446	0.992	0
LOC129523820	NC_073230.2	LOC129532807	NC_073227.2	0.446	0.992	0
LOC129524662	NC_073237.2	LOC129528196	NC_073241.2	0.861	0.992	0
LOC129528196	NC_073241.2	LOC129528448	NC_073241.2	0.861	0.992	1
LOC109024489	NC_073246.2	RPL21	NC_073238.2	0.889	0.992	0
FAU	NC_073233.2	LOC101136911	NC_073232.2	0.945	0.992	0
LOC134757770	NC_073245.2	LOC134758469	NC_073228.2	1.0	0.992	0
LOC129528989	NC_073245.2	LOC129529932	NC_073247.2	1.0	0.992	0
LOC129528989	NC_073245.2	LOC134759048	NC_073231.2	1.0	0.992	0
LOC129529932	NC_073247.2	LOC134758469	NC_073228.2	1.0	0.992	0
LOC134758469	NC_073228.2	LOC134759048	NC_073231.2	1.0	0.992	0
LOC129529932	NC_073247.2	LOC134757770	NC_073245.2	1.0	0.992	0
LOC134757770	NC_073245.2	LOC134759048	NC_073231.2	1.0	0.992	0
LOC129526409	NC_073238.2	LOC129529294	NC_073246.2	0.804	0.992	0
LOC129528989	NC_073245.2	LOC134757770	NC_073245.2	1.0	0.992	1
LOC129524662	NC_073237.2	LOC129530491	NC_073246.2	0.646	0.992	0
LOC129528448	NC_073241.2	LOC129530491	NC_073246.2	0.646	0.992	0
LOC129524675	NC_073237.2	LOC129529294	NC_073246.2	0.737	0.992	0
LOC115932769	NC_073230.2	LOC115932918	NC_073230.2	0.152	0.992	1
LOC129524659	NC_073237.2	LOC129530491	NC_073246.2	0.809	0.992	0
LOC129524600	NC_073237.2	LOC129530498	NC_073246.2	0.737	0.992	0
LOC129531594	NC_073236.2	UFM1	NC_073238.2	0.952	0.992	0
LOC129524472	NC_073237.2	LOC129528228	NC_073241.2	1.0	0.992	0
LOC129524472	NC_073237.2	LOC129528463	NC_073241.2	0.966	0.992	0
LOC115935586	NC_073231.2	PTMA	NC_073235.2	0.475	0.992	0
LOC134758127	NC_086017.1	LOC134758137	NC_086017.1	0.235	0.992	1
LOC134758128	NC_086017.1	LOC134758137	NC_086017.1	0.261	0.992	1
LOC129526381	NC_073239.2	LOC129526951	NC_073238.2	0.274	0.992	0
LOC115933483	NC_073233.2	PTMA	NC_073235.2	0.562	0.992	0
LOC129528280	NC_073241.2	LOC129529611	NC_086018.1	0.598	0.992	0
LOC101141762	NC_073245.2	LOC115934278	NC_073227.2	0.164	0.992	0
LOC101136353	NC_073224.2	LOC115931242	NC_073224.2	0.32	0.991	1
LOC129534593	NC_073224.2	LOC129534707	NC_073224.2	0.383	0.991	1
LOC115931212	NC_073224.2	LOC129534593	NC_073224.2	0.319	0.991	1
LOC129529247	NC_073224.2	LOC134758759	NC_073224.2	0.528	0.991	1
LOC115932637	NC_073240.2	LOC129532017	NC_073235.2	0.19	0.991	0
LOC115931970	NC_086018.1	LOC129529613	NC_086018.1	1.0	0.991	1
LOC101129569	NC_086018.1	LOC129529613	NC_086018.1	1.0	0.991	1
LOC129527175	NC_073240.2	LOC134757232	NC_073240.2	0.602	0.991	1
LOC115933227	NC_073227.2	LOC129532712	NC_073232.2	0.85	0.991	0
LOC129531977	NC_073224.2	LOC134758759	NC_073224.2	0.466	0.991	1
LOC129524028	NC_073231.2	LOC129534553	NC_073229.2	0.618	0.991	0
LOC129525191	NC_073224.2	LOC134756861	NC_073224.2	0.301	0.991	1
LOC115931421	NC_073241.2	LOC129524028	NC_073231.2	0.768	0.991	0
ANP32E	NC_073224.2	LOC109029066	NC_073234.2	0.515	0.991	0
KCNJ12	NC_073228.2	LOC129533583	NC_073228.2	0.434	0.991	1
LOC115935989	NC_073232.2	SHLD2	NC_073232.2	0.38	0.991	1
LOC115933071	NC_073242.2	LOC129527568	NC_073242.2	0.463	0.991	1
LOC101125737	NC_073224.2	LOC101135585	NC_073224.2	0.248	0.991	1
LOC129524658	NC_073237.2	LOC129528466	NC_073241.2	0.414	0.991	0
LOC129528193	NC_073241.2	LOC129528455	NC_073241.2	0.884	0.991	1
LOC115930101	NC_073244.2	LOC115931110	NC_073242.2	0.328	0.991	0
LOC129524653	NC_073237.2	LOC129528469	NC_073241.2	0.563	0.991	0
LOC129528444	NC_073241.2	LOC129528455	NC_073241.2	0.684	0.991	1
LOC129524653	NC_073237.2	LOC129524663	NC_073237.2	0.647	0.991	1
LOC129524653	NC_073237.2	LOC129528193	NC_073241.2	0.884	0.991	0
LOC129524663	NC_073237.2	LOC129528455	NC_073241.2	0.647	0.991	0
LOC129528466	NC_073241.2	LOC129530497	NC_073246.2	0.486	0.991	0
LOC129528466	NC_073241.2	LOC129528469	NC_073241.2	0.446	0.991	1
LOC129528444	NC_073241.2	LOC129528469	NC_073241.2	0.615	0.991	1
LOC129528464	NC_073241.2	LOC129530543	NC_073236.2	0.475	0.991	0
LOC115933182	NC_073230.2	LOC134756358	NC_073242.2	1.0	0.991	0
LOC129524653	NC_073237.2	LOC129530382	NC_073248.2	0.676	0.991	0
LOC129524028	NC_073231.2	LOC129528719	NC_073244.2	0.517	0.991	0
LOC101126658	NC_086018.1	LOC115932815	NC_086018.1	1.0	0.991	1
LOC129524663	NC_073237.2	LOC129530382	NC_073248.2	0.383	0.991	0
LOC101149305	NC_073227.2	LOC134756825	NC_073236.2	0.517	0.991	0
LOC115936058	NC_073229.2	LOC129524559	NC_073237.2	0.582	0.991	0
LOC115932756	NC_073240.2	LOC115932954	NC_073238.2	0.795	0.991	0
LOC101130854	NC_073242.2	LOC115932781	NC_073242.2	0.132	0.991	1
LOC129525579	NC_073233.2	LOC129528719	NC_073244.2	0.527	0.991	0
LOC129525641	NC_073234.2	LOC129527948	NC_073243.2	0.527	0.991	0
LOC129525579	NC_073233.2	LOC134759270	NC_073232.2	0.527	0.991	0
LOC129524833	NC_073239.2	LOC129526003	NC_073234.2	0.527	0.991	0
LOC129525579	NC_073233.2	LOC129533288	NC_073227.2	0.23	0.991	0
LOC101129940	NC_073224.2	SEC22B	NC_073224.2	0.342	0.991	1
LOC129523703	NC_073230.2	LOC129533288	NC_073227.2	0.451	0.991	0
LOC129527948	NC_073243.2	LOC129530133	NC_073247.2	0.527	0.991	0
LOC109025132	NC_073229.2	LOC129523505	NC_086017.1	0.82	0.991	0
LOC115933013	NC_073238.2	LOC134757320	NC_073240.2	0.658	0.991	0
LOC129524028	NC_073231.2	LOC129533288	NC_073227.2	0.228	0.991	0
LOC129527948	NC_073243.2	LOC129532627	NC_086017.1	0.527	0.991	0
LOC129526909	NC_073239.2	LOC134756358	NC_073242.2	0.997	0.991	0
LOC129532627	NC_086017.1	LOC129534553	NC_073229.2	0.47	0.991	0
LOC129533288	NC_073227.2	LOC129534553	NC_073229.2	0.227	0.991	0
LOC101152383	NC_073240.2	LOC115933177	NC_073240.2	0.427	0.991	1
LOC129525023	NC_073232.2	LOC129533288	NC_073227.2	0.378	0.991	0
LOC129526550	NC_073239.2	LOC129529430	NC_086018.1	0.384	0.991	0
CCDC144A	NC_073228.2	LOC101143460	NC_073228.2	0.554	0.991	1
DTX2	NC_073230.2	LOC101145093	NC_073230.2	0.546	0.991	1
C1QTNF3	NC_073243.2	LOC129523471	NC_073237.2	0.576	0.991	0
LOC101135203	NC_073240.2	LOC129527232	NC_073238.2	0.647	0.991	0
LOC115930119	NC_073229.2	LOC129525174	NC_073232.2	1.0	0.991	0
LOC129524260	NC_073236.2	LOC129533142	NC_073227.2	0.832	0.991	0
LOC101129569	NC_086018.1	LOC129529612	NC_086018.1	0.353	0.991	1
LOC129525579	NC_073233.2	LOC129531748	NC_073236.2	0.334	0.991	0
LOC129532956	NC_073227.2	LOC134757295	NC_073240.2	0.796	0.991	0
LOC134758982	NC_073231.2	LOC134758995	NC_073231.2	0.798	0.991	1
LOC129529612	NC_086018.1	LOC129529613	NC_086018.1	0.353	0.991	1
LOC129523959	NC_073224.2	LOC129532895	NC_073227.2	0.74	0.991	0
LOC101150488	NC_073224.2	LOC115932965	NC_073224.2	1.0	0.991	1
LOC129528748	NC_073244.2	LOC134759134	NC_073231.2	0.235	0.991	0
LOC129524260	NC_073236.2	LOC129527796	NC_073242.2	0.914	0.991	0
LOC129528748	NC_073244.2	LOC134759136	NC_073231.2	0.263	0.991	0
HERC2	NC_073240.2	LOC115932987	NC_073240.2	0.282	0.991	1
LOC134758981	NC_073231.2	LOC134758982	NC_073231.2	0.887	0.991	1
LOC115930119	NC_073229.2	LOC134757295	NC_073240.2	0.786	0.991	0
LOC115933423	NC_073238.2	LOC129527232	NC_073238.2	0.786	0.991	1
LOC129528440	NC_073241.2	LOC129528469	NC_073241.2	0.736	0.991	1
LOC129530241	NC_073248.2	LOC129530249	NC_073248.2	0.463	0.991	1
LOC129524036	NC_073243.2	LOC129528719	NC_073244.2	0.966	0.991	0
LOC129524028	NC_073231.2	LOC129524036	NC_073243.2	0.966	0.991	0
LOC129524036	NC_073243.2	LOC129532895	NC_073227.2	0.966	0.991	0
LOC129524036	NC_073243.2	LOC129534553	NC_073229.2	0.967	0.991	0
LOC129524036	NC_073243.2	LOC129524833	NC_073239.2	0.967	0.991	0
LOC129530238	NC_073248.2	LOC129530249	NC_073248.2	0.463	0.991	1
LOC129530240	NC_073248.2	LOC129530249	NC_073248.2	0.463	0.991	1
LOC129528440	NC_073241.2	LOC129530497	NC_073246.2	0.823	0.991	0
LOC129525579	NC_073233.2	LOC129532895	NC_073227.2	0.512	0.991	0
LOC129531205	NC_073240.2	LOC129531501	NC_073238.2	0.33	0.991	0
LOC129526379	NC_073238.2	LOC129528440	NC_073241.2	0.764	0.991	0
LOC129528440	NC_073241.2	LOC129530543	NC_073236.2	0.764	0.991	0
LOC129530239	NC_073248.2	LOC129530249	NC_073248.2	0.463	0.991	1
LOC101124545	NC_073238.2	LOC129526151	NC_073238.2	0.355	0.991	1
LOC129524653	NC_073237.2	LOC129528440	NC_073241.2	0.736	0.991	0
LOC101126771	NC_073230.2	LOC115933216	NC_073230.2	1.0	0.991	1
LOC129524260	NC_073236.2	LOC134758032	NC_073224.2	0.986	0.991	0
LOC129524663	NC_073237.2	LOC129528440	NC_073241.2	0.736	0.991	0
LOC129528440	NC_073241.2	LOC129528444	NC_073241.2	0.736	0.991	1
LOC129532627	NC_086017.1	LOC129532895	NC_073227.2	0.632	0.991	0
LOC134759000	NC_073231.2	LOC134759007	NC_073231.2	1.0	0.991	1
LOC129528449	NC_073241.2	LOC129528455	NC_073241.2	0.95	0.991	1
LOC129524355	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129524367	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524368	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524373	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129524360	NC_073231.2	LOC134759007	NC_073231.2	1.0	0.991	1
LOC129524361	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524362	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129524363	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524364	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524371	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524372	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129524376	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC134759002	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524366	NC_073231.2	LOC134759006	NC_073231.2	1.0	0.991	1
LOC129524359	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129528445	NC_073241.2	LOC129528460	NC_073241.2	0.531	0.991	1
LOC134759002	NC_073231.2	LOC134759007	NC_073231.2	1.0	0.991	1
LOC134758999	NC_073231.2	LOC134759000	NC_073231.2	1.0	0.991	1
LOC129524371	NC_073231.2	LOC134758998	NC_073231.2	1.0	0.991	1
LOC129524360	NC_073231.2	LOC134758998	NC_073231.2	1.0	0.991	1
LOC129524355	NC_073231.2	LOC129524360	NC_073231.2	1.0	0.991	1
LOC129524369	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC134758999	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC134759000	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC129524358	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC129524370	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC129524360	NC_073231.2	LOC129524371	NC_073231.2	1.0	0.991	1
LOC129524365	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC129524372	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC134759002	NC_073231.2	LOC134759004	NC_073231.2	1.0	0.991	1
LOC134759002	NC_073231.2	LOC134759005	NC_073231.2	1.0	0.991	1
LOC129524360	NC_073231.2	LOC134759003	NC_073231.2	1.0	0.991	1
LOC129524362	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC101126771	NC_073230.2	LOC101129811	NC_073230.2	1.0	0.991	1
LOC101126771	NC_073230.2	LOC101136868	NC_073230.2	1.0	0.991	1
LOC129523934	NC_073230.2	LOC129525411	NC_073233.2	0.606	0.991	0
LOC129525208	NC_073224.2	LOC129532935	NC_073224.2	0.302	0.991	1
LOC129524559	NC_073237.2	LOC134757970	NC_086017.1	0.338	0.991	0
LOC101134027	NC_073227.2	LOC129525219	NC_073224.2	0.821	0.991	0
LOC129523581	NC_073224.2	LOC129532935	NC_073224.2	0.314	0.991	1
LOC109024996	NC_073237.2	RTCA	NC_073224.2	0.653	0.991	0
LOC129528194	NC_073241.2	LOC129530391	NC_073248.2	1.0	0.991	0
CSDE1	NC_073224.2	LOC134757346	NC_073240.2	0.967	0.991	0
LOC129524373	NC_073231.2	LOC134759001	NC_073231.2	1.0	0.991	1
LOC129524357	NC_073231.2	LOC134759002	NC_073231.2	1.0	0.991	1
LOC129524365	NC_073231.2	LOC134759001	NC_073231.2	1.0	0.991	1
LOC134759001	NC_073231.2	LOC134759004	NC_073231.2	1.0	0.991	1
LOC134759001	NC_073231.2	LOC134759005	NC_073231.2	1.0	0.991	1
LOC129524357	NC_073231.2	LOC129524360	NC_073231.2	1.0	0.991	1
LOC101129940	NC_073224.2	LOC101134027	NC_073227.2	0.749	0.991	0
LOC129524470	NC_073237.2	LOC129524600	NC_073237.2	0.632	0.991	1
LOC129532624	NC_073230.2	LOC129534177	NC_073229.2	0.611	0.991	0
LOC129528460	NC_073241.2	LOC129530544	NC_073236.2	0.363	0.991	0
LOC115933239	NC_073236.2	LOC129525066	NC_086017.1	0.998	0.991	0
LOC129526398	NC_073238.2	LOC134756703	NC_073236.2	0.598	0.991	0
LOC115930119	NC_073229.2	LOC129525066	NC_086017.1	0.943	0.991	0
LOC129528194	NC_073241.2	LOC129528465	NC_073241.2	0.548	0.991	1
LOC129523819	NC_073230.2	LOC129525066	NC_086017.1	0.944	0.991	0
LOC129530492	NC_073246.2	LOC134757319	NC_073240.2	0.85	0.991	0
LOC129529380	NC_073238.2	LOC129529385	NC_073246.2	0.586	0.991	0
LOC129528194	NC_073241.2	LOC129530492	NC_073246.2	0.817	0.991	0
LOC129528465	NC_073241.2	LOC129530391	NC_073248.2	0.547	0.991	0
LOC115932736	NC_073224.2	PCMTD1	NC_073231.2	0.944	0.991	0
LOC101142376	NC_073244.2	LOC129525554	NC_073233.2	0.93	0.991	0
LOC129528187	NC_073238.2	LOC129530492	NC_073246.2	0.846	0.991	0
LOC101144932	NC_073228.2	LOC129528719	NC_073244.2	0.344	0.991	0
LOC129532624	NC_073230.2	LOC129534554	NC_073229.2	0.563	0.991	0
LOC129528460	NC_073241.2	LOC129529385	NC_073246.2	0.496	0.991	0
LOC129529646	NC_086018.1	LOC134757391	NC_073241.2	0.539	0.991	0
LOC129526389	NC_073238.2	LRPAP1	NC_073227.2	0.612	0.991	0
LOC129530391	NC_073248.2	LOC129530492	NC_073246.2	0.844	0.991	0
LOC129524600	NC_073237.2	LOC129529385	NC_073246.2	0.496	0.991	0
LOC129526471	NC_073236.2	LOC129529385	NC_073246.2	0.745	0.991	0
LOC129530492	NC_073246.2	LOC134757391	NC_073241.2	0.483	0.991	0
HERC2	NC_073240.2	LOC129527258	NC_073240.2	0.54	0.991	1
LOC129524028	NC_073231.2	LOC129528141	NC_073231.2	0.794	0.991	1
LOC129524833	NC_073239.2	LOC129528141	NC_073231.2	0.794	0.991	0
LOC129525579	NC_073233.2	LOC129528141	NC_073231.2	0.538	0.991	0
LOC129528141	NC_073231.2	LOC129532895	NC_073227.2	0.794	0.991	0
LOC129531983	NC_073224.2	LOC134756437	NC_073224.2	0.652	0.991	1
LOC101149759	NC_086018.1	LOC109024570	NC_086018.1	0.889	0.991	1
LOC129528141	NC_073231.2	LOC129534553	NC_073229.2	0.794	0.991	0
KMT5A	NC_073234.2	LOC129530289	NC_073248.2	0.981	0.991	0
LOC129528750	NC_073244.2	LOC129531752	NC_073236.2	1.0	0.991	0
LOC129528750	NC_073244.2	LOC129532980	NC_073240.2	1.0	0.991	0
LOC101142376	NC_073244.2	LOC115930119	NC_073229.2	0.792	0.991	0
FTH1	NC_073233.2	LOC115931247	NC_073243.2	0.772	0.991	0
LOC129524559	NC_073237.2	LOC134758964	NC_073230.2	0.809	0.991	0
LOC115931245	NC_073243.2	LOC134757614	NC_073243.2	1.0	0.991	1
LOC134757614	NC_073243.2	LOC134757616	NC_073243.2	1.0	0.991	1
LOC134757614	NC_073243.2	LOC134757617	NC_073243.2	1.0	0.991	1
LOC129524348	NC_073231.2	LOC134759084	NC_073231.2	0.721	0.991	1
LOC129524349	NC_073231.2	LOC134759084	NC_073231.2	0.721	0.991	1
LOC129524352	NC_073231.2	LOC134759084	NC_073231.2	0.722	0.991	1
LOC115930210	NC_073234.2	ZNF589	NC_086017.1	0.996	0.991	0
LOC129525765	NC_073234.2	LOC129527430	NC_073242.2	1.0	0.991	0
LOC129527430	NC_073242.2	LOC129527885	NC_073243.2	1.0	0.991	0
LOC101152675	NC_073237.2	LOC129531486	NC_073236.2	0.624	0.991	0
LOC109026322	NC_086017.1	LOC115930210	NC_073234.2	0.973	0.991	0
LOC129531486	NC_073236.2	LOC129531862	NC_073236.2	0.624	0.991	1
LOC115933524	NC_073238.2	LOC129523459	NC_073238.2	0.71	0.991	1
LOC129524667	NC_073237.2	LOC134756703	NC_073236.2	0.833	0.991	0
LOC129527370	NC_073240.2	LOC129530133	NC_073247.2	0.263	0.991	0
LOC129526335	NC_073238.2	RPS3	NC_073233.2	0.601	0.991	0
LOC129523739	NC_073230.2	LOC129531752	NC_073236.2	0.735	0.991	0
LOC115935863	NC_073237.2	PRSS3	NC_073237.2	0.768	0.991	1
LOC129530485	NC_073246.2	LOC134756446	NC_073246.2	0.955	0.991	1
LOC129531752	NC_073236.2	LOC134756370	NC_086017.1	0.813	0.991	0
LOC115932624	NC_073233.2	LOC134759324	NC_073233.2	0.96	0.991	1
LOC101133170	NC_073244.2	SIGLEC5	NC_073244.2	0.23	0.991	1
LOC129523739	NC_073230.2	LOC129532980	NC_073240.2	0.745	0.991	0
LOC115932954	NC_073238.2	LOC134756753	NC_073236.2	0.429	0.991	0
LOC129532980	NC_073240.2	LOC134756370	NC_086017.1	0.813	0.991	0
GGT5	NC_086018.1	LOC101135843	NC_086018.1	0.254	0.991	1
GGT5	NC_086018.1	LOC129529618	NC_086018.1	0.254	0.991	1
LOC129525664	NC_073224.2	LOC129532613	NC_073224.2	0.983	0.991	1
LOC101141507	NC_073244.2	LOC115931595	NC_073244.2	0.999	0.991	1
LOC101141507	NC_073244.2	MBD3L3	NC_073244.2	1.0	0.991	1
LOC129527430	NC_073242.2	LOC129532626	NC_086017.1	0.773	0.991	0
LOC129533340	NC_073224.2	LOC134757814	NC_073224.2	0.999	0.991	1
LOC101144552	NC_073235.2	LOC134758128	NC_086017.1	0.676	0.991	0
LOC129527278	NC_073236.2	LOC129529430	NC_086018.1	0.195	0.991	0
LOC134757970	NC_086017.1	LOC134758964	NC_073230.2	0.528	0.991	0
LOC115931242	NC_073224.2	LOC129532026	NC_073224.2	0.219	0.991	1
LOC134757067	NC_073238.2	LOC134757068	NC_073238.2	1.0	0.991	1
IQSEC3	NC_073234.2	LOC129534322	NC_073229.2	0.134	0.991	0
LOC129525576	NC_073233.2	LOC129525765	NC_073234.2	1.0	0.991	0
LOC129525576	NC_073233.2	LOC129527885	NC_073243.2	1.0	0.991	0
AP1S2	NC_073247.2	LOC115931299	NC_073243.2	0.841	0.991	0
LOC129524470	NC_073237.2	LOC129530470	NC_073246.2	0.535	0.991	0
LOC129528163	NC_073241.2	LOC129530470	NC_073246.2	0.538	0.991	0
LOC129526372	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.991	1
LOC129526373	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.991	1
LOC129526463	NC_073238.2	LOC134757067	NC_073238.2	1.0	0.991	1
LOC129530470	NC_073246.2	LOC134756947	NC_073238.2	0.535	0.991	0
LOC134757067	NC_073238.2	LOC134757069	NC_073238.2	1.0	0.991	1
LOC101131259	NC_073231.2	TMSB4X	NC_073247.2	0.859	0.991	0
LOC129523704	NC_073230.2	LOC129525421	NC_073233.2	0.189	0.991	0
LOC129525765	NC_073234.2	LOC129534555	NC_073229.2	0.665	0.991	0
LOC129527885	NC_073243.2	LOC129534555	NC_073229.2	0.665	0.991	0
LOC115936205	NC_073233.2	LOC115936287	NC_073233.2	1.0	0.991	1
LOC115932623	NC_073233.2	LOC115936205	NC_073233.2	1.0	0.991	1
