dna_family	n_copies	n_transcribed	n_well_expressed	genes
DFAM1084	3	1	1	OOSP1,OOSP2,PLAC1
DFAM1085	3	3	3	PAPOLA,PAPOLB,PAPOLG
DFAM1086	3	3	3	ADIPOR1,ADIPOR2,PAQR3
DFAM1087	3	3	0	PAQR5,PAQR6,PAQR9
DFAM1088	3	2	1	PARD6A,PARD6B,PARD6G
DFAM1089	3	2	1	PARVA,PARVB,PARVG
DFAM1090	3	3	2	PCDH11X,PCDH20,PCDH9
DFAM1091	3	1	1	AGXT2,ETNPPL,PHYKPL
DFAM1092	3	3	1	PIK3C2A,PIK3C2B,PIK3C2G
DFAM1093	3	3	2	PIK3R1,PIK3R2,PIK3R3
DFAM1094	3	2	1	LOC101131083,LOC134757993,PIN4
DFAM1095	3	3	2	PITPNA,PITPNB,PITPNC1
DFAM1096	3	3	0	PITPNM1,PITPNM2,PITPNM3
DFAM1097	3	2	2	POM121,POM121C,POM121L2
DFAM1098	3	2	2	PON1,PON2,PON3
DFAM1099	3	3	0	BVES,POPDC2,POPDC3
DFAM1100	3	2	2	LOC109026809,PPA1,PPA2
DFAM1101	3	3	2	LOC134757313,PPIP5K1,PPIP5K2
DFAM1102	3	3	1	PPM1H,PPM1J,PPM1M
DFAM1103	3	3	2	GAS6,LOC101147670,PROS1
DFAM1104	3	1	0	LOC101152850,PRR23A,PRR23C
DFAM1105	3	3	3	PRRC2A,PRRC2B,PRRC2C
DFAM1106	3	1	0	SBK1,SBK2,SBK3
DFAM1107	3	3	1	SH3GL1,SH3GL2,SH3GL3
DFAM1108	3	3	2	SH3RF1,SH3RF2,SH3RF3
DFAM1109	3	1	0	SHANK1,SHANK2,SHANK3
DFAM1110	3	1	1	DHH,IHH,SHH
DFAM1111	3	2	0	SHISA2,SHISA3,SHISA4
DFAM1112	3	1	0	SHISA6,SHISA7,SHISA9
DFAM1113	3	3	3	SLC37A1,SLC37A2,SLC37A3
DFAM1114	3	3	3	SLC41A1,SLC41A2,SLC41A3
DFAM1115	3	3	2	SLC43A1,SLC43A2,SLC43A3
DFAM1116	3	3	2	SLC44A2,SLC44A4,SLC44A5
DFAM1117	3	2	2	SLC45A1,SLC45A2,SLC45A4
DFAM1118	3	2	2	SLC52A1,SLC52A2,SLC52A3
DFAM1119	3	2	2	SPNS1,SPNS2,SPNS3
DFAM1120	3	3	2	SPOCK1,SPOCK2,SPOCK3
DFAM1121	3	2	2	SPPL2A,SPPL2B,SPPL2C
DFAM1122	3	2	2	SPRED1,SPRED2,SPRED3
DFAM1123	3	2	1	LOC101141893,LOC101147067,STMP1
DFAM1124	3	3	2	STRN,STRN3,STRN4
DFAM1125	3	3	3	STXBP1,STXBP2,STXBP3
DFAM1126	3	2	2	LOC101147790,SUCLA2,SUCLG2
DFAM1127	3	3	3	TCF12,TCF3,TCF4
DFAM1128	3	3	2	LMCD1,PRICKLE3,TES
DFAM1129	3	2	2	LOC101133756,TLK1,TLK2
DFAM1130	3	1	0	LOC101154047,TLR7,TLR8
DFAM1131	3	3	3	DHCR7,LBR,TM7SF2
DFAM1132	3	3	1	TMC1,TMC2,TMC3
DFAM1133	3	3	1	TMC4,TMC7,TMC8
DFAM1134	3	3	3	TMCC1,TMCC2,TMCC3
DFAM1135	3	3	3	TMED10,TMED4,TMED9
DFAM1136	3	3	3	TMED2,TMED3,TMED7
DFAM1137	3	2	2	TMEM106A,TMEM106B,TMEM106C
DFAM1138	3	1	0	ST14,TMPRSS6,TMPRSS7
DFAM1139	3	2	1	LOC101135493,TMT1A,TMT1B
DFAM1140	3	3	3	TRIM2,TRIM3,TRIM71
DFAM1141	3	2	1	TRIM54,TRIM55,TRIM63
DFAM1142	3	3	3	NSFL1C,UBXN2A,UBXN2B
DFAM1143	3	0	0	WFDC10A,WFDC10B,WFDC13
DFAM1144	3	3	3	WIPF1,WIPF2,WIPF3
DFAM1145	3	3	2	WWC1,WWC2,WWC3
DFAM1146	3	3	3	ZDHHC21,ZDHHC3,ZDHHC7
DFAM1147	3	2	2	ZFHX2,ZFHX3,ZFHX4
DFAM1148	3	3	3	LOC109024193,LOC115930105,ZFP1
DFAM1149	3	3	2	ZFP36,ZFP36L1,ZFP36L2
DFAM1150	3	3	3	ZFP91,ZNF276,ZNF692
DFAM1151	3	3	3	ZFX,ZFY,ZNF711
DFAM1152	3	3	3	ZHX1,ZHX2,ZHX3
DFAM1153	3	3	1	ACAP1,ACAP2,ACAP3
DFAM1154	3	1	0	ACER1,ACER2,LOC101139980
DFAM1155	3	3	2	ACOX1,ACOX2,ACOX3
DFAM1156	3	2	1	ACP2,ACP3,ACP4
DFAM1157	3	3	3	ACSS1,ACSS2,ACSS3
DFAM1158	3	2	2	ALDOA,ALDOB,ALDOC
DFAM1159	3	3	2	AMIGO1,AMIGO2,AMIGO3
DFAM1160	3	2	0	ARSB,ARSI,ARSJ
DFAM1161	3	3	3	ASAP1,ASAP2,ASAP3
DFAM1162	3	3	1	ASB14,ASB15,ASB2
DFAM1163	3	3	1	BMP1,TLL1,TLL2
DFAM1164	3	1	1	ATCAY,BNIP2,BNIPL
DFAM1165	3	3	0	BRINP1,BRINP2,BRINP3
DFAM1166	3	2	1	LOC101152793,SLC10A3,SLC10A5
DFAM1167	3	3	3	SMARCD1,SMARCD2,SMARCD3
DFAM1168	3	3	2	SMPD1,SMPDL3A,SMPDL3B
DFAM1169	3	3	2	SMYD1,SMYD2,SMYD3
DFAM1170	3	1	1	LOC109029190,SPTSSA,SPTSSB
DFAM1171	3	2	2	SRPK1,SRPK2,SRPK3
DFAM1172	3	3	3	SSBP2,SSBP3,SSBP4
DFAM1173	3	3	1	SV2A,SV2B,SV2C
DFAM1174	3	3	3	SYN1,SYN2,SYN3
DFAM1175	3	2	2	SYTL1,SYTL3,SYTL4
DFAM1176	3	2	2	LOC101141881,TMEM167A,TMEM167B
DFAM1177	3	2	2	TMEM184A,TMEM184B,TMEM184C
DFAM1178	3	3	0	TPPP,TPPP2,TPPP3
DFAM1179	3	2	1	LOC101145597,LOC109026668,TPT1
DFAM1180	3	3	3	TRAM1,TRAM1L1,TRAM2
DFAM1181	3	1	0	LOC101139066,NCR2,TREML4
DFAM1182	3	3	3	UBA1,UBA6,UBA7
DFAM1183	3	3	2	VAV1,VAV2,VAV3
DFAM1184	3	1	1	VGLL1,VGLL2,VGLL3
DFAM1185	3	3	3	LDLR,LRP8,VLDLR
DFAM1186	3	1	1	LOC101142660,LOC101151870,VPREB3
DFAM1187	3	2	2	VPS37B,VPS37C,VPS37D
DFAM1188	3	2	2	ZBTB12,ZBTB26,ZBTB6
DFAM1189	3	3	1	ZBTB18,ZBTB3,ZBTB42
DFAM1190	3	3	2	LOC101143668,ZBTB20,ZBTB45
DFAM1191	3	3	3	ZDHHC15,ZDHHC2,ZDHHC20
DFAM1192	3	2	1	LOC101144016,ZNRF1,ZNRF2
DFAM1193	3	3	2	RNF13,RNF167,ZNRF4
DFAM1194	3	3	3	ADD1,ADD2,ADD3
DFAM1195	3	2	2	ADGRB1,ADGRB2,ADGRB3
DFAM1196	3	2	1	ADGRG1,ADGRG3,ADGRG5
DFAM1197	3	3	2	ADGRL1,ADGRL2,ADGRL3
DFAM1198	3	3	3	AFAP1,AFAP1L1,AFAP1L2
DFAM1199	3	1	0	AFM,AFP,ALB
DFAM1200	3	3	2	ANTXR1,ANTXR2,ANTXRL
DFAM1201	3	3	2	AP1M1,AP1M2,AP2M1
DFAM1202	3	3	2	AP3B1,AP3B2,LOC115932769
DFAM1203	3	3	2	APBA1,APBA2,APBA3
DFAM1204	3	3	3	APBB1,APBB2,APBB3
DFAM1205	3	2	1	ATP6V1G1,ATP6V1G2,ATP6V1G3
DFAM1206	3	3	3	ATXN7,ATXN7L1,ATXN7L2
DFAM1207	3	3	3	AZIN1,AZIN2,ODC1
DFAM1208	3	3	3	BRD1,BRPF1,BRPF3
DFAM1209	3	3	3	BRWD1,BRWD3,PHIP
DFAM1210	3	1	1	C13H9orf85,LOC115931578,LOC129528785
DFAM1211	3	3	2	CAMSAP1,CAMSAP2,CAMSAP3
DFAM1212	3	3	2	CAPZA1,CAPZA2,CAPZA3
DFAM1213	3	3	2	CARD10,CARD11,CARD14
DFAM1214	3	3	2	CARMIL1,CARMIL2,CARMIL3
DFAM1215	3	3	2	CD36,SCARB1,SCARB2
DFAM1216	3	3	3	CDC25A,CDC25B,CDC25C
DFAM1217	3	2	1	CDC42EP2,CDC42EP3,CDC42EP5
DFAM1218	3	2	2	CNIH1,CNIH2,CNIH3
DFAM1219	3	3	2	CNTFR,IL11RA,IL6R
DFAM1220	3	3	2	LOC101136048,LOC101136772,RAMAC
DFAM1221	3	3	1	LOC101144552,RHBDF1,RHBDF2
DFAM1222	3	3	3	DHX58,IFIH1,RIGI
DFAM1223	3	3	2	RIN1,RIN2,RIN3
DFAM1224	3	2	2	ANKK1,MAP3K7,RIPK4
DFAM1225	3	3	2	RIPOR1,RIPOR2,RIPOR3
DFAM1226	3	1	0	RIPPLY1,RIPPLY2,RIPPLY3
DFAM1227	3	3	3	RUFY1,RUFY2,RUFY3
DFAM1228	3	3	0	RUNX1,RUNX2,RUNX3
DFAM1229	3	3	2	RYR1,RYR2,RYR3
DFAM1230	3	2	1	SLC18A1,SLC18A2,SLC18A3
DFAM1231	3	3	2	SLC19A1,SLC19A2,SLC19A3
DFAM1232	3	3	2	SLC22A17,SLC22A23,SLC22A31
DFAM1233	3	3	2	SLC23A1,SLC23A2,SLC23A3
DFAM1234	3	3	0	SLC8A1,SLC8A2,SLC8A3
DFAM1235	3	3	2	SLIT1,SLIT2,SLIT3
DFAM1236	3	3	3	SAFB,SAFB2,SLTM
DFAM1237	3	2	1	SNCA,SNCB,SNCG
DFAM1238	3	3	2	SNTA1,SNTB1,SNTB2
DFAM1239	3	3	2	LOC101133989,NHP2,SNU13
DFAM1240	3	3	2	SNX18,SNX33,SNX9
DFAM1241	3	2	2	SNX32,SNX5,SNX6
DFAM1242	3	2	1	DGAT1,SOAT1,SOAT2
DFAM1243	3	3	2	CCS,SOD1,SOD3
DFAM1244	3	1	1	LOC101135829,LOC101146826,ST13
DFAM1245	3	1	0	STAC,STAC2,STAC3
DFAM1246	3	3	3	STAG1,STAG2,STAG3
DFAM1247	3	3	1	STARD4,STARD5,STARD6
DFAM1248	3	3	3	DLC1,STARD13,STARD8
DFAM1249	3	3	0	STEAP2,STEAP3,STEAP4
DFAM1250	3	3	3	LOC129530426,TBL1X,TBL1XR1
DFAM1251	3	2	2	TBP,TBPL1,TBPL2
DFAM1252	3	3	2	TCEA1,TCEA2,TCEA3
DFAM1253	3	3	2	TCEAL7,TCEAL8,TCEAL9
DFAM1254	3	2	1	LOC101126259,THEM4,THEM5
DFAM1255	3	3	3	TIMM13,TIMM8A,TIMM8B
DFAM1256	3	3	3	TKT,TKTL1,TKTL2
DFAM1257	3	2	0	LOC115930076,TLCD3A,TLCD3B
DFAM1258	3	3	2	TMEM63A,TMEM63B,TMEM63C
DFAM1259	3	3	3	TSHZ1,TSHZ2,TSHZ3
DFAM1260	3	3	1	LOC101133404,USP32,USP6
DFAM1261	3	3	1	USP26,USP29,USP37
DFAM1262	3	3	3	USP24,USP9X,USP9Y
DFAM1263	3	3	0	XK,XKR3,XKRX
DFAM1264	3	2	2	XKR4,XKR6,XKR7
DFAM1265	3	3	3	YTHDF1,YTHDF2,YTHDF3
DFAM1266	3	3	3	LOC101135564,YY1,ZFP42
DFAM1267	3	3	3	ZNF532,ZNF592,ZNF687
DFAM1268	3	1	1	AGR2,AGR3,TXNDC12
DFAM1269	3	3	3	AHCY,AHCYL1,AHCYL2
DFAM1270	3	3	2	AK1,CMPK1,LOC101132923
DFAM1271	3	3	3	AK2,AK3,AK4
DFAM1272	3	3	2	APLP1,APLP2,APP
DFAM1273	3	1	1	AQP11,AQP12A,LOC101135498
DFAM1274	3	3	3	ARAF,BRAF,RAF1
DFAM1275	3	3	2	ARAP1,ARAP2,ARAP3
DFAM1276	3	3	2	ARHGAP17,ARHGAP44,LOC101145711
DFAM1277	3	3	2	BCL7A,BCL7B,LOC101146971
DFAM1278	3	3	3	BIN1,BIN2,LOC101142148
DFAM1279	3	3	2	LOC101150965,LOC129529560,LOC129529591
DFAM1280	3	3	3	LOC101129206,LOC109023503,RPS24
DFAM1281	3	3	2	LOC101144634,LOC115930073,PGBD1
DFAM1282	3	2	2	LOC101146307,LOC115930142,SUPT20H
DFAM1283	3	1	1	LOC115931957,PRODH,PRODH2
DFAM1284	3	3	2	IKBKG,LOC115932121,OPTN
DFAM1285	3	2	2	LOC101142730,LOC115932141,TXNDC9
DFAM1286	3	3	0	LOC101127516,LOC115933256,LOC129523466
DFAM1287	3	2	0	LOC101127319,LOC115936470,LOC129523501
DFAM1288	3	0	0	LOC129528440,LOC129528449,LOC129528459
DFAM1289	3	1	0	LOC129530498,LOC134756432,LOC134757222
DFAM1290	3	3	2	GPAM,GPAT2,LOC129531485
DFAM1291	3	1	1	LOC129523817,LOC129525421,LOC134756488
DFAM1292	3	3	2	LONRF1,LONRF2,LONRF3
DFAM1293	3	3	2	LPCAT1,LPCAT2,LPCAT4
DFAM1294	3	3	1	LZTS1,LZTS2,LZTS3
DFAM1295	3	3	1	MAFF,MAFG,MAFK
DFAM1296	3	3	2	MAGI1,MAGI2,MAGI3
DFAM1297	3	2	1	LOC101140244,MAGOH,MAGOHB
DFAM1298	3	3	1	MAL,MAL2,MALL
DFAM1299	3	3	1	LFNG,MFNG,RFNG
DFAM1300	3	3	1	MGAT4A,MGAT4B,MGAT4D
DFAM1301	3	3	2	MRTFA,MRTFB,MYOCD
DFAM1302	3	2	2	MSRB1,MSRB2,MSRB3
DFAM1303	3	3	3	MTA1,MTA2,MTA3
DFAM1304	3	3	1	MTCP1,TCL1A,TCL1B
DFAM1305	3	2	2	LOC101147312,MTHFD2,MTHFD2L
DFAM1306	3	1	1	LOC101133830,NAT8,NAT8L
DFAM1307	3	3	2	NAV1,NAV2,NAV3
DFAM1308	3	3	3	NCOA1,NCOA2,NCOA3
DFAM1309	3	3	1	INMT,NNMT,PNMT
DFAM1310	3	3	3	NONO,PSPC1,SFPQ
DFAM1311	3	3	0	NOS1,NOS2,NOS3
DFAM1312	3	2	1	EPYC,OGN,OPTC
DFAM1313	3	3	0	LOC101149689,ORAI2,ORAI3
DFAM1314	3	3	3	ORMDL1,ORMDL2,ORMDL3
DFAM1315	3	3	3	OSBPL3,OSBPL6,OSBPL7
DFAM1316	3	2	1	OVOL1,OVOL2,OVOL3
DFAM1317	3	2	1	PGF,VEGFA,VEGFB
DFAM1318	3	3	2	LOC101149650,PGM1,PGM5
DFAM1319	3	3	3	PHC1,PHC2,PHC3
DFAM1320	3	3	3	MTF2,PHF1,PHF19
DFAM1321	3	3	3	PHKA1,PHKA2,PHKB
DFAM1322	3	2	2	PKD2,PKD2L1,PKD2L2
DFAM1323	3	3	2	PKN1,PKN2,PKN3
DFAM1324	3	3	2	PLAG1,PLAGL1,PLAGL2
DFAM1325	3	3	0	LOC129530145,PLCXD2,PLCXD3
DFAM1326	3	3	2	PLD3,PLD4,PLD5
DFAM1327	3	3	2	PPP1R12A,PPP1R12B,PPP1R12C
DFAM1328	3	3	2	PPP1R13B,PPP1R13L,TP53BP2
DFAM1329	3	3	3	PPP4R3A,PPP4R3B,PPP4R3C
DFAM1330	3	3	3	PPP6R1,PPP6R2,PPP6R3
DFAM1331	3	3	0	IGDCC3,IGDCC4,PRTG
DFAM1332	3	1	1	PSD,PSD2,PSD3
DFAM1333	3	2	2	PSMB11,PSMB5,PSMB8
DFAM1334	3	3	3	PTBP1,PTBP2,PTBP3
DFAM1335	3	3	2	RASGEF1A,RASGEF1B,RASGEF1C
DFAM1336	3	3	3	RASSF1,RASSF3,RASSF5
DFAM1337	3	3	2	RASSF2,RASSF4,RASSF6
DFAM1338	3	2	2	LOC129534111,RBBP4,RBBP7
DFAM1339	3	3	1	RBFOX1,RBFOX2,RBFOX3
DFAM1340	3	2	2	BCAR3,SH2D3A,SH2D3C
DFAM1341	3	2	1	C1D,LOC101141672,LOC101144382
DFAM1342	3	3	2	C1QTNF1,C1QTNF6,C1QTNF8
DFAM1343	3	3	2	CERCAM,COLGALT1,COLGALT2
DFAM1344	3	3	2	CRTC1,CRTC3,SLC39A1
DFAM1345	3	3	2	CSMD1,CSMD2,CSMD3
DFAM1346	3	3	3	CSRNP1,CSRNP2,CSRNP3
DFAM1347	3	2	1	CSRP1,CSRP2,CSRP3
DFAM1348	3	0	0	DEFB130B,LOC115932960,LOC115934310
DFAM1349	3	3	2	DENND1A,DENND1B,DENND1C
DFAM1350	3	3	3	DENND2A,DENND2B,DENND2C
DFAM1351	3	3	3	DENND4A,DENND4B,DENND4C
DFAM1352	3	3	3	DERL1,DERL2,DERL3
DFAM1353	3	2	1	DGCR6,DGCR6L,LOC115931912
DFAM1354	3	3	1	DGKD,DGKH,DGKK
DFAM1355	3	3	3	DHTKD1,OGDH,OGDHL
DFAM1356	3	3	2	DOCK10,DOCK11,DOCK9
DFAM1357	3	3	3	DOCK6,DOCK7,DOCK8
DFAM1358	3	3	1	DOK1,DOK2,DOK3
DFAM1359	3	3	1	DOK4,DOK5,DOK6
DFAM1360	3	3	2	DPEP1,DPEP2,DPEP3
DFAM1361	3	2	2	DPF1,DPF2,DPF3
DFAM1362	3	3	2	DPP7,PRCP,PRSS16
DFAM1363	3	1	1	DPRX,LOC101131602,LOC101152019
DFAM1364	3	3	1	EFNB1,EFNB2,EFNB3
DFAM1365	3	3	3	EGLN1,EGLN2,EGLN3
DFAM1366	3	2	2	FAM171A1,FAM171A2,FAM171B
DFAM1367	3	3	3	FAM200A,FAM200C,ZBED5
DFAM1368	3	3	3	FAM20A,FAM20B,FAM20C
DFAM1369	3	2	0	FAM240A,FAM240B,FAM240C
DFAM1370	3	3	3	FLNA,FLNB,LOC101142657
DFAM1371	3	3	2	FLRT1,FLRT2,FLRT3
DFAM1372	3	3	2	FMNL1,FMNL2,FMNL3
DFAM1373	3	3	2	FMR1,FXR1,FXR2
DFAM1374	3	3	3	FNBP1,FNBP1L,TRIP10
DFAM1375	3	2	2	FOXP1,FOXP2,FOXP4
DFAM1376	3	3	3	GAA,GANAB,LOC101139167
DFAM1377	3	3	1	GAS2L1,GAS2L2,GAS2L3
DFAM1378	3	3	3	GRAMD1A,GRAMD1B,GRAMD1C
DFAM1379	3	3	2	GRB10,GRB14,GRB7
DFAM1380	3	3	0	GRHL1,GRHL2,GRHL3
DFAM1381	3	1	1	GSDMA,GSDMC,GSDMD
DFAM1382	3	1	0	GSG1,GSG1L,GSG1L2
DFAM1383	3	3	2	HNRNPU,HNRNPUL1,HNRNPUL2
DFAM1384	3	3	1	HOMER1,HOMER2,HOMER3
DFAM1385	3	3	3	HOOK1,HOOK2,HOOK3
DFAM1386	3	0	0	HOXA11,HOXC11,HOXD11
DFAM1387	3	3	1	IGSF10,LOC129530428,MXRA5
DFAM1388	3	3	0	KCNK10,KCNK2,KCNK4
DFAM1389	3	3	0	KCNMB2,KCNMB3,KCNMB4
DFAM1390	3	3	2	KCTD12,KCTD16,KCTD8
DFAM1391	3	2	2	KCTD9,LOC101135809,LOC101147376
DFAM1392	3	2	1	HINT1,HINT2,LOC101124007
DFAM1393	3	2	1	LOC101124016,LOC109025310,NACA2
DFAM1394	3	2	2	LOC101124072,SAR1A,SAR1B
DFAM1395	3	2	2	DNAJC15,DNAJC19,LOC101124312
DFAM1396	3	3	3	LOC101124818,TXN,TXNDC8
DFAM1397	3	0	0	LOC101127726,LOC101128089,LOC101128459
DFAM1398	3	0	0	LOC101128230,LOC101143959,LOC115930108
DFAM1399	3	2	0	ADGRF1,ADGRF4,LOC101128717
DFAM1400	3	3	1	LOC101129411,LOC101129773,LOC101132909
DFAM1401	3	2	0	AMY2A,AMY2B,LOC101133335
DFAM1402	3	3	1	LOC101127338,LOC101133375,ROPN1L
DFAM1403	3	3	3	LOC101134045,LOC101139253,LOC101146890
DFAM1404	3	3	2	CDC14A,CDC14B,LOC101139443
DFAM1405	3	2	2	LOC101139472,LOC101144070,RPS13
DFAM1406	3	1	1	LOC101137510,LOC101140204,MGAT4C
DFAM1407	3	3	1	EIF2S2,LOC101138541,LOC101143155
DFAM1408	3	1	0	CACNA1G,CACNA1H,CACNA1I
DFAM1409	3	1	0	CALB1,CALB2,SCGN
DFAM1410	3	3	1	CIDEA,CIDEB,CIDEC
DFAM1411	3	3	2	CILK1,MAK,MOK
DFAM1412	3	2	1	CITED1,CITED2,CITED4
DFAM1413	3	3	3	CPEB2,CPEB3,CPEB4
DFAM1414	3	3	3	ATF1,CREB1,CREM
DFAM1415	3	3	0	ACBD7,DBI,LOC101132891
DFAM1416	3	3	2	DBP,HLF,TEF
DFAM1417	3	3	3	DCAF12,DCAF12L1,DCAF12L2
DFAM1418	3	3	3	DCAF4,DCAF4L1,DCAF4L2
DFAM1419	3	3	3	DCAF8,DCAF8L1,DCAF8L2
DFAM1420	3	3	0	DCDC2,DCDC2B,DCDC2C
DFAM1421	3	3	0	DCHS1,DCHS2,FAT4
DFAM1422	3	2	1	EBP,EBPL,LOC134757478
DFAM1423	3	3	0	EDN1,EDN2,EDN3
DFAM1424	3	3	3	EEF2,EFL1,EFTUD2
DFAM1425	3	3	3	EFEMP1,EFEMP2,FBLN5
DFAM1426	3	3	2	EXOC3,EXOC3L1,EXOC3L2
DFAM1427	3	3	1	EXOSC4,EXOSC5,EXOSC6
DFAM1428	3	1	1	F8A1,F8A3,LOC115932395
DFAM1429	3	3	2	FADS1,FADS2,FADS3
DFAM1430	3	3	3	FAHD1,FAHD2B,LOC101146690
DFAM1431	3	3	3	FAM117A,FAM117B,GLCCI1
DFAM1432	3	0	0	FGF17,FGF18,FGF8
DFAM1433	3	0	0	FGF19,FGF21,FGF23
DFAM1434	3	2	1	FIGN,FIGNL1,FIGNL2
DFAM1435	3	2	1	GDPD2,GDPD4,GDPD5
DFAM1436	3	3	3	GFRA1,GFRA2,GFRA3
DFAM1437	3	3	3	GGA1,GGA2,GGA3
DFAM1438	3	1	1	GTSF1,GTSF1L,LOC109027668
DFAM1439	3	3	2	HAGH,HAGHL,PNKD
DFAM1440	3	3	0	FLG,FLG2,HRNR
DFAM1441	3	3	3	HS6ST1,HS6ST2,HS6ST3
DFAM1442	3	2	1	HSBP1,HSBP1L1,LOC101154063
DFAM1443	3	3	3	HSD17B12,HSD17B3,HSDL1
DFAM1444	3	3	2	HSF1,HSF2,HSF4
DFAM1445	3	3	3	HSPA4,HSPA4L,HSPH1
DFAM1446	3	3	0	IRS1,IRS2,IRS4
DFAM1447	3	3	3	ITGA3,ITGA6,ITGA7
DFAM1448	3	3	3	ITM2A,ITM2B,ITM2C
DFAM1449	3	3	3	ITPR1,ITPR2,ITPR3
DFAM1450	3	3	3	KDELR1,KDELR2,KDELR3
DFAM1451	3	3	2	KDM4A,KDM4B,KDM4C
DFAM1452	3	2	1	KDM4D,KDM4E,KDM4F
DFAM1453	3	3	3	KDM7A,PHF2,PHF8
DFAM1454	3	3	2	KIF2A,KIF2B,KIF2C
DFAM1455	3	1	1	LIN28A,LIN28B,LOC101145031
DFAM1456	3	3	1	LIN7A,LIN7B,LIN7C
DFAM1457	3	3	3	LMNA,LMNB1,LMNB2
DFAM1458	3	2	1	AATK,LMTK2,LMTK3
DFAM1459	3	2	2	CISD1,CISD2,LOC101123796
DFAM1460	3	2	2	CNOT6,CNOT6L,LOC101129393
DFAM1461	3	3	2	FKBP10,FKBP9,LOC101129903
DFAM1462	3	1	1	ISCA1,LOC101129959,LOC101148543
DFAM1463	3	0	0	LOC101130064,LOC109028698,LOC115930307
DFAM1464	3	2	1	LOC101141573,LOC109026804,RPL19
DFAM1465	3	2	1	COMMD4,LOC101142488,LOC101147924
DFAM1466	3	0	0	LOC101134521,LOC101146566,SAA4
DFAM1467	3	3	2	LOC101146937,LOC115933763,NOC2L
DFAM1468	3	1	0	CEACAM16,CEACAM20,LOC101147353
DFAM1469	3	3	2	ATF2,CREB5,LOC101153190
DFAM1470	3	3	2	KCTD15,KCTD4,LOC101153641
DFAM1471	3	3	1	LOC101153816,ZNF500,ZSCAN25
DFAM1472	3	2	2	LOC101153866,SEC11A,SEC11C
DFAM1473	3	2	2	LOC109023796,LOC109027217,TOMM5
DFAM1474	3	3	2	INTS4,LOC109027741,LOC129523663
DFAM1475	3	2	1	LOC101152547,LOC109027960,RPL10A
DFAM1476	3	2	2	LOC109028160,LOC115934326,VTI1B
DFAM1477	3	1	1	LOC101141990,LOC109028586,LOC115934567
DFAM1478	3	3	2	AKR7A2,LOC101150628,LOC115933748
DFAM1479	3	3	2	BRD7,BRD9,LOC115933775
DFAM1480	3	2	1	LOC115933999,LOC115934002,LOC115934046
DFAM1481	3	3	2	ASPN,BGN,DCN
DFAM1482	3	2	2	DCT,TYR,TYRP1
DFAM1483	3	3	3	DNAJB12,DNAJB14,DNAJC18
DFAM1484	3	3	2	ELF1,ELF2,ELF4
DFAM1485	3	2	0	EHF,ELF3,ELF5
DFAM1486	3	3	3	ELK1,ELK3,ELK4
DFAM1487	3	2	2	ELMO1,ELMO2,ELMO3
DFAM1488	3	3	2	ENO1,ENO2,ENO3
DFAM1489	3	3	3	ENPP1,ENPP2,ENPP3
DFAM1490	3	3	3	FAM53A,FAM53B,FAM53C
DFAM1491	3	3	1	FAM98A,FAM98B,FAM98C
DFAM1492	3	3	2	FAT1,FAT2,FAT3
DFAM1493	3	2	2	FBN1,FBN2,FBN3
DFAM1494	3	3	1	AUTS2,FBRS,FBRSL1
DFAM1495	3	3	2	FBXL19,KDM2A,KDM2B
DFAM1496	3	1	0	FRAT1,FRAT2,LOC101145989
DFAM1497	3	3	2	FRMD4A,FRMD4B,INAVA
DFAM1498	3	1	0	FSHB,GPHB5,TSHB
DFAM1499	3	3	2	FSHR,LHCGR,TSHR
DFAM1500	3	3	2	FUBP1,FUBP3,KHSRP
DFAM1501	3	3	3	EWSR1,FUS,TAF15
DFAM1502	3	0	0	FXYD3,FXYD4,FXYD7
DFAM1503	3	3	1	GPR137,GPR137B,GPR137C
DFAM1504	3	1	0	GPR4,GPR65,GPR68
DFAM1505	3	1	1	GPR173,GPR27,GPR85
DFAM1506	3	1	0	HES2,HES5,HES6
DFAM1507	3	2	1	HGF,MST1,PLG
DFAM1508	3	2	1	HHIP,HHIPL1,HHIPL2
DFAM1509	3	3	3	HIPK1,HIPK2,HIPK3
DFAM1510	3	3	2	HIVEP1,HIVEP2,HIVEP3
DFAM1511	3	2	2	HJV,RGMA,RGMB
DFAM1512	3	2	2	IGF1R,INSR,INSRR
DFAM1513	3	3	2	IP6K1,IP6K2,IP6K3
DFAM1514	3	2	2	IQGAP1,IQGAP2,IQGAP3
DFAM1515	3	3	1	IQSEC1,IQSEC2,IQSEC3
DFAM1516	3	3	2	IRAK1,IRAK3,IRAK4
DFAM1517	3	3	1	IRF2BP1,IRF2BP2,IRF2BPL
DFAM1518	3	3	2	KIFC1,KIFC2,KIFC3
DFAM1519	3	2	2	KIRREL1,KIRREL2,KIRREL3
DFAM1520	3	1	1	KBTBD11,KLHDC7A,KLHDC7B
DFAM1521	3	3	3	KLHL18,KLHL7,KLHL8
DFAM1522	3	3	3	LCP1,PLS1,PLS3
DFAM1523	3	2	0	KL,KLB,LCT
DFAM1524	3	3	3	LGR4,LGR5,LGR6
DFAM1525	3	1	0	LHFPL3,LHFPL4,LHFPL5
DFAM1526	3	3	1	LOC101125773,LOC115930451,NUS1
DFAM1527	3	1	1	LOC101126445,LOC101144883,XRCC6
DFAM1528	3	2	2	ARPP19,ENSA,LOC101126478
DFAM1529	3	1	1	LOC101131208,LOC101131776,LOC101133285
