gene_a	gene_b	cls	cls_auth	in_dna_loose	in_ep	ep_tier	core_recip	core_source	has_direct_edge	aln_len	aln_frac	mm_median_hi	mm_mean_hi	mm_max_hi	mm_median_lo	mm_mean_lo	mm_max_lo	mm_max_max	mm_max_min	mm_median_max	mm_mean_max	allele_gene	allele_balanced_frac	allele_het_risk	allele_copy_like	allele_med_maf	abl_bridge_mask
LOC101126025	LOC101145464	genuine	genuine-FP	0	0	none	0.1889	dn	1	455	0.1853	13.0000	18.7150	52	4.0000	9.0536	51	52	51	13.0000	18.7150	NA	NA	NA	NA	NA	0.4072
LOC101126025	LOC109023154	genuine	genuine-FP	0	0	none	0.2841	dn	1	968	0.3009	9.0000	13.6025	52	13.0000	18.7150	52	52	52	13.0000	18.7150	NA	NA	NA	NA	NA	0.1630
LOC101126025	LOC109024560	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	LOC109025730	genuine	genuine-FP	0	0	none	0.3486	dn	1	453	0.3411	13.0000	18.7150	52	1.0000	1.9903	51	52	51	13.0000	18.7150	NA	NA	NA	NA	NA	0.4684
LOC101126025	LOC109028669	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	LOC129530096	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	LOC129530131	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	LOC129533438	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	LOC134756589	genuine	genuine-FP	0	0	none	0.1607	dn	1	455	0.1586	13.0000	18.7150	52	1.0000	4.8462	51	52	51	13.0000	18.7150	NA	NA	NA	NA	NA	0.4160
LOC101126025	LRFN5	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	MINPP1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	MMP24OS	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	NCALD	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	NCR3LG1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	NFXL1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	OXCT1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	PDCD5	genuine	genuine-FP	0	0	none	0.3715	dn	1	455	0.3620	13.0000	18.7150	52	3.0000	6.0139	51	52	51	13.0000	18.7150	NA	NA	NA	NA	NA	0.4805
LOC101126025	SELENOP	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	SEM1	genuine	genuine-FP	0	0	none	0.1677	dn	1	456	0.2338	2.0000	5.6699	53	13.0000	18.7150	52	53	52	13.0000	18.7150	NA	NA	NA	NA	NA	0.3708
LOC101126025	SMYD3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	SPATA33	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	SPC25	genuine	genuine-FP	0	0	none	0.2419	dn	1	455	0.3346	13.0000	18.7150	52	1.0000	17.2143	51	52	51	13.0000	18.7150	NA	NA	NA	NA	NA	0.4132
LOC101126025	THNSL1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	TMEM38B	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	TSPAN8	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126025	UCHL1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101128106	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101128844	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101129171	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101130023	truthbar	truthbar-FP	0	1	tier1	0.1701	dn	1	NA	NA	20.0000	19.8225	53	23.0000	21.9425	51	53	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	LOC101133546	truthbar	truthbar-FP	0	1	tier1	0.1453	dn	1	NA	NA	19.0000	16.1375	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3382
LOC101126065	LOC101133668	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101136009	truthbar	truthbar-FP	0	1	tier1	0.1522	dn	1	NA	NA	51.0000	46.8575	52	23.0000	21.9425	51	52	51	51.0000	46.8575	NA	NA	NA	NA	NA	0.5314
LOC101126065	LOC101137462	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101141027	truthbar	truthbar-FP	0	1	tier1	0.2563	dn	1	NA	NA	51.0000	49.1175	52	23.0000	21.9425	51	52	51	51.0000	49.1175	NA	NA	NA	NA	NA	0.4666
LOC101126065	LOC101142646	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101144119	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101144471	truthbar	truthbar-FP	0	1	tier1	0.2978	dn	1	NA	NA	23.0000	19.8400	53	23.0000	21.9425	51	53	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3371
LOC101126065	LOC101144838	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101145945	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101146634	truthbar	truthbar-FP	0	1	tier1	0.1390	dn	1	NA	NA	50.0000	39.2350	51	23.0000	21.9425	51	51	51	50.0000	39.2350	NA	NA	NA	NA	NA	0.4050
LOC101126065	LOC101147715	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101150965	genuine	genuine-FP	0	0	none	0.2038	dn	1	0	0.0000	23.0000	22.1400	53	23.0000	21.9425	51	53	51	23.0000	22.1400	NA	NA	NA	NA	NA	0.3365
LOC101126065	LOC101151892	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101152401	truthbar	truthbar-FP	0	1	tier1	0.1677	dn	1	NA	NA	16.0000	20.2125	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.4177
LOC101126065	LOC101153126	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC101153131	truthbar	truthbar-FP	0	1	tier1	0.3270	dn	1	NA	NA	17.0000	19.0150	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	LOC109024216	truthbar	truthbar-FP	0	1	tier1	0.3013	dn	1	NA	NA	8.0000	14.6700	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	LOC109026610	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC115930172	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC115931567	truthbar	truthbar-FP	0	1	tier1	0.1753	dn	1	NA	NA	50.0000	43.8750	52	23.0000	21.9425	51	52	51	50.0000	43.8750	NA	NA	NA	NA	NA	0.4258
LOC101126065	LOC115931568	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC115931576	truthbar	truthbar-FP	0	1	tier1	0.1528	dn	1	NA	NA	50.0000	46.1500	52	23.0000	21.9425	51	52	51	50.0000	46.1500	NA	NA	NA	NA	NA	0.4500
LOC101126065	LOC115931654	truthbar	truthbar-FP	0	1	tier1	0.1518	dn	1	NA	NA	9.0000	19.2275	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3995
LOC101126065	LOC115931857	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	LOC129527827	genuine	genuine-FP	0	0	none	0.1942	dn	1	0	0.0000	51.0000	47.7675	52	23.0000	21.9425	51	52	51	51.0000	47.7675	NA	NA	NA	NA	NA	0.4438
LOC101126065	LOC129528947	genuine	genuine-FP	0	0	none	0.1644	dn	1	0	0.0000	51.0000	48.2775	52	23.0000	21.9425	51	52	51	51.0000	48.2775	NA	NA	NA	NA	NA	0.5416
LOC101126065	OSBPL10	genuine	genuine-FP	0	0	none	0.1967	dn	1	0	0.0000	23.0000	25.4325	52	23.0000	21.9425	51	52	51	23.0000	25.4325	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF141	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF195	truthbar	truthbar-FP	0	1	tier1	0.2210	dn	1	NA	NA	1.0000	5.0417	51	23.0000	21.9425	51	51	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF254	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF267	truthbar	truthbar-FP	0	1	tier1	0.2600	dn	1	NA	NA	23.0000	21.9425	51	2.0000	2.1775	40	51	40	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF273	truthbar	truthbar-FP	0	1	tier1	0.1508	dn	1	NA	NA	50.0000	43.3025	52	23.0000	21.9425	51	52	51	50.0000	43.3025	NA	NA	NA	NA	NA	0.3847
LOC101126065	ZNF28	truthbar	truthbar-FP	0	1	tier1	0.2963	dn	1	NA	NA	13.0000	17.5700	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3434
LOC101126065	ZNF347	truthbar	truthbar-FP	0	1	tier1	0.2194	dn	1	NA	NA	23.0000	21.9425	51	22.0000	18.1300	51	51	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3826
LOC101126065	ZNF415	truthbar	truthbar-FP	0	1	tier1	0.1793	dn	1	NA	NA	23.0000	21.9425	51	21.0000	18.5775	51	51	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF429	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF43	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF430	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF468	truthbar	truthbar-FP	0	1	tier1	0.2189	dn	1	NA	NA	9.5000	16.5825	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3221
LOC101126065	ZNF480	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF486	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF506	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF519	truthbar	truthbar-FP	0	1	tier1	0.1543	dn	1	NA	NA	4.0000	8.2468	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF528	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF578	truthbar	truthbar-FP	0	1	tier1	0.1808	dn	1	NA	NA	23.0000	22.3500	53	23.0000	21.9425	51	53	51	23.0000	22.3500	NA	NA	NA	NA	NA	0.4463
LOC101126065	ZNF595	truthbar	truthbar-FP	0	1	tier1	0.1449	dn	1	NA	NA	40.0000	29.3775	51	23.0000	21.9425	51	51	51	40.0000	29.3775	NA	NA	NA	NA	NA	0.5689
LOC101126065	ZNF600	truthbar	truthbar-FP	0	1	tier1	0.3651	dn	1	NA	NA	19.0000	18.2800	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3339
LOC101126065	ZNF611	truthbar	truthbar-FP	0	1	tier1	0.1758	dn	1	NA	NA	21.0000	19.9100	53	23.0000	21.9425	51	53	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3521
LOC101126065	ZNF616	truthbar	truthbar-FP	0	1	tier1	0.2270	dn	1	NA	NA	2.0000	5.6650	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF626	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF655	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF675	truthbar	truthbar-FP	0	1	tier1	0.1485	dn	1	NA	NA	49.0000	43.8850	52	23.0000	21.9425	51	52	51	49.0000	43.8850	NA	NA	NA	NA	NA	0.3774
LOC101126065	ZNF678	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF680	truthbar	truthbar-FP	0	1	tier1	0.1892	dn	1	NA	NA	50.0000	45.9375	52	23.0000	21.9425	51	52	51	50.0000	45.9375	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF681	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF682	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF695	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF701	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF721	truthbar	truthbar-FP	0	1	tier1	0.1604	dn	1	NA	NA	51.0000	41.3700	52	23.0000	21.9425	51	52	51	51.0000	41.3700	NA	NA	NA	NA	NA	0.3750
LOC101126065	ZNF723	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF727	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF736	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF761	truthbar	truthbar-FP	0	1	tier1	0.3342	dn	1	NA	NA	22.0000	20.8700	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3364
LOC101126065	ZNF766	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF8	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126065	ZNF808	truthbar	truthbar-FP	0	1	tier1	0.1882	dn	1	NA	NA	24.0000	22.8100	53	23.0000	21.9425	51	53	51	24.0000	22.8100	NA	NA	NA	NA	NA	0.4373
LOC101126065	ZNF813	truthbar	truthbar-FP	0	1	tier1	0.2573	dn	1	NA	NA	23.0000	22.0150	52	23.0000	21.9425	51	52	51	23.0000	22.0150	NA	NA	NA	NA	NA	0.3208
LOC101126065	ZNF83	truthbar	truthbar-FP	0	1	tier1	0.2397	dn	1	NA	NA	20.0000	19.9575	53	23.0000	21.9425	51	53	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3189
LOC101126065	ZNF836	truthbar	truthbar-FP	0	1	tier1	0.3993	dn	1	NA	NA	3.0000	5.9525	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.4107
LOC101126065	ZNF841	truthbar	truthbar-FP	0	1	tier1	0.2389	dn	1	NA	NA	3.0000	8.1825	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.3325
LOC101126065	ZNF888	truthbar	truthbar-FP	0	1	tier1	0.2667	dn	1	NA	NA	20.0000	20.9775	52	23.0000	21.9425	51	52	51	23.0000	21.9425	NA	NA	NA	NA	NA	0.4244
LOC101126065	ZNF91	truthbar	truthbar-FP	0	1	tier1	0.1909	dn	1	NA	NA	50.0000	42.6700	53	23.0000	21.9425	51	53	51	50.0000	42.6700	NA	NA	NA	NA	NA	0.4948
LOC101126065	ZNF92	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126070	LOC115935264	genuine	genuine-FP	0	0	none	0.2134	dn	1	865	0.4139	11.0000	9.7725	33	2.0000	2.0000	2	33	2	11.0000	9.7725	NA	NA	NA	NA	NA	0.3909
LOC101126070	LOC129534728	TP	TP	1	1	tier1	0.4986	dn	1	NA	NA	2.0000	2.0325	14	2.0000	2.2925	11	14	11	2.0000	2.2925	NA	NA	NA	NA	NA	0.0996
LOC101126070	PMS2	genuine	genuine-FP	0	0	none	0.1464	dn	1	409	0.1957	11.0000	9.4750	51	2.0000	2.0000	2	51	2	11.0000	9.4750	NA	NA	NA	NA	NA	0.3909
LOC101126097	LOC129523564	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	LOC129529082	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	LOC129530428	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	LOC134756922	genuine	genuine-FP	0	0	none	0.3076	dn	1	3196	0.7265	5.0000	8.6025	52	5.0000	5.9350	51	52	51	5.0000	8.6025	NA	NA	NA	NA	NA	0.2059
LOC101126097	NAP1L3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	NDUFAF2	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	NGLY1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	RANBP6	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	SLC11A2	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126097	SOX30	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126158	PDXDC1	genuine	genuine-FP	0	0	none	0.1655	dn	1	766	0.3018	5.0000	5.7200	52	5.0000	7.0150	52	52	52	5.0000	7.0150	NA	NA	NA	NA	NA	0.2770
LOC101126280	PCDHB15	truthbar	truthbar-FP	0	1	tier1	0.4027	dn	1	NA	NA	18.0000	17.1925	19	18.0000	17.4075	18	19	18	18.0000	17.4075	NA	NA	NA	NA	NA	0.1784
LOC101126280	PCDHB16	truthbar	truthbar-FP	0	1	tier1	0.4806	dn	1	NA	NA	18.0000	17.4075	18	18.0000	17.7175	18	18	18	18.0000	17.7175	NA	NA	NA	NA	NA	0.2626
LOC101126280	PCDHB2	truthbar	truthbar-FP	0	1	tier1	0.4210	dn	1	NA	NA	18.0000	17.1250	19	18.0000	17.4075	18	19	18	18.0000	17.4075	NA	NA	NA	NA	NA	0.1784
LOC101126280	PCDHB5	truthbar	truthbar-FP	0	1	tier1	0.3911	dn	1	NA	NA	18.0000	17.4075	18	18.0000	17.4475	18	18	18	18.0000	17.4475	NA	NA	NA	NA	NA	0.2793
LOC101126300	LOC109027782	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126300	LOC109028759	genuine	genuine-FP	0	0	none	0.1408	dn	1	0	0.0000	12.0000	16.1650	51	12.0000	17.6811	51	51	51	12.0000	17.6811	NA	NA	NA	NA	NA	0.2231
LOC101126300	LOC129523694	genuine	genuine-FP	0	0	none	0.1546	dn	1	0	0.0000	12.0000	16.1650	51	2.0000	2.8789	38	51	38	12.0000	16.1650	NA	NA	NA	NA	NA	0.2231
LOC101126300	LOC129533124	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126300	LOC129533256	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126300	NUPR2	genuine	genuine-FP	0	0	none	0.1467	dn	1	0	0.0000	51.0000	39.7875	52	12.0000	16.1650	51	52	51	51.0000	39.7875	NA	NA	NA	NA	NA	0.2231
LOC101126300	PSPH	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126303	LOC101130893	genuine	genuine-FP	0	0	none	0.2246	dn	1	452	0.2343	3.0000	5.0579	51	2.0000	3.9625	33	51	33	3.0000	5.0579	NA	NA	NA	NA	NA	0.1436
LOC101126304	LOC101150995	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126304	LOC134756859	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126304	LOC134759232	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101126304	RAPH1	genuine	genuine-FP	0	0	none	0.1484	dn	1	0	0.0000	11.5000	23.2000	52	51.0000	40.8925	51	52	51	51.0000	40.8925	NA	NA	NA	NA	NA	0.7450
LOC101126415	LOC101128351	truthbar	truthbar-FP	0	1	tier1	0.3636	dn	1	NA	NA	6.0000	6.2075	52	3.0000	3.9300	18	52	18	6.0000	6.2075	NA	NA	NA	NA	NA	0.3119
LOC101126415	LOC101128712	truthbar	truthbar-FP	0	1	tier1	0.3454	dn	1	NA	NA	6.0000	6.2075	52	3.0000	3.7300	52	52	52	6.0000	6.2075	NA	NA	NA	NA	NA	0.6816
LOC101126415	LOC101129789	genuine	genuine-FP	0	0	none	0.1770	dn	1	0	0.0000	6.0000	6.2075	52	7.0000	5.9975	10	52	10	7.0000	6.2075	NA	NA	NA	NA	NA	0.2639
LOC101126415	LOC101130507	truthbar	truthbar-FP	0	1	tier1	0.2956	dn	1	NA	NA	6.0000	6.2075	52	3.0000	3.7500	52	52	52	6.0000	6.2075	NA	NA	NA	NA	NA	0.2843
