dn	n_kmers	km_median	km_mean	km_p90	km_frac_ge_100
DN_NC_073244.2_49101177_5	4095	1.0000	1.5585	1.0000	0.0024
DN_NC_073244.2_49176797_4	3063	0.0000	1.1306	1.0000	0.0000
DN_NC_073244.2_49205215_5	4577	0.0000	957.7966	2.0000	0.0262
DN_NC_073244.2_49246931_6	2679	0.0000	920.6514	3.0000	0.0381
DN_NC_073244.2_50330993_16	1941	0.0000	0.4338	1.0000	0.0000
DN_NC_073244.2_50412691_21	3944	1.0000	1.9797	2.0000	0.0023
DN_NC_073244.2_50702615_6	2217	0.0000	380.1349	7.4000	0.0465
DN_NC_073244.2_51749194_6	3721	1.0000	715.1021	3.0000	0.0328
DN_NC_073244.2_51783968_5	5002	1.0000	888.6261	2.0000	0.0282
DN_NC_073244.2_51825388_5	3781	1.0000	1.1571	2.0000	0.0005
DN_NC_073244.2_51984253_14	3230	0.0000	2.7130	1.0000	0.0019
DN_NC_073244.2_53573424_23	3575	0.0000	0.4582	1.0000	0.0000
DN_NC_073244.2_54031930_2	2185	0.0000	591.1725	2.0000	0.0435
DN_NC_073244.2_54257531_4	2640	1.0000	1394.4553	5.0000	0.0356
DN_NC_073244.2_55341363_7	2539	0.0000	1.5758	3.0000	0.0000
DN_NC_073244.2_55426973_9	4814	1.0000	1.1354	1.0000	0.0015
DN_NC_073244.2_55464824_5	3198	0.0000	1505.1573	2.0000	0.0369
DN_NC_073244.2_55497464_5	4195	0.0000	1.1039	2.0000	0.0005
DN_NC_073244.2_55516115_5	4149	0.0000	0.7286	1.0000	0.0000
DN_NC_073244.2_55538420_4	1650	0.0000	0.9170	2.0000	0.0000
DN_NC_073244.2_55565140_5	2406	0.0000	12.7053	1.0000	0.0129
DN_NC_073244.2_55585242_5	4321	0.0000	1040.3363	4.0000	0.0437
DN_NC_073244.2_55607411_6	4026	0.0000	0.7166	1.0000	0.0000
DN_NC_073244.2_55618657_2	3188	0.0000	10.8808	2.0000	0.0147
DN_NC_073244.2_55626504_5	4589	0.0000	2.0268	1.0000	0.0046
DN_NC_073244.2_55654796_6	5050	1.0000	1133.0455	3.0000	0.0501
DN_NC_073244.2_55678004_6	4304	0.0000	296.5997	1.0000	0.0135
DN_NC_073244.2_55771764_5	3320	1.0000	2.2250	1.0000	0.0036
DN_NC_073244.2_55797441_5	4031	0.0000	5.7055	1.0000	0.0022
DN_NC_073244.2_55835875_4	5898	0.0000	0.6468	1.0000	0.0000
DN_NC_073244.2_55899006_4	3278	0.0000	0.8752	2.0000	0.0000
DN_NC_073244.2_55940471_6	5426	1.0000	5.3822	1.0000	0.0055
DN_NC_073244.2_55989141_5	4235	0.0000	0.6890	1.0000	0.0000
DN_NC_073244.2_56720868_3	997	0.0000	790.4283	102.0000	0.1013
DN_NC_073244.2_56814281_4	888	0.0000	0.4718	1.0000	0.0000
DN_NC_073244.2_56850091_13	1797	0.0000	0.4613	1.0000	0.0000
DN_NC_073244.2_56915266_3	2349	1.0000	2.2784	1.0000	0.0021
DN_NC_073244.2_56916454_10	3367	0.0000	539.0347	1.0000	0.0380
DN_NC_073244.2_57062895_2	1899	0.0000	2553.0253	359.0000	0.1301
DN_NC_073244.2_59252668_6	3519	1.0000	1231.9369	1.0000	0.0355
DN_NC_073244.2_59724372_5	5907	0.0000	0.5234	1.0000	0.0000
DN_NC_073244.2_59726455_2	2701	0.0000	0.5268	1.0000	0.0000
DN_NC_073244.2_59973129_7	2980	0.0000	446.3527	1.0000	0.0352
DN_NC_073244.2_6036407_2	2099	0.0000	11.5788	8.0000	0.0152
DN_NC_073244.2_61016337_3	4584	1.0000	305.7897	5.0000	0.0482
DN_NC_073244.2_61417620_12	2032	0.0000	0.4715	1.0000	0.0000
DN_NC_073244.2_6165323_3	1262	0.0000	117.0166	274.4000	0.1846
DN_NC_073244.2_62231648_10	2910	0.0000	2.3409	1.0000	0.0041
DN_NC_073244.2_63542066_5	3784	1.0000	2.2373	1.0000	0.0029
DN_NC_073244.2_63732072_2	2884	0.0000	561.9352	1.0000	0.0385
DN_NC_073244.2_63765159_2	2902	0.0000	0.8367	1.0000	0.0003
DN_NC_073244.2_63840101_6	4123	1.0000	79.2074	1.0000	0.0085
DN_NC_073244.2_63855100_5	6179	1.0000	0.9103	1.0000	0.0015
DN_NC_073244.2_63882905_5	3824	0.0000	95.2678	1.0000	0.0186
DN_NC_073244.2_63895938_6	4829	1.0000	28.0596	1.0000	0.0050
DN_NC_073244.2_63917963_3	707	1.0000	4.9873	7.0000	0.0127
DN_NC_073244.2_63934684_6	2881	0.0000	0.7622	1.0000	0.0007
DN_NC_073244.2_63961971_6	4971	0.0000	174.7904	1.0000	0.0139
DN_NC_073244.2_63983979_5	4834	0.0000	0.7160	1.0000	0.0000
DN_NC_073244.2_64004232_5	4392	0.0000	489.1152	1.0000	0.0189
DN_NC_073244.2_64034715_7	4393	0.0000	1372.0264	5.0000	0.0471
DN_NC_073244.2_64081943_4	7154	0.0000	141.3798	1.0000	0.0126
DN_NC_073244.2_64125568_5	4219	0.0000	777.9388	6.0000	0.0479
DN_NC_073244.2_64231369_4	2972	1.0000	790.6571	4.0000	0.0464
DN_NC_073244.2_64265252_5	4658	1.0000	48.5152	12.0000	0.0374
DN_NC_073244.2_64306022_6	3042	1.0000	635.1535	2.0000	0.0325
DN_NC_073244.2_64340366_4	3799	1.0000	2010.0692	9.0000	0.0605
DN_NC_073244.2_64368633_7	3968	1.0000	1112.8168	2.0000	0.0282
DN_NC_073244.2_64400145_5	2259	1.0000	870.2191	3.0000	0.0483
DN_NC_073244.2_64426370_6	6471	0.0000	508.9586	10.0000	0.0532
DN_NC_073244.2_64500861_5	4649	1.0000	581.6178	12.0000	0.0549
DN_NC_073244.2_64543447_4	3544	1.0000	3.6363	3.0000	0.0048
DN_NC_073244.2_64585864_4	2878	0.0000	145.1515	2.0000	0.0254
DN_NC_073244.2_64618758_7	2962	0.0000	39.0746	3.0000	0.0095
DN_NC_073244.2_64672255_4	4209	0.0000	996.0637	7.0000	0.0342
DN_NC_073244.2_64724127_4	4140	0.0000	530.7942	6.0000	0.0275
DN_NC_073244.2_64759228_5	4189	0.0000	192.6601	6.0000	0.0325
DN_NC_073244.2_64797239_5	4060	0.0000	359.7958	8.0000	0.0347
DN_NC_073244.2_64836827_4	4317	1.0000	880.0334	12.0000	0.0519
DN_NC_073244.2_64860608_4	5105	0.0000	10.7213	10.0000	0.0178
DN_NC_073244.2_64908457_4	2424	0.0000	2.7017	5.0000	0.0025
DN_NC_073244.2_65003440_7	5854	0.0000	637.7687	2.0000	0.0427
DN_NC_073244.2_65046428_2	2355	0.0000	1.7299	1.0000	0.0025
DN_NC_073244.2_65046428_4	2243	0.0000	1.7971	1.0000	0.0027
DN_NC_073244.2_65073171_5	7572	0.0000	1072.1104	5.0000	0.0593
DN_NC_073244.2_65102393_4	2266	0.0000	2222.4744	7.0000	0.0455
DN_NC_073244.2_65266359_4	5385	1.0000	566.5372	8.0000	0.0299
DN_NC_073244.2_65293743_4	4120	1.0000	217.6672	5.0000	0.0080
DN_NC_073244.2_65326089_4	4992	1.0000	1018.1138	6.0000	0.0375
DN_NC_073244.2_65362909_5	4109	0.0000	138.8338	5.0000	0.0158
DN_NC_073244.2_65398487_4	4771	1.0000	566.6101	6.0000	0.0231
DN_NC_073244.2_65470296_6	4241	1.0000	619.0521	2.0000	0.0344
DN_NC_073244.2_66923641_8	2938	0.0000	0.7954	1.0000	0.0003
DN_NC_073244.2_66965840_13	3708	0.0000	0.7282	1.0000	0.0003
DN_NC_073244.2_67776054_3	1176	0.0000	2.7287	8.0000	0.0000
DN_NC_073244.2_67840893_3	1187	0.0000	2.6925	8.0000	0.0000
DN_NC_073244.2_68258639_5	1815	0.0000	0.8860	3.0000	0.0000
DN_NC_073244.2_68293337_5	1975	0.0000	1.4537	4.0000	0.0005
DN_NC_073244.2_68333010_5	2009	0.0000	1.4634	4.0000	0.0005
DN_NC_073244.2_68477557_5	3605	0.0000	449.3226	3.0000	0.0463
DN_NC_073244.2_68491976_5	3332	0.0000	37.7599	1.0000	0.0039
DN_NC_073244.2_68513423_5	5208	1.0000	621.4378	1.0000	0.0165
DN_NC_073244.2_68548768_5	4295	0.0000	931.7879	2.0000	0.0475
DN_NC_073244.2_68611978_5	6364	1.0000	35.5061	7.0000	0.0454
DN_NC_073244.2_68643423_8	6493	0.0000	637.8193	1.0000	0.0223
DN_NC_073244.2_68699723_3	3467	0.0000	1.5959	1.0000	0.0020
DN_NC_073244.2_68766684_2	3493	0.0000	1347.9027	2.0000	0.0593
DN_NC_073244.2_69294668_4	4270	0.0000	659.4571	1.0000	0.0124
DN_NC_073244.2_69343714_4	5870	0.0000	724.3359	1.0000	0.0165
DN_NC_073244.2_69382679_3	8619	0.0000	664.8151	2.0000	0.0273
DN_NC_073244.2_69422908_4	3381	1.0000	4.7119	1.0000	0.0038
DN_NC_073244.2_69454247_3	4557	0.0000	0.7501	1.0000	0.0000
DN_NC_073244.2_69454318_2	4233	0.0000	0.7068	1.0000	0.0000
DN_NC_073244.2_69466443_4	4608	0.0000	2.6053	1.0000	0.0026
DN_NC_073244.2_69466469_2	2799	0.0000	2925.3701	135.8000	0.1047
DN_NC_073244.2_69492904_4	5449	0.0000	441.9974	2.0000	0.0341
DN_NC_073244.2_69514207_2	2482	1.0000	0.9464	1.0000	0.0000
DN_NC_073244.2_69538312_3	4105	0.0000	1.0792	1.0000	0.0010
DN_NC_073244.2_69572632_2	5111	1.0000	893.5733	1.0000	0.0276
DN_NC_073244.2_69572632_3	5156	1.0000	885.7773	1.0000	0.0273
DN_NC_073244.2_69601170_4	3641	0.0000	360.3793	3.0000	0.0387
DN_NC_073244.2_69628878_4	4198	0.0000	782.1632	1.0000	0.0264
DN_NC_073244.2_69643403_5	3405	1.0000	0.7231	1.0000	0.0006
DN_NC_073244.2_69672458_4	3313	1.0000	0.7413	1.0000	0.0000
DN_NC_073244.2_69685698_2	4329	0.0000	300.9094	1.0000	0.0203
DN_NC_073244.2_69685713_2	4102	0.0000	317.5361	1.0000	0.0215
DN_NC_073244.2_69685721_4	4249	0.0000	306.5681	1.0000	0.0207
DN_NC_073244.2_69715659_3	5068	0.0000	84.6628	1.0000	0.0028
DN_NC_073244.2_69715828_2	3645	0.0000	117.1621	1.0000	0.0027
DN_NC_073244.2_69783488_3	5303	0.0000	470.7269	1.0000	0.0304
DN_NC_073244.2_69799604_5	2547	0.0000	0.7444	1.0000	0.0000
DN_NC_073244.2_69821764_4	2418	0.0000	0.7353	1.0000	0.0000
DN_NC_073244.2_69848672_3	5198	0.0000	76.6997	1.0000	0.0104
DN_NC_073244.2_69848694_2	5027	0.0000	79.2831	1.0000	0.0107
DN_NC_073244.2_69873255_2	3263	0.0000	240.2918	2.0000	0.0052
DN_NC_073244.2_69910623_3	2402	1.0000	344.3222	3.0000	0.0450
DN_NC_073244.2_69923242_3	4612	0.0000	723.6088	3.0000	0.0464
DN_NC_073244.2_69923243_2	3266	0.0000	849.6635	4.0000	0.0450
DN_NC_073244.2_69974453_2	3545	1.0000	105.4073	3.0000	0.0124
DN_NC_073244.2_69975553_3	2594	1.0000	1.1261	3.0000	0.0000
DN_NC_073244.2_70009554_3	3556	1.0000	1052.2590	2.0000	0.0267
DN_NC_073244.2_70024584_5	3460	1.0000	0.9382	1.0000	0.0000
DN_NC_073244.2_70042341_3	3310	1.0000	1775.0384	5.0000	0.0502
DN_NC_073244.2_70043245_2	2255	0.0000	1.0217	1.0000	0.0000
DN_NC_073244.2_70077616_7	4722	0.0000	133.1859	1.0000	0.0019
DN_NC_073244.2_70159242_5	3303	1.0000	609.3448	2.0000	0.0151
DN_NC_073244.2_70224599_4	3033	0.0000	358.0010	1.0000	0.0158
DN_NC_073244.2_70277256_8	4737	0.0000	27.7986	1.0000	0.0051
DN_NC_073244.2_70323040_7	3509	0.0000	53.9481	1.0000	0.0180
DN_NC_073244.2_70399351_4	1474	0.0000	2.7286	2.0000	0.0034
DN_NC_073244.2_70422477_3	4639	1.0000	865.8967	1.0000	0.0272
DN_NC_073244.2_70451371_2	2746	0.0000	2026.7160	120.5000	0.1031
DN_NC_073244.2_70501781_3	3860	0.0000	210.0596	1.0000	0.0202
DN_NC_073244.2_70525717_3	3280	0.0000	0.7305	1.0000	0.0000
DN_NC_073244.2_70544393_4	3705	0.0000	1091.9406	2.0000	0.0448
DN_NC_073244.2_70556426_4	5094	1.0000	0.8461	1.0000	0.0004
DN_NC_073244.2_70558480_2	5730	0.0000	1.5565	1.0000	0.0014
DN_NC_073244.2_70659480_6	2530	0.0000	0.4984	1.0000	0.0000
DN_NC_073244.2_70818649_5	2182	0.0000	954.1347	21.0000	0.0284
DN_NC_073244.2_7138158_14	4093	0.0000	0.5236	1.0000	0.0002
DN_NC_073244.2_8594978_5	3741	0.0000	732.0626	2.0000	0.0470
DN_NC_073244.2_8619131_4	4762	0.0000	289.4490	1.0000	0.0216
DN_NC_073244.2_8680135_4	2504	1.0000	2151.6701	2.0000	0.0487
DN_NC_073244.2_8711681_4	2073	0.0000	0.8259	1.0000	0.0010
DN_NC_073244.2_8775501_20	2623	0.0000	0.4258	1.0000	0.0000
DN_NC_073244.2_9529410_11	3625	0.0000	65.8367	1.0000	0.0121
DN_NC_073244.2_9737989_9	2278	0.0000	0.4965	1.0000	0.0000
DN_NC_073244.2_9875870_11	1495	0.0000	0.6127	2.0000	0.0000
DN_NC_073245.2_11562885_6	2683	0.0000	0.5721	1.0000	0.0000
DN_NC_073245.2_11814428_9	4013	1.0000	1.7476	2.0000	0.0037
DN_NC_073245.2_12383621_7	939	0.0000	0.4696	1.0000	0.0000
DN_NC_073245.2_12403861_6	3375	0.0000	0.5108	1.0000	0.0000
DN_NC_073245.2_12872093_19	3249	0.0000	0.4780	1.0000	0.0000
DN_NC_073245.2_13635871_13	3134	0.0000	0.4585	1.0000	0.0000
DN_NC_073245.2_15006691_4	1690	1.0000	0.8112	2.0000	0.0000
DN_NC_073245.2_20582467_26	6276	0.0000	3.8405	1.0000	0.0018
DN_NC_073245.2_28291357_5	2677	0.0000	0.5166	1.0000	0.0000
DN_NC_073245.2_28570800_2	472	0.0000	0.5890	1.0000	0.0000
DN_NC_073245.2_28784637_3	3206	1.0000	103.5493	100.0000	0.1001
DN_NC_073245.2_30021133_6	3807	0.0000	182.4103	1.0000	0.0144
DN_NC_073245.2_30036345_14	6123	0.0000	113.5899	1.0000	0.0090
DN_NC_073245.2_35160176_6	3487	1.0000	318.4531	23.4000	0.0525
DN_NC_073245.2_35236141_20	4153	0.0000	0.4736	1.0000	0.0000
DN_NC_073245.2_35625538_4	997	0.0000	967.0100	91.2000	0.0973
DN_NC_073245.2_35678256_5	3286	0.0000	0.6881	1.0000	0.0003
DN_NC_073245.2_35678363_2	2834	0.0000	0.7258	1.0000	0.0004
DN_NC_073245.2_35742393_2	3657	0.0000	171.0867	9.0000	0.0120
DN_NC_073245.2_35910982_4	3575	0.0000	64.9765	9.0000	0.0090
DN_NC_073245.2_42779121_5	5267	1.0000	17.8343	17.0000	0.0047
DN_NC_073245.2_44289870_13	2122	0.0000	0.4906	1.0000	0.0000
DN_NC_073245.2_44511531_9	6072	0.0000	435.4391	1.0000	0.0193
DN_NC_073245.2_47207807_14	2679	0.0000	0.4897	1.0000	0.0000
DN_NC_073245.2_47429376_4	2723	1.0000	1977.8028	7767.0000	0.1689
DN_NC_073245.2_47878766_13	3672	0.0000	0.5117	1.0000	0.0000
DN_NC_073245.2_47908723_3	981	0.0000	0.4648	1.0000	0.0000
DN_NC_073245.2_56763975_4	3773	1.0000	0.5277	1.0000	0.0000
DN_NC_073245.2_56852545_12	1534	0.0000	0.4166	1.0000	0.0000
DN_NC_073245.2_57199021_10	1949	0.0000	0.4459	1.0000	0.0000
DN_NC_073245.2_57775599_4	2515	1.0000	392.5638	14.0000	0.0660
DN_NC_073245.2_58117175_2	1269	0.0000	0.4854	1.0000	0.0000
DN_NC_073245.2_58118781_15	2937	0.0000	0.4750	1.0000	0.0000
DN_NC_073245.2_58594952_21	3604	0.0000	0.5286	1.0000	0.0000
DN_NC_073245.2_58728682_5	3795	0.0000	0.6962	1.0000	0.0000
DN_NC_073245.2_59890561_21	4480	0.0000	0.4400	1.0000	0.0000
DN_NC_073245.2_61178675_39	9008	0.0000	0.4635	1.0000	0.0000
DN_NC_073245.2_63862966_28	7901	1.0000	111.1578	1.0000	0.0015
DN_NC_073245.2_68791722_2	619	1.0000	0.7771	2.0000	0.0000
DN_NC_073245.2_68800206_2	641	0.0000	0.7722	2.0000	0.0000
DN_NC_073245.2_71171979_13	1592	0.0000	5.3216	1.0000	0.0031
DN_NC_073245.2_71261640_15	4352	0.0000	297.9692	1.0000	0.0193
DN_NC_073245.2_71275662_6	1502	0.0000	13.6491	1.0000	0.0033
DN_NC_073245.2_9841009_7	3242	0.0000	6.4784	16.0000	0.0012
DN_NC_073246.2_11287585_8	2859	1.0000	772.4173	10.0000	0.0364
DN_NC_073246.2_15789285_3	4225	0.0000	93.8289	3.0000	0.0090
DN_NC_073246.2_15789320_2	3766	0.0000	1.9814	2.0000	0.0037
DN_NC_073246.2_2173988_2	3579	2.0000	2.9559	8.0000	0.0011
DN_NC_073246.2_2235416_3	3158	2.0000	249.1352	19.0000	0.0247
DN_NC_073246.2_2464898_3	1375	1.0000	2062.2487	6.0000	0.0647
DN_NC_073246.2_25308035_5	3748	1.0000	40.2468	13.3000	0.0435
DN_NC_073246.2_32689693_4	5219	1.0000	1327.4587	301.6000	0.1290
DN_NC_073246.2_34687084_3	2749	0.0000	1859.5969	1.0000	0.0724
DN_NC_073246.2_34687085_2	2663	0.0000	1919.6399	1.0000	0.0747
DN_NC_073246.2_35769268_8	3365	0.0000	11.6936	1.0000	0.0288
DN_NC_073246.2_37979530_3	1295	0.0000	0.4958	1.0000	0.0000
DN_NC_073246.2_38044178_3	969	0.0000	0.4788	1.0000	0.0000
DN_NC_073246.2_43257837_14	5595	0.0000	182.0660	1.0000	0.0130
DN_NC_073246.2_43317314_17	3136	0.0000	0.4812	1.0000	0.0000
DN_NC_073246.2_46134650_22	3128	0.0000	0.6416	1.0000	0.0013
DN_NC_073246.2_47506574_18	2315	0.0000	0.4795	1.0000	0.0000
DN_NC_073247.2_105439613_2	2761	1.0000	331.5701	2.0000	0.0670
DN_NC_073247.2_113167390_5	430	0.0000	4.5093	15.0000	0.0000
DN_NC_073247.2_113184310_2	2356	0.0000	0.6494	2.0000	0.0000
DN_NC_073247.2_113184615_2	2259	0.0000	0.6583	2.0000	0.0000
DN_NC_073247.2_113660362_2	6082	1.0000	1.5600	1.0000	0.0021
DN_NC_073247.2_113908222_3	1169	1.0000	0.6536	2.0000	0.0000
DN_NC_073247.2_113922705_3	1485	0.0000	0.8054	2.0000	0.0000
DN_NC_073247.2_113936318_3	811	1.0000	0.5487	1.0000	0.0000
DN_NC_073247.2_114041704_23	2382	0.0000	0.9547	2.0000	0.0000
DN_NC_073247.2_114140052_23	2429	0.0000	0.8938	2.0000	0.0000
DN_NC_073247.2_114234875_11	3142	0.0000	407.3905	3.0000	0.0532
DN_NC_073247.2_114842677_3	990	1.0000	0.6455	2.0000	0.0000
DN_NC_073247.2_114854872_20	3094	0.0000	1059.4680	1.0000	0.0226
DN_NC_073247.2_114994295_3	1466	0.0000	10.4052	1.0000	0.0041
DN_NC_073247.2_115050911_3	3242	0.5000	4.9762	1.0000	0.0043
DN_NC_073247.2_115094764_3	1092	1.0000	0.5971	1.0000	0.0000
DN_NC_073247.2_115162367_2	749	0.0000	0.5167	1.0000	0.0000
DN_NC_073247.2_115190067_8	3287	0.0000	8.3365	2.0000	0.0049
DN_NC_073247.2_115371773_3	3743	0.0000	1.1483	1.0000	0.0013
DN_NC_073247.2_115394224_3	5982	1.0000	8.4109	2.0000	0.0110
DN_NC_073247.2_115708949_2	3035	0.0000	554.0046	2.0000	0.0600
DN_NC_073247.2_115884983_3	2802	0.0000	0.5278	1.0000	0.0000
DN_NC_073247.2_11741821_2	4483	0.0000	600.0968	2.0000	0.0286
DN_NC_073247.2_117958904_5	4329	1.0000	0.5080	1.0000	0.0000
DN_NC_073247.2_119410020_7	2503	0.0000	0.5677	1.0000	0.0000
DN_NC_073247.2_119718095_2	3007	1.0000	414.3721	1.0000	0.0253
DN_NC_073247.2_121395319_16	5170	0.0000	4.1681	1.0000	0.0012
DN_NC_073247.2_130545427_4	2608	0.0000	0.5107	1.0000	0.0000
DN_NC_073247.2_131152949_4	1521	0.0000	1.2229	4.0000	0.0000
DN_NC_073247.2_131468464_3	648	0.0000	2.5602	10.0000	0.0000
DN_NC_073247.2_131774354_4	2872	1.0000	6.7667	2.0000	0.0038
DN_NC_073247.2_131863961_4	2885	0.0000	7.4693	2.0000	0.0035
DN_NC_073247.2_132688708_2	2595	0.0000	0.8933	2.0000	0.0000
DN_NC_073247.2_135520853_7	3694	0.0000	0.7463	2.0000	0.0003
DN_NC_073247.2_137840069_2	3629	1.0000	2.7793	1.0000	0.0017
DN_NC_073247.2_138224742_2	3816	1.0000	0.5729	1.0000	0.0000
DN_NC_073247.2_141177039_25	4473	0.0000	0.5173	1.0000	0.0000
DN_NC_073247.2_141930386_19	5859	0.0000	571.2405	1.0000	0.0288
DN_NC_073247.2_147064204_6	3254	0.0000	0.7071	1.0000	0.0003
DN_NC_073247.2_147316506_18	3951	0.0000	0.4938	1.0000	0.0000
DN_NC_073247.2_147586730_5	2436	1.0000	819.1203	150.5000	0.1059
DN_NC_073247.2_147600611_20	3278	0.0000	0.6196	1.0000	0.0000
DN_NC_073247.2_147692428_16	5309	0.0000	0.4411	1.0000	0.0000
DN_NC_073247.2_148580448_11	3616	1.0000	7.9320	4.0000	0.0036
DN_NC_073247.2_153600158_4	4479	0.0000	0.7234	2.0000	0.0000
DN_NC_073247.2_153901396_3	1953	1.0000	0.6283	1.0000	0.0000
DN_NC_073247.2_161158664_6	6093	0.0000	4.1615	2.0000	0.0144
DN_NC_073247.2_161251228_4	1832	2.0000	1.2484	2.0000	0.0000
DN_NC_073247.2_161266095_3	1986	0.0000	0.9763	2.0000	0.0000
DN_NC_073247.2_161413981_7	6951	0.0000	1.6523	2.0000	0.0007
DN_NC_073247.2_161458538_3	1741	0.0000	1.1459	2.0000	0.0000
DN_NC_073247.2_161556098_3	1714	0.0000	0.6050	1.0000	0.0000
DN_NC_073247.2_161607555_5	2743	2.0000	305.7656	2.0000	0.0047
DN_NC_073247.2_162650382_5	3561	0.0000	4.8787	3.0000	0.0037
DN_NC_073247.2_163244071_16	5162	0.0000	5.9742	1.0000	0.0105
DN_NC_073247.2_163590486_3	1752	0.0000	0.8870	2.0000	0.0000
DN_NC_073247.2_163809311_4	2606	1.0000	703.8020	5.0000	0.0637
DN_NC_073247.2_164381222_3	1734	0.0000	1.4654	4.0000	0.0000
DN_NC_073247.2_164381237_2	1650	0.0000	1.5012	4.0000	0.0000
DN_NC_073247.2_164397061_3	1719	0.0000	1.5620	4.0000	0.0000
DN_NC_073247.2_164405406_2	3712	1.0000	4.0003	4.0000	0.0059
DN_NC_073247.2_164407411_3	1785	0.0000	1.1249	3.0000	0.0000
DN_NC_073247.2_164407414_2	1773	0.0000	1.1624	3.0000	0.0000
DN_NC_073247.2_164426194_3	1719	2.0000	1.6504	4.0000	0.0000
DN_NC_073247.2_164442447_2	1696	2.0000	1.5861	4.0000	0.0000
DN_NC_073247.2_164442447_3	1732	2.0000	1.5497	4.0000	0.0000
DN_NC_073247.2_164861277_3	1745	0.0000	0.7249	2.0000	0.0000
DN_NC_073247.2_165002679_2	3642	1.0000	0.7312	2.0000	0.0000
DN_NC_073247.2_165081266_2	3195	1.0000	0.7283	2.0000	0.0000
DN_NC_073247.2_165220768_21	3950	0.0000	0.4787	1.0000	0.0000
DN_NC_073247.2_165410205_10	3801	1.0000	1.1813	2.0000	0.0000
DN_NC_073247.2_165490291_8	3599	0.0000	10.0636	1.0000	0.0025
DN_NC_073247.2_165620510_8	1593	0.0000	0.4620	1.0000	0.0000
DN_NC_073247.2_166018918_6	831	0.0000	2.5656	9.0000	0.0000
DN_NC_073247.2_166062772_13	1402	0.0000	0.5984	1.0000	0.0000
DN_NC_073247.2_166096407_3	621	1.0000	0.5668	1.0000	0.0000
DN_NC_073247.2_166164942_10	2290	0.0000	1.1070	2.0000	0.0009
DN_NC_073247.2_166250782_8	1900	0.0000	1.9968	2.0000	0.0021
DN_NC_073247.2_167707352_7	1948	0.0000	1632.6391	8.0000	0.0529
DN_NC_073247.2_17003459_2	545	0.0000	2.3413	6.0000	0.0000
DN_NC_073247.2_18318973_2	646	0.0000	2.3158	6.0000	0.0000
DN_NC_073247.2_18638732_2	593	0.0000	2.2378	6.0000	0.0000
DN_NC_073247.2_18934892_2	612	1.0000	2.3284	6.0000	0.0000
DN_NC_073247.2_22225560_12	3457	0.0000	0.5811	1.0000	0.0000
DN_NC_073247.2_23260131_7	3020	0.0000	1.3361	1.0000	0.0017
DN_NC_073247.2_23442611_3	704	1.0000	1.9773	6.0000	0.0000
DN_NC_073247.2_24180353_4	3010	1.0000	2154.7073	453.7000	0.1153
DN_NC_073247.2_26298821_5	2327	1.0000	6.7112	3.0000	0.0060
DN_NC_073247.2_30010111_18	4805	0.0000	11.6504	16.0000	0.0033
DN_NC_073247.2_30604924_7	4513	1.0000	150.7170	1.0000	0.0029
DN_NC_073247.2_30634906_22	4332	0.0000	757.1517	1.0000	0.0305
DN_NC_073247.2_34199522_16	3097	0.0000	1910.9803	1.0000	0.0717
DN_NC_073247.2_34649963_8	5773	0.0000	234.5637	2.0000	0.0161
DN_NC_073247.2_34808557_3	5116	1.0000	0.8999	2.0000	0.0000
DN_NC_073247.2_36669088_2	2075	0.0000	0.6670	2.0000	0.0000
DN_NC_073247.2_36702175_2	1934	0.0000	0.6753	2.0000	0.0000
DN_NC_073247.2_38333222_3	2569	0.0000	946.6178	2.0000	0.0646
DN_NC_073247.2_38356425_2	1640	0.0000	0.5079	1.0000	0.0000
DN_NC_073247.2_40731967_2	1742	1.0000	0.5878	1.0000	0.0000
DN_NC_073247.2_40732536_2	4117	1.0000	1454.4826	1.0000	0.0539
DN_NC_073247.2_40747465_5	2150	0.0000	1.2353	1.0000	0.0014
DN_NC_073247.2_40760693_3	4853	1.0000	1.5481	1.0000	0.0010
DN_NC_073247.2_40764337_2	1712	0.0000	0.5724	1.0000	0.0000
DN_NC_073247.2_47501169_3	3848	1.0000	1055.2451	3.0000	0.0335
DN_NC_073247.2_51197700_2	2530	0.0000	84.0292	94.0000	0.0968
DN_NC_073247.2_51578190_11	3783	0.0000	205.2387	1.0000	0.0037
DN_NC_073247.2_51699012_17	5540	0.0000	1.7857	2.0000	0.0013
DN_NC_073247.2_54047427_15	4100	0.0000	0.4615	1.0000	0.0000
DN_NC_073247.2_54163080_15	2826	0.0000	0.4986	1.0000	0.0000
DN_NC_073247.2_54705383_3	5074	1.0000	922.2607	2.0000	0.0365
DN_NC_073247.2_56848572_6	2751	1.0000	1365.0418	2.0000	0.0331
DN_NC_073247.2_56899135_7	2832	0.0000	648.6649	2.0000	0.0120
DN_NC_073247.2_57005939_17	2564	0.0000	0.6018	1.0000	0.0000
DN_NC_073247.2_57761829_5	2954	0.0000	540.8375	2.0000	0.0376
DN_NC_073247.2_57840463_5	5310	0.0000	0.7109	1.0000	0.0002
DN_NC_073247.2_58228088_5	7822	0.0000	1.0513	1.0000	0.0010
DN_NC_073247.2_58372296_6	3727	0.0000	0.7996	1.0000	0.0003
DN_NC_073247.2_58634411_8	1398	0.0000	607.7725	9.0000	0.0064
DN_NC_073247.2_59696701_5	1643	0.0000	1839.2915	12.0000	0.0426
