dn_a	dn_b	n_exon_a	n_exon_b	n_exon_min	colinear	colinear_nd	n_matched	exon_match_frac	mean_matched_id	best_exon_id	isolated_domain	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
DN_NC_073230.2_73977205_4	DN_NC_073244.2_29557605_4	4	4	4	3	3	3	0.75	0.8862	0.9444	0	4	4	4	3	3	3
DN_NC_073230.2_73977205_4	DN_NC_073244.2_29680825_4	4	4	4	3	3	3	0.75	0.8742	0.9206	0	4	4	4	3	3	3
DN_NC_073230.2_73977205_4	DN_NC_073244.2_29970261_4	4	4	4	4	4	4	1.0	0.8366	0.9127	0	4	4	4	4	4	3
DN_NC_073230.2_73977205_4	DN_NC_073244.2_30067652_4	4	4	4	4	4	4	1.0	0.835	0.9206	0	4	4	4	4	3	3
DN_NC_073230.2_73977205_4	DN_NC_073244.2_30438386_2	4	2	2	2	2	2	1.0	0.8034	0.8617	0	2	2	2	2	1	1
DN_NC_073230.2_73977205_4	DN_NC_073244.2_64125568_5	4	5	4	1	1	1	0.25	0.8254	0.8254	1	3	2	1	1	1	1
DN_NC_073230.2_73977205_4	DN_NC_073244.2_64585864_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	3	1	1	1	1	1
DN_NC_073230.2_73977205_4	DN_NC_073244.2_65003440_7	4	7	4	1	1	1	0.25	0.8413	0.8413	1	3	3	1	1	1	1
DN_NC_073230.2_73977205_4	DN_NC_073244.2_65266359_4	4	4	4	1	1	1	0.25	0.8016	0.8016	1	1	1	1	1	1	1
DN_NC_073230.2_73977205_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.8571	0.8651	1	3	3	2	1	1	1
DN_NC_073230.2_74126483_4	DN_NC_073230.2_74190289_5	4	5	4	4	4	4	1.0	0.8199	0.8651	0	4	4	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073230.2_74299233_4	4	4	4	3	3	3	0.75	0.8974	0.9053	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073230.2_74637814_2	4	2	2	2	2	2	1.0	0.777	0.8531	0	2	2	2	2	1	1
DN_NC_073230.2_74126483_4	DN_NC_073233.2_9788172_5	4	5	4	2	2	2	0.5	0.7691	0.7857	0	4	4	2	2	2	0
DN_NC_073230.2_74126483_4	DN_NC_073241.2_36126198_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	1	0	0	0
DN_NC_073230.2_74126483_4	DN_NC_073242.2_37386128_4	4	4	4	2	2	2	0.5	0.7718	0.7857	0	4	4	2	2	2	0
DN_NC_073230.2_74126483_4	DN_NC_073242.2_66613619_4	4	4	4	4	4	4	1.0	0.8274	0.8603	0	4	4	4	4	4	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_26240035_4	4	4	4	3	3	3	0.75	0.8436	0.873	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_26470366_4	4	4	4	2	2	2	0.5	0.8021	0.8105	0	4	4	4	2	2	1
DN_NC_073230.2_74126483_4	DN_NC_073244.2_26666712_5	4	5	4	3	3	3	0.75	0.8442	0.873	0	3	3	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_26901109_4	4	4	4	2	2	2	0.5	0.8349	0.8487	0	3	3	3	2	2	2
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27051998_4	4	4	4	3	3	3	0.75	0.8434	0.881	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27285351_4	4	4	4	3	3	3	0.75	0.852	0.881	0	4	4	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27408454_4	4	4	4	3	3	3	0.75	0.866	0.9048	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27504818_5	4	5	4	3	3	3	0.75	0.8732	0.8861	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27566430_5	4	5	4	3	3	3	0.75	0.8566	0.8916	0	3	3	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27765726_4	4	4	4	3	3	3	0.75	0.8821	0.8916	0	3	3	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27869273_3	4	3	3	3	3	3	1.0	0.796	0.8421	0	3	3	3	3	3	1
DN_NC_073230.2_74126483_4	DN_NC_073244.2_27956158_4	4	4	4	3	3	3	0.75	0.846	0.873	0	3	3	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28072858_4	4	4	4	3	3	3	0.75	0.8022	0.8651	0	4	4	3	3	2	2
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28256975_5	4	5	4	3	3	3	0.75	0.8935	0.9158	0	4	4	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28588105_4	4	4	4	3	3	3	0.75	0.8871	0.9263	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28711447_4	4	5	4	4	4	4	1.0	0.8217	0.8889	0	4	4	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28820229_4	4	4	4	4	4	4	1.0	0.7806	0.873	0	4	4	4	4	2	2
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29046961_4	4	4	4	3	3	3	0.75	0.8697	0.8842	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29232445_4	4	4	4	2	2	2	0.5	0.8734	0.8737	0	2	2	2	2	2	2
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29297022_4	4	4	4	3	3	3	0.75	0.8394	0.881	0	4	4	4	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29557605_4	4	4	4	4	4	4	1.0	0.8455	0.9048	0	4	4	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29680825_4	4	4	4	4	4	4	1.0	0.8201	0.873	0	4	4	4	4	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_29970261_4	4	4	4	3	3	3	0.75	0.8572	0.875	0	3	3	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30067652_4	4	4	4	3	3	3	0.75	0.8689	0.8968	0	4	4	3	3	3	3
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30090650_6	4	6	4	2	2	2	0.5	0.8024	0.8526	0	4	3	2	2	2	1
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30438386_2	4	2	2	1	1	1	0.5	0.8511	0.8511	1	2	2	2	1	1	1
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64034715_7	4	7	4	1	1	1	0.25	0.746	0.746	1	4	3	2	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64125568_5	4	5	4	1	1	1	0.25	0.7857	0.7857	1	3	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64400145_5	4	5	4	1	1	1	0.25	0.7698	0.7698	1	3	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64426370_6	4	6	4	1	1	1	0.25	0.7381	0.7381	1	3	1	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64500861_5	4	5	4	1	1	1	0.25	0.7222	0.7222	1	3	1	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64585864_4	4	4	4	1	1	1	0.25	0.7619	0.7619	1	3	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64672255_4	4	4	4	1	1	1	0.25	0.746	0.746	1	2	2	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64759228_5	4	5	4	1	1	1	0.25	0.7778	0.7778	1	2	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64797239_5	4	5	4	1	1	1	0.25	0.754	0.754	1	3	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64836827_4	4	4	4	1	1	1	0.25	0.746	0.746	1	3	1	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65046428_4	4	3	3	1	1	1	0.3333	0.7833	0.7833	1	1	1	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65266359_4	4	4	4	1	1	1	0.25	0.746	0.746	1	2	2	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65326089_4	4	4	4	1	1	1	0.25	0.7619	0.7619	1	2	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65362909_5	4	5	4	1	1	1	0.25	0.7381	0.7381	1	3	2	1	1	0	0
DN_NC_073230.2_74126483_4	DN_NC_073244.2_65398487_4	4	4	4	1	1	1	0.25	0.7698	0.7698	1	2	2	1	1	1	0
DN_NC_073230.2_74126483_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.8016	0.8016	1	3	2	2	1	1	1
DN_NC_073230.2_74190280_2	DN_NC_073231.2_79866967_2	2	2	2	1	1	1	0.5	0.9221	0.9221	1	2	1	1	1	1	1
DN_NC_073230.2_74190289_5	DN_NC_073230.2_74299233_4	5	4	4	3	3	3	0.75	0.8601	0.881	0	4	4	4	3	3	3
DN_NC_073230.2_74190289_5	DN_NC_073230.2_74637814_2	5	2	2	1	1	1	0.5	0.7791	0.7791	1	2	2	2	1	1	0
DN_NC_073230.2_74190289_5	DN_NC_073241.2_36126183_3	5	3	3	1	1	1	0.3333	0.7778	0.7857	1	3	3	1	1	1	0
DN_NC_073230.2_74190289_5	DN_NC_073242.2_37386128_4	5	4	4	2	2	2	0.5	0.7731	0.7778	0	4	4	2	2	2	0
DN_NC_073230.2_74190289_5	DN_NC_073242.2_66613619_4	5	4	4	4	4	4	1.0	0.786	0.8571	0	4	4	4	4	3	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26240039_2	5	2	2	1	1	1	0.5	0.7616	0.7616	1	2	2	2	1	1	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26314241_4	5	4	4	3	3	3	0.75	0.8085	0.873	0	4	4	4	3	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26470366_4	5	4	4	2	2	2	0.5	0.7691	0.7778	0	4	4	3	2	2	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26666712_5	5	5	5	3	3	3	0.6	0.804	0.8413	0	4	3	3	3	3	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26901109_4	5	4	4	2	2	2	0.5	0.7829	0.7895	0	4	3	3	2	2	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27051998_4	5	4	4	3	3	3	0.75	0.8183	0.8651	0	4	4	4	3	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27131194_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	2	2	0	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27285351_4	5	4	4	3	3	3	0.75	0.8373	0.8651	0	4	4	4	3	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27408454_4	5	4	4	3	3	3	0.75	0.842	0.8889	0	4	4	4	3	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27504818_5	5	5	5	3	3	3	0.6	0.8299	0.8492	0	4	4	4	3	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27566430_5	5	5	5	4	4	4	0.8	0.8065	0.8547	0	4	4	4	4	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27765726_4	5	4	4	4	4	4	1.0	0.8165	0.8889	0	4	4	4	4	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27869273_3	5	3	3	3	3	3	1.0	0.7495	0.8	0	3	3	3	3	1	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_27956158_2	5	2	2	2	2	2	1.0	0.7573	0.814	0	2	2	2	2	1	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28072858_4	5	4	4	2	2	2	0.5	0.8101	0.8492	0	4	4	3	2	2	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28256975_5	5	5	5	3	3	3	0.6	0.8507	0.8737	0	4	4	4	3	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28333451_4	5	4	4	3	3	3	0.75	0.8206	0.8889	0	4	4	3	3	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28588105_4	5	4	4	4	4	4	1.0	0.819	0.8947	0	4	4	4	4	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28711447_4	5	5	5	4	4	4	0.8	0.8042	0.8651	0	5	4	4	4	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_28820229_4	5	4	4	2	2	2	0.5	0.8299	0.8492	0	3	3	3	2	2	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29046961_4	5	4	4	3	3	3	0.75	0.8383	0.8421	0	4	4	4	3	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29232445_4	5	4	4	4	4	4	1.0	0.7897	0.8492	0	4	4	4	4	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29297022_4	5	4	4	4	4	4	1.0	0.7944	0.8571	0	4	4	4	4	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29557605_4	5	4	4	3	3	3	0.75	0.8582	0.8968	0	4	4	4	3	3	2
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29680825_2	5	2	2	2	2	2	1.0	0.7617	0.8027	0	2	2	2	2	1	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_29970261_4	5	4	4	4	4	4	1.0	0.801	0.8413	0	4	4	4	4	3	3
DN_NC_073230.2_74190289_5	DN_NC_073244.2_30438386_2	5	2	2	1	1	1	0.5	0.814	0.814	1	2	2	2	1	1	1
DN_NC_073230.2_74190289_5	DN_NC_073244.2_64724127_4	5	4	4	1	1	1	0.25	0.7222	0.7222	1	4	2	1	1	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_64797239_5	5	5	5	1	1	1	0.2	0.7381	0.7381	1	4	2	1	1	0	0
DN_NC_073230.2_74190289_5	DN_NC_073244.2_65293743_4	5	4	4	1	1	1	0.25	0.7778	0.7778	1	3	2	1	1	1	0
DN_NC_073230.2_74299233_4	DN_NC_073230.2_74637814_2	4	2	2	2	2	2	1.0	0.778	0.8362	0	2	2	2	2	1	1
DN_NC_073230.2_74299233_4	DN_NC_073233.2_9788172_5	4	5	4	3	3	3	0.75	0.7762	0.8333	0	4	4	3	3	2	2
DN_NC_073230.2_74299233_4	DN_NC_073241.2_36126198_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073230.2_74299233_4	DN_NC_073242.2_37386128_4	4	4	4	2	2	2	0.5	0.8048	0.8413	0	4	3	2	2	2	1
DN_NC_073230.2_74299233_4	DN_NC_073242.2_66613619_4	4	4	4	3	3	3	0.75	0.8568	0.8968	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26240035_4	4	4	4	3	3	3	0.75	0.8454	0.8889	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26314241_4	4	4	4	3	3	3	0.75	0.8432	0.8968	0	4	4	4	3	3	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26470366_4	4	4	4	2	2	2	0.5	0.8219	0.8333	0	4	4	4	2	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26666712_5	4	5	4	3	3	3	0.75	0.8564	0.873	0	3	3	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_26901109_4	4	4	4	2	2	2	0.5	0.8441	0.8526	0	3	3	3	2	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27051998_4	4	4	4	3	3	3	0.75	0.8608	0.9127	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27131194_2	4	2	2	1	1	1	0.5	0.758	0.758	1	2	2	2	1	1	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27285351_4	4	4	4	3	3	3	0.75	0.8692	0.8846	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27408454_4	4	4	4	3	3	3	0.75	0.8884	0.9444	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27504818_5	4	5	4	3	3	3	0.75	0.9072	0.9206	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27626411_5	4	5	4	3	3	3	0.75	0.8834	0.8968	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27765726_4	4	4	4	4	4	4	1.0	0.8635	0.9206	0	4	4	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27869273_3	4	3	3	2	2	2	0.6667	0.8137	0.8526	0	3	3	3	2	2	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27956158_2	4	2	2	2	2	2	1.0	0.7958	0.8462	0	2	2	2	2	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28072858_4	4	4	4	3	3	3	0.75	0.8131	0.9286	0	4	4	4	3	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28256975_5	4	5	4	3	3	3	0.75	0.9079	0.9263	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28333451_4	4	4	4	2	2	2	0.5	0.9051	0.9444	0	4	4	3	2	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28588105_4	4	4	4	3	3	3	0.75	0.9199	0.9684	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28711447_4	4	5	4	3	3	3	0.75	0.8879	0.9444	0	4	4	3	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28820229_4	4	4	4	3	3	3	0.75	0.8414	0.9127	0	4	4	3	3	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29046961_4	4	4	4	4	4	4	1.0	0.8606	0.9048	0	4	4	4	4	4	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29232445_4	4	4	4	3	3	3	0.75	0.8439	0.9048	0	3	3	3	3	2	2
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29297022_4	4	4	4	3	3	3	0.75	0.8756	0.9286	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29557605_4	4	4	4	4	4	4	1.0	0.8532	0.9444	0	4	4	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29680825_2	4	2	2	1	1	1	0.5	0.8503	0.8503	1	2	2	2	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_29970261_4	4	4	4	4	4	4	1.0	0.8488	0.8968	0	4	4	4	4	4	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30067652_4	4	4	4	4	4	4	1.0	0.8359	0.9286	0	4	4	4	4	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30090650_6	4	6	4	3	3	3	0.75	0.7983	0.8632	0	4	4	3	3	2	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30438340_4	4	4	4	3	3	3	0.75	0.8935	0.9127	0	4	4	4	3	3	3
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64125568_5	4	5	4	1	1	1	0.25	0.8254	0.8254	1	3	1	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64265252_5	4	5	4	1	1	1	0.25	0.8413	0.8413	1	3	1	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64340366_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	3	2	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64759228_5	4	5	4	1	1	1	0.25	0.8016	0.8016	1	2	1	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_64836827_4	4	4	4	1	1	1	0.25	0.7778	0.7778	1	2	1	1	1	1	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65003440_7	4	7	4	1	1	1	0.25	0.8095	0.8095	1	3	2	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.825	0.825	1	2	2	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65266359_4	4	4	4	1	1	1	0.25	0.7857	0.7857	1	2	1	1	1	1	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65293743_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	2	1	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65362909_5	4	5	4	1	1	1	0.25	0.7778	0.7778	1	3	1	1	1	1	0
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65398487_4	4	4	4	1	1	1	0.25	0.8095	0.8095	1	2	1	1	1	1	1
DN_NC_073230.2_74299233_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.8413	0.8492	1	3	2	2	1	1	1
DN_NC_073230.2_74637722_4	DN_NC_073241.2_36126198_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_27765726_4	4	4	4	4	4	4	1.0	0.8321	0.8947	0	4	4	4	4	4	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_27956158_2	4	2	2	2	2	2	1.0	0.7827	0.8108	0	2	2	2	2	2	1
DN_NC_073230.2_74637722_4	DN_NC_073244.2_28820229_4	4	4	4	3	3	3	0.75	0.8226	0.8968	0	3	3	3	3	2	2
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29232445_4	4	4	4	3	3	3	0.75	0.8423	0.881	0	3	3	3	3	3	2
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29557605_4	4	4	4	4	4	4	1.0	0.8293	0.9053	0	4	4	4	4	3	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29680825_2	4	2	2	1	1	1	0.5	0.8027	0.8027	1	2	2	2	1	1	1
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29970261_4	4	4	4	4	4	4	1.0	0.8411	0.8889	0	4	4	4	4	4	3
DN_NC_073230.2_74637722_4	DN_NC_073244.2_30438386_2	4	2	2	2	2	2	1.0	0.7892	0.8245	0	2	2	2	2	2	1
DN_NC_073230.2_74637722_4	DN_NC_073244.2_64125568_5	4	5	4	1	1	1	0.25	0.7857	0.7857	1	3	2	1	1	1	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_64908457_4	4	4	4	1	1	1	0.25	0.7698	0.7698	1	3	2	1	1	1	0
DN_NC_073230.2_74637722_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.8083	0.8083	1	2	2	1	1	1	1
DN_NC_073230.2_74637814_2	DN_NC_073242.2_37386128_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073242.2_66613619_4	2	4	2	1	1	1	0.5	0.791	0.791	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26240035_4	2	4	2	1	1	1	0.5	0.791	0.791	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26314241_4	2	4	2	1	1	1	0.5	0.7684	0.7684	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26470366_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	2	2	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26666712_5	2	5	2	1	1	1	0.5	0.7687	0.7687	1	2	1	1	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_26901109_4	2	4	2	1	1	1	0.5	0.7829	0.7829	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27051998_4	2	4	2	1	1	1	0.5	0.791	0.791	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27131194_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	2	2	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27285351_4	2	4	2	1	1	1	0.5	0.8192	0.8192	1	2	2	2	1	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27408454_4	2	4	2	1	1	1	0.5	0.8113	0.8113	1	2	2	2	1	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27504818_5	2	5	2	1	1	1	0.5	0.8192	0.8192	1	2	2	2	1	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27626411_5	2	5	2	1	1	1	0.5	0.8136	0.8136	1	2	2	2	1	1	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27869273_3	2	3	2	1	1	1	0.5	0.7571	0.7571	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28072858_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28256975_5	2	5	2	2	2	2	1.0	0.7993	0.8192	0	2	2	2	2	2	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28333451_4	2	4	2	1	1	1	0.5	0.7177	0.7177	1	2	2	1	1	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28588105_4	2	4	2	2	2	2	1.0	0.7721	0.7966	0	2	2	2	2	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_28711447_2	2	2	2	1	1	1	0.5	0.7684	0.7684	1	2	2	2	1	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_29046961_4	2	4	2	2	2	2	1.0	0.7911	0.8192	0	2	2	2	2	2	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_29297022_4	2	4	2	2	2	2	1.0	0.7364	0.7627	0	2	2	2	2	1	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_30067652_4	2	4	2	2	2	2	1.0	0.7864	0.8079	0	2	2	2	2	2	1
DN_NC_073230.2_74637814_2	DN_NC_073244.2_64034715_7	2	7	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_64759228_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073244.2_65073171_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073230.2_74637814_2	DN_NC_073246.2_15789285_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073230.2_74930869_10	DN_NC_073230.2_74941165_2	10	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073230.2_75755711_3	DN_NC_073230.2_75935335_9	5	9	5	3	3	3	0.6	0.9167	0.9818	0	4	3	3	3	3	3
DN_NC_073230.2_76179541_5	DN_NC_073230.2_82279960_5	5	5	5	4	4	4	0.8	0.9656	0.9817	0	4	4	4	4	4	4
DN_NC_073230.2_76190196_16	DN_NC_073230.2_82009167_15	16	15	15	15	15	15	1.0	0.973	0.9909	0	15	15	15	15	15	15
DN_NC_073230.2_76425037_7	DN_NC_073230.2_81087606_7	7	7	7	4	4	4	0.5714	0.9868	0.9928	0	4	4	4	4	4	4
DN_NC_073230.2_80576116_9	DN_NC_073230.2_81087606_7	9	7	7	2	2	2	0.2857	0.9885	0.994	0	5	2	2	2	2	2
DN_NC_073230.2_82390460_3	DN_NC_073230.2_84208466_3	3	3	3	2	2	2	0.6667	0.9507	0.9508	0	2	2	2	2	2	2
DN_NC_073230.2_82396764_10	DN_NC_073230.2_84201987_11	10	11	10	10	10	10	1.0	0.9683	0.9943	0	10	10	10	10	10	10
DN_NC_073230.2_82405962_7	DN_NC_073230.2_84189831_5	7	5	5	3	3	3	0.6	0.9631	0.9789	0	3	3	3	3	3	3
