gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	aln_frac	core_recip	n_exon_a	n_exon_b	n_exon_min	n_matched	exon_match_frac	mean_matched_id	best_exon_id	colinear	colinear_nd	isolated_domain	cut_K1	cut_K2	div_bin	ep_impure	gstm2	mage	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
LOC129528947	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.3901	4	4	4	2	0.5	0.8074	0.8254	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	1
LOC129528947	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.282	4	4	4	2	0.5	0.7971	0.8333	2	2	0	0	1	0.70-0.80	0	0	0	4	4	3	2	2	1
LOC129528947	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.3158	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	1	0	0	0
LOC129528947	ZNF723	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29232445_4	genuine	0	0.6546	0.4758	4	4	4	4	1.0	0.8221	0.9127	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	4	2
LOC129528947	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.2279	4	4	4	2	0.5	0.7837	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	2	1
LOC129528947	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27408454_4	genuine	0	0.0	0.3078	4	4	4	2	0.5	0.789	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
LOC129528947	ZNF766	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64231369_4	genuine	0	0.0	0.2754	4	4	4	1	0.25	0.8413	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	4	2	1	1	1	1
LOC129528947	ZNF813	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65398487_4	genuine	0	0.0	0.3203	4	4	4	1	0.25	0.8333	0.8333	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC129528947	ZNF83	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64585864_4	genuine	0	0.0	0.2187	4	4	4	1	0.25	0.8175	0.8175	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC129528947	ZNF836	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64125568_5	genuine	0	0.0	0.3171	4	5	4	1	0.25	0.8175	0.8175	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC129528947	ZNF888	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64860608_4	genuine	0	0.0	0.2036	4	4	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC129528947	ZNF91	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29680825_2	genuine	0	0.3829	0.349	4	2	2	1	0.5	0.8435	0.8435	1	1	1	1	1	0.80-0.90	0	0	0	2	2	2	1	1	1
LOC129528947	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27408454_4	genuine	0	0.6985	0.2397	2	4	2	1	0.5	0.8113	0.8113	1	1	1	1	1	0.80-0.90	0	0	0	2	2	2	1	1	1
LOC129529082	NAP1L3	DN_NC_073245.2_35160176_6	DN_NC_073247.2_105439613_2	genuine	0	0.1615	0.1661	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129529082	NDUFAF2	DN_NC_073243.2_49045190_4	DN_NC_073245.2_35160176_6	genuine	0	0.2073	0.2105	4	6	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC129529082	SLC11A2	DN_NC_073234.2_50306180_17	DN_NC_073245.2_35160176_6	genuine	0	0.0	0.1312	17	6	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	6	1	0	0	0	0
LOC129529083	LOC134757821	DN_NC_073245.2_35742393_2	DN_NC_073245.2_35910982_4	genuine	0	0.8579	0.222	2	4	2	1	0.5	0.9649	0.9649	1	1	1	1	1	id>=0.95	0	0	0	2	1	1	1	1	1
LOC129529084	SEPTIN14	DN_NC_073230.2_63974160_10	DN_NC_073245.2_35625538_4	genuine	0	0.0	0.1377	10	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC129529226	LOC134756437	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19235747_8	genuine	0	0.4932	0.4912	25	8	8	6	0.75	0.9831	0.9886	6	6	0	0	0	id>=0.95	1	0	0	8	6	6	6	6	6
LOC129529226	LOC134758712	DN_NC_073224.2_15670210_25	DN_NC_073224.2_15783681_8	genuine	0	0.4932	0.4912	25	8	8	6	0.75	1.0	1.0	6	6	0	0	0	id>=0.95	1	0	0	8	6	6	6	6	6
LOC129529226	LOC134758754	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19344252_8	genuine	0	0.5045	0.5024	25	8	8	6	0.75	0.9878	1.0	6	6	0	0	0	id>=0.95	1	0	0	8	6	6	6	6	6
LOC129529583	TUBA3E	DN_NC_073235.2_32697745_5	DN_NC_086018.1_18552717_3	genuine	0	0.4318	0.233	5	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129529583	TUBA8	DN_NC_086018.1_16134008_5	DN_NC_086018.1_18552717_3	genuine	0	0.0	0.181	5	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129529591	ZNF74	DN_NC_086018.1_17871480_5	DN_NC_086018.1_18821463_5	genuine	0	0.2438	0.2451	5	5	5	4	0.8	0.9904	0.9921	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129529684	TMEM230	DN_NC_073245.2_15006691_4	DN_NC_073247.2_119718095_2	genuine	0	0.0	0.1351	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129529790	LOC129530333	DN_NC_073247.2_17003459_2	DN_NC_073248.2_30080680_2	genuine	0	1.1267	0.4161	2	2	2	2	1.0	0.8343	0.8696	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	1
LOC129530096	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_114234875_11	genuine	0	0.3811	0.3819	6	11	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530096	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073247.2_114234875_11	genuine	0	0.2426	0.1749	3	11	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
LOC129530096	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_114234875_11	genuine	0	0.3463	0.2419	7	11	7	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	5	0	0	0	0	0
LOC129530123	RAB40B	DN_NC_073228.2_9291784_6	DN_NC_073247.2_115190067_8	genuine	0	0.3	0.2845	6	8	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	0	0	0	0	0
LOC129530123	RAB40C	DN_NC_073242.2_4214750_6	DN_NC_073247.2_115190067_8	genuine	0	0.0	0.2934	6	8	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC129530131	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073247.2_115708949_2	genuine	0	0.1656	0.1691	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530131	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073247.2_115708949_2	genuine	0	0.1561	0.1516	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530131	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073247.2_115708949_2	genuine	0	0.1565	0.1565	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530131	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_115708949_2	genuine	0	0.3747	0.3747	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129530131	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073247.2_115708949_2	genuine	0	0.2503	0.1682	3	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC129530131	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_115708949_2	genuine	0	0.3485	0.2449	7	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	0	0	0	0	0	0
LOC129530131	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073247.2_115708949_2	genuine	0	0.1568	0.1568	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530131	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073247.2_115708949_2	genuine	0	0.1516	0.1525	9	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129530205	LOC129530238	DN_NC_073248.2_19625716_11	DN_NC_073248.2_19671639_11	genuine	0	1.0	1.0	11	11	11	11	1.0	0.9969	1.0	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC129530205	LOC129530241	DN_NC_073248.2_19648671_11	DN_NC_073248.2_19694607_11	genuine	0	1.0	1.0	11	11	11	11	1.0	0.9973	1.0	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC129530205	LOC129530249	DN_NC_073248.2_19648671_11	DN_NC_073248.2_25725363_11	genuine	0	1.0	1.0	11	11	11	11	1.0	0.9867	1.0	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC129530205	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_19602755_10	genuine	0	0.5174	0.4058	7	10	7	5	0.7143	0.982	1.0	5	5	0	0	0	id>=0.95	0	0	0	6	5	5	5	5	5
LOC129530205	LOC129530266	DN_NC_073248.2_16416010_5	DN_NC_073248.2_19602755_10	genuine	0	0.466	0.202	5	10	5	4	0.8	0.966	0.9709	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129530205	LOC129530271	DN_NC_073248.2_19602755_10	DN_NC_073248.2_25704431_6	genuine	0	0.4731	0.4731	10	6	6	5	0.8333	0.9849	0.9928	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530227	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073248.2_45277558_8	genuine	0	0.6093	0.271	5	8	5	3	0.6	0.9726	0.9917	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129530227	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073248.2_45277558_8	genuine	0	1.0	0.9758	8	8	8	6	0.75	0.9855	0.9917	6	6	0	0	0	id>=0.95	0	0	0	6	6	6	6	6	6
LOC129530227	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073248.2_45277558_8	genuine	0	1.0013	0.8413	8	8	8	7	0.875	0.9751	0.9943	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC129530238	LOC129530271	DN_NC_073248.2_19671639_11	DN_NC_073248.2_25704431_6	genuine	0	0.4321	0.4435	11	6	6	5	0.8333	0.9782	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530241	LOC129530271	DN_NC_073248.2_19694607_11	DN_NC_073248.2_25704431_6	genuine	0	0.4384	0.4384	11	6	6	5	0.8333	0.9779	0.9928	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530249	LOC129530271	DN_NC_073248.2_25704431_6	DN_NC_073248.2_25725363_11	genuine	0	0.4394	0.4504	6	11	6	5	0.8333	0.9841	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530259	LOC129530271	DN_NC_073248.2_15918163_7	DN_NC_073248.2_25704431_6	genuine	0	0.789	0.2763	7	6	6	6	1.0	0.9547	0.9855	6	6	0	0	0	id>=0.95	0	0	0	6	6	6	6	6	6
LOC129530266	LOC129530271	DN_NC_073248.2_16416010_5	DN_NC_073248.2_25704431_6	genuine	0	1.0926	0.6269	5	6	5	5	1.0	0.972	0.9848	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530429	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073248.2_10847471_7	genuine	0	0.8026	0.1309	8	7	7	7	1.0	0.9229	0.9808	7	7	0	0	0	0.90-0.95	0	0	0	7	7	7	7	7	7
LOC129530593	LOC129531205	DN_NC_073240.2_4575875_4	DN_NC_073241.2_195924_6	genuine	0	0.564	0.4443	4	6	4	2	0.5	0.9527	0.9778	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129530593	LOC129531501	DN_NC_073238.2_8052138_7	DN_NC_073241.2_195924_6	genuine	0	0.7183	0.6191	7	6	6	5	0.8333	0.9745	0.985	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129530593	SAFB2	DN_NC_073241.2_195924_6	DN_NC_073244.2_11377962_21	genuine	0	0.3348	0.2918	6	21	6	5	0.8333	0.9904	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129531501	SAFB	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11413820_21	genuine	0	0.0	0.1418	7	21	7	4	0.5714	0.7822	0.8375	4	4	0	0	0	0.70-0.80	0	0	0	7	6	5	4	2	2
LOC129531501	SAFB2	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11377962_21	genuine	0	0.9896	0.8894	7	21	7	7	1.0	0.9636	0.985	7	7	0	0	0	id>=0.95	1	0	0	7	7	7	7	7	7
LOC129531751	LOC129532625	DN_NC_073236.2_140400059_5	DN_NC_086017.1_211655827_5	genuine	0	1.0037	0.7511	5	5	5	5	1.0	0.9893	0.9939	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129531751	LOC129532709	DN_NC_073236.2_140400059_5	DN_NC_086017.1_9337960_4	genuine	0	0.5809	0.5797	5	4	4	3	0.75	0.979	0.9877	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129531751	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073236.2_140400059_5	genuine	0	0.2204	0.1366	4	5	4	3	0.75	0.9815	0.9934	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129531751	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073236.2_140400059_5	genuine	0	0.2204	0.1366	4	5	4	3	0.75	0.9772	0.9868	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129531751	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073236.2_140400059_5	genuine	0	0.2186	0.2214	3	5	3	2	0.6667	0.9935	0.9939	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129531751	LOC134756415	DN_NC_073236.2_140400059_5	DN_NC_073241.2_110003031_5	genuine	0	1.0023	0.3854	5	5	5	5	1.0	0.9933	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129531751	LOC134757299	DN_NC_073236.2_140400059_5	DN_NC_073240.2_103747497_4	genuine	0	0.2204	0.1366	5	4	4	3	0.75	0.9813	0.9868	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129531751	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073236.2_140400059_5	genuine	0	0.2204	0.1379	3	5	3	2	0.6667	0.9839	0.9877	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129531751	NDUFA8	DN_NC_073236.2_140400059_5	DN_NC_073237.2_118498911_4	genuine	0	0.2204	0.2218	5	4	4	3	0.75	0.9812	0.9877	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129531864	LOC129531867	DN_NC_073236.2_31364804_7	DN_NC_073236.2_31570340_7	genuine	0	0.1985	0.1985	7	7	7	6	0.8571	0.9467	0.9935	5	6	0	0	0	0.90-0.95	0	0	0	5	5	5	5	5	5
LOC129531982	LOC134756437	DN_NC_073224.2_19235747_8	DN_NC_073224.2_29070818_24	genuine	0	0.6242	0.6235	8	24	8	7	0.875	0.988	1.0	7	7	0	0	0	id>=0.95	1	0	0	8	7	7	7	7	7
LOC129531982	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_29070818_24	genuine	0	0.6242	0.6235	8	24	8	7	0.875	0.9857	0.9937	7	7	0	0	0	id>=0.95	1	0	0	8	7	7	7	7	7
LOC129531982	LOC134758754	DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	genuine	0	0.6384	0.6378	8	24	8	7	0.875	0.9922	1.0	7	7	0	0	0	id>=0.95	1	0	0	8	7	7	7	7	7
LOC129532045	LOC134757399	DN_NC_073235.2_137582288_5	DN_NC_073241.2_80636266_2	genuine	0	0.0	0.1429	5	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129532045	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073235.2_137582288_5	genuine	0	0.0	0.1433	2	5	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	0	0	0	0
LOC129532125	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073235.2_83159862_3	genuine	0	0.1904	0.1394	5	3	3	1	0.3333	0.7928	0.7928	1	1	1	1	1	0.70-0.80	0	0	0	2	1	1	1	1	0
LOC129532222	LOC129532224	DN_NC_073235.2_33703802_2	DN_NC_073235.2_34402342_7	genuine	0	0.6338	0.1461	2	7	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129532538	LOC129532539	DN_NC_086017.1_156500672_2	DN_NC_086017.1_156500672_3	genuine	0	0.1451	0.1451	2	3	2	1	0.5	1.0	1.0	1	1	1	1	1	id>=0.95	0	0	0	2	1	1	1	1	1
LOC129532625	LOC129532709	DN_NC_086017.1_211655827_5	DN_NC_086017.1_9337960_4	genuine	0	0.6147	0.6147	5	4	4	3	0.75	0.9712	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532625	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_211655827_5	genuine	0	0.2329	0.1338	4	5	4	3	0.75	0.9731	0.9815	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532625	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_211655827_5	genuine	0	0.2329	0.1338	4	5	4	3	0.75	0.9711	0.9753	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532625	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_211655827_5	genuine	0	0.2141	0.2168	3	5	3	2	0.6667	0.9898	1.0	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129532625	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_211655827_5	genuine	0	1.0027	0.3833	5	5	5	5	1.0	0.9884	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC129532625	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_211655827_5	genuine	0	0.224	0.1338	4	5	4	3	0.75	0.9759	0.9815	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532625	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_211655827_5	genuine	0	0.2159	0.1351	3	5	3	2	0.6667	0.9804	0.9938	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129532625	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_211655827_5	genuine	0	0.2329	0.2343	4	5	4	3	0.75	0.9773	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532709	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_9337960_4	genuine	0	1.0	0.7391	4	4	4	3	0.75	0.9826	0.9879	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532709	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_9337960_4	genuine	0	1.0	0.7391	4	4	4	3	0.75	0.9864	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532709	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_9337960_4	genuine	0	0.5785	0.5749	3	4	3	2	0.6667	0.9799	0.9939	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129532709	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_9337960_4	genuine	0	0.5918	0.5918	5	4	4	3	0.75	0.9755	0.9877	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532709	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_9337960_4	genuine	0	0.9867	0.7403	4	4	4	3	0.75	0.9819	0.9939	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532709	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_9337960_4	genuine	0	0.5833	0.3551	3	4	3	2	0.6667	0.9839	0.9877	2	2	0	0	1	id>=0.95	1	0	0	2	2	2	2	2	2
LOC129532709	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_9337960_4	genuine	0	1.0	0.9988	4	4	4	3	0.75	0.9889	1.0	3	3	0	0	0	id>=0.95	1	0	0	3	3	3	3	3	3
LOC129532808	LOC129533287	DN_NC_073227.2_211080863_4	DN_NC_073227.2_8155721_4	genuine	0	1.0	1.0	4	4	4	4	1.0	0.9911	0.9985	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129532808	LOC134756415	DN_NC_073227.2_211080863_4	DN_NC_073241.2_110003031_5	genuine	0	0.2233	0.1358	4	5	4	3	0.75	0.9775	0.9876	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129532808	LOC134757299	DN_NC_073227.2_211080863_4	DN_NC_073240.2_103747497_4	genuine	0	1.0	1.0	4	4	4	4	1.0	0.987	0.9962	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129532808	LOC134759133	DN_NC_073227.2_211080863_4	DN_NC_073231.2_150902261_3	genuine	0	0.2114	0.2123	4	3	3	2	0.6667	0.9806	0.9877	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129532808	NDUFA8	DN_NC_073227.2_211080863_4	DN_NC_073237.2_118498911_4	genuine	0	1.0002	0.3254	4	4	4	4	1.0	0.9839	0.9879	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129532854	NLGN1	DN_NC_073227.2_109806788_5	DN_NC_086017.1_185299820_2	genuine	0	0.1645	0.1348	5	2	2	1	0.5	0.8608	0.8608	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC129532935	SORT1	DN_NC_073224.2_116693847_11	DN_NC_073224.2_130686217_20	genuine	0	0.3647	0.3095	11	20	11	8	0.7273	0.9895	1.0	8	8	0	0	0	id>=0.95	1	0	0	9	8	8	8	8	8
LOC129533124	NUPR2	DN_NC_073227.2_139561252_10	DN_NC_073230.2_64295055_2	genuine	0	0.0	0.1719	10	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC129533273	TFEC	DN_NC_073227.2_22580407_2	DN_NC_073230.2_124939640_5	genuine	0	0.0	0.1387	2	5	2	1	0.5	0.8274	0.8274	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC129533287	LOC134756415	DN_NC_073227.2_8155721_4	DN_NC_073241.2_110003031_5	genuine	0	0.2233	0.1358	4	5	4	3	0.75	0.9734	0.9814	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129533287	LOC134757299	DN_NC_073227.2_8155721_4	DN_NC_073240.2_103747497_4	genuine	0	1.0	1.0	4	4	4	4	1.0	0.9898	0.9957	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129533287	LOC134759133	DN_NC_073227.2_8155721_4	DN_NC_073231.2_150902261_3	genuine	0	0.2114	0.2123	4	3	3	2	0.6667	0.9808	0.9815	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC129533287	NDUFA8	DN_NC_073227.2_8155721_4	DN_NC_073237.2_118498911_4	genuine	0	1.0009	0.3254	4	4	4	4	1.0	0.9867	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC129533438	SPC25	DN_NC_073224.2_219630924_4	DN_NC_073235.2_71373985_7	genuine	0	0.0	0.1463	4	7	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC129533692	NREP	DN_NC_073228.2_115483850_5	DN_NC_073228.2_115545008_4	genuine	0	0.5483	0.549	5	4	4	1	0.25	0.7666	0.7666	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
LOC129533739	TMEM87A	DN_NC_073228.2_47938018_2	DN_NC_073240.2_43072375_7	genuine	0	0.0	0.2791	2	7	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129534465	LOC134756566	DN_NC_073229.2_86209092_3	DN_NC_073234.2_71885470_2	genuine	0	0.1543	0.157	3	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC129534465	LOC134757610	DN_NC_073229.2_86209092_3	DN_NC_073243.2_86703688_5	genuine	0	0.0	0.1549	3	5	3	1	0.3333	0.9735	0.9735	1	1	1	1	1	id>=0.95	0	0	0	2	1	1	1	1	1
LOC129534552	LOC134756415	DN_NC_073229.2_195378107_3	DN_NC_073241.2_110003031_5	genuine	0	0.2174	0.2201	3	5	3	2	0.6667	0.9935	0.9939	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC129534552	LOC134759133	DN_NC_073229.2_195378107_3	DN_NC_073231.2_150902261_3	genuine	0	1.0013	0.4154	3	3	3	3	1.0	0.9829	0.9938	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC129534552	NDUFA8	DN_NC_073229.2_195378107_3	DN_NC_073237.2_118498911_4	genuine	0	0.1581	0.1581	3	4	3	2	0.6667	0.9833	0.9939	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC134756415	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073241.2_110003031_5	genuine	0	0.2233	0.1358	4	5	4	3	0.75	0.9775	0.9814	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC134756415	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073241.2_110003031_5	genuine	0	0.2192	0.1372	3	5	3	2	0.6667	0.9839	0.9877	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
