a	b	core_recip
DN_NC_073229.2_135821332_11	DN_NC_073241.2_49527271_12	0.2767
DN_NC_073228.2_182864372_4	DN_NC_073229.2_45985816_6	0.1864
DN_NC_073230.2_74126483_4	DN_NC_073244.2_28588105_4	0.2709
DN_NC_073243.2_20204464_2	DN_NC_073244.2_68513423_5	0.1864
DN_NC_073244.2_48352926_4	DN_NC_073247.2_57761829_5	0.2581
DN_NC_073244.2_27869273_3	DN_NC_073244.2_64081943_4	0.2473
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18649721_4	0.2056
DN_NC_073238.2_46636595_11	DN_NC_073238.2_46658592_12	0.6386
DN_NC_073228.2_179980536_5	DN_NC_073240.2_71261298_2	0.2656
DN_NC_073231.2_150671293_2	DN_NC_073244.2_68548768_5	0.2725
DN_NC_073241.2_64520240_3	DN_NC_073244.2_48620420_5	0.2971
DN_NC_073228.2_83600319_6	DN_NC_073244.2_51749194_6	0.2345
DN_NC_073244.2_64724127_4	DN_NC_073244.2_65362909_5	0.2051
DN_NC_073232.2_15175774_15	DN_NC_086017.1_58383797_14	0.2039
DN_NC_073232.2_81134357_6	DN_NC_073242.2_100900995_5	0.1944
DN_NC_073234.2_148537990_5	DN_NC_073244.2_48620420_5	0.1484
DN_NC_073244.2_27051998_4	DN_NC_073244.2_27504818_5	0.3779
DN_NC_073244.2_64340366_4	DN_NC_073246.2_15789320_2	0.1443
DN_NC_073229.2_46514381_2	DN_NC_073229.2_46518353_2	0.9158
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69923243_2	0.1907
DN_NC_073244.2_28820229_4	DN_NC_073244.2_29557605_4	0.1822
DN_NC_086017.1_54527845_6	DN_NC_086017.1_54551513_4	0.2083
DN_NC_073224.2_150567709_6	DN_NC_073224.2_150859518_11	0.1569
DN_NC_073244.2_47706460_3	DN_NC_073244.2_64231369_4	0.1574
DN_NC_073244.2_45985550_6	DN_NC_073244.2_51749194_6	0.2796
DN_NC_073243.2_20324218_2	DN_NC_073244.2_70043245_2	0.157
DN_NC_073242.2_18210354_26	DN_NC_073242.2_21122105_21	0.282
DN_NC_073227.2_8792448_3	DN_NC_073244.2_29232445_4	0.1585
DN_NC_073224.2_199494304_6	DN_NC_086017.1_54527845_6	0.1461
DN_NC_073234.2_121621201_3	DN_NC_086018.1_40100382_3	0.152
DN_NC_073234.2_148682020_7	DN_NC_073244.2_48384768_7	0.179
DN_NC_073244.2_49246931_6	DN_NC_073244.2_69628878_4	0.1484
DN_NC_073228.2_83513581_6	DN_NC_073244.2_69294668_4	0.1664
DN_NC_073244.2_17960497_4	DN_NC_073244.2_8711681_4	0.2835
DN_NC_073234.2_49024482_9	DN_NC_073234.2_49097599_9	0.28
DN_NC_073244.2_27956158_4	DN_NC_073244.2_29680825_4	0.2196
DN_NC_073224.2_100772522_11	DN_NC_073247.2_66651439_2	0.141
DN_NC_073228.2_154747841_5	DN_NC_073232.2_71973207_3	0.2535
DN_NC_073244.2_13768230_3	DN_NC_073244.2_13778576_2	0.6971
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64306022_6	0.1813
DN_NC_073232.2_80964961_8	DN_NC_073244.2_68513423_5	0.1436
DN_NC_073227.2_119617950_9	DN_NC_073227.2_119647764_9	0.3518
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69799604_5	0.3083
DN_NC_073247.2_155322406_2	DN_NC_073247.2_155322425_2	0.9395
DN_NC_073242.2_36498381_3	DN_NC_073244.2_68699723_3	0.3126
DN_NC_073244.2_18426035_4	DN_NC_073244.2_18564507_4	0.2068
DN_NC_073224.2_199406700_5	DN_NC_073244.2_63855100_5	0.1473
DN_NC_073247.2_164426194_3	DN_NC_073247.2_164442447_3	0.7033
DN_NC_073244.2_27566430_5	DN_NC_073244.2_65003440_7	0.1753
DN_NC_073224.2_25533741_19	DN_NC_073239.2_85769342_21	0.4038
DN_NC_073244.2_15569240_8	DN_NC_086017.1_54551513_4	0.1888
DN_NC_073244.2_30438340_4	DN_NC_073244.2_64426370_6	0.1626
DN_NC_073237.2_23553596_5	DN_NC_073244.2_69783488_3	0.1442
DN_NC_073244.2_28711447_2	DN_NC_073244.2_29970261_4	0.3202
DN_NC_073244.2_69454318_2	DN_NC_073244.2_70009554_3	0.2164
DN_NC_073244.2_18232282_4	DN_NC_073244.2_69422908_4	0.1693
DN_NC_073242.2_37386128_4	DN_NC_086017.1_54612772_3	0.2789
DN_NC_073244.2_17751582_4	DN_NC_073244.2_18047026_4	0.2846
DN_NC_073227.2_211080863_4	DN_NC_073240.2_103747497_4	1.0
DN_NC_073237.2_23553596_5	DN_NC_073237.2_89310571_5	0.2247
DN_NC_073239.2_109052370_3	DN_NC_073239.2_109057706_16	0.4806
DN_NC_073233.2_72203709_7	DN_NC_073238.2_33853352_3	0.235
DN_NC_073236.2_140400059_5	DN_NC_073240.2_103747497_4	0.1366
DN_NC_073239.2_111557119_5	DN_NC_086018.1_15053567_4	0.2919
DN_NC_073230.2_161022909_27	DN_NC_073238.2_24580375_8	0.2942
DN_NC_073224.2_116807774_25	DN_NC_073224.2_125594338_29	0.3123
DN_NC_073244.2_65326089_4	DN_NC_073244.2_65398487_4	0.2849
DN_NC_073244.2_55678004_6	DN_NC_073244.2_64759228_5	0.2422
DN_NC_073230.2_88683937_6	DN_NC_073242.2_100900995_5	0.2268
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69974453_2	0.1632
DN_NC_073228.2_182994030_5	DN_NC_073244.2_70224599_4	0.3089
DN_NC_073244.2_69975553_3	DN_NC_073244.2_70009554_3	0.2785
DN_NC_073244.2_64426370_6	DN_NC_073244.2_64618758_7	0.2552
DN_NC_073244.2_64081943_4	DN_NC_073244.2_65046428_2	0.2063
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17797611_4	0.1525
DN_NC_073244.2_28820229_4	DN_NC_073244.2_29232445_4	0.2228
DN_NC_073228.2_182864372_4	DN_NC_073244.2_8594978_5	0.2747
DN_NC_073230.2_74126483_4	DN_NC_073241.2_36126198_2	0.2269
DN_NC_073227.2_8907801_4	DN_NC_073244.2_65046428_2	0.1343
DN_NC_073227.2_9009888_2	DN_NC_073244.2_15453865_9	0.288
DN_NC_073244.2_26470366_4	DN_NC_073244.2_27285351_4	0.479
DN_NC_073232.2_64911725_5	DN_NC_073232.2_65009281_5	0.7093
DN_NC_073244.2_27131194_2	DN_NC_073244.2_30438340_4	0.4
DN_NC_073227.2_9009888_2	DN_NC_073244.2_26314241_4	0.1497
DN_NC_073245.2_14600049_2	DN_NC_073245.2_14600539_2	0.9565
DN_NC_073231.2_149487100_2	DN_NC_073236.2_32240619_3	0.1672
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68477557_5	0.2312
DN_NC_073237.2_109230975_4	DN_NC_086017.1_54527845_6	0.3045
DN_NC_073224.2_40627195_4	DN_NC_073246.2_15789320_2	0.2307
DN_NC_073230.2_73977205_4	DN_NC_073244.2_29297022_4	0.2323
DN_NC_073244.2_48620420_5	DN_NC_073244.2_51749194_6	0.1676
DN_NC_073224.2_150567709_6	DN_NC_073224.2_150903711_11	0.2895
DN_NC_073230.2_159385621_3	DN_NC_073247.2_115708949_2	0.1512
DN_NC_073244.2_6165323_3	DN_NC_086017.1_112545872_3	0.3729
DN_NC_073228.2_182334642_5	DN_NC_073237.2_109279481_4	0.1419
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48919547_6	0.2465
DN_NC_073236.2_24785599_8	DN_NC_073240.2_17174470_5	0.1567
DN_NC_073228.2_64851588_2	DN_NC_073247.2_105164639_2	0.3136
DN_NC_073244.2_48384768_7	DN_NC_073244.2_51749194_6	0.3423
DN_NC_073231.2_150817007_4	DN_NC_073236.2_32278873_5	0.1511
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55771764_5	0.1683
DN_NC_073244.2_48352926_4	DN_NC_086017.1_54527845_6	0.412
DN_NC_086017.1_150515222_8	DN_NC_086017.1_150527432_22	0.3514
DN_NC_073236.2_26203134_8	DN_NC_073239.2_44147073_8	0.3215
DN_NC_073244.2_28711447_4	DN_NC_073244.2_29557605_4	0.1822
DN_NC_073234.2_52151326_4	DN_NC_073238.2_31467876_5	0.6794
DN_NC_073244.2_48319142_5	DN_NC_073244.2_48384768_7	0.2439
DN_NC_073231.2_150618111_5	DN_NC_073244.2_65398487_4	0.1878
DN_NC_073230.2_74637814_2	DN_NC_073244.2_30067652_4	0.3224
DN_NC_073244.2_48980018_5	DN_NC_073244.2_64618758_7	0.1639
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49176797_4	0.1811
DN_NC_073229.2_44967262_5	DN_NC_073234.2_148420424_5	0.1628
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48030811_4	0.2772
DN_NC_073244.2_69294668_4	DN_NC_073244.2_70525717_3	0.2874
DN_NC_073234.2_148682020_7	DN_NC_073244.2_48352926_4	0.3677
DN_NC_073244.2_26666712_5	DN_NC_073244.2_27626411_5	0.1773
DN_NC_073227.2_9009655_3	DN_NC_073244.2_29680825_2	0.3543
DN_NC_073236.2_115828789_3	DN_NC_073237.2_89465596_2	0.1568
DN_NC_073228.2_182909765_5	DN_NC_073242.2_100900995_5	0.218
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27504818_5	0.277
DN_NC_073230.2_168783006_4	DN_NC_073231.2_150902261_3	0.5716
DN_NC_073228.2_182994030_5	DN_NC_073245.2_58728682_5	0.2723
DN_NC_073232.2_71973207_3	DN_NC_086017.1_54527845_6	0.1611
DN_NC_073244.2_27504818_5	DN_NC_073244.2_30438340_4	0.3937
DN_NC_073240.2_85898394_3	DN_NC_073244.2_68766684_2	0.1675
DN_NC_073228.2_181756447_11	DN_NC_073228.2_181772207_4	0.4336
DN_NC_073244.2_48980018_5	DN_NC_073244.2_68643423_8	0.1509
DN_NC_073244.2_27956158_2	DN_NC_073244.2_29046961_4	0.7322
DN_NC_073239.2_14838701_6	DN_NC_073247.2_147586730_5	0.1344
DN_NC_073235.2_83159862_3	DN_NC_073236.2_112799498_6	0.2335
DN_NC_073228.2_182994030_5	DN_NC_073244.2_48242798_5	0.3227
DN_NC_073232.2_12004654_22	DN_NC_073234.2_53131451_25	0.2673
DN_NC_073231.2_53708239_3	DN_NC_073244.2_65266359_4	0.1362
DN_NC_073242.2_30717385_31	DN_NC_073242.2_31497679_8	0.705
DN_NC_073244.2_27285351_4	DN_NC_073244.2_49176797_4	0.1511
DN_NC_073230.2_74637814_2	DN_NC_073244.2_65046428_4	0.2741
DN_NC_073227.2_49278079_9	DN_NC_073247.2_147586730_5	0.1889
DN_NC_073234.2_43619064_8	DN_NC_073234.2_43623304_5	0.5438
DN_NC_073224.2_116807774_25	DN_NC_073224.2_130335848_23	0.2336
DN_NC_073244.2_65102393_4	DN_NC_073244.2_65362909_5	0.2084
DN_NC_073244.2_26901109_4	DN_NC_073244.2_27626411_5	0.3772
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69643403_5	0.2186
DN_NC_073242.2_100926924_5	DN_NC_073247.2_57761829_5	0.1488
DN_NC_073241.2_64520244_2	DN_NC_073244.2_64081943_4	0.3327
DN_NC_073244.2_48660338_4	DN_NC_086017.1_54527845_6	0.2015
DN_NC_073236.2_32935299_2	DN_NC_073238.2_54832744_2	0.3255
DN_NC_073228.2_182864372_4	DN_NC_073229.2_45875453_5	0.1632
DN_NC_073244.2_15508499_10	DN_NC_086017.1_54551513_4	0.2527
DN_NC_073242.2_66613619_4	DN_NC_073244.2_26314241_4	0.2242
DN_NC_073236.2_112799498_6	DN_NC_073243.2_97413463_8	0.1568
DN_NC_073237.2_25870692_2	DN_NC_073237.2_25870692_3	0.9593
DN_NC_073247.2_40732356_2	DN_NC_073247.2_40760693_3	0.2821
DN_NC_073228.2_185199640_2	DN_NC_073242.2_106088342_11	0.2491
DN_NC_073230.2_143596666_10	DN_NC_073230.2_143617302_10	0.4206
DN_NC_073243.2_20324218_2	DN_NC_073244.2_48066692_6	0.1399
DN_NC_073234.2_101170928_2	DN_NC_073234.2_101170936_2	0.9858
DN_NC_073228.2_45710800_6	DN_NC_073228.2_46729356_10	0.3937
DN_NC_073230.2_74637814_2	DN_NC_073244.2_27285351_4	0.4407
DN_NC_073230.2_150857421_7	DN_NC_073244.2_6165323_3	0.2215
DN_NC_073227.2_9010062_2	DN_NC_073244.2_27765726_4	0.2891
DN_NC_073232.2_71834982_5	DN_NC_073244.2_27869273_3	0.1722
DN_NC_073240.2_34675462_15	DN_NC_073244.2_50330993_16	0.4182
DN_NC_073227.2_26000468_4	DN_NC_073230.2_92132360_3	0.1672
DN_NC_086018.1_17871581_2	DN_NC_086018.1_18821463_5	0.1806
DN_NC_073241.2_64468689_4	DN_NC_073244.2_64797239_5	0.1926
DN_NC_073227.2_36265860_3	DN_NC_073234.2_106852963_2	0.1307
DN_NC_073227.2_8633418_2	DN_NC_073231.2_150671310_5	0.2316
DN_NC_073231.2_149487100_2	DN_NC_073231.2_149487156_2	0.9614
DN_NC_073242.2_66831403_2	DN_NC_073242.2_66832276_2	0.6593
DN_NC_073231.2_11581641_7	DN_NC_086017.1_141278779_5	0.4484
DN_NC_086018.1_28714522_15	DN_NC_086018.1_28941798_2	0.5308
DN_NC_073244.2_26240039_2	DN_NC_073244.2_28711447_2	0.3748
DN_NC_073244.2_69715659_3	DN_NC_073244.2_70525717_3	0.1938
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18564507_4	0.1885
DN_NC_073244.2_26314241_4	DN_NC_073247.2_58372296_6	0.1571
DN_NC_073227.2_8633416_4	DN_NC_073227.2_9009888_2	0.1958
DN_NC_073224.2_9521619_7	DN_NC_073235.2_71373985_7	0.2397
DN_NC_073244.2_55989141_5	DN_NC_073247.2_58372296_6	0.1843
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55497464_5	0.5165
DN_NC_073244.2_48319142_5	DN_NC_073244.2_64368633_7	0.1927
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55585242_5	0.3479
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68611978_5	0.211
DN_NC_073231.2_14785801_2	DN_NC_073231.2_14785817_2	0.9479
DN_NC_073229.2_42464475_7	DN_NC_073242.2_15582646_2	0.137
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55940471_6	0.1317
DN_NC_073244.2_27765726_4	DN_NC_073244.2_68513423_5	0.1921
DN_NC_073247.2_161556098_3	DN_NC_073247.2_164397061_3	0.3679
DN_NC_073228.2_182334642_5	DN_NC_073244.2_65046428_2	0.448
DN_NC_073244.2_26666712_5	DN_NC_073244.2_65046428_2	0.3278
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18201516_4	0.25
DN_NC_073242.2_36567597_2	DN_NC_086017.1_14101436_3	0.299
DN_NC_073231.2_105681903_7	DN_NC_073231.2_105703620_4	0.6453
DN_NC_073224.2_40627195_4	DN_NC_073241.2_36126183_3	0.1559
DN_NC_073224.2_116008764_12	DN_NC_073224.2_124490902_14	0.5039
DN_NC_073224.2_199494304_6	DN_NC_073229.2_44967262_5	0.1752
DN_NC_073228.2_184836165_2	DN_NC_073244.2_69422908_4	0.2815
DN_NC_073238.2_33904146_3	DN_NC_073244.2_50702615_6	0.3166
DN_NC_073244.2_63934684_6	DN_NC_073244.2_69783488_3	0.1416
DN_NC_073224.2_130406472_2	DN_NC_073224.2_13812644_2	0.2655
DN_NC_073228.2_45974488_9	DN_NC_073228.2_46778774_7	0.8545
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8633416_4	0.3898
DN_NC_073224.2_130335848_23	DN_NC_073224.2_218361248_19	0.2067
DN_NC_073241.2_104559499_2	DN_NC_073241.2_104559790_2	0.9364
DN_NC_073228.2_182909765_5	DN_NC_073244.2_48384768_7	0.1587
DN_NC_073227.2_8633418_2	DN_NC_073227.2_8705656_4	0.173
DN_NC_073230.2_73776646_4	DN_NC_073244.2_29046961_4	0.3484
DN_NC_073244.2_27956158_2	DN_NC_073244.2_64231369_4	0.1454
DN_NC_073244.2_64400145_5	DN_NC_073244.2_65003440_7	0.2038
DN_NC_073242.2_36121013_3	DN_NC_073244.2_70659480_6	0.1973
DN_NC_073228.2_184836166_2	DN_NC_073244.2_48352926_4	0.1457
DN_NC_073244.2_63934684_6	DN_NC_073247.2_57840463_5	0.1399
DN_NC_073240.2_23725358_9	DN_NC_073245.2_57775599_4	0.2055
DN_NC_073244.2_48242798_5	DN_NC_073244.2_65266359_4	0.1446
DN_NC_073244.2_65046428_2	DN_NC_086017.1_54629198_3	0.2178
DN_NC_073231.2_150671310_5	DN_NC_073244.2_69343714_4	0.1604
DN_NC_073244.2_26901109_4	DN_NC_073244.2_65046428_2	0.3806
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55835875_4	0.2263
DN_NC_073247.2_36702175_2	DN_NC_073247.2_40764337_2	0.3695
DN_NC_073244.2_64585864_4	DN_NC_073244.2_65102393_4	0.4758
DN_NC_073244.2_27566430_5	DN_NC_073244.2_30438340_4	0.3098
DN_NC_073241.2_64520240_3	DN_NC_073244.2_45796040_6	0.172
DN_NC_073232.2_72820474_5	DN_NC_073244.2_63934684_6	0.1402
DN_NC_073244.2_47250467_5	DN_NC_073244.2_47288294_4	0.2854
DN_NC_073224.2_125055626_35	DN_NC_073224.2_218434129_23	0.1702
DN_NC_073244.2_64618758_7	DN_NC_073244.2_64860608_4	0.1848
DN_NC_086018.1_35204490_2	DN_NC_086018.1_35204497_2	0.9174
DN_NC_073227.2_212285016_9	DN_NC_086018.1_48818439_9	0.6088
DN_NC_073244.2_27956158_4	DN_NC_086017.1_41849470_3	0.2284
DN_NC_073230.2_59739987_2	DN_NC_073234.2_21810248_3	0.1685
DN_NC_073234.2_44474713_2	DN_NC_073236.2_130303191_6	0.1488
DN_NC_073235.2_71373985_7	DN_NC_073237.2_58341083_8	0.1397
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69454318_2	0.2081
DN_NC_073224.2_123525276_5	DN_NC_073246.2_32689693_4	0.2666
DN_NC_073227.2_9009888_2	DN_NC_073244.2_27504818_5	0.2781
DN_NC_073240.2_85898394_3	DN_NC_073244.2_70159242_5	0.1728
DN_NC_073229.2_29619457_3	DN_NC_073231.2_27219653_9	0.1548
DN_NC_073244.2_17922158_4	DN_NC_073244.2_8680135_4	0.1486
DN_NC_073244.2_64400145_5	DN_NC_073247.2_57840463_5	0.27
DN_NC_073242.2_7013229_2	DN_NC_073247.2_66706466_2	0.1599
DN_NC_073244.2_64081943_4	DN_NC_073244.2_65003440_7	0.227
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18426035_4	0.1397
DN_NC_073235.2_32697745_5	DN_NC_073240.2_22595737_5	0.8725
DN_NC_073244.2_64125568_5	DN_NC_086017.1_54527845_6	0.2849
DN_NC_073228.2_182909765_5	DN_NC_073244.2_27408454_4	0.2052
DN_NC_073228.2_23833256_2	DN_NC_073229.2_91949623_2	0.2006
DN_NC_073235.2_21185111_2	DN_NC_073235.2_21185139_2	0.9313
DN_NC_073241.2_64520240_3	DN_NC_073244.2_48352926_4	0.4637
DN_NC_073242.2_20532690_4	DN_NC_073242.2_20533208_4	0.9088
DN_NC_073244.2_27408454_4	DN_NC_073244.2_51783968_5	0.1892
DN_NC_073244.2_29297022_4	DN_NC_073244.2_29557605_4	0.4834
DN_NC_073241.2_64520240_3	DN_NC_073244.2_15605841_4	0.247
DN_NC_073244.2_49205215_5	DN_NC_073244.2_64034715_7	0.1636
DN_NC_073229.2_94771458_11	DN_NC_073229.2_94961202_4	0.4622
DN_NC_073234.2_148537990_5	DN_NC_073244.2_48352926_4	0.1672
DN_NC_073228.2_182864372_4	DN_NC_073244.2_48030811_4	0.3472
DN_NC_073244.2_69572632_3	DN_NC_073244.2_70525717_3	0.1658
DN_NC_073239.2_123333518_3	DN_NC_073239.2_123336059_3	0.231
DN_NC_073230.2_73977205_4	DN_NC_073244.2_64125568_5	0.2504
DN_NC_073239.2_70164897_2	DN_NC_073240.2_44461085_2	0.2695
DN_NC_073227.2_49278079_9	DN_NC_073235.2_71373985_7	0.2426
DN_NC_073242.2_100900995_5	DN_NC_073244.2_63882905_5	0.1754
DN_NC_073244.2_65046428_2	DN_NC_073244.2_65326089_4	0.1316
DN_NC_073244.2_27566430_5	DN_NC_073244.2_70323040_7	0.2594
DN_NC_073227.2_9009655_3	DN_NC_073230.2_74299233_4	0.1513
DN_NC_073241.2_38821696_3	DN_NC_073241.2_38821698_2	0.1377
DN_NC_073244.2_28072858_4	DN_NC_073244.2_28820229_4	0.1764
DN_NC_073234.2_48448103_8	DN_NC_073234.2_49097599_9	0.49
DN_NC_073227.2_8633416_4	DN_NC_073233.2_9788172_5	0.2355
DN_NC_073236.2_46653509_10	DN_NC_073236.2_47712811_9	0.5126
DN_NC_073230.2_74190289_5	DN_NC_073244.2_65293743_4	0.156
DN_NC_073227.2_8633416_4	DN_NC_073244.2_26666712_5	0.2079
DN_NC_073240.2_103747497_4	DN_NC_073242.2_121237165_4	0.5294
DN_NC_073241.2_92450517_2	DN_NC_073241.2_92451097_2	0.9516
DN_NC_073235.2_71287360_16	DN_NC_073236.2_30490104_2	0.2562
DN_NC_073229.2_45067329_6	DN_NC_073244.2_28711447_2	0.17
DN_NC_086017.1_148000613_2	DN_NC_086017.1_148000614_2	0.5496
DN_NC_073232.2_99334550_2	DN_NC_073232.2_99334551_2	0.5216
DN_NC_073244.2_48384768_7	DN_NC_073244.2_63934684_6	0.1608
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55618657_2	0.1628
DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	0.3802
DN_NC_073231.2_150817007_4	DN_NC_073244.2_65398487_4	0.2045
DN_NC_073244.2_69799604_5	DN_NC_073244.2_69974453_2	0.2593
DN_NC_073228.2_182994030_5	DN_NC_073234.2_148420424_5	0.3076
DN_NC_073233.2_119980246_6	DN_NC_073233.2_119988734_2	0.8299
DN_NC_073244.2_18564507_4	DN_NC_073244.2_26156853_4	0.14
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55771764_5	0.1431
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69975553_3	0.1428
DN_NC_073244.2_26666712_5	DN_NC_073244.2_29680825_2	0.3031
DN_NC_073228.2_182909765_5	DN_NC_073244.2_64340366_4	0.18
DN_NC_073224.2_8422960_4	DN_NC_073244.2_48242798_5	0.2388
DN_NC_073244.2_30438340_4	DN_NC_073244.2_30438386_2	0.9501
DN_NC_073241.2_36126198_2	DN_NC_073244.2_27566430_5	0.3548
DN_NC_073244.2_49101177_5	DN_NC_073244.2_51749194_6	0.2791
DN_NC_073234.2_106852963_2	DN_NC_086017.1_148168205_5	0.1302
DN_NC_073231.2_53456699_4	DN_NC_073231.2_53460237_15	0.8346
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18356684_4	0.2077
DN_NC_073227.2_50003246_2	DN_NC_073239.2_89803404_14	0.4587
DN_NC_073242.2_66613619_4	DN_NC_073244.2_27504818_5	0.2512
DN_NC_073224.2_8422960_4	DN_NC_073230.2_73776646_4	0.2435
DN_NC_073242.2_15582850_2	DN_NC_073242.2_30609225_2	0.3523
DN_NC_073244.2_64618758_7	DN_NC_073244.2_65293743_4	0.2224
DN_NC_073236.2_115828789_3	DN_NC_073239.2_70164897_2	0.1656
DN_NC_073234.2_148420424_5	DN_NC_073244.2_64004232_5	0.1893
DN_NC_073224.2_103920824_2	DN_NC_073224.2_103921050_3	0.6621
DN_NC_073228.2_83513581_6	DN_NC_073232.2_81033881_5	0.2604
DN_NC_073239.2_124648897_4	DN_NC_073244.2_70818649_5	0.1352
DN_NC_073237.2_25495339_2	DN_NC_073237.2_25495347_2	0.9476
DN_NC_073232.2_101543079_10	DN_NC_073244.2_43610901_6	0.2339
DN_NC_073244.2_28711447_4	DN_NC_073244.2_29046961_4	0.3719
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48660338_4	0.1899
DN_NC_073233.2_9788172_5	DN_NC_073244.2_26901109_4	0.2619
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48093173_7	0.1702
DN_NC_073244.2_26901109_4	DN_NC_073244.2_29680825_2	0.2264
DN_NC_073236.2_26203134_8	DN_NC_073248.2_10847471_7	0.1309
DN_NC_073244.2_47706466_2	DN_NC_073244.2_48384768_7	0.1571
DN_NC_073244.2_48066692_6	DN_NC_073244.2_51749194_6	0.2619
DN_NC_073237.2_23553596_5	DN_NC_073247.2_57761829_5	0.1492
DN_NC_073244.2_48242798_5	DN_NC_086017.1_85766278_5	0.4148
DN_NC_073244.2_28711447_2	DN_NC_073244.2_64672255_4	0.2593
DN_NC_073227.2_9010062_2	DN_NC_073244.2_65102393_4	0.1317
DN_NC_073228.2_182864372_4	DN_NC_073236.2_32302189_6	0.1367
DN_NC_073245.2_14599986_2	DN_NC_073245.2_14600049_2	0.8669
DN_NC_073231.2_150671310_5	DN_NC_073244.2_47288294_4	0.1601
DN_NC_073244.2_28333451_4	DN_NC_073244.2_29557605_4	0.1794
DN_NC_073228.2_83600319_6	DN_NC_073244.2_48319142_5	0.1391
DN_NC_073227.2_8907801_4	DN_NC_073230.2_74299233_4	0.2531
DN_NC_073231.2_107519754_4	DN_NC_073244.2_43610901_6	0.3723
DN_NC_073237.2_97733433_3	DN_NC_073244.2_69382679_3	0.1602
DN_NC_073240.2_20543122_2	DN_NC_073240.2_24224495_2	0.3854
DN_NC_073231.2_150671310_5	DN_NC_073234.2_148682020_7	0.1608
DN_NC_073244.2_15605841_4	DN_NC_073244.2_48066692_6	0.2227
DN_NC_073234.2_45136934_7	DN_NC_073246.2_34687084_3	0.147
DN_NC_073224.2_116807774_25	DN_NC_073224.2_124254598_20	0.1527
DN_NC_073244.2_48919547_6	DN_NC_086017.1_54612772_3	0.2338
DN_NC_073245.2_14599986_2	DN_NC_073245.2_14600009_3	0.8463
DN_NC_073231.2_150777699_3	DN_NC_073244.2_55899006_4	0.1598
DN_NC_073228.2_182864372_4	DN_NC_073243.2_20324218_2	0.1592
DN_NC_073229.2_45067329_6	DN_NC_073247.2_56899135_7	0.2327
DN_NC_073227.2_211418821_2	DN_NC_073247.2_105439613_2	0.144
DN_NC_073244.2_27626411_5	DN_NC_073244.2_30438386_2	0.3609
DN_NC_073244.2_59841578_3	DN_NC_073244.2_59841798_2	0.9405
DN_NC_073237.2_123801018_5	DN_NC_073244.2_48030384_3	0.243
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29297022_4	0.148
DN_NC_073240.2_33547005_2	DN_NC_073240.2_33547293_2	0.8864
DN_NC_073228.2_182994030_5	DN_NC_073244.2_68491976_5	0.2653
DN_NC_073230.2_159385621_3	DN_NC_073247.2_147586730_5	0.2032
DN_NC_073244.2_27956158_2	DN_NC_073246.2_15789285_3	0.3419
DN_NC_073230.2_73977205_4	DN_NC_073242.2_66613619_4	0.1447
DN_NC_073229.2_44967262_5	DN_NC_073244.2_48030384_3	0.2075
DN_NC_073244.2_70024584_5	DN_NC_073244.2_70525717_3	0.1446
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69783488_3	0.1967
DN_NC_073244.2_64797239_5	DN_NC_086017.1_54527845_6	0.1426
DN_NC_073244.2_28256975_5	DN_NC_073244.2_64585864_4	0.2401
DN_NC_073244.2_48319142_5	DN_NC_086017.1_54612772_3	0.257
DN_NC_073244.2_45985550_6	DN_NC_073244.2_51825388_5	0.1406
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48660338_4	0.2835
DN_NC_073231.2_150568091_5	DN_NC_073244.2_48319142_5	0.1597
DN_NC_073234.2_148537990_5	DN_NC_073237.2_109279481_4	0.1315
DN_NC_073244.2_64672255_4	DN_NC_073244.2_65362909_5	0.197
