gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	n_exon_a	n_exon_b	n_exon_min	stratum	both_single	core_recip	aln_frac	contain_ab	contain_ba	recip_contain	fold
HSPA1L	HSPA2	DN_NC_073229.2_49412440_2	DN_NC_073239.2_81444992_2	truthbar	0	2	2	2	multi	0	0.4634	0.0000	0.0000	0.0000	0.0000	3
HSPA1L	HSPA8	DN_NC_073229.2_49412455_2	DN_NC_073233.2_130982674_9	truthbar	0	2	9	2	multi	0	0.6566	0.0000	0.0000	0.0000	0.0000	3
HSPA1L	LOC101131586	DN_NC_073229.2_49412455_2	DN_NC_073229.2_49429142_2	genuine	0	2	2	2	multi	0	0.6732	0.5668	1.0000	0.5000	0.5000	3
HSPA2	HSPA8	DN_NC_073233.2_130982674_9	DN_NC_073239.2_81444992_2	truthbar	0	9	2	2	multi	0	0.4915	0.0000	0.0000	0.0000	0.0000	3
HSPA2	LOC101131586	DN_NC_073229.2_49424718_2	DN_NC_073239.2_81444992_2	truthbar	0	2	2	2	multi	0	0.4873	0.4992	0.0000	0.5000	0.0000	3
HSPA4L	HSPH1	DN_NC_073227.2_147946045_19	DN_NC_073238.2_45470660_18	truthbar	0	19	18	18	multi	0	0.2288	0.0000	0.0000	0.0000	0.0000	3
HTRA1	HTRA3	DN_NC_073227.2_13097386_9	DN_NC_073232.2_134750324_9	truthbar	0	9	9	9	multi	0	0.2112	0.0000	0.0000	0.0000	0.0000	1
HYAL3	NAA80	DN_NC_086017.1_60157910_4	DN_NC_086017.1_60161487_2	genuine	0	4	2	2	multi	0	0.1458	0.0000	0.0000	0.0000	0.0000	1
IFITM1	IFITM2	DN_NC_073233.2_6759783_2	DN_NC_073233.2_6761147_2	truthbar	0	2	2	2	multi	0	0.8782	0.8782	0.5000	0.5000	0.5000	0
IFITM1	LOC101128980	DN_NC_073233.2_6765652_2	DN_NC_073233.2_6771931_2	truthbar	0	2	2	2	multi	0	0.4864	0.0000	0.0000	0.0000	0.0000	0
IFITM1	LOC134758331	DN_NC_073227.2_97044821_2	DN_NC_073233.2_6765652_2	genuine	0	2	2	2	multi	0	0.4763	0.0000	0.0000	0.0000	0.0000	0
IFITM1	VCF2	DN_NC_073233.2_6761147_2	DN_NC_073247.2_65202088_3	genuine	0	2	3	2	multi	0	0.1374	0.0000	0.0000	0.0000	0.0000	0
IFITM2	LOC101128980	DN_NC_073233.2_6759783_2	DN_NC_073233.2_6771931_2	TP	1	2	2	2	multi	0	0.5700	0.8394	0.5000	1.0000	0.5000	0
IFT20	TMEM97	DN_NC_073228.2_64755384_5	DN_NC_073228.2_64760968_3	genuine	0	5	3	3	multi	0	0.4655	0.4655	0.2000	0.0000	0.0000	3
IGBP1	IGBP1C	DN_NC_073228.2_33351168_2	DN_NC_073247.2_81944671_6	TP	1	2	6	2	multi	0	0.5703	0.7309	0.5000	0.8333	0.5000	1
IGSF3	LOC129526379	DN_NC_073224.2_120975632_11	DN_NC_073238.2_24435116_16	TP	1	11	16	11	multi	0	0.4585	0.4676	0.3636	0.2500	0.2500	4
IKBKG	LOC115932121	DN_NC_073247.2_166164942_10	DN_NC_073247.2_166250782_8	TP	1	10	8	8	multi	0	0.7542	0.7547	0.7000	0.8750	0.7000	0
IKZF5	PSTK	DN_NC_073232.2_135254310_6	DN_NC_073232.2_135264721_4	genuine	0	6	4	4	multi	0	0.8914	0.8914	0.1667	0.2500	0.1667	3
IL20RB	LOC129524788	DN_NC_073224.2_150835184_3	DN_NC_086017.1_148168205_5	genuine	0	3	5	3	multi	0	0.1788	0.3275	0.3333	0.2000	0.2000	3
IL20RB	LOC129533004	DN_NC_073227.2_208386894_3	DN_NC_086017.1_148168205_5	genuine	0	3	5	3	multi	0	0.1599	0.2897	0.3333	0.2000	0.2000	3
IL20RB	SLC37A2	DN_NC_073233.2_132992860_18	DN_NC_086017.1_148168205_5	genuine	0	18	5	5	multi	0	0.1461	0.2968	0.0000	0.2000	0.0000	3
IL37	XIAP	DN_NC_073236.2_50448087_2	DN_NC_073247.2_135520853_7	genuine	0	2	7	2	multi	0	0.1418	0.8389	0.5000	0.1429	0.1429	3
ILF2	SNAPIN	DN_NC_073224.2_103138337_14	DN_NC_073224.2_103145991_4	genuine	0	14	4	4	multi	0	0.4070	0.4070	0.0714	0.0000	0.0000	3
INTS6	INTS6L	DN_NC_073238.2_65876995_17	DN_NC_073247.2_147316506_18	truthbar	0	17	18	17	multi	0	0.2126	0.0000	0.0000	0.0000	0.0000	3
INTS6L	SAGE1	DN_NC_073247.2_147316506_18	DN_NC_073247.2_147600611_20	genuine	0	18	20	18	multi	0	0.1809	0.0000	0.0000	0.0000	0.0000	3
IPO5	RANBP6	DN_NC_073237.2_58583645_2	DN_NC_073238.2_112687980_26	truthbar	0	2	26	2	multi	0	0.5944	0.0000	0.0000	0.0000	0.0000	1
IPO7	IPO8	DN_NC_073233.2_15764817_25	DN_NC_073234.2_70557569_25	truthbar	0	25	25	25	multi	0	0.2341	0.0000	0.0000	0.0000	0.0000	3
IQUB	LOC101134045	DN_NC_073230.2_132467242_13	DN_NC_073233.2_14005356_9	genuine	0	13	9	9	multi	0	0.1719	0.3469	0.0000	0.0000	0.0000	4
IQUB	LOC129526638	DN_NC_073230.2_132467242_13	DN_NC_073239.2_70164897_2	genuine	0	13	2	2	multi	0	0.2477	0.6582	0.0000	0.5000	0.0000	4
IRF5	IRF6	DN_NC_073224.2_46970626_9	DN_NC_073230.2_138011361_9	truthbar	0	9	9	9	multi	0	0.1470	0.0000	0.0000	0.0000	0.0000	3
ITPR1	ITPR2	DN_NC_073234.2_74802518_16	DN_NC_086017.1_14572523_16	truthbar	0	16	16	16	multi	0	0.1858	0.0000	0.0000	0.0000	0.0000	3
ITSN1	LOC101150644	DN_NC_073233.2_11450665_3	DN_NC_073246.2_35769268_8	genuine	0	3	8	3	multi	0	0.1352	0.0000	0.0000	0.0000	0.0000	3
JADE1	JADE2	DN_NC_073227.2_149041423_9	DN_NC_073228.2_138430444_12	truthbar	0	9	12	9	multi	0	0.2127	0.0000	0.0000	0.0000	0.0000	1
JAG1	JAG2	DN_NC_073239.2_122136493_25	DN_NC_073245.2_20582467_26	truthbar	0	25	26	25	multi	0	0.1732	0.0000	0.0000	0.0000	0.0000	1
JMJD8	STUB1	DN_NC_073242.2_4304426_7	DN_NC_073242.2_4305661_8	TP	1	7	8	7	multi	0	0.3153	0.4650	0.2857	0.1250	0.1250	4
KAT2A	KAT2B	DN_NC_073228.2_50347799_18	DN_NC_086017.1_29881584_18	truthbar	0	18	18	18	multi	0	0.4015	0.0000	0.0000	0.0000	0.0000	1
KAT5	RNASEH2C	DN_NC_073233.2_73623857_14	DN_NC_073233.2_73629498_4	genuine	0	14	4	4	multi	0	0.2492	0.4531	0.2143	0.0000	0.0000	3
KAT6A	KAT6B	DN_NC_073231.2_79409495_17	DN_NC_073232.2_40728717_16	truthbar	0	17	16	16	multi	0	0.2622	0.0000	0.0000	0.0000	0.0000	1
KCNIP1	RPL14	DN_NC_073228.2_174193084_4	DN_NC_086017.1_50362387_6	genuine	0	4	6	4	multi	0	0.1333	0.0000	0.0000	0.0000	0.0000	4
KDM4A	KDM4C	DN_NC_073224.2_196241058_22	DN_NC_073237.2_57425988_22	truthbar	0	22	22	22	multi	0	0.2171	0.0000	0.0000	0.0000	0.0000	1
KDM5B	KDM5D	DN_NC_073224.2_53955814_27	DN_NC_073248.2_27118037_27	truthbar	0	27	27	27	multi	0	0.1431	0.0000	0.0000	0.0000	0.0000	3
KDM5C	KDM5D	DN_NC_073247.2_63315044_26	DN_NC_073248.2_27118037_27	truthbar	0	26	27	26	multi	0	0.2697	0.6332	0.9231	0.9259	0.9231	3
KDM7A	PHF8	DN_NC_073230.2_149202220_20	DN_NC_073247.2_64062359_23	truthbar	0	20	23	20	multi	0	0.1605	0.0000	0.0000	0.0000	0.0000	1
KDM8	LOC129523519	DN_NC_073242.2_26867490_8	DN_NC_073242.2_27157172_8	TP	1	8	8	8	multi	0	0.9997	1.0000	1.0000	1.0000	1.0000	3
KHDC1	RPSA	DN_NC_073229.2_97353754_3	DN_NC_086017.1_49305793_6	genuine	0	3	6	3	multi	0	0.2048	0.0000	0.0000	0.0000	0.0000	3
KHNYN	SDR39U1	DN_NC_073239.2_32209364_6	DN_NC_073239.2_32210799_7	genuine	0	6	7	6	multi	0	0.5962	0.5962	0.1667	0.0000	0.0000	1
KIF27	LOC115935769	DN_NC_073237.2_80081336_11	DN_NC_073237.2_82042769_5	genuine	0	11	5	5	multi	0	0.3454	0.4060	0.4545	0.8000	0.4545	3
KIF3B	KIF3C	DN_NC_073236.2_113941675_8	DN_NC_073245.2_44511531_9	truthbar	0	8	9	8	multi	0	0.1327	0.0000	0.0000	0.0000	0.0000	1
KLC1	KLC3	DN_NC_073239.2_120602021_15	DN_NC_073244.2_56850091_13	truthbar	0	15	13	13	multi	0	0.3401	0.0000	0.0000	0.0000	0.0000	1
KLC2	KLC4	DN_NC_073229.2_60853569_16	DN_NC_073233.2_74176850_16	truthbar	0	16	16	16	multi	0	0.2982	0.0000	0.0000	0.0000	0.0000	1
KLC3	KLC4	DN_NC_073229.2_60853569_16	DN_NC_073244.2_56850091_13	truthbar	0	16	13	13	multi	0	0.3500	0.0000	0.0000	0.0000	0.0000	1
KLHL3	LOC129527528	DN_NC_073228.2_141706476_5	DN_NC_073242.2_7013229_2	genuine	0	5	2	2	multi	0	0.1673	0.1653	0.0000	0.0000	0.0000	1
KLHL3	LOC134756955	DN_NC_073228.2_141706476_5	DN_NC_073238.2_33197456_2	genuine	0	5	2	2	multi	0	0.1683	0.1680	0.0000	0.0000	0.0000	1
KLHL3	ORC4	DN_NC_073228.2_141706476_5	DN_NC_073235.2_50441116_14	genuine	0	5	14	5	multi	0	0.1534	0.1669	0.0000	0.0000	0.0000	1
KLHL33	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073239.2_36370724_4	genuine	0	5	4	4	multi	0	0.1860	0.3471	0.2000	0.0000	0.0000	0
KLHL33	MMP24OS	DN_NC_073239.2_36370724_4	DN_NC_073245.2_47429376_4	genuine	0	4	4	4	multi	0	0.1474	0.2413	0.0000	0.0000	0.0000	0
KLHL33	PDCD5	DN_NC_073239.2_36370724_4	DN_NC_073244.2_43610901_6	genuine	0	4	6	4	multi	0	0.2013	0.3731	0.0000	0.1667	0.0000	0
KLHL33	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073239.2_36370724_4	genuine	0	3	4	3	multi	0	0.1323	0.2431	0.0000	0.0000	0.0000	0
KLHL33	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_36370724_4	genuine	0	7	4	4	multi	0	0.1603	0.3471	0.1429	0.0000	0.0000	0
KMT2C	LOC129526385	DN_NC_073230.2_161022909_27	DN_NC_073238.2_22875925_6	genuine	0	27	6	6	multi	0	0.3125	0.3125	0.0370	0.1667	0.0370	3
KMT2C	LOC129526398	DN_NC_073230.2_161022909_27	DN_NC_073238.2_24580375_8	genuine	0	27	8	8	multi	0	0.2942	0.2942	0.0370	0.1250	0.0370	3
KMT2C	LOC129526957	DN_NC_073230.2_161022909_27	DN_NC_073236.2_21263952_7	genuine	0	27	7	7	multi	0	0.1887	0.1895	0.0370	0.0000	0.0000	3
KMT2C	LOC134757216	DN_NC_073230.2_161022909_27	DN_NC_073240.2_14396114_6	genuine	0	27	6	6	multi	0	0.1986	0.1994	0.0370	0.0000	0.0000	3
KRBOX4	ZNF300	DN_NC_073228.2_154747841_5	DN_NC_073247.2_56848572_6	genuine	0	5	6	5	multi	0	0.1306	0.0000	0.0000	0.0000	0.0000	0
KRBOX4	ZNF674	DN_NC_073247.2_56848572_6	DN_NC_073247.2_56899135_7	TP	1	6	7	6	multi	0	0.1656	0.3636	0.6667	0.5714	0.5714	0
KRBOX5	ZNF267	DN_NC_073242.2_37302670_5	DN_NC_073242.2_37386128_4	truthbar	0	5	4	4	multi	0	0.1479	0.0000	0.0000	0.0000	0.0000	4
KRCC1	ZMAT1	DN_NC_073236.2_52686516_4	DN_NC_073247.2_113660362_2	genuine	0	4	2	2	multi	0	0.2369	0.0000	0.0000	0.0000	0.0000	1
KRT18	LOC101153891	DN_NC_073224.2_27333739_3	DN_NC_073234.2_48400691_7	genuine	0	3	7	3	multi	0	0.5851	0.8792	0.3333	1.0000	0.3333	1
KRT18	LOC109026917	DN_NC_073228.2_64771950_2	DN_NC_073234.2_48400691_7	genuine	0	2	7	2	multi	0	0.2727	0.8890	0.0000	1.0000	0.0000	1
KRT4	KRT7	DN_NC_073234.2_48529294_9	DN_NC_073234.2_49097599_9	truthbar	0	9	9	9	multi	0	0.3422	0.0000	0.0000	0.0000	0.0000	4
KRT4	KRT8	DN_NC_073234.2_48448103_8	DN_NC_073234.2_48529294_9	truthbar	0	8	9	8	multi	0	0.4019	0.0000	0.0000	0.0000	0.0000	4
KRT4	LOC101136203	DN_NC_073234.2_48529294_9	DN_NC_073234.2_49024482_9	truthbar	0	9	9	9	multi	0	0.3873	0.0000	0.0000	0.0000	0.0000	4
KRT7	KRT8	DN_NC_073234.2_48448103_8	DN_NC_073234.2_49097599_9	truthbar	0	8	9	8	multi	0	0.4900	0.0000	0.0000	0.0000	0.0000	4
KRT7	LOC101136203	DN_NC_073234.2_49024482_9	DN_NC_073234.2_49097599_9	truthbar	0	9	9	9	multi	0	0.2800	0.0000	0.0000	0.0000	0.0000	4
KRT7	LOC109029034	DN_NC_073234.2_49087212_9	DN_NC_073234.2_49097599_9	truthbar	0	9	9	9	multi	0	0.4774	0.0000	0.0000	0.0000	0.0000	4
KRT7	TTBK2	DN_NC_073234.2_49097599_9	DN_NC_073240.2_43610228_10	genuine	0	9	10	9	multi	0	0.1853	0.0000	0.0000	0.0000	0.0000	4
KRT8	LOC101136203	DN_NC_073234.2_48448103_8	DN_NC_073234.2_49024482_9	truthbar	0	8	9	8	multi	0	0.2317	0.0000	0.0000	0.0000	0.0000	4
KRT8	LOC109029034	DN_NC_073234.2_48448103_8	DN_NC_073234.2_49087212_9	truthbar	0	8	9	8	multi	0	0.3198	0.0000	0.0000	0.0000	0.0000	4
KRT8	TTBK2	DN_NC_073234.2_48448103_8	DN_NC_073240.2_43610228_10	genuine	0	8	10	8	multi	0	0.2242	0.6877	0.8750	0.1000	0.1000	4
KYAT3	RBMX	DN_NC_073224.2_150982352_2	DN_NC_073247.2_148580448_11	genuine	0	2	11	2	multi	0	0.3394	0.9860	0.5000	1.0000	0.5000	1
L2HGDH	LOC129527528	DN_NC_073239.2_67194404_11	DN_NC_073242.2_7013229_2	genuine	0	11	2	2	multi	0	0.1741	0.2188	0.0000	0.0000	0.0000	1
L2HGDH	LOC134756955	DN_NC_073238.2_33197456_2	DN_NC_073239.2_67194404_11	genuine	0	2	11	2	multi	0	0.1501	0.1924	0.0000	0.0000	0.0000	1
LAGE3	LOC101137029	DN_NC_073237.2_30974188_2	DN_NC_073247.2_166096407_3	genuine	0	2	3	2	multi	0	0.4509	0.8799	0.5000	1.0000	0.5000	1
LAMTOR3	RPS26	DN_NC_073227.2_120192697_7	DN_NC_073234.2_45319542_4	genuine	0	6	4	4	multi	0	0.1352	0.0000	0.0000	0.0000	0.0000	3
LARP1B	LOC101126300	DN_NC_073227.2_148253939_6	DN_NC_073230.2_53547116_11	genuine	0	6	11	6	multi	0	0.1301	0.2602	0.8333	0.3636	0.3636	4
LARP1B	LOC109028759	DN_NC_073227.2_148253939_6	DN_NC_073233.2_55845432_8	genuine	0	6	8	6	multi	0	0.1376	0.0000	0.0000	0.0000	0.0000	4
LARP1B	LOC129523694	DN_NC_073227.2_148253939_6	DN_NC_073230.2_64705365_4	genuine	0	6	4	4	multi	0	0.1341	0.0000	0.0000	0.0000	0.0000	4
LARP1B	LOC129533256	DN_NC_073227.2_148253939_6	DN_NC_073227.2_166164041_5	genuine	0	6	5	5	multi	0	0.1923	0.1883	0.6667	0.8000	0.6667	4
LARP1B	NUPR2	DN_NC_073227.2_148253939_6	DN_NC_073230.2_64295055_2	genuine	0	6	2	2	multi	0	0.1467	0.0000	0.0000	0.0000	0.0000	4
LCP1	PLS1	DN_NC_073238.2_59946195_16	DN_NC_086017.1_153776814_16	truthbar	0	16	16	16	multi	0	0.2315	0.0000	0.0000	0.0000	0.0000	1
LDHA	LDHC	DN_NC_073233.2_24785501_8	DN_NC_073233.2_24803514_8	truthbar	0	8	8	8	multi	0	0.3087	0.0000	0.0000	0.0000	0.0000	2
LDHAL6A	LDHC	DN_NC_073233.2_24803514_8	DN_NC_073233.2_24846978_8	truthbar	0	8	8	8	multi	0	0.4643	0.0000	0.0000	0.0000	0.0000	2
LDHC	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073233.2_24803514_8	genuine	0	2	8	2	multi	0	0.1461	0.0000	0.0000	0.0000	0.0000	2
LHX2	LHX9	DN_NC_073224.2_58834163_5	DN_NC_073237.2_120375635_3	truthbar	0	5	3	3	multi	0	0.1527	0.0000	0.0000	0.0000	0.0000	1
LIMK1	LIMK2	DN_NC_073230.2_83196711_9	DN_NC_086018.1_29227554_16	truthbar	0	9	16	9	multi	0	0.1547	0.0000	0.0000	0.0000	0.0000	3
LIMS1	LOC101146691	DN_NC_073236.2_46553268_10	DN_NC_073236.2_47822803_9	TP	1	10	9	9	multi	0	0.3281	0.9074	1.0000	1.0000	1.0000	2
LINC02693	LOC109025320	DN_NC_073228.2_78970117_3	DN_NC_073242.2_66481481_2	TP	1	3	2	2	multi	0	0.2001	1.0208	1.0000	1.0000	1.0000	3
LINC02693	LOC129527663	DN_NC_073242.2_66481481_2	DN_NC_073242.2_68108553_2	genuine	0	2	2	2	multi	0	0.5751	1.0082	1.0000	1.0000	1.0000	3
LIPA	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073232.2_101543079_10	genuine	0	5	10	5	multi	0	0.2206	0.3486	0.2000	0.0000	0.0000	0
LIPA	PDCD5	DN_NC_073232.2_101543079_10	DN_NC_073244.2_43610901_6	genuine	0	10	6	6	multi	0	0.2339	0.3739	0.0000	0.1667	0.0000	0
LIPA	SPC25	DN_NC_073232.2_101543079_10	DN_NC_073235.2_71373985_7	genuine	0	10	7	7	multi	0	0.2154	0.3456	0.0000	0.1429	0.0000	0
LIPK	RNLS	DN_NC_073232.2_100896386_2	DN_NC_073232.2_100896386_3	genuine	0	2	3	2	multi	0	0.8582	0.8582	0.5000	0.3333	0.3333	1
LOC101123674	PCCA	DN_NC_073237.2_84711301_3	DN_NC_073238.2_114796219_2	genuine	0	3	2	2	multi	0	0.1592	0.0000	0.0000	0.0000	0.0000	3
LOC101123872	LOC129523667	DN_NC_073230.2_75755711_3	DN_NC_073230.2_75935335_9	genuine	0	5	9	5	multi	0	0.1413	0.1621	0.4000	0.2222	0.2222	1
LOC101123934	SLC2A14	DN_NC_073234.2_23452056_11	DN_NC_073234.2_23565467_10	TP	1	11	10	10	multi	0	0.5556	0.9256	0.8182	0.9000	0.8182	2
LOC101123970	LOC129527614	DN_NC_073242.2_26889052_8	DN_NC_073242.2_27178722_8	TP	1	8	8	8	multi	0	1.0000	1.0000	1.0000	0.8750	0.8750	1
LOC101123988	LOC101124778	DN_NC_073224.2_8222533_5	DN_NC_073244.2_29557605_4	truthbar	0	5	4	4	multi	0	0.2975	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101128106	DN_NC_073244.2_29557605_4	DN_NC_073244.2_30090650_6	genuine	0	4	6	4	multi	0	0.2725	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101128844	DN_NC_073230.2_74126483_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.1822	0.8657	0.0000	0.0000	0.0000	4
LOC101123988	LOC101129171	DN_NC_073244.2_26314241_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.3383	0.5900	0.5000	1.0000	0.5000	4
LOC101123988	LOC101133668	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29557605_4	genuine	0	5	4	4	multi	0	0.1701	0.6287	0.8000	1.0000	0.8000	4
LOC101123988	LOC101136009	DN_NC_073244.2_26901109_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.2091	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101137462	DN_NC_073244.2_27285351_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4375	0.6770	0.5000	1.0000	0.5000	4
LOC101123988	LOC101141027	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4801	0.7526	1.0000	1.0000	1.0000	4
LOC101123988	LOC101142646	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29557605_4	truthbar	0	3	4	3	multi	0	0.3534	0.5485	0.3333	0.2500	0.2500	4
LOC101123988	LOC101144119	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29557605_4	genuine	0	2	4	2	multi	0	0.2309	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101144471	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64340366_4	truthbar	0	4	4	4	multi	0	0.2521	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101144838	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29557605_4	truthbar	0	5	4	4	multi	0	0.3559	0.6309	0.4000	0.7500	0.4000	4
LOC101123988	LOC101145945	DN_NC_073244.2_28588105_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.1815	0.6645	0.7500	1.0000	0.7500	4
LOC101123988	LOC101146634	DN_NC_073244.2_28711447_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.1844	0.1980	0.0000	0.0000	0.0000	4
LOC101123988	LOC101147715	DN_NC_073244.2_28820229_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.1822	0.3537	0.0000	0.0000	0.0000	4
LOC101123988	LOC101151892	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29557605_4	genuine	0	3	4	3	multi	0	0.1439	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101152401	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64836827_4	truthbar	0	4	4	4	multi	0	0.1976	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC101153126	DN_NC_073244.2_29297022_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4834	0.6502	0.5000	1.0000	0.5000	4
LOC101123988	LOC101153131	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64908457_4	truthbar	0	4	4	4	multi	0	0.2378	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.3434	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29557605_4	genuine	0	4	4	4	multi	0	0.3652	0.6864	0.7500	1.0000	0.7500	4
LOC101123988	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29557605_4	genuine	0	5	4	4	multi	0	0.3906	0.5883	0.6000	0.7500	0.6000	4
LOC101123988	LOC115931568	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.3588	0.6090	0.5000	0.7500	0.5000	4
LOC101123988	LOC115931576	DN_NC_073244.2_29046961_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4275	0.6817	0.7500	1.0000	0.7500	4
LOC101123988	LOC115931654	DN_NC_073244.2_29557605_4	DN_NC_073244.2_65266359_4	truthbar	0	4	4	4	multi	0	0.1310	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC115931857	DN_NC_073244.2_29557605_4	DN_NC_073246.2_15789320_2	truthbar	0	4	2	2	multi	0	0.3226	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29557605_4	genuine	0	4	4	4	multi	0	0.2055	0.6917	0.7500	1.0000	0.7500	4
LOC101123988	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29557605_4	genuine	0	4	4	4	multi	0	0.4554	0.6953	0.7500	1.0000	0.7500	4
LOC101123988	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.2692	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_29557605_4	truthbar	0	5	4	4	multi	0	0.3054	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF254	DN_NC_073244.2_29557605_4	DN_NC_073244.2_30438340_4	truthbar	0	4	4	4	multi	0	0.4919	0.3208	1.0000	0.5000	0.5000	4
LOC101123988	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4221	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.4332	0.6026	0.7500	1.0000	0.7500	4
LOC101123988	ZNF28	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1747	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF429	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.6180	0.5398	0.5000	0.0000	0.0000	4
LOC101123988	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_29557605_4	truthbar	0	4	4	4	multi	0	0.1794	0.7802	0.7500	0.7500	0.7500	4
LOC101123988	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29557605_4	truthbar	0	5	4	4	multi	0	0.3863	0.6430	0.4000	0.7500	0.4000	4
LOC101123988	ZNF468	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64797239_5	truthbar	0	4	5	4	multi	0	0.1475	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_29557605_4	truthbar	0	5	4	4	multi	0	0.3065	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.2782	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.2673	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF528	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64368633_7	truthbar	0	4	7	4	multi	0	0.2005	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.4976	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF600	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64724127_4	truthbar	0	4	4	4	multi	0	0.2632	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF616	DN_NC_073244.2_29557605_4	DN_NC_073244.2_64081943_4	truthbar	0	4	4	4	multi	0	0.2198	0.0000	0.0000	0.0000	0.0000	4
LOC101123988	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_29557605_4	truthbar	0	2	4	2	multi	0	0.3505	0.3262	0.0000	0.0000	0.0000	4
