gene_a	gene_b	class	cls	core	aln_frac	all_isoform_alnfrac	gga_score	exon_hom	junc_conc	shared_path	n_exon_match	n_iso_a	n_iso_b
LOC101141821	LOC115933573	TP	TP	0.2778	0.7459	1.0000	0.8127	1.0000	0.8824	0.3684	19	6	3
LOC101142134	LOC101142998	truthbar-FP	truthbar	0.4851	0.7400	1.0000	0.5358	0.6741	0.4615	0.3333	12	4	8
LOC101142134	LOC101143844	truthbar-FP	truthbar	0.4831	0.7567	1.0000	0.5424	0.6801	0.4762	0.3333	13	4	8
LOC101142134	LOC101153360	truthbar-FP	truthbar	0.5387	0.5463	1.0000	0.4610	0.6137	0.3500	0.2667	10	4	8
LOC101142134	LOC109027174	genuine-FP	genuine	0.9386	1.0026	1.0000	0.4917	0.6501	0.4000	0.2667	11	4	8
LOC101142134	MHC-G	truthbar-FP	truthbar	0.8425	0.8920	1.0000	0.4700	0.6861	0.3077	0.2000	14	4	8
LOC101142371	RRN3	truthbar-FP	truthbar	0.1947	0.5407	1.0000	0.8465	1.0000	0.8261	0.5600	25	2	8
LOC101142457	LOC129523511	TP	TP	0.5635	1.0274	1.0000	0.4998	0.9014	0.0714	0.1250	4	7	2
LOC101142457	LOC134756389	TP	TP	0.4029	1.0960	1.0000	0.6088	0.9141	0.3571	0.2500	10	7	2
LOC101142457	RABL2A	TP	TP	0.3069	0.9812	1.0000	0.5373	0.8926	0.1875	0.1765	6	7	3
LOC101142457	RABL2B	truthbar-FP	truthbar	0.5125	1.0000	1.0000	0.4938	0.7876	0.2000	0.2000	5	7	3
LOC101142502	SERPINB9	genuine-FP	genuine	0.1622	0.0000	1.0000	0.0217	0.0101	0.0000	0.0667	1	8	8
LOC101142525	LOC134758618	genuine-FP	genuine	0.1432	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	2	5
LOC101142646	LOC101144471	truthbar-FP	truthbar	0.1812	0.0000	1.0000	0.4084	0.5926		0.0400	13	29	31
LOC101142646	LOC101144838	truthbar-FP	truthbar	0.2093	0.0000	1.0000	0.5815	0.8522		0.0400	22	29	26
LOC101142646	LOC101145945	truthbar-FP	truthbar	0.1399	0.0000	1.0000	0.0115	0.0031	0.0000	0.0400	15	29	22
LOC101142646	LOC101146634	truthbar-FP	truthbar	0.2093	0.0000	1.0000	0.5645	0.8268		0.0400	19	29	33
LOC101142646	LOC101147715	truthbar-FP	truthbar	0.1389	0.0000	1.0000	0.3737	0.7273	0.0000	0.0400	19	29	25
LOC101142646	LOC101151892	genuine-FP	genuine	0.1348	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	29	6
LOC101142646	LOC101153126	truthbar-FP	truthbar	0.3294	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	32
LOC101142646	LOC109024216	truthbar-FP	truthbar	0.1389	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	37
LOC101142646	LOC109026610	truthbar-FP	truthbar	0.1989	0.0000	1.0000	0.2047	0.3894	0.0000	0.0400	21	29	18
LOC101142646	LOC115930172	genuine-FP	genuine	0.2193	0.0000	1.0000	0.4947	0.7221		0.0400	18	29	28
LOC101142646	LOC115931567	genuine-FP	genuine	0.2583	0.0000	1.0000	0.4731	0.6896		0.0400	16	29	38
LOC101142646	LOC115931568	truthbar-FP	truthbar	0.2093	0.0000	1.0000	0.4731	0.6896		0.0400	16	29	32
LOC101142646	LOC115931576	truthbar-FP	truthbar	0.3191	0.0000	1.0000	0.5035	0.7352		0.0400	18	29	29
LOC101142646	LOC115931654	truthbar-FP	truthbar	0.3204	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	32
LOC101142646	LOC115931857	truthbar-FP	truthbar	0.2760	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	29
LOC101142646	LOC129527827	genuine-FP	genuine	0.1395	0.0000	1.0000	0.4196	0.6094		0.0400	13	29	33
LOC101142646	LOC129528947	genuine-FP	genuine	0.3031	0.0000	1.0000	0.4202	0.6104		0.0400	14	29	35
LOC101142646	ZNF141	truthbar-FP	truthbar	0.2039	0.0000	1.0000	0.4216	0.6123		0.0400	15	29	26
LOC101142646	ZNF195	truthbar-FP	truthbar	0.2714	0.0000	1.0000	0.3091	0.4436		0.0400	15	29	26
LOC101142646	ZNF254	truthbar-FP	truthbar	0.3294	0.0000	1.0000	0.4415	0.6423		0.0400	15	29	30
LOC101142646	ZNF267	truthbar-FP	truthbar	0.1659	0.0000	1.0000	0.4232	0.6148		0.0400	15	29	29
LOC101142646	ZNF273	truthbar-FP	truthbar	0.2840	0.0000	1.0000	0.3483	0.5025		0.0400	11	29	35
LOC101142646	ZNF347	truthbar-FP	truthbar	0.1315	0.0000	1.0000	0.0684	0.1168	0.0000	0.0400	7	29	19
LOC101142646	ZNF415	truthbar-FP	truthbar	0.2661	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	33
LOC101142646	ZNF429	truthbar-FP	truthbar	0.3642	0.0000	1.0000	0.3945	0.5717		0.0400	13	29	36
LOC101142646	ZNF43	truthbar-FP	truthbar	0.3294	0.0000	1.0000	0.4399	0.6398		0.0400	16	29	26
LOC101142646	ZNF430	truthbar-FP	truthbar	0.2380	0.5527	1.0000	0.3765	0.5448		0.0400	13	29	32
LOC101142646	ZNF468	truthbar-FP	truthbar	0.1719	0.0000	1.0000	0.0000	0.0000		0.0000	0	29	25
LOC101142646	ZNF486	truthbar-FP	truthbar	0.1639	0.0000	1.0000	0.4059	0.5889		0.0400	14	29	32
LOC101142646	ZNF506	truthbar-FP	truthbar	0.1379	0.0000	1.0000	0.4017	0.5826		0.0400	13	29	34
LOC101142646	ZNF519	truthbar-FP	truthbar	0.1658	0.0000	1.0000	0.3688	0.5332		0.0400	12	29	36
LOC101142646	ZNF578	truthbar-FP	truthbar	0.1469	0.0000	1.0000	0.0782	0.1365	0.0000	0.0400	2	29	13
LOC101142646	ZNF595	truthbar-FP	truthbar	0.3687	0.0000	1.0000	0.3991	0.5787		0.0400	13	29	46
LOC101142646	ZNF600	truthbar-FP	truthbar	0.2036	0.0000	1.0000	0.0564	0.0928	0.0000	0.0400	2	29	23
LOC101142646	ZNF611	truthbar-FP	truthbar	0.1699	0.0000	1.0000	0.0432	0.0664	0.0000	0.0400	1	29	19
LOC101142646	ZNF616	truthbar-FP	truthbar	0.2473	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	29	16
LOC101142646	ZNF626	truthbar-FP	truthbar	0.2063	0.0000	1.0000	0.3811	0.5516		0.0400	13	29	29
LOC101142646	ZNF675	truthbar-FP	truthbar	0.1926	0.0000	1.0000	0.1933	0.3667	0.0000	0.0400	10	29	20
LOC101142646	ZNF678	truthbar-FP	truthbar	0.3111	0.0000	1.0000	0.3746	0.5420		0.0400	12	29	44
LOC101142646	ZNF680	truthbar-FP	truthbar	0.2744	0.0000	1.0000	0.3938	0.5707		0.0400	13	29	38
LOC101142646	ZNF681	truthbar-FP	truthbar	0.3291	0.0000	1.0000	0.2374	0.4548	0.0000	0.0400	10	29	17
LOC101142646	ZNF682	truthbar-FP	truthbar	0.2083	0.0000	1.0000	0.3763	0.5445		0.0400	12	29	36
LOC101142646	ZNF695	truthbar-FP	truthbar	0.2316	0.0000	1.0000	0.4590	0.6685		0.0400	15	29	42
LOC101142646	ZNF721	truthbar-FP	truthbar	0.2310	0.0000	1.0000	0.3219	0.4629		0.0400	10	29	46
LOC101142646	ZNF723	truthbar-FP	truthbar	0.3001	0.6749	1.0000	0.2071	0.3942	0.0000	0.0400	7	29	14
LOC101142646	ZNF727	truthbar-FP	truthbar	0.1636	0.0000	1.0000	0.3786	0.5479		0.0400	13	29	36
LOC101142646	ZNF736	truthbar-FP	truthbar	0.1742	0.0000	1.0000	0.3485	0.5027		0.0400	12	29	30
LOC101142646	ZNF761	truthbar-FP	truthbar	0.3291	0.0000	1.0000	0.0163	0.0127	0.0000	0.0400	14	29	8
LOC101142646	ZNF808	truthbar-FP	truthbar	0.1929	0.0000	1.0000	0.0399	0.0598	0.0000	0.0400	1	29	20
LOC101142646	ZNF813	truthbar-FP	truthbar	0.1305	0.0000	0.7207	0.0147	0.0094	0.0000	0.0400	3	29	8
LOC101142646	ZNF888	truthbar-FP	truthbar	0.1802	0.0000	1.0000	0.0521	0.0843	0.0000	0.0400	14	29	13
LOC101142646	ZNF91	truthbar-FP	truthbar	0.1782	0.0000	1.0000	0.1337	0.2473	0.0000	0.0400	5	29	25
LOC101142646	ZNF92	truthbar-FP	truthbar	0.2803	0.0000	1.0000	0.1695	0.2343		0.0400	6	29	40
LOC101142783	LOC115933254	TP	TP	0.2947	0.4930	1.0000	0.1359	0.2518	0.0000	0.0400	4	7	8
LOC101142859	LOC134758545	TP	TP	0.4722	1.1398	1.0000	0.6250	1.0000	0.0000	0.5000	2	1	1
LOC101142904	LOC129530552	TP	TP	0.3802	1.0013	1.0000	0.9750	1.0000	1.0000	0.9000	10	3	2
LOC101142918	LOC115936005	genuine-FP	genuine	0.6829	1.0009	1.0000	0.9583	1.0000	1.0000	0.8333	6	4	3
LOC101142998	LOC101143844	TP	TP	0.5176	0.8016	1.0000	0.8100	1.0000	1.0000	0.2400	25	8	8
LOC101142998	LOC101153360	truthbar-FP	truthbar	0.4590	0.5617	1.0000	0.6933	0.9316	0.7500	0.1600	19	8	8
LOC101142998	LOC109027174	genuine-FP	genuine	0.4920	0.7530	1.0000	0.7286	0.9821	0.7500	0.2000	23	8	8
LOC101142998	MHC-G	truthbar-FP	truthbar	0.8076	0.7670	1.0000	0.6716	1.0000	0.5263	0.1600	25	8	8
LOC101143038	WASHC2C	TP	TP	0.3528	0.9953	1.0000	0.9132	0.9849	0.9231	0.7600	24	8	8
LOC101143142	LOC129530478	TP	TP	0.7828	1.0624	1.0000	0.3531	0.4812	0.2500	0.2000	2	3	2
LOC101143194	MYH1	truthbar-FP	truthbar	0.7902	0.0000	0.0000	0.4367	0.7312	0.1304	0.1538	7	2	2
LOC101143194	MYH7B	truthbar-FP	truthbar	0.5527	0.0000	0.0000	0.4298	0.7410	0.0833	0.1538	7	2	3
LOC101143194	MYH8	truthbar-FP	truthbar	0.9368	0.0000	0.0000	0.3830	0.6820	0.0909	0.0769	6	2	3
LOC101143404	SHQ1	genuine-FP	genuine	0.3237	0.5863	0.7478	0.5143	0.9035	0.0000	0.2500	2	2	8
LOC101143406	LOC101144261	TP	TP	0.6485	0.9738	1.0000	0.8264	1.0000	0.7500	0.5556	19	8	3
LOC101143448	LOC101145464	genuine-FP	genuine	0.1319	0.1889	1.0000	0.1029	0.1830	0.0000	0.0455	1	8	18
LOC101143448	LOC109023154	genuine-FP	genuine	0.1454	0.2018	1.0000	0.1029	0.1830	0.0000	0.0455	1	8	12
LOC101143448	LOC109025730	genuine-FP	genuine	0.2417	0.3404	1.0000	0.1527	0.2827	0.0000	0.0455	1	8	13
LOC101143448	PDCD5	genuine-FP	genuine	0.2570	0.3652	1.0000	0.1029	0.1830	0.0000	0.0455	1	8	14
LOC101143448	SPC25	genuine-FP	genuine	0.3382	0.3390	1.0000	0.1029	0.1830	0.0000	0.0455	1	8	18
LOC101143487	LOC129523491	TP	TP	0.8911	0.9650	0.9731	0.9571	0.9631	0.9500	0.9524	20	1	2
LOC101143714	SLFN11	truthbar-FP	truthbar	0.2308	0.6159	0.7430	0.3897	0.3628	0.3333	0.5000	4	4	3
LOC101143714	SLFN12	truthbar-FP	truthbar	0.2608	0.2572	0.2596	0.1069	0.1306	0.0000	0.1667	1	4	7
LOC101143820	SNRNP25	TP	TP	0.5829	1.0754	1.0000	1.0000	1.0000	1.0000	1.0000	4	1	4
LOC101143844	LOC101153360	truthbar-FP	truthbar	0.4854	0.6158	1.0000	0.6927	0.9303	0.7500	0.1600	19	8	8
LOC101143844	LOC109027174	genuine-FP	genuine	0.4946	0.8577	1.0000	0.7284	0.9818	0.7500	0.2000	23	8	8
LOC101143844	MHC-G	truthbar-FP	truthbar	0.8084	0.8555	1.0000	0.6979	1.0000	0.6316	0.1600	25	8	8
LOC101143855	LOC115935294	TP	TP	1.0000	1.0000	1.0000	0.8148	1.0000	0.7391	0.5200	25	2	2
LOC101143875	LOC115933307	TP	TP	0.2502	0.2517	0.2976	0.3879	0.1925	0.5000	0.6667	2	8	1
LOC101144119	LOC101146634	genuine-FP	genuine	0.2260	0.0000	1.0000	0.2274	0.4349	0.0000	0.0400	10	9	33
LOC101144119	LOC109026610	genuine-FP	genuine	0.1859	0.0000	1.0000	0.5438	0.9762	0.1429	0.0800	19	9	18
LOC101144119	LOC115931568	genuine-FP	genuine	0.2420	0.0000	1.0000	0.1782	0.3364	0.0000	0.0400	9	9	32
LOC101144119	LOC129527827	genuine-FP	genuine	0.1304	0.0000	1.0000	0.2387	0.4574	0.0000	0.0400	10	9	33
LOC101144119	ZNF254	genuine-FP	genuine	0.1959	0.0000	1.0000	0.2133	0.4066	0.0000	0.0400	10	9	30
LOC101144119	ZNF273	genuine-FP	genuine	0.1936	0.0000	1.0000	0.2387	0.4574	0.0000	0.0400	10	9	35
LOC101144119	ZNF429	genuine-FP	genuine	0.3005	0.0000	1.0000	0.1782	0.3364	0.0000	0.0400	9	9	36
LOC101144119	ZNF430	genuine-FP	genuine	0.1435	0.0000	1.0000	0.1782	0.3364	0.0000	0.0400	9	9	32
LOC101144119	ZNF486	genuine-FP	genuine	0.1460	0.0000	1.0000	0.2387	0.4574	0.0000	0.0400	10	9	32
LOC101144119	ZNF506	genuine-FP	genuine	0.2671	0.0000	1.0000	0.2387	0.4574	0.0000	0.0400	10	9	34
LOC101144119	ZNF595	genuine-FP	genuine	0.2462	0.0000	1.0000	0.3872	0.7545	0.0000	0.0400	12	9	46
LOC101144119	ZNF626	genuine-FP	genuine	0.2045	0.0000	1.0000	0.2387	0.4574	0.0000	0.0400	10	9	29
LOC101144119	ZNF675	genuine-FP	genuine	0.1458	0.0000	1.0000	0.3275	0.5349	0.2000	0.0400	10	9	20
LOC101144119	ZNF678	genuine-FP	genuine	0.1927	0.0000	1.0000	0.3872	0.7545	0.0000	0.0400	12	9	44
LOC101144119	ZNF680	genuine-FP	genuine	0.2227	0.0000	1.0000	0.1901	0.3602	0.0000	0.0400	9	9	38
LOC101144119	ZNF682	genuine-FP	genuine	0.2247	0.0000	1.0000	0.1901	0.3602	0.0000	0.0400	9	9	36
LOC101144119	ZNF723	genuine-FP	genuine	0.3908	0.0000	1.0000	0.2133	0.3240	0.1250	0.0800	12	9	14
LOC101144119	ZNF91	genuine-FP	genuine	0.1424	0.0000	1.0000	0.1296	0.2391	0.0000	0.0400	8	9	25
LOC101144243	VPS13B	genuine-FP	genuine	0.6453	0.6450	1.0000	0.5541	0.7598	0.3636	0.3333	6	4	8
LOC101144471	LOC101146634	truthbar-FP	truthbar	0.1670	0.0000	1.0000	0.5160	0.7539		0.0400	14	31	33
LOC101144471	LOC101147715	truthbar-FP	truthbar	0.1396	0.0000	1.0000	0.2910	0.5621	0.0000	0.0400	9	31	25
LOC101144471	LOC101150965	genuine-FP	genuine	0.4077	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	31	22
LOC101144471	LOC101152401	truthbar-FP	truthbar	0.2025	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	25
LOC101144471	LOC101153131	truthbar-FP	truthbar	0.3202	0.0000	1.0000	0.2609	0.5018	0.0000	0.0400	10	31	24
LOC101144471	LOC109024216	truthbar-FP	truthbar	0.1541	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	37
LOC101144471	LOC109026610	truthbar-FP	truthbar	0.1828	0.0000	1.0000	0.1744	0.3289	0.0000	0.0400	19	31	18
LOC101144471	LOC115931567	genuine-FP	genuine	0.2442	0.0000	1.0000	0.4123	0.5985		0.0400	11	31	38
LOC101144471	LOC115931568	truthbar-FP	truthbar	0.1359	0.0000	1.0000	0.4040	0.5860		0.0400	10	31	32
LOC101144471	LOC115931576	truthbar-FP	truthbar	0.3403	0.0000	1.0000	0.4120	0.5981		0.0400	10	31	29
LOC101144471	LOC115931654	truthbar-FP	truthbar	0.3180	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	32
LOC101144471	LOC115931857	truthbar-FP	truthbar	0.2263	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	29
LOC101144471	LOC129527827	genuine-FP	genuine	0.1612	0.0000	1.0000	0.3383	0.4874		0.0400	12	31	33
LOC101144471	LOC129528947	genuine-FP	genuine	0.2738	0.0000	1.0000	0.4323	0.6285		0.0400	11	31	35
LOC101144471	OSBPL10	genuine-FP	genuine	0.2317	0.0000	1.0000	0.0117	0.0034	0.0000	0.0400	14	31	19
LOC101144471	ZNF141	truthbar-FP	truthbar	0.2235	0.0000	1.0000	0.3576	0.5163		0.0400	11	31	26
LOC101144471	ZNF195	truthbar-FP	truthbar	0.2459	0.0000	1.0000	0.2929	0.4193		0.0400	9	31	26
LOC101144471	ZNF254	truthbar-FP	truthbar	0.2402	0.0000	1.0000	0.4119	0.5978		0.0400	9	31	30
LOC101144471	ZNF267	truthbar-FP	truthbar	0.1842	0.0000	1.0000	0.3718	0.5377		0.0400	10	31	29
LOC101144471	ZNF273	truthbar-FP	truthbar	0.1508	0.0000	1.0000	0.3219	0.4629		0.0400	12	31	35
LOC101144471	ZNF28	truthbar-FP	truthbar	0.2101	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	31	23
LOC101144471	ZNF347	truthbar-FP	truthbar	0.2489	0.0000	1.0000	0.1540	0.2879	0.0000	0.0400	6	31	19
LOC101144471	ZNF415	truthbar-FP	truthbar	0.3265	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	33
LOC101144471	ZNF429	truthbar-FP	truthbar	0.2872	0.0000	1.0000	0.2457	0.3485		0.0400	9	31	36
LOC101144471	ZNF43	truthbar-FP	truthbar	0.2038	0.0000	1.0000	0.3451	0.4976		0.0400	9	31	26
LOC101144471	ZNF468	truthbar-FP	truthbar	0.2413	0.0000	1.0000	0.0000	0.0000		0.0000	0	31	25
LOC101144471	ZNF480	truthbar-FP	truthbar	0.2359	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	31	18
LOC101144471	ZNF519	truthbar-FP	truthbar	0.3032	0.0000	1.0000	0.3522	0.5083		0.0400	12	31	36
LOC101144471	ZNF528	truthbar-FP	truthbar	0.2275	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	17	31	15
LOC101144471	ZNF578	truthbar-FP	truthbar	0.2524	0.0000	1.0000	0.1000	0.1800	0.0000	0.0400	2	31	13
LOC101144471	ZNF595	truthbar-FP	truthbar	0.2220	0.0000	1.0000	0.4112	0.5968		0.0400	14	31	46
LOC101144471	ZNF600	truthbar-FP	truthbar	0.2484	0.0000	1.0000	0.1659	0.3118	0.0000	0.0400	6	31	23
LOC101144471	ZNF611	truthbar-FP	truthbar	0.2395	0.0000	1.0000	0.1451	0.2703	0.0000	0.0400	5	31	19
LOC101144471	ZNF616	truthbar-FP	truthbar	0.2271	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	31	16
LOC101144471	ZNF675	truthbar-FP	truthbar	0.2820	0.0000	1.0000	0.2202	0.4205	0.0000	0.0400	6	31	20
LOC101144471	ZNF678	truthbar-FP	truthbar	0.1813	0.0000	1.0000	0.3928	0.5693		0.0400	14	31	44
LOC101144471	ZNF681	truthbar-FP	truthbar	0.1678	0.0000	1.0000	0.2959	0.5719	0.0000	0.0400	7	31	17
LOC101144471	ZNF701	truthbar-FP	truthbar	0.1678	0.0000	1.0000	0.1169	0.2138	0.0000	0.0400	5	31	15
LOC101144471	ZNF761	truthbar-FP	truthbar	0.2002	0.0000	1.0000	0.1380	0.2560	0.0000	0.0400	16	31	8
LOC101144471	ZNF766	truthbar-FP	truthbar	0.3769	0.0000	1.0000	0.0959	0.1719	0.0000	0.0400	3	31	16
LOC101144471	ZNF808	truthbar-FP	truthbar	0.2737	0.0000	1.0000	0.1456	0.2712	0.0000	0.0400	5	31	20
LOC101144471	ZNF813	truthbar-FP	truthbar	0.1769	0.0000	1.0000	0.2396	0.4592	0.0000	0.0400	6	31	8
LOC101144471	ZNF83	truthbar-FP	truthbar	0.3098	0.0000	1.0000	0.1285	0.2369	0.0000	0.0400	4	31	19
LOC101144471	ZNF836	truthbar-FP	truthbar	0.1792	0.0000	1.0000	0.1817	0.2525		0.0400	6	31	25
LOC101144471	ZNF841	truthbar-FP	truthbar	0.4235	0.0000	1.0000	0.1907	0.2661		0.0400	6	31	25
LOC101144471	ZNF888	truthbar-FP	truthbar	0.2489	0.0000	1.0000	0.1369	0.2539	0.0000	0.0400	17	31	13
LOC101144471	ZNF91	truthbar-FP	truthbar	0.2310	0.0000	1.0000	0.1845	0.3491	0.0000	0.0400	7	31	25
LOC101144552	RHBDF1	TP	TP	0.9661	0.9655	1.0000	0.0938	0.1258	0.0435	0.0800	5	2	3
LOC101144552	RHBDF2	truthbar-FP	truthbar	0.5458	0.0000	1.0000	0.6105	0.8138	0.4545	0.3600	15	2	3
LOC101144552	SNRNP25	genuine-FP	genuine	0.4648	0.4661	0.4661	0.4174	0.7099	0.0000	0.2500	4	2	4
LOC101144634	LOC115930073	TP	TP	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	2	3	1
LOC101144655	ZMYM5	genuine-FP	genuine	0.2243	0.1969	1.0000	0.9400	1.0000	1.0000	0.7600	25	8	8
LOC101144838	LOC101145945	truthbar-FP	truthbar	0.2299	0.3905	1.0000	0.0115	0.0031	0.0000	0.0400	16	26	22
LOC101144838	LOC101146634	truthbar-FP	truthbar	0.3717	0.2615	1.0000	0.5737	0.8405		0.0400	20	26	33
LOC101144838	LOC101147715	genuine-FP	genuine	0.1897	0.0000	1.0000	0.3921	0.7642	0.0000	0.0400	19	26	25
LOC101144838	LOC101153126	truthbar-FP	truthbar	0.1345	0.3456	1.0000	0.0000	0.0000		0.0000	0	26	32
LOC101144838	LOC109026610	truthbar-FP	truthbar	0.2857	0.0000	1.0000	0.2141	0.4081	0.0000	0.0400	20	26	18
LOC101144838	LOC115930172	genuine-FP	genuine	0.3973	0.4050	1.0000	0.4491	0.6537		0.0400	16	26	28
LOC101144838	LOC115931567	genuine-FP	genuine	0.4460	0.4834	1.0000	0.4859	0.7089		0.0400	17	26	38
LOC101144838	LOC115931568	truthbar-FP	truthbar	0.4675	0.0000	1.0000	0.4828	0.7042		0.0400	17	26	32
LOC101144838	LOC115931576	truthbar-FP	truthbar	0.3661	0.6051	1.0000	0.4485	0.6527		0.0400	16	26	29
LOC101144838	LOC115931857	truthbar-FP	truthbar	0.1650	0.0000	1.0000	0.0000	0.0000		0.0000	0	26	29
LOC101144838	LOC129527827	genuine-FP	genuine	0.2277	0.0000	1.0000	0.4301	0.6252		0.0400	14	26	33
LOC101144838	LOC129528947	genuine-FP	genuine	0.3354	0.4161	1.0000	0.4277	0.6216		0.0400	15	26	35
LOC101144838	ZNF141	truthbar-FP	truthbar	0.2124	0.0000	1.0000	0.4453	0.6480		0.0400	16	26	26
LOC101144838	ZNF254	truthbar-FP	truthbar	0.2843	0.0000	1.0000	0.3944	0.5716		0.0400	14	26	30
LOC101144838	ZNF273	truthbar-FP	truthbar	0.3760	0.5137	1.0000	0.3558	0.5137		0.0400	12	26	35
LOC101144838	ZNF28	genuine-FP	genuine	0.1813	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	26	23
LOC101144838	ZNF429	truthbar-FP	truthbar	0.5831	0.3341	1.0000	0.4119	0.5978		0.0400	14	26	36
LOC101144838	ZNF43	truthbar-FP	truthbar	0.3156	0.5288	1.0000	0.3927	0.5690		0.0400	15	26	26
LOC101144838	ZNF430	TP	TP	0.3717	0.5570	1.0000	0.3713	0.5369		0.0400	13	26	32
LOC101144838	ZNF468	truthbar-FP	truthbar	0.1391	0.0000	1.0000	0.0000	0.0000		0.0000	0	26	25
LOC101144838	ZNF486	truthbar-FP	truthbar	0.1728	0.0000	1.0000	0.4020	0.5829		0.0400	14	26	32
LOC101144838	ZNF506	truthbar-FP	truthbar	0.2497	0.0000	1.0000	0.4194	0.6091		0.0400	14	26	34
LOC101144838	ZNF519	truthbar-FP	truthbar	0.2450	0.0000	1.0000	0.3741	0.5411		0.0400	13	26	36
LOC101144838	ZNF595	truthbar-FP	truthbar	0.3534	0.0000	1.0000	0.3818	0.5527		0.0400	13	26	46
LOC101144838	ZNF626	truthbar-FP	truthbar	0.3987	0.0000	1.0000	0.4031	0.5847		0.0400	14	26	29
LOC101144838	ZNF675	truthbar-FP	truthbar	0.5241	0.9196	1.0000	0.1933	0.3667	0.0000	0.0400	9	26	20
LOC101144838	ZNF678	truthbar-FP	truthbar	0.2508	0.0000	1.0000	0.3562	0.5143		0.0400	12	26	44
LOC101144838	ZNF680	truthbar-FP	truthbar	0.4375	0.4857	1.0000	0.3763	0.5444		0.0400	13	26	38
LOC101144838	ZNF681	truthbar-FP	truthbar	0.1888	0.4054	1.0000	0.2374	0.4548	0.0000	0.0400	9	26	17
LOC101144838	ZNF682	truthbar-FP	truthbar	0.4513	0.0000	1.0000	0.3690	0.5335		0.0400	12	26	36
LOC101144838	ZNF695	truthbar-FP	truthbar	0.3629	0.0000	1.0000	0.4713	0.6869		0.0400	16	26	42
LOC101144838	ZNF721	truthbar-FP	truthbar	0.2277	0.0000	1.0000	0.3012	0.4318		0.0400	10	26	46
LOC101144838	ZNF723	truthbar-FP	truthbar	0.4508	0.6701	1.0000	0.2071	0.3942	0.0000	0.0400	6	26	14
LOC101144838	ZNF727	truthbar-FP	truthbar	0.1982	0.0000	1.0000	0.4113	0.5969		0.0400	15	26	36
LOC101144838	ZNF813	truthbar-FP	truthbar	0.2094	0.0000	0.7207	0.0147	0.0094	0.0000	0.0400	4	26	8
LOC101144838	ZNF83	truthbar-FP	truthbar	0.2401	0.0000	1.0000	0.0434	0.0668	0.0000	0.0400	1	26	19
LOC101144838	ZNF91	genuine-FP	genuine	0.2301	0.0000	1.0000	0.0980	0.1760	0.0000	0.0400	4	26	25
LOC101144838	ZNF92	truthbar-FP	truthbar	0.3734	0.7025	1.0000	0.2239	0.3159		0.0400	8	26	40
LOC101144919	LOC115930536	TP	TP	0.7250	0.9816	1.0000	0.8092	0.9657	0.5556	0.7500	7	4	5
LOC101144987	LOC101146541	TP	TP	0.9344	1.0000	1.0000	0.7973	1.0000	0.9091	0.2800	25	7	5
LOC101145348	LOC101151317	genuine-FP	genuine	0.1799	0.0000	1.0000	0.0146	0.0064	0.0000	0.0455	1	7	16
LOC101145348	LOC101153727	genuine-FP	genuine	0.2336	0.0000	1.0000	0.0146	0.0064	0.0000	0.0455	1	7	14
LOC101145348	LOC109024207	genuine-FP	genuine	0.1540	0.0000	1.0000	0.0206	0.0185	0.0000	0.0455	2	7	9
LOC101145348	LOC109027078	genuine-FP	genuine	0.1510	0.0000	1.0000	0.2525	0.4823	0.0000	0.0455	3	7	5
LOC101145348	ZFP69	genuine-FP	genuine	0.1591	0.0000	1.0000	0.0318	0.0182	0.0000	0.0909	1	7	3
LOC101145348	ZNF184	genuine-FP	genuine	0.2930	0.0000	1.0000	0.2557	0.4888	0.0000	0.0455	4	7	8
LOC101145348	ZNF283	truthbar-FP	truthbar	0.1771	0.0000	0.0000	0.0206	0.0185	0.0000	0.0455	2	7	13
LOC101145348	ZNF30	genuine-FP	genuine	0.2785	0.0000	0.0000	0.0206	0.0185	0.0000	0.0455	2	7	10
LOC101145348	ZNF420	genuine-FP	genuine	0.3000	0.0000	0.0000	0.0146	0.0064	0.0000	0.0455	1	7	15
LOC101145348	ZNF461	genuine-FP	genuine	0.1999	0.0000	0.0000	0.0146	0.0064	0.0000	0.0455	1	7	11
LOC101145348	ZNF540	genuine-FP	genuine	0.1333	0.0000	0.0000	0.0185	0.0120	0.0000	0.0500	1	7	5
