gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	aln_ident	jaccard
LOC101123985	NC_073244.2	LOC101134038	NC_073224.2	0.932	0.983	0.983	0.5127
LOC101130013	NC_073244.2	RPL35	NC_073237.2	0.932	0.9	0.89	0.1007
LOC101142996	NC_073244.2	LOC134756942	NC_073237.2	0.932	0.851	0.853	0.0383
CLIC1	NC_073229.2	LOC109029052	NC_073234.2	0.931	0.926	0.924	0.1629
LOC101130806	NC_073233.2	RPL36A	NC_073247.2	0.931	0.935	0.935	0.1357
LOC101138564	NC_073238.2	LOC115933558	NC_073236.2	0.931	0.989	0.97	0.6267
LOC101144552	NC_073235.2	RHBDF1	NC_073242.2	0.931	0.997	0.991	0.406
LOC101144947	NC_073228.2	LOC115933990	NC_086017.1	0.931	0.985	0.967	0.6353
LOC101151540	NC_073243.2	LOC129532449	NC_086017.1	0.931	0.95	0.95	0.2745
LOC109023337	NC_073240.2	RPL35A	NC_086017.1	0.931	0.896	0.897	0.0659
LOC115931421	NC_073241.2	LOC129532895	NC_073227.2	0.931	0.99	0.989	0.4876
LOC129532449	NC_086017.1	RPS18	NC_073229.2	0.931	0.974	0.976	0.4741
LOC101135754	NC_073242.2	LOC109025964	NC_073235.2	0.93	0.958	0.956	0.108
LOC101142376	NC_073244.2	LOC129525554	NC_073233.2	0.93	0.991	0.99	0.6975
LOC101143671	NC_073234.2	LOC101152182	NC_073231.2	0.93	0.881	0.886	0.0552
LOC115932124	NC_073247.2	TRPC6	NC_073233.2	0.93	0.933	0.937	0.0459
LOC129524260	NC_073236.2	LOC129532896	NC_073247.2	0.93	0.987	0.962	0.7015
LOC129525323	NC_073224.2	RPL39L	NC_086017.1	0.93	0.901	0.904	0.0706
LOC129525577	NC_073233.2	NDUFA8	NC_073237.2	0.93	0.981	0.981	0.1039
LOC129532895	NC_073227.2	LOC129534553	NC_073229.2	0.93	0.989	0.988	0.3838
EIF4E	NC_073227.2	LOC101146847	NC_073228.2	0.929	0.989	0.99	0.1319
FDPS	NC_073224.2	LOC129534743	NC_073230.2	0.929	0.918	0.901	0.1045
GGTLC1	NC_073245.2	LOC129529588	NC_086018.1	0.929	0.964	0.946	0.2889
LOC129526400	NC_073238.2	LOC129526551	NC_073239.2	0.929	0.972	0.972	0.278
LOC129526551	NC_073239.2	LOC134757039	NC_073238.2	0.929	0.972	0.972	0.3524
LOC101126783	NC_073231.2	LOC129524399	NC_073227.2	0.928	0.979	0.979	0.4572
LOC101126783	NC_073231.2	LOC129533206	NC_073227.2	0.928	0.979	0.979	0.4068
LOC101126783	NC_073231.2	LOC129533212	NC_073227.2	0.928	0.979	0.979	0.402
LOC101126783	NC_073231.2	LOC129533215	NC_073227.2	0.928	0.979	0.979	0.4028
LOC101126783	NC_073231.2	LOC129533217	NC_073227.2	0.928	0.979	0.979	0.4799
LOC101126783	NC_073231.2	LOC129533221	NC_073227.2	0.928	0.979	0.979	0.402
LOC101126783	NC_073231.2	LOC129533222	NC_073227.2	0.928	0.979	0.979	0.3996
LOC101133796	NC_073231.2	LOC101151078	NC_073241.2	0.928	0.925	0.921	0.155
LOC101144515	NC_073233.2	LOC134758505	NC_073224.2	0.928	0.89	0.894	0.0904
LOC101146227	NC_073234.2	LOC129529164	NC_073224.2	0.928	0.923	0.923	0.1636
LOC109024489	NC_073246.2	LOC129533959	NC_073228.2	0.928	0.99	0.991	0.6937
LOC129533217	NC_073227.2	LOC134758981	NC_073231.2	0.928	0.978	0.975	0.4871
GSTO1	NC_073232.2	LOC101143444	NC_086017.1	0.927	0.925	0.925	0.1384
LOC101137537	NC_086017.1	RPL21	NC_073238.2	0.927	0.994	0.989	0.48
LOC129524347	NC_073231.2	LOC129533206	NC_073227.2	0.927	0.979	0.979	0.3992
LOC129524347	NC_073231.2	LOC129533212	NC_073227.2	0.927	0.979	0.979	0.3945
LOC129524347	NC_073231.2	LOC129533214	NC_073227.2	0.927	0.979	0.979	0.3937
LOC129524347	NC_073231.2	LOC129533215	NC_073227.2	0.927	0.979	0.979	0.3953
LOC129524347	NC_073231.2	LOC129533217	NC_073227.2	0.927	0.979	0.979	0.4706
LOC129524347	NC_073231.2	LOC129533219	NC_073227.2	0.927	0.978	0.978	0.4381
LOC129524347	NC_073231.2	LOC129533221	NC_073227.2	0.927	0.979	0.979	0.3945
LOC129524347	NC_073231.2	LOC129533222	NC_073227.2	0.927	0.979	0.979	0.3922
LOC101126684	NC_073232.2	LOC101137537	NC_086017.1	0.926	0.969	0.967	0.3026
LOC101126684	NC_073232.2	LOC115933486	NC_073233.2	0.926	0.963	0.953	0.253
LOC101126783	NC_073231.2	LOC129533214	NC_073227.2	0.926	0.98	0.979	0.4012
LOC101126783	NC_073231.2	LOC129533219	NC_073227.2	0.926	0.979	0.978	0.4467
LOC101146664	NC_073247.2	PHB1	NC_073228.2	0.926	0.922	0.924	0.0738
LOC129524347	NC_073231.2	LOC129524399	NC_073227.2	0.926	0.979	0.979	0.4484
LOC101124387	NC_073224.2	LOC101127811	NC_073235.2	0.925	0.917	0.918	0.0873
LOC101127555	NC_073233.2	LOC129529189	NC_073245.2	0.925	0.909	0.914	0.0469
LOC101138009	NC_073232.2	LOC101141346	NC_073235.2	0.924	0.941	0.927	0.2016
LOC101140090	NC_073234.2	RPS15	NC_073244.2	0.924	0.929	0.925	0.1534
LOC101151494	NC_073233.2	LOC101154144	NC_073235.2	0.924	0.907	0.904	0.1056
LOC115933486	NC_073233.2	RPL21	NC_073238.2	0.924	0.977	0.966	0.3034
LOC129525684	NC_073234.2	LOC129526565	NC_073241.2	0.924	0.993	0.993	0.407
LOC129533959	NC_073228.2	RPL21	NC_073238.2	0.924	1.0	0.988	0.6357
CNOT6L	NC_073227.2	LOC101129393	NC_073240.2	0.923	0.986	0.987	0.1689
LOC101127811	NC_073235.2	TMEM42	NC_086017.1	0.923	0.917	0.911	0.0822
LOC101137306	NC_073234.2	LOC101141368	NC_086017.1	0.923	0.976	0.972	0.137
LOC101137471	NC_073230.2	LOC109027152	NC_073229.2	0.923	0.923	0.917	0.0982
LOC101152273	NC_073244.2	LOC109026425	NC_086017.1	0.923	0.964	0.964	0.2207
LOC101152675	NC_073237.2	LOC109028262	NC_073236.2	0.923	0.988	0.987	0.4393
LOC109028351	NC_073237.2	LOC129529548	NC_086018.1	0.923	0.977	0.977	0.4077
LOC109028868	NC_073233.2	RPS27	NC_073224.2	0.923	0.974	0.974	0.4512
LOC115932158	NC_073247.2	LOC129524120	NC_073231.2	0.923	0.942	0.942	0.1849
LOC129524470	NC_073237.2	LOC134756947	NC_073238.2	0.923	0.997	0.997	0.569
LOC129533221	NC_073227.2	LOC134758981	NC_073231.2	0.923	0.977	0.975	0.4086
ATP5MK	NC_073232.2	LOC101130654	NC_073247.2	0.922	0.964	0.963	0.1311
LOC101132815	NC_073238.2	LOC129534664	NC_073240.2	0.922	0.996	0.997	0.8766
LOC109023337	NC_073240.2	LOC115934594	NC_073228.2	0.922	0.899	0.897	0.1368
LOC129527796	NC_073242.2	LOC129532896	NC_073247.2	0.922	0.998	0.969	0.7937
LOC129533217	NC_073227.2	LOC134758989	NC_073231.2	0.922	0.977	0.977	0.3617
LOC129533217	NC_073227.2	LOC134758990	NC_073231.2	0.922	0.977	0.977	0.3731
LOC129534664	NC_073240.2	LOC134758882	NC_073230.2	0.922	0.995	0.995	0.6628
LOC101126499	NC_073239.2	LOC101138287	NC_073234.2	0.921	0.958	0.957	0.2323
LOC101140340	NC_086017.1	LOC115933479	NC_073233.2	0.921	0.929	0.921	0.1897
LOC115933182	NC_073230.2	LOC129532712	NC_073232.2	0.921	0.987	0.978	0.2787
LOC129524399	NC_073227.2	LOC134758981	NC_073231.2	0.921	0.978	0.975	0.4643
LOC129533206	NC_073227.2	LOC134758981	NC_073231.2	0.921	0.978	0.975	0.4135
LOC129533212	NC_073227.2	LOC134758981	NC_073231.2	0.921	0.978	0.975	0.4086
LOC129533222	NC_073227.2	LOC134758981	NC_073231.2	0.921	0.978	0.975	0.4062
LOC129533223	NC_073227.2	LOC134758981	NC_073231.2	0.921	0.978	0.976	0.2993
LOC101125304	NC_073242.2	LOC134758274	NC_073227.2	0.92	0.962	0.955	0.246
LOC101141368	NC_086017.1	LOC115935032	NC_073229.2	0.92	0.975	0.975	0.1525
LOC101153492	NC_073229.2	LOC129533491	NC_073228.2	0.92	0.903	0.908	0.1481
LOC115931040	NC_073240.2	LOC115933152	NC_073236.2	0.92	0.99	0.99	0.5208
LOC115935612	NC_073231.2	LOC115935839	NC_073237.2	0.92	0.96	0.959	0.2519
LOC129524472	NC_073237.2	LOC129528443	NC_073241.2	0.92	0.991	0.989	0.4519
LOC129533219	NC_073227.2	LOC134758981	NC_073231.2	0.92	0.977	0.975	0.4537
LOC134758236	NC_073227.2	LOC134758981	NC_073231.2	0.92	0.978	0.976	0.4168
EEF1D	NC_073231.2	LOC101131825	NC_073244.2	0.919	0.965	0.967	0.1062
LOC101127555	NC_073233.2	LOC115932777	NC_073224.2	0.919	0.903	0.898	0.1648
LOC101127555	NC_073233.2	PPIAL4H	NC_073224.2	0.919	0.899	0.897	0.1792
LOC101132158	NC_073224.2	LOC109027152	NC_073229.2	0.919	0.894	0.865	0.1316
LOC101139294	NC_073228.2	LOC101154368	NC_073224.2	0.919	0.9	0.903	0.0833
LOC109023795	NC_073243.2	LOC129525323	NC_073224.2	0.919	0.907	0.882	0.1279
LOC115935612	NC_073231.2	LOC129524434	NC_073237.2	0.919	0.965	0.95	0.2751
HMGN2	NC_073224.2	LOC115934990	NC_073229.2	0.918	0.928	0.923	0.0831
LOC101142993	NC_073229.2	LOC115935612	NC_073231.2	0.918	0.964	0.959	0.2074
LOC109024060	NC_073244.2	LOC134756942	NC_073237.2	0.918	0.831	0.83	0.0382
LOC109025589	NC_073236.2	LOC115935612	NC_073231.2	0.918	0.967	0.96	0.3468
LOC115934990	NC_073229.2	LOC129532770	NC_073224.2	0.918	0.911	0.889	0.0571
CISD1	NC_073232.2	LOC101123796	NC_073236.2	0.917	0.92	0.917	0.0611
LOC101129231	NC_073233.2	LOC101143702	NC_073240.2	0.917	0.903	0.906	0.0324
LOC101143702	NC_073240.2	RPL36AL	NC_073239.2	0.917	0.955	0.956	0.2319
LOC101151540	NC_073243.2	RPS18	NC_073229.2	0.917	0.961	0.938	0.3006
LOC109023678	NC_073242.2	MT1HL1	NC_073224.2	0.917	0.886	0.881	0.0938
LOC109028392	NC_073237.2	LOC115935612	NC_073231.2	0.917	0.965	0.966	0.2368
LOC115931078	NC_073242.2	LOC115935612	NC_073231.2	0.917	0.954	0.953	0.2631
LOC115931082	NC_073242.2	LOC115935612	NC_073231.2	0.917	0.956	0.954	0.2722
LOC115931087	NC_073242.2	LOC115935612	NC_073231.2	0.917	0.956	0.954	0.2727
LOC115933429	NC_073240.2	MPHOSPH8	NC_073238.2	0.917	0.999	0.99	0.2218
LOC115933784	NC_073235.2	PIGY	NC_073227.2	0.917	0.949	0.949	0.1415
LOC115935612	NC_073231.2	LOC115935789	NC_073237.2	0.917	0.965	0.953	0.2524
LOC115935612	NC_073231.2	NPAP1L	NC_073242.2	0.917	0.958	0.956	0.2773
LOC129525579	NC_073233.2	LOC129526003	NC_073234.2	0.916	0.997	0.997	0.864
LOC129525579	NC_073233.2	LOC129527948	NC_073243.2	0.916	0.996	0.996	0.8537
LOC109023795	NC_073243.2	RPL39	NC_073247.2	0.915	0.92	0.902	0.1071
LOC129524470	NC_073237.2	LOC129530498	NC_073246.2	0.915	0.989	0.978	0.1934
LOC129528445	NC_073241.2	LOC129530498	NC_073246.2	0.915	0.987	0.978	0.1975
LOC129528460	NC_073241.2	LOC129530498	NC_073246.2	0.915	0.989	0.98	0.2473
LOC129528467	NC_073241.2	LOC129530498	NC_073246.2	0.915	0.985	0.976	0.2057
PRPS1	NC_073247.2	PRPS1L1	NC_073230.2	0.915	0.918	0.909	0.0893
LOC101127555	NC_073233.2	PPIA	NC_073230.2	0.914	0.937	0.932	0.2245
LOC101127811	NC_073235.2	LOC101135138	NC_073234.2	0.914	0.895	0.897	0.0595
LOC129524036	NC_073243.2	LOC129532627	NC_086017.1	0.914	0.994	0.988	0.2807
LOC129524260	NC_073236.2	LOC129527796	NC_073242.2	0.914	0.991	0.96	0.665
LOC129525323	NC_073224.2	LOC129532266	NC_086017.1	0.914	0.927	0.927	0.1429
LOC129525684	NC_073234.2	LOC134757295	NC_073240.2	0.914	0.992	0.992	0.5503
FAM136A	NC_073236.2	LOC129533491	NC_073228.2	0.913	0.929	0.93	0.0368
LOC101141118	NC_073228.2	LOC101147142	NC_073247.2	0.913	0.852	0.849	0.0703
LOC101141118	NC_073228.2	LOC101152433	NC_073232.2	0.913	0.866	0.865	0.0455
LOC129524105	NC_073231.2	LOC134756825	NC_073236.2	0.913	0.998	0.988	0.4931
LOC101127555	NC_073233.2	LOC101139366	NC_073236.2	0.912	0.906	0.904	0.1079
LOC101129959	NC_073235.2	LOC101148543	NC_073243.2	0.912	0.972	0.972	0.4403
LOC101133011	NC_073239.2	LOC109024144	NC_073244.2	0.912	0.878	0.879	0.0481
LOC101151538	NC_073243.2	LOC129533959	NC_073228.2	0.912	0.97	0.97	0.4255
LOC101153588	NC_073228.2	LOC129529189	NC_073245.2	0.912	0.916	0.917	0.0523
LOC115933227	NC_073227.2	LOC129525174	NC_073232.2	0.912	0.988	0.988	0.3105
IGSF3	NC_073224.2	LOC134757055	NC_073238.2	0.911	0.973	0.969	0.1971
LOC101124540	NC_073235.2	LOC101127632	NC_073229.2	0.911	0.899	0.903	0.0447
LOC101129492	NC_073234.2	LOC129526900	NC_073240.2	0.911	0.886	0.892	0.0444
LOC101133796	NC_073231.2	LOC101138009	NC_073232.2	0.911	0.965	0.936	0.2946
LOC101142804	NC_073224.2	LOC129534058	NC_073229.2	0.911	0.94	0.939	0.1385
LOC101154053	NC_086017.1	LOC109025285	NC_073232.2	0.911	0.961	0.953	0.2809
LOC109023795	NC_073243.2	LOC129532266	NC_086017.1	0.911	0.897	0.894	0.0451
LOC109023795	NC_073243.2	RPL39L	NC_086017.1	0.911	0.884	0.878	0.0368
LOC129524653	NC_073237.2	LOC129528464	NC_073241.2	0.911	0.989	0.978	0.523
LOC129529286	NC_073246.2	LOC129529426	NC_086018.1	0.911	0.985	0.985	0.4518
LOC101135138	NC_073234.2	LOC101139294	NC_073228.2	0.91	0.905	0.908	0.0804
LOC101135138	NC_073234.2	LOC101154144	NC_073235.2	0.91	0.905	0.906	0.1264
LOC101140340	NC_086017.1	PPIA	NC_073230.2	0.91	0.935	0.93	0.1925
LOC101143671	NC_073234.2	LOC109026657	NC_073227.2	0.91	0.945	0.935	0.0553
LOC101148869	NC_073240.2	LOC115934990	NC_073229.2	0.91	0.924	0.905	0.093
LOC115932915	NC_073238.2	LOC134756833	NC_073236.2	0.91	0.982	0.951	0.4043
LOC129524726	NC_073238.2	LOC134757253	NC_073240.2	0.91	0.996	0.996	0.8775
LOC101126607	NC_073239.2	LOC101130226	NC_073240.2	0.909	0.88	0.884	0.1111
LOC101129492	NC_073234.2	LOC101152815	NC_073233.2	0.909	0.893	0.894	0.0823
LOC101130226	NC_073240.2	LOC115934990	NC_073229.2	0.909	0.9	0.898	0.1193
LOC101146005	NC_073236.2	ZNF532	NC_073241.2	0.909	0.935	0.934	0.0522
LOC129526568	NC_073239.2	MYO5B	NC_073241.2	0.909	0.94	0.942	0.0639
CES4A	NC_073242.2	LOC134756833	NC_073236.2	0.908	0.981	0.956	0.1811
LOC101125185	NC_073240.2	LOC101135885	NC_073243.2	0.908	0.936	0.935	0.1918
LOC101131421	NC_073235.2	LOC101132832	NC_073224.2	0.908	0.899	0.888	0.0625
LOC101148362	NC_073224.2	LOC109023337	NC_073240.2	0.908	0.86	0.861	0.1354
LOC129524260	NC_073236.2	SH3KBP1	NC_073247.2	0.908	0.993	0.985	0.3966
LOC129528410	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2779
LOC129528411	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.968	0.2867
LOC129528412	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0.969	0.1556
LOC129528414	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0.97	0.3431
LOC129528415	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.969	0.2701
LOC129528416	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.3677
LOC129528417	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2779
LOC129528418	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2779
LOC129528419	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.282
LOC129528420	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2779
LOC129528421	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0.97	0.2841
LOC129528422	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2836
LOC129528423	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.2901
LOC129528424	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.3431
LOC129528426	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.97	0.969	0.3359
LOC129528427	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.968	0.3745
LOC129528428	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.968	0.291
LOC129528429	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.969	0.3438
LOC129528430	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.967	0.967	0.321
LOC129528431	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.968	0.2733
LOC129533214	NC_073227.2	LOC134758981	NC_073231.2	0.908	0.978	0.974	0.4078
LOC129533215	NC_073227.2	LOC134758981	NC_073231.2	0.908	0.978	0.974	0.4094
LOC134756367	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.969	0.969	0.3648
LOC134757073	NC_073238.2	LOC134757413	NC_073241.2	0.908	0.995	0.994	0.6097
LOC101127721	NC_073242.2	LOC134758274	NC_073227.2	0.907	0.855	0.849	0.0789
LOC101140029	NC_073244.2	LOC109023795	NC_073243.2	0.907	0.892	0.898	0.041
LOC101142804	NC_073224.2	LOC115931577	NC_073244.2	0.907	0.938	0.938	0.1389
LOC129524654	NC_073237.2	LOC129530498	NC_073246.2	0.907	0.987	0.976	0.1763
LOC129524657	NC_073237.2	LOC129528175	NC_073241.2	0.907	0.997	0.996	0.5941
LOC129528441	NC_073241.2	LOC129530498	NC_073246.2	0.907	0.989	0.976	0.1838
LOC129529380	NC_073238.2	LOC129530498	NC_073246.2	0.907	0.993	0.988	0.179
LOC101128980	NC_073233.2	LOC101143671	NC_073234.2	0.906	0.947	0.942	0.1414
LOC101154144	NC_073235.2	LOC134758505	NC_073224.2	0.906	0.9	0.902	0.1384
HMGN2	NC_073224.2	LOC109027238	NC_073229.2	0.904	0.96	0.964	0.0395
LOC101126607	NC_073239.2	LOC109027238	NC_073229.2	0.904	0.916	0.916	0.1071
LOC101127689	NC_086017.1	LOC109027238	NC_073229.2	0.904	0.938	0.94	0.0682
LOC101131514	NC_073224.2	LOC101146371	NC_073227.2	0.904	0.945	0.947	0.1302
LOC101140345	NC_086017.1	LOC109027238	NC_073229.2	0.904	0.956	0.96	0.2361
LOC101146371	NC_073227.2	PTGES3	NC_073234.2	0.904	0.955	0.959	0.0734
LOC101148869	NC_073240.2	LOC109027238	NC_073229.2	0.904	0.952	0.956	0.0528
LOC109023133	NC_073239.2	LOC109027238	NC_073229.2	0.904	0.934	0.94	0.0709
LOC115933239	NC_073236.2	LOC129532712	NC_073232.2	0.904	0.987	0.975	0.1724
LOC129524397	NC_073231.2	LOC129533223	NC_073227.2	0.904	0.978	0.977	0.2786
LOC129524397	NC_073231.2	LOC134758236	NC_073227.2	0.904	0.978	0.977	0.3909
LOC129525174	NC_073232.2	LOC129525684	NC_073234.2	0.904	0.995	0.995	0.6717
LOC129525778	NC_073234.2	LOC129526731	NC_073239.2	0.904	0.998	0.98	0.2776
LOC129525779	NC_073234.2	LOC129526731	NC_073239.2	0.904	0.998	0.98	0.2776
LAMTOR5	NC_073224.2	LOC129525086	NC_073232.2	0.903	0.969	0.972	0.1453
LOC101124540	NC_073235.2	LOC101141118	NC_073228.2	0.903	0.89	0.883	0.0826
LOC101127555	NC_073233.2	LOC101140340	NC_086017.1	0.903	0.905	0.908	0.0694
LOC101128093	NC_073228.2	LOC109025084	NC_073229.2	0.903	0.983	0.963	0.4079
LOC109026304	NC_086017.1	MYL6	NC_073234.2	0.903	0.997	0.994	0.573
LOC129524600	NC_073237.2	LOC129528441	NC_073241.2	0.903	0.999	0.999	0.8544
LOC129533217	NC_073227.2	LOC134758982	NC_073231.2	0.903	0.976	0.976	0.3523
LOC129533217	NC_073227.2	LOC134758983	NC_073231.2	0.903	0.978	0.978	0.4259
LOC129533217	NC_073227.2	LOC134758991	NC_073231.2	0.903	0.976	0.976	0.4227
LOC129533217	NC_073227.2	LOC134758996	NC_073231.2	0.903	0.978	0.978	0.3724
LOC129533223	NC_073227.2	LOC134758983	NC_073231.2	0.903	0.977	0.975	0.3413
LOC134758236	NC_073227.2	LOC134758983	NC_073231.2	0.903	0.977	0.976	0.4689
RPL7	NC_073231.2	ZNF589	NC_086017.1	0.903	0.996	0.977	0.0582
LOC101124387	NC_073224.2	LOC101144515	NC_073233.2	0.902	0.909	0.904	0.075
LOC101128488	NC_073230.2	LOC115933796	NC_073235.2	0.902	0.992	0.988	0.1422
LOC101138851	NC_073231.2	LOC101151538	NC_073243.2	0.902	0.971	0.962	0.406
LOC101138851	NC_073231.2	LOC109024489	NC_073246.2	0.902	0.989	0.982	0.5818
LOC101138851	NC_073231.2	LOC115933486	NC_073233.2	0.902	0.971	0.966	0.4
LOC101138851	NC_073231.2	LOC129527811	NC_073242.2	0.902	0.98	0.976	0.5088
LOC101138851	NC_073231.2	LOC129533959	NC_073228.2	0.902	0.993	0.986	0.6381
LOC101142376	NC_073244.2	LOC129525174	NC_073232.2	0.902	0.992	0.991	0.3547
LOC109023795	NC_073243.2	LOC109024093	NC_073244.2	0.902	0.932	0.894	0.1667
PRSS2	NC_073230.2	PRSS3	NC_073237.2	0.902	0.931	0.906	0.0997
DCK	NC_073227.2	LOC109028486	NC_073232.2	0.901	0.972	0.974	0.1596
LOC101133718	NC_073231.2	LOC129532776	NC_086017.1	0.901	0.934	0.917	0.1448
LOC101135135	NC_073234.2	RALA	NC_073230.2	0.901	0.926	0.931	0.036
LOC129523739	NC_073230.2	LOC129534555	NC_073229.2	0.901	0.992	0.992	0.6368
LOC129529391	NC_073246.2	MYO5B	NC_073241.2	0.901	0.937	0.939	0.0589
LOC129532626	NC_086017.1	LOC129534555	NC_073229.2	0.901	0.997	0.997	0.754
LOC134759324	NC_073233.2	SSU72L6	NC_073230.2	0.901	0.959	0.959	0.2369
LOC101124387	NC_073224.2	LOC101154144	NC_073235.2	0.9	0.897	0.9	0.0705
LOC101125723	NC_086018.1	LOC129526551	NC_073239.2	0.9	0.963	0.963	0.2011
LOC129523959	NC_073224.2	LOC129530133	NC_073247.2	0.9	0.994	0.958	0.6872
LOC129524658	NC_073237.2	LOC129528449	NC_073241.2	0.9	0.997	0.992	0.309
LOC129524833	NC_073239.2	LOC129530133	NC_073247.2	0.9	0.994	0.956	0.6881
LOC101132345	NC_073232.2	LOC101144197	NC_073227.2	0.899	0.986	0.975	0.3458
LOC101132345	NC_073232.2	LOC101145399	NC_073239.2	0.899	0.984	0.971	0.4121
LOC101132345	NC_073232.2	LOC129534774	NC_073230.2	0.899	0.978	0.958	0.3245
LOC101134038	NC_073224.2	RPL10L	NC_073239.2	0.899	0.886	0.885	0.041
LOC129528719	NC_073244.2	LOC129530133	NC_073247.2	0.899	0.993	0.984	0.3813
HMGN2	NC_073224.2	LOC101141058	NC_073233.2	0.898	0.955	0.95	0.0815
LOC101132832	NC_073224.2	LOC109028868	NC_073233.2	0.898	0.962	0.952	0.2651
LOC101137833	NC_073241.2	LOC101138851	NC_073231.2	0.898	0.989	0.982	0.6038
LOC101139924	NC_073229.2	LOC101143909	NC_073234.2	0.898	0.849	0.85	0.0351
LOC109027898	NC_073231.2	LOC129526772	NC_073239.2	0.898	0.959	0.959	0.2682
LOC129530133	NC_073247.2	LOC134759270	NC_073232.2	0.898	0.994	0.979	0.488
LOC129533223	NC_073227.2	LOC134759084	NC_073231.2	0.898	0.977	0.974	0.1928
LOC134758236	NC_073227.2	LOC134759084	NC_073231.2	0.898	0.977	0.97	0.2727
IFITM2	NC_073233.2	LOC101152182	NC_073231.2	0.897	0.888	0.884	0.0643
LOC101135508	NC_073227.2	LOC109028893	NC_073233.2	0.897	0.912	0.911	0.1222
LOC115930162	NC_073230.2	PRSS3	NC_073237.2	0.897	0.934	0.909	0.1324
LOC115932939	NC_073236.2	LOC129529333	NC_073246.2	0.897	0.979	0.979	0.3884
LOC101126684	NC_073232.2	LOC109024489	NC_073246.2	0.896	0.974	0.964	0.3019
LOC101130226	NC_073240.2	LOC109027238	NC_073229.2	0.896	0.902	0.904	0.125
LOC101137804	NC_086017.1	LOC109027238	NC_073229.2	0.896	0.924	0.932	0.1184
LOC101141058	NC_073233.2	LOC109027238	NC_073229.2	0.896	0.924	0.928	0.0874
LOC101152972	NC_073240.2	RHPN2	NC_073244.2	0.896	0.961	0.962	0.257
LOC101153591	NC_073228.2	LOC109027238	NC_073229.2	0.896	0.933	0.936	0.0935
LOC109026392	NC_086017.1	LOC129533491	NC_073228.2	0.896	0.946	0.944	0.2617
LOC129524489	NC_073237.2	LOC129532776	NC_086017.1	0.896	0.958	0.924	0.262
LOC101127159	NC_073235.2	MYO5B	NC_073241.2	0.895	0.936	0.938	0.0589
LOC101129567	NC_073246.2	LOC109026425	NC_086017.1	0.895	0.936	0.936	0.1381
LOC101138851	NC_073231.2	LOC134757331	NC_073240.2	0.895	0.957	0.953	0.2164
LOC101153622	NC_073230.2	LOC109028893	NC_073233.2	0.895	0.881	0.882	0.0472
LOC109028893	NC_073233.2	RPL15	NC_086017.1	0.895	0.93	0.931	0.0619
LOC115931250	NC_073243.2	MRPL14	NC_073229.2	0.895	0.988	0.978	0.2164
LOC101134010	NC_073230.2	LOC101144033	NC_073233.2	0.894	0.925	0.924	0.0909
LOC101139294	NC_073228.2	LOC101151494	NC_073233.2	0.894	0.899	0.899	0.093
LOC129524726	NC_073238.2	LOC134757796	NC_073245.2	0.894	0.995	0.976	0.7504
LOC101126792	NC_073240.2	MYO5B	NC_073241.2	0.893	0.939	0.941	0.0703
LOC101139117	NC_073233.2	LOC109024060	NC_073244.2	0.893	0.821	0.829	0.0417
LOC101139541	NC_073228.2	LOC109026304	NC_086017.1	0.893	0.89	0.869	0.1297
LOC101139541	NC_073228.2	MYL6	NC_073234.2	0.893	0.892	0.867	0.1074
LOC109024249	NC_073244.2	RPL37	NC_073243.2	0.893	0.956	0.956	0.1935
LOC115930119	NC_073229.2	LOC129532712	NC_073232.2	0.893	0.986	0.974	0.2081
LOC115933239	NC_073236.2	LOC129525684	NC_073234.2	0.893	0.99	0.99	0.464
LOC129524661	NC_073237.2	LOC129528187	NC_073238.2	0.893	0.99	0.963	0.4911
LOC129524661	NC_073237.2	LOC129528194	NC_073241.2	0.893	0.996	0.969	0.5436
LOC129524661	NC_073237.2	LOC129530391	NC_073248.2	0.893	0.99	0.961	0.5279
LOC129524661	NC_073237.2	LOC134757319	NC_073240.2	0.893	0.99	0.964	0.4808
LOC129526469	NC_073236.2	MYO5B	NC_073241.2	0.893	0.94	0.941	0.0711
