dn	n_reads	mm_median	mm_mean	mm_max
DN_NC_086017.1_9790451_11	400	4.0000	4.2175	40
DN_NC_086018.1_15884108_19	73	1.0000	1.6849	37
DN_NC_086018.1_16134008_5	59	12.0000	9.3220	37
DN_NC_086018.1_16346801_5	244	3.0000	3.2090	51
DN_NC_086018.1_16610610_33	66	1.0000	3.1515	51
DN_NC_086018.1_1713296_2	400	14.0000	15.0450	21
DN_NC_086018.1_17151658_12	64	1.0000	3.2969	40
DN_NC_086018.1_1774757_3	382	22.0000	19.0733	51
DN_NC_086018.1_17748702_5	246	3.0000	3.0203	7
DN_NC_086018.1_17871480_5	163	3.0000	4.5276	51
DN_NC_086018.1_17871581_2	161	3.0000	4.5466	51
DN_NC_086018.1_18253436_31	250	2.0000	2.3720	25
DN_NC_086018.1_18552717_3	19	3.0000	3.8947	7
DN_NC_086018.1_18646417_6	298	13.0000	13.0503	51
DN_NC_086018.1_18821463_5	167	3.0000	4.9940	52
DN_NC_086018.1_19032395_10	241	2.0000	2.0332	4
DN_NC_086018.1_19196747_2	400	4.0000	4.7400	31
DN_NC_086018.1_19202967_5	91	1.0000	2.0220	33
DN_NC_086018.1_19844955_6	400	22.0000	23.3125	52
DN_NC_086018.1_19935965_4	205	11.0000	11.7073	51
DN_NC_086018.1_19995243_3	270	1.0000	3.5963	51
DN_NC_086018.1_20024455_2	106	2.0000	6.7358	51
DN_NC_086018.1_2012052_3	77	3.0000	5.7013	51
DN_NC_086018.1_20765108_15	282	13.0000	13.4149	45
DN_NC_086018.1_21140998_4	400	8.0000	8.8600	51
DN_NC_086018.1_21231592_2	26	1.0000	18.8462	51
DN_NC_086018.1_22138206_15	296	39.0000	35.4527	52
DN_NC_086018.1_22166696_9	344	13.0000	17.2297	52
DN_NC_086018.1_22406144_7	350	13.0000	17.8657	52
DN_NC_086018.1_22567705_3	400	8.0000	7.5125	51
DN_NC_086018.1_23267560_8	162	2.0000	3.1235	51
DN_NC_086018.1_23370474_4	271	9.0000	9.4760	46
DN_NC_086018.1_23590926_21	78	1.5000	2.2692	10
DN_NC_086018.1_24502908_7	400	1.0000	1.1250	6
DN_NC_086018.1_24509591_14	400	1.0000	1.1250	6
DN_NC_086018.1_24877691_3	130	1.0000	1.2692	22
DN_NC_086018.1_25932455_2	115	1.0000	6.7826	52
DN_NC_086018.1_26719433_15	223	8.0000	11.1031	36
DN_NC_086018.1_26773900_6	22	8.0000	5.5000	17
DN_NC_086018.1_27357888_21	400	1.0000	1.1425	51
DN_NC_086018.1_27470342_2	112	3.0000	5.2500	52
DN_NC_086018.1_28313237_9	132	1.0000	1.4167	51
DN_NC_086018.1_28714522_15	382	1.0000	2.3429	52
DN_NC_086018.1_29227554_16	400	2.0000	2.2750	7
DN_NC_086018.1_29956541_2	135	1.0000	1.3481	45
DN_NC_086018.1_30368542_3	63	3.0000	3.5079	30
DN_NC_086018.1_34137538_4	205	4.0000	3.7220	51
DN_NC_086018.1_34186611_4	284	4.0000	16.5070	52
DN_NC_086018.1_34223461_5	199	4.0000	3.4422	5
DN_NC_086018.1_34278584_41	400	1.0000	1.0500	2
DN_NC_086018.1_35225663_7	5	1.0000	1.0000	1
DN_NC_086018.1_35282535_13	37	1.0000	1.0000	1
DN_NC_086018.1_35611817_17	138	1.0000	1.0362	3
DN_NC_086018.1_36304756_7	52	1.0000	2.9423	52
DN_NC_086018.1_36987543_6	368	3.0000	4.3370	51
DN_NC_086018.1_37016890_4	301	3.0000	4.1096	51
DN_NC_086018.1_37043543_7	375	3.0000	4.5547	51
DN_NC_086018.1_39469630_18	400	4.0000	4.0475	18
DN_NC_086018.1_39525778_6	400	4.0000	4.0300	18
DN_NC_086018.1_40100382_3	30	2.0000	9.8000	51
DN_NC_086018.1_40516247_7	257	2.0000	3.0506	51
DN_NC_086018.1_40570429_6	257	2.0000	2.6654	51
DN_NC_086018.1_40865904_11	400	1.0000	1.1250	51
DN_NC_086018.1_47820238_12	224	1.0000	1.0670	4
DN_NC_086018.1_48324966_37	400	1.0000	1.5000	51
DN_NC_086018.1_48564680_20	300	1.0000	1.1700	51
DN_NC_086018.1_48579325_2	158	1.0000	1.3165	51
DN_NC_086018.1_48818439_9	199	8.0000	8.2161	52
