gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
LOC101133668	LOC115931567	DN_NC_073230.2_74190289_5	DN_NC_073244.2_27566430_5	0	36	0	0.2654	0	0	0	0	0	0	0	0			5	5	1	0	0	2	223	0.00896861	63	4.15888	0	0.4258	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0454	0.0702	0.0578	2644	3020	2832	0.4258	0.3756	0.4258
LOC101133668	LOC115931568	DN_NC_073230.2_74190289_5	DN_NC_073244.2_28072858_4	0	36	0	0.2395	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	130	0.0307692	15	2.77259	0	0.393	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.0382	0.0702	0.0542	3020	3089	3054.5	0.393	0.3756	0.393
LOC101133668	LOC115931576	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29046961_4	0	36	0	0.2434	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	223	0.0179372	26	3.29584	0	0.45	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.027	0.0702	0.0486	3020	3697	3358.5	0.45	0.3756	0.45
LOC101133668	LOC129527827	DN_NC_073230.2_74190289_5	DN_NC_073242.2_66613619_4	0	36	0	0.2386	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	130	0.0230769	39	3.68888	0	0.4438	51	51	51	52	52	52	400	400	400	1	0	1	0.5	0.0319	0.0702	0.05105	3020	3635	3327.5	0.4438	0.3756	0.4438
LOC101133668	LOC129528947	DN_NC_073230.2_74190289_5	DN_NC_073244.2_27408454_4	0	36	0	0.2427	0.4007	1243	7.12609	0	0	0	0.0972499	0			4	5	0.8	1	0	3	223	0.0134529	56	4.04305	0	0.5416	51	51	51	52	52	52	400	400	400	1	1	1	1	0.069	0.0702	0.0696	3020	3592	3306	0.5416	0.3756	0.5416
LOC101133668	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073230.2_74190289_5	0	36	0	0.1328	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	130	0.0307692	22	3.13549	0	0.3756	51	51	51	52	52	52	400	400	400	1	1	1	1	0.0067	0.0702	0.03845	3020	4765	3892.5	0.3756	0.2847	0.3756
LOC101133668	ZNF254	DN_NC_073230.2_74190289_5	DN_NC_073244.2_30438386_2	0	36	0	0.1783	0	0	0	0	0	0	0	0			2	5	0.4	3	0	3	130	0.0230769	51	3.95124	0	0.3964	51	51	51	52	52	52	400	400	400	1	1	1	1	0.0107	0.0702	0.04045	3020	3541	3280.5	0.3964	0.3756	0.3964
LOC101133668	ZNF267	DN_NC_073230.2_74190289_5	DN_NC_073242.2_37386128_4	0	36	0	0.1467	0	0	0	0	0	0	0	0			4	5	0.8	1	0	21	223	0.0941704	15	2.77259	1	0.3756	2	51	26.5	40	52	46	400	400	400	1	1	1	1	0.0104	0.0702	0.0403	3020	3959	3489.5	0.3756	0.271	0.3756
LOC101133668	ZNF273	DN_NC_073230.2_74190289_5	DN_NC_073230.2_74299233_4	0	36	0	0.2434	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	130	0.0153846	51	3.95124	0	0.3847	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0454	0.0702	0.0578	3020	3547	3283.5	0.3847	0.3756	0.3847
LOC101133668	ZNF429	DN_NC_073230.2_74190289_5	DN_NC_073244.2_27956158_2	0	36	0	0.3447	0	0	0	0	0	0	0	0			2	5	0.4	3	0	3	223	0.0134529	43	3.78419	0	0.5265	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0702	0.0734	0.0718	1880	3020	2450	0.5265	0.3756	0.5265
LOC101133668	ZNF43	DN_NC_073230.2_74190289_5	DN_NC_073244.2_28333451_4	0	36	0	0.2405	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	130	0.0230769	48	3.89182	0	0.4625	47	51	49	52	52	52	400	400	400	1	0	1	0.5	0.0236	0.0702	0.0469	3020	3690	3355	0.4625	0.3756	0.4625
LOC101133668	ZNF430	DN_NC_073230.2_74190289_5	DN_NC_073244.2_27504818_5	0	36	0	0.2434	0	0	0	0	0	0	0	0			5	5	1	0	0	2	223	0.00896861	40	3.71357	0	0.427	51	51	51	52	52	52	400	400	400	1	1	1	1	0.0591	0.0702	0.06465	3020	3420	3220	0.427	0.3756	0.427
LOC101133668	ZNF468	DN_NC_073230.2_74190289_5	DN_NC_073244.2_64797239_5	0	36	0	0.1483	0	0	0	0	0	0	0	0			5	5	1	0	0	5	223	0.0224215	15	2.77259	1	0.3756	9.5	51	30.25	52	52	52	400	400	400	1	0	1	0.5	0.0347	0.0702	0.05245	3020	4060	3540	0.3756	0.3221	0.3756
LOC101133668	ZNF486	DN_NC_073230.2_74190289_5	DN_NC_073244.2_26666712_5	0	36	0	0.2462	0	0	0	0	0	0	0	0			5	5	1	0	0	5	130	0.0384615	35	3.58352	1	0.4566	49	51	50	52	52	52	400	400	400	1	1	1	1	0.0403	0.0702	0.05525	2955	3020	2987.5	0.4566	0.3756	0.4566
LOC101133668	ZNF506	DN_NC_073230.2_74190289_5	DN_NC_073244.2_26240039_2	0	36	0	0.246	0	0	0	0	0	0	0	0			2	5	0.4	3	0	2	130	0.0153846	38	3.66356	0	0.4246	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.0398	0.0702	0.055	2917	3020	2968.5	0.4246	0.3756	0.4246
LOC101133668	ZNF519	DN_NC_073230.2_74190289_5	DN_NC_073241.2_36126183_3	0	36	0	0.2089	0	0	0	0	0	0	0	0			3	5	0.6	2	0	20	129	0.155039	13	2.63906	1	0.3756	4	51	27.5	52	52	52	158	400	279	0.395	1	1	1	0.0066	0.0702	0.0384	2419	3020	2719.5	0.3756	0.196	0.3756
LOC101133668	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073230.2_74190289_5	0	36	0	0.1696	0	0	0	0	0	0	0	0			2	5	0.4	3	0	3	130	0.0230769	23	3.17805	0	0.5689	40	51	45.5	51	52	51.5	400	400	400	1	1	1	1	0.0567	0.0702	0.06345	2277	3020	2648.5	0.5689	0.3756	0.5689
LOC101133668	ZNF600	DN_NC_073230.2_74190289_5	DN_NC_073244.2_64724127_4	0	36	0	0.1315	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	129	0.0232558	9	2.30259	0	0.3756	19	51	35	52	52	52	400	400	400	1	0	1	0.5	0.0275	0.0702	0.04885	3020	4140	3580	0.3756	0.3339	0.3756
LOC101133668	ZNF626	DN_NC_073230.2_74190289_5	DN_NC_073244.2_27131194_2	0	36	0	0.2411	0	0	0	0	0	0	0	0			2	5	0.4	3	0	7	223	0.0313901	27	3.3322	1	0.4557	51	51	51	52	52	52	400	400	400	1	0	1	0.5	0.0251	0.0702	0.04765	2943	3020	2981.5	0.4557	0.3756	0.4557
LOC101133668	ZNF675	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29970261_4	0	36	0	0.2693	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	130	0.0307692	52	3.97029	0	0.3774	49	51	50	52	52	52	400	400	400	1	0	1	0.5	0.0118	0.0702	0.041	2026	3020	2523	0.3774	0.3756	0.3774
LOC101133668	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073230.2_74190289_5	0	36	0	0.1728	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	130	0.0153846	25	3.2581	0	0.3756	51	51	51	52	52	52	355	400	377.5	0.8875	1	1	1	0.0093	0.0702	0.03975	3020	3643	3331.5	0.3756	0.322	0.3756
LOC101133668	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073230.2_74190289_5	0	36	0	0.2408	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	130	0.0307692	36	3.61092	0	0.3756	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.0077	0.0702	0.03895	3020	3103	3061.5	0.3756	0.3066	0.3756
LOC101133668	ZNF682	DN_NC_073230.2_74190289_5	DN_NC_073244.2_26470366_4	0	36	0	0.1454	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	223	0.00896861	27	3.3322	0	0.3756	45	51	48	52	52	52	400	400	400	1	0	1	0.5	0.0345	0.0702	0.05235	3020	3192	3106	0.3756	0.3255	0.3756
LOC101133668	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073230.2_74190289_5	0	36	0	0.146	0	0	0	0	0	0	0	0			4	5	0.8	1	0	13	130	0.1	22	3.13549	1	0.3756	50.5	51	50.75	52	52	52	400	400	400	1	1	1	1	0.0215	0.0702	0.04585	3020	3492	3256	0.3756	0.3045	0.3756
LOC101133668	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073230.2_74190289_5	0	36	0	0.1483	0	0	0	0	0	0	0	0			2	5	0.4	3	0	2	130	0.0153846	22	3.13549	0	0.3764	51	51	51	52	52	52	400	400	400	1	0	1	0.5	0.0307	0.0702	0.05045	3020	3872	3446	0.3764	0.3756	0.3764
LOC101133668	ZNF723	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29232445_4	0	36	0	0.3221	0.5017	1162	7.05876	0.25	0	0	0.161598	0.125425			4	5	0.8	1	0	2	130	0.0153846	46	3.85015	0	0.5099	51	51	51	52	52	52	400	400	400	1	1	1	1	0.0702	0.0726	0.0714	2038	3020	2529	0.5099	0.3756	0.5099
LOC101133668	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073230.2_74190289_5	0	36	0	0.1335	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	130	0.0153846	20	3.04452	0	0.3756	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.023	0.0702	0.0466	3020	5731	4375.5	0.3756	0.3146	0.3756
LOC101133668	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073230.2_74190289_5	0	36	0	0.1489	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	130	0.0307692	18	2.94444	0	0.3756	51	51	51	52	52	52	400	400	400	1	0	1	0.5	0.0109	0.0702	0.04055	3020	7151	5085.5	0.3756	0.3	0.3756
LOC101133668	ZNF91	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29680825_2	0	36	0	0.1783	0	0	0	0	0	0	0	0			2	5	0.4	3	0	2	223	0.00896861	57	4.06044	0	0.5202	50	51	50.5	52	53	52.5	400	400	400	1	0	1	0.5	0.0372	0.0702	0.0537	3020	4091	3555.5	0.5202	0.3756	0.5202
LOC101133668	ZNF92	DN_NC_073230.2_74190289_5	DN_NC_073230.2_74637814_2	0	36	0	0.197	0.3886	1156	7.05359	0	0	0	0.0765542	0			2	5	0.4	3	0	4	130	0.0307692	47	3.8712	0	0.3756	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0107	0.0702	0.04045	2718	3020	2869	0.3756	0.3657	0.3756
LOC101133699	NUTF2	DN_NC_073224.2_126139506_3	DN_NC_073242.2_97073460_5	1	368	3	0.1798	0.3828	875	6.77537	0.6	0	0	0.0688274	0.22968	0.9047	0	3	5	0.6	2	0	2	2	1	44	3.80666	0	0.399	10	10	10	47	51	49	166	170	168	0.976471	0.5	1	0.75	0.0048	0.038	0.0214	2266	2484	2375	0.399	0.0754	0.399
LOC101134045	LOC129526638	DN_NC_073233.2_14005356_9	DN_NC_073239.2_70164897_2	0	36	0	0.1712	0.6642	1432	7.26753	0.5	0	0	0.113711	0.3321			2	9	0.222222	7	0	3	11	0.272727	34	3.55535	0	0.8729	1	13	7	51	52	51.5	101	145	123	0.696552	0	1	0.5	0.0998	0.2725	0.18615	2136	3738	2937	0.8729	0.3702	0.8729
LOC101134145	LOC129532639	DN_NC_073231.2_53708239_3	DN_NC_086017.1_161710205_3	0	127	1	0.1617	0	0	0	0	0	0	0	0			3	3	1	0	0	4	497	0.00804829	7	2.07944	0	0.4106	1	1	1	5	51	28	14	271	142.5	0.0516605	0	0	0	0.0648	0.1141	0.08945	920	2285	1602.5	0.4106	0.2837	0.4106
LOC101134596	PI4KA	DN_NC_086018.1_18253436_31	DN_NC_086018.1_19032395_10	0	371	4	0.5759	0.6088	1351	7.20934	0.9	0.3226	0.3226	0.350608	0.54792			10	31	0.322581	21	0	2	4	0.5	223	5.41165	0	0.2136	2	2	2	4	25	14.5	241	250	245.5	0.964	0	0	0	0	0.0701	0.03505	2198	3775	2986.5	0.2136	0.0206	0.2136
LOC101135168	LOC115933002	DN_NC_073228.2_45710800_6	DN_NC_073228.2_46729356_10	1	53	2	0.3937	0.4235	1379	7.22984	0.1667	0.1	0.1	0.166732	0.0705974	0.9593	0.77	6	10	0.6	4	0	2	6	0.333333	259	5.56068	0	0.0627	10	12	11	51	52	51.5	400	400	400	1	0	2	1	0	0.0034	0.0017	3226	4636	3931	0.0627	0.0255	0.0627
LOC101135168	LOC115934626	DN_NC_073228.2_45710800_6	DN_NC_073228.2_45948292_6	1	53	2	0.7466	0.9453	3078	8.03236	0.8333	0.6667	0.6667	0.705761	0.787718	0.9887	0.497	6	6	1	0	0	2	497	0.00402414	611	6.41673	0	0.1392	10	11	10.5	15	52	33.5	400	400	400	1	0	1	0.5	0.0034	0.0283	0.01585	3226	5585	4405.5	0.1392	0.0627	0.1392
LOC101135168	LRRC37A3	DN_NC_073228.2_27148471_4	DN_NC_073228.2_45710800_6	1	53	2	0.2107	0.7408	2412	7.78863	0.75	0.5	0.5	0.156087	0.5556	0.9123	0.774	4	6	0.666667	2	0	2	9	0.222222	261	5.56834	0	0.1111	10	13	11.5	51	52	51.5	400	400	400	1	0	1	0.5	0.0034	0.0262	0.0148	3226	3968	3597	0.1111	0.0627	0.1111
LOC101135276	LOC115931069	DN_NC_073242.2_21673693_21	DN_NC_073242.2_22021271_21	1	372	3	0.15	0.9103	4041	8.30449	0.9545	0.9524	0.9524	0.136545	0.868881	0.9803	0.275	21	22	0.954545	1	0	2	426	0.00469484	635	6.4552	0	0.1369	2	9	5.5	47	48	47.5	400	400	400	1	0	0	0	0.0171	0.0204	0.01875	4394	4912	4653	0.1369	0.1291	0.1369
LOC101135276	LOC129527586	DN_NC_073242.2_21122105_21	DN_NC_073242.2_22021271_21	1	372	3	0.1762	0.9227	4048	8.30623	0.9524	0.9524	0.9524	0.16258	0.878779	0.9526	0.283	21	21	1	0	0	2	426	0.00469484	620	6.43133	0	0.137	2	9	5.5	48	51	49.5	400	400	400	1	0	0	0	0.0197	0.0204	0.02005	4366	4912	4639	0.137	0.1369	0.137
LOC101135276	SMG1	DN_NC_073242.2_18210354_26	DN_NC_073242.2_22021271_21	0	372	3	0.1673	0.7029	2946	7.98854	0.8571	0.7692	0.7692	0.117595	0.602456	0.9768	0	21	26	0.807692	5	0	2	5	0.4	432	6.07074	0	0.1369	2	9	5.5	18	48	33	400	400	400	1	0	0	0	0.0017	0.0204	0.01105	4158	4912	4535	0.1369	0.0585	0.1369
LOC101135415	LOC101137832	DN_NC_073229.2_45764485_6	DN_NC_073241.2_64520240_3	0	373	2	0.2068	0	0	0	0	0	0	0	0			3	6	0.5	3	0	2	116	0.0172414	13	2.63906	0	0.234	1	2	1.5	7	52	29.5	129	275	202	0.469091	0	1	0.5	0.007	0.0332	0.0201	3650	7420	5535	0.234	0.1641	0.234
LOC101135415	LOC101153526	DN_NC_073229.2_45764485_6	DN_NC_073231.2_150671310_5	0	373	2	0.1638	0	0	0	0	0	0	0	0			5	6	0.833333	1	0	11	62	0.177419	6	1.94591	1	0.1908	1	1	1	52	53	52.5	129	393	261	0.328244	0	1	0.5	0.007	0.0377	0.02235	2679	7420	5049.5	0.1908	0.1641	0.1908
LOC101135415	ZNF502	DN_NC_073229.2_45764485_6	DN_NC_086017.1_54612772_3	0	373	2	0.2463	0	0	0	0	0	0	0	0			3	6	0.5	3	0	29	116	0.25	4	1.60944	1	0.1708	1	1	1	6	52	29	101	129	115	0.782946	0	1	0.5	0.0048	0.007	0.0059	3149	7420	5284.5	0.1708	0.1641	0.1708
LOC101135518	LOC101151290	DN_NC_073228.2_27169290_8	DN_NC_073228.2_45974488_9	1	374	3	0.2657	0.8611	2722	7.90949	0.875	0.7778	0.7778	0.228794	0.753462	0.9587	0.455	8	9	0.888889	1	0	2	7	0.285714	402	5.99894	0	0.1191	3	5	4	12	51	31.5	144	310	227	0.464516	0	0	0	0	0.0055	0.00275	3141	4944	4042.5	0.1191	0.0595	0.1191
LOC101135518	PLEKHM1	DN_NC_073228.2_27169290_8	DN_NC_073228.2_46778774_7	1	374	3	0.2716	1.0016	3098	8.03883	1	0.75	0.75	0.272035	1.0016	0.9576	0.524	7	8	0.875	1	0	2	7	0.285714	461	6.13556	0	0.1191	3	5	4	51	51	51	154	310	232	0.496774	0	0	0	0	0.0055	0.00275	3073	4944	4008.5	0.1191	0.0501	0.1191
LOC101135585	LOC115932984	DN_NC_073224.2_130224824_25	DN_NC_073224.2_130335848_23	1	124	4	0.6456	0.6522	2565	7.8501	0.8261	0.76	0.76	0.42106	0.538782	0.9989	0.323	23	25	0.92	2	0	2	26	0.0769231	535	6.28413	0	0.1023	11	35	23	52	52	52	400	400	400	1	0	0	0	0	0	0	2752	3347	3049.5	0.1023	0.0829	0.1023
LOC101135585	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_130335848_23	1	124	4	0.6522	0.6522	2565	7.8501	1	0.8261	0.8261	0.425365	0.6522	0.992	0.323	23	29	0.793103	6	0	4	26	0.153846	344	5.84354	0	0.0829	11	30	20.5	52	52	52	400	400	400	1	0	0	0	0	0	0	1955	3347	2651	0.0829	0.0748	0.0829
LOC101135585	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_130335848_23	1	124	4	0.5164	0.6522	2565	7.8501	0.9714	0.8261	0.8261	0.336796	0.633547	0.979	0.323	23	35	0.657143	12	0	4	26	0.153846	350	5.86079	0	0.1114	11	31.5	21.25	51	52	51.5	400	400	400	1	0	0	0	0	0	0	2096	3347	2721.5	0.1114	0.0829	0.1114
LOC101135585	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_130335848_23	0	124	4	0.2336	0.7801	2565	7.8501	0.96	0.8261	0.8261	0.182231	0.748896	0.6879	0.383	23	25	0.92	2	0	5	26	0.192308	316	5.7589	1	0.1092	11	37.5	24.25	52	52	52	400	400	400	1	0	0	0	0	0	0	2054	3347	2700.5	0.1092	0.0829	0.1092
LOC101135585	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_130335848_23	0	124	4	0.2336	0.7801	2565	7.8501	0.8261	0.72	0.72	0.182231	0.644441	0.7408	0.323	23	25	0.92	2	0	5	26	0.192308	324	5.78383	1	0.1095	11	34	22.5	52	52	52	400	400	400	1	0	0	0	0	0	0	2043	3347	2695	0.1095	0.0829	0.1095
LOC101135843	LOC115932815	DN_NC_086018.1_22166696_9	DN_NC_086018.1_22406144_7	1	69	3	0.6481	0.9989	2649	7.88231	1	1	1	0.647387	0.9989	0.9484	0.878	7	7	1	0	0	2	8	0.25	493	6.20254	0	0.0671	13	13	13	52	52	52	344	350	347	0.982857	0	0	0	0	0	0	2632	2635	2633.5	0.0671	0.0584	0.0671
LOC101136006	ZNF23	DN_NC_073229.2_45784439_7	DN_NC_073242.2_100900995_5	0	375	4	0.1326	0	0	0	0	0	0	0	0			5	7	0.714286	2	0	5	119	0.0420168	10	2.3979	1	0.1542	1	1	1	51	52	51.5	54	305	179.5	0.177049	0	1	0.5	0	0.0041	0.00205	2662	3638	3150	0.1542	0.1178	0.1542
LOC101136006	ZNF619	DN_NC_073229.2_45784439_7	DN_NC_086017.1_50382141_5	0	375	4	0.173	0	0	0	0	0	0	0	0			5	7	0.714286	2	0	8	119	0.0672269	7	2.07944	1	0.2532	1	1	1	51	52	51.5	30	54	42	0.555556	0	1	0.5	0.0041	0.0456	0.02485	3638	4077	3857.5	0.2532	0.1178	0.2532
LOC101136009	LOC115930172	DN_NC_073244.2_26901109_4	DN_NC_073244.2_27051998_4	0	36	0	0.3647	0.3454	1239	7.12287	0	0	0	0.125967	0			4	4	1	0	0	2	503	0.00397614	53	3.98898	0	0.5314	51	51	51	52	52	52	400	400	400	1	0	0	0	0.0313	0.0631	0.0472	3219	3481	3350	0.5314	0.4137	0.5314
LOC101136009	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26901109_4	0	36	0	0.2359	0	0	0	0	0	0	0	0			4	4	1	0	0	2	176	0.0113636	30	3.43399	0	0.5314	51	51	51	52	52	52	400	400	400	1	0	0	0	0.0319	0.0631	0.0475	3219	3635	3427	0.5314	0.4438	0.5314
LOC101136009	LOC129528947	DN_NC_073244.2_26901109_4	DN_NC_073244.2_27408454_4	0	36	0	0.4349	0	0	0	0	0	0	0	0			4	4	1	0	0	2	503	0.00397614	48	3.89182	0	0.5416	51	51	51	52	52	52	400	400	400	1	0	1	0.5	0.0631	0.069	0.06605	3219	3592	3405.5	0.5416	0.5314	0.5416
LOC101136009	OSBPL10	DN_NC_073244.2_26901109_4	DN_NC_086017.1_41849524_2	0	36	0	0.2049	0	0	0	0	0	0	0	0			2	4	0.5	2	0	4	503	0.00795229	26	3.29584	0	0.5314	23	51	37	52	52	52	400	400	400	1	0	1	0.5	0.032	0.0631	0.04755	3219	4318	3768.5	0.5314	0.2669	0.5314
LOC101136036	LOC101148457	DN_NC_073237.2_96675699_5	DN_NC_086018.1_19844955_6	0	79	3	0.1673	0.7268	1820	7.50714	0	0	0	0.121594	0			5	9	0.555556	4	0	2	182	0.010989	48	3.89182	0	0.6995	22	51	36.5	52	52	52	183	400	291.5	0.4575	0	0	0	0.1312	0.183	0.1571	2470	2530	2500	0.6995	0.5974	0.6995
LOC101136036	LOC109025592	DN_NC_073224.2_125859316_3	DN_NC_073237.2_96675699_5	0	79	3	0.2083	0.3844	657	6.4892	0.3333	0	0	0.0800705	0.128121			3	5	0.6	2	0	4	182	0.021978	27	3.3322	0	0.6995	2	51	26.5	51	52	51.5	183	245	214	0.746939	0	1	0.5	0.1312	0.1942	0.1627	1684	2530	2107	0.6995	0.5571	0.6995
LOC101136154	LRP5	DN_NC_073233.2_76234750_23	DN_NC_086018.1_23267560_8	0	376	1	0.1784	0.9212	2164	7.68018	0.875	0.3913	0.3913	0.164342	0.80605			8	23	0.347826	15	0	2	24	0.0833333	81	4.40672	0	0.0497	2	2	2	51	51	51	162	173	167.5	0.936416	0	0	0	0	0	0	2329	5108	3718.5	0.0497	0.0387	0.0497
LOC101136203	LOC109029034	DN_NC_073234.2_49024482_9	DN_NC_073234.2_49087212_9	1	316	2	0.4795	0.648	1362	7.21744	0.8889	0.7778	0.7778	0.310716	0.576007	0.9185	0.648	9	9	1	0	0	2	8	0.25	85	4.45435	0	0.0718	5	5	5	6	6	6	23	23	23	1	0	0	0	0	0	0	2082	2655	2368.5	0.0718	0.0109	0.0718
LOC101136352	LOC101152610	DN_NC_073240.2_21601841_7	DN_NC_073240.2_23210840_6	1	118	4	0.4433	0.9407	904	6.80793	1	0.8333	0.8333	0.417012	0.9407	0.9973	0.851	6	7	0.857143	1	0	2	5	0.4	182	5.20949	0	0.0859	8	8	8	52	52	52	231	259	245	0.891892	0	0	0	0	0	0	941	969	955	0.0859	0.0635	0.0859
LOC101136352	LOC129527660	DN_NC_073240.2_23210840_6	DN_NC_073242.2_37476471_6	0	118	4	0.3303	1.003	993	6.90174	1	1	1	0.331291	1.003			6	6	1	0	0	2	5	0.4	129	4.86753	0	0.1015	8	8	8	52	52	52	225	259	242	0.868726	0	0	0	0	0	0	959	969	964	0.1015	0.0859	0.1015
LOC101136398	LOC115932241	DN_NC_073247.2_18318973_2	DN_NC_073247.2_18638732_2	1	377	3	0.4233	0.907	585	6.37332	1	1	1	0.383933	0.907	0.9784	0.939	2	2	1	0	0	2	6	0.333333	99	4.60517	0	0.0403	7	14	10.5	24	51	37.5	227	268	247.5	0.847015	0	0	0	0	0	0	593	646	619.5	0.0403	0.0269	0.0403
LOC101136398	LOC115932281	DN_NC_073247.2_18638732_2	DN_NC_073247.2_18934892_2	1	377	3	0.5745	1	644	6.46925	1	1	1	0.5745	1	0.953	0.572	2	2	1	0	0	2	6	0.333333	104	4.65396	0	0.0404	14	15	14.5	24	52	38	227	228	227.5	0.995614	0	1	0.5	0	0	0	593	612	602.5	0.0404	0.0403	0.0404
LOC101136398	LOC129529790	DN_NC_073247.2_17003459_2	DN_NC_073247.2_18638732_2	1	377	3	0.7534	1.0514	614	6.42162	1	1	1	0.792125	1.0514	0.9956	0.524	2	2	1	0	0	2	6	0.333333	102	4.63473	0	0.0445	14	15	14.5	24	51	37.5	222	227	224.5	0.977974	0	0	0	0	0	0	545	593	569	0.0445	0.0403	0.0445
LOC101136398	LOC129530333	DN_NC_073247.2_18638732_2	DN_NC_073248.2_30080680_2	0	377	3	0.3798	1.0295	664	6.49979	1	1	1	0.391004	1.0295			2	2	1	0	0	3	6	0.5	66	4.20469	0	0.0403	14	15	14.5	24	51	37.5	149	227	188	0.656388	0	0	0	0	0	0	593	635	614	0.0403	0.0392	0.0403
LOC101136422	NUDT9	DN_NC_073227.2_107737271_8	DN_NC_073232.2_103494970_2	0	378	2	0.2039	0	0	0	0	0	0	0	0			2	8	0.25	6	0	2	2	1	8	2.19722	0	0.3101	1	1	1	51	51	51	90	227	158.5	0.396476	0	1	0.5	0.0046	0.0316	0.0181	2844	4527	3685.5	0.3101	0.1905	0.3101
LOC101136480	LOC115933250	DN_NC_073242.2_15726062_24	DN_NC_073242.2_30717385_31	1	255	1	0.6532	1	3503	8.16166	1	0.7742	0.7742	0.6532	1	0.9924	0.807	24	31	0.774194	7	0	2	7	0.285714	640	6.46303	0	0.0495	5	5	5	8	11	9.5	400	400	400	1	0	0	0	0	0	0	3483	4285	3884	0.0495	0.04	0.0495
LOC101136480	LOC129527620	DN_NC_073242.2_15726062_24	DN_NC_073242.2_28606635_19	1	255	1	0.4953	0.673	2291	7.73718	0.7895	0.625	0.625	0.333337	0.531334	0.9915	0.503	19	24	0.791667	5	0	2	7	0.285714	425	6.05444	0	0.04	3	5	4	11	24	17.5	400	400	400	1	0	0	0	0	0	0	3384	3483	3433.5	0.04	0.0247	0.04
LOC101136583	LOC129526434	DN_NC_073238.2_31467876_5	DN_NC_073240.2_22595737_5	1	379	2	1	1	2200	7.69667	1	1	1	1	1	0.9932	0.954	5	5	1	0	0	2	14	0.142857	408	6.01372	0	0.0993	2	2	2	4	51	27.5	400	400	400	1	0	0	0	0.0092	0.0236	0.0164	2180	2286	2233	0.0993	0.0509	0.0993
LOC101136583	LOC129529583	DN_NC_073240.2_22595737_5	DN_NC_086018.1_18552717_3	0	379	2	0.1677	0.2968	653	6.48311	0.2	0	0	0.0497734	0.05936			3	5	0.6	2	0	3	8	0.375	29	3.4012	0	0.1544	2	3	2.5	7	51	29	19	400	209.5	0.0475	0	0	0	0.0092	0.0447	0.02695	2180	2642	2411	0.1544	0.0509	0.1544
LOC101136640	LOC109024259	DN_NC_073244.2_55565140_5	DN_NC_073244.2_55618657_2	0	360	4	0.2828	0	0	0	0	0	0	0	0			2	5	0.4	3	0	3	46	0.0652174	22	3.13549	0	0.2361	3	3	3	51	51	51	400	400	400	1	0	0	0	0.0129	0.0147	0.0138	2406	3188	2797	0.2361	0.1434	0.2361
