gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
LOC101135415	ZNF502	0.0000	0.0000	0.0000	0.0000
LOC101135415	ZSCAN16	0.0000	0.0000	0.0000	0.0000
LOC101135518	LOC101151290	0.9071	1.0000	0.8611	0.0188
LOC101135518	PLEKHM1	0.9167	1.0000	1.0016	0.0194
LOC101135585	LOC109029488	0.8915	0.5185	0.3977	0.0590
LOC101135585	LOC115930576	0.8858	0.6414	0.9649	0.0612
LOC101135585	LOC115932735	0.9168	1.0000	0.1730	0.1577
LOC101135585	LOC115932984	0.9984	1.0000	0.6522	0.0054
LOC101135585	LOC129525330	0.9934	1.0000	0.6522	0.0110
LOC101135585	LOC129525331	0.9934	1.0000	0.6522	0.0102
LOC101135585	LOC129525599	0.9832	1.0000	0.7801	0.0154
LOC101135585	LOC134756861	0.9860	1.0000	0.7801	0.0127
LOC101135843	LOC115932815	0.9447	1.0000	0.9337	0.1813
LOC101136006	ZNF23	0.0000	0.0000	0.0000	0.0000
LOC101136006	ZNF619	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101137462	0.6689	1.0000	0.5077	0.3399
LOC101136009	LOC101141027	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101142646	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101144471	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101144838	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101145945	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101147715	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101152401	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101153126	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC101153131	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC109024216	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC115930172	0.6155	1.0000	0.4851	0.3636
LOC101136009	LOC115931567	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC115931576	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101136009	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC101136009	OSBPL10	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF486	0.5328	1.0000	0.3880	0.0605
LOC101136009	ZNF506	0.8575	1.0000	0.3814	0.0535
LOC101136009	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF578	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF626	0.6789	1.0000	0.5554	0.3088
LOC101136009	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF681	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF723	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF808	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101136009	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC101136036	LOC101148457	0.6775	1.0000	0.8601	0.3236
LOC101136036	LOC109025592	0.8463	1.0000	0.3844	0.0723
LOC101136154	LRP5	0.8364	1.0000	0.9212	0.2028
LOC101136203	LOC109029034	0.9200	1.0000	0.6480	0.0563
LOC101136352	LOC101152610	0.8496	1.0000	0.9407	0.3261
LOC101136352	LOC129527660	0.9144	1.0000	1.0030	0.1162
LOC101136398	LOC115932241	0.8718	1.0000	0.9070	0.2907
LOC101136398	LOC115932281	0.9612	1.0000	1.0000	0.0128
LOC101136398	LOC129529790	0.9463	1.0000	1.0514	0.0089
LOC101136398	LOC129530333	0.8780	1.0000	1.0295	0.0524
LOC101136422	NUDT9	0.0000	0.0000	0.0000	0.0000
LOC101136480	LOC115933250	0.9774	1.0000	1.0000	0.1005
LOC101136480	LOC129527620	0.9917	1.0000	0.6730	0.0120
LOC101136583	LOC101148853	0.8518	1.0000	0.8195	0.0500
LOC101136583	LOC101148972	0.0000	0.0000	0.0000	0.0000
LOC101136583	LOC101150168	0.0000	0.0000	0.0000	0.0000
LOC101136583	LOC115933728	0.9584	1.0000	0.9316	0.0247
LOC101136583	LOC129526434	0.9932	1.0000	1.0000	0.0141
LOC101136583	LOC129529583	0.8974	1.0000	0.2968	0.0436
LOC101136583	TUBA1C	0.0000	0.0000	0.0000	0.0000
LOC101136583	TUBA3E	0.9584	1.0000	0.9110	0.0271
LOC101136583	TUBA8	0.8468	1.0000	0.4496	0.0569
LOC101136640	LOC109024259	0.0000	0.0000	0.0000	0.0000
LOC101136640	ZNF112	0.0000	0.0000	0.0000	0.0000
LOC101136640	ZNF155	0.7870	1.0000	0.6987	0.2328
LOC101136640	ZNF221	0.8676	1.0000	0.3953	0.0555
LOC101136640	ZNF222	0.8826	1.0000	0.8569	0.0639
LOC101136640	ZNF224	0.8344	1.0000	0.4555	0.0892
LOC101136640	ZNF225	0.8482	1.0000	0.3883	0.0596
LOC101136640	ZNF230	0.8483	1.0000	0.6764	0.0630
LOC101136640	ZNF233	0.0000	0.0000	0.0000	0.0000
LOC101136640	ZNF234	0.0000	0.0000	0.0000	0.0000
LOC101136640	ZNF235	0.0000	0.0000	0.0000	0.0000
LOC101136640	ZNF284	0.8457	1.0000	0.3714	0.0649
LOC101136692	LOC109025447	0.9736	1.0000	1.0174	0.1260
LOC101136692	LOC129531666	0.9793	1.0000	0.5071	0.0186
LOC101136692	LOC129531667	0.9772	1.0000	0.3265	0.0167
LOC101136692	RGPD8	0.9800	1.0000	0.5344	0.0227
LOC101136819	LOC101147313	0.8843	1.0000	0.6701	0.2565
LOC101136819	SDHA	0.9000	1.0000	1.0133	0.0604
LOC101136971	LOC115932749	0.9941	1.0000	0.9632	0.0100
LOC101136971	ZC3H7A	0.9958	1.0000	1.0000	0.0099
LOC101137060	LOC109025447	0.9031	1.0000	0.3892	0.2648
LOC101137060	RPL39	0.0000	0.0000	0.0000	0.0000
LOC101137311	LOC129526088	0.0000	0.0000	0.0000	0.0000
LOC101137311	LOC129527203	0.0000	0.0000	0.0000	0.0000
LOC101137311	PSPC1	0.9836	1.0000	0.6276	0.0186
LOC101137392	MAGEC1	0.0000	0.0000	0.0000	0.0000
LOC101137455	LOC129533419	0.9955	1.0000	0.8018	0.0101
LOC101137462	LOC101141027	0.7759	1.0000	0.7004	0.0631
LOC101137462	LOC101142646	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC101144119	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC101144838	0.7950	1.0000	0.3627	0.1817
LOC101137462	LOC101145945	0.7250	1.0000	0.4425	0.0659
LOC101137462	LOC101146634	0.6844	1.0000	0.5471	0.0674
LOC101137462	LOC101147715	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC101150965	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC101153126	0.7330	0.5343	0.7920	0.0657
LOC101137462	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC115930172	0.8608	1.0000	0.6176	0.0605
LOC101137462	LOC115931567	0.8570	0.5309	0.4580	0.0437
LOC101137462	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC115931576	0.7671	1.0000	0.4257	0.2416
LOC101137462	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101137462	LOC129527827	0.6946	1.0000	0.5046	0.2937
LOC101137462	LOC129528947	0.8527	1.0000	0.4500	0.0666
LOC101137462	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF254	0.7908	1.0000	0.4333	0.1658
LOC101137462	ZNF273	0.7729	1.0000	0.4964	0.0635
LOC101137462	ZNF429	0.7587	1.0000	0.7004	0.0655
LOC101137462	ZNF43	0.8051	0.5703	0.8153	0.0682
LOC101137462	ZNF430	0.7831	1.0000	0.2113	0.2418
LOC101137462	ZNF486	0.8226	1.0000	0.4713	0.0639
LOC101137462	ZNF506	0.7214	1.0000	0.4202	0.0515
LOC101137462	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF626	0.6602	1.0000	0.5774	0.0659
LOC101137462	ZNF675	0.7267	1.0000	0.9205	0.2661
LOC101137462	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF680	0.7905	1.0000	0.5573	0.0728
LOC101137462	ZNF681	0.8405	1.0000	0.2384	0.0640
LOC101137462	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF723	0.7993	1.0000	0.6520	0.1952
LOC101137462	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101137462	ZNF92	0.7788	1.0000	0.3617	0.0609
LOC101137472	NABP2	0.0000	0.0000	0.0000	0.0000
LOC101137661	LOC109025815	0.9664	1.0000	0.3432	0.0332
LOC101137734	LOC129527528	0.9249	1.0000	0.2907	0.0428
LOC101137734	LOC134756955	0.9959	1.0000	1.0009	0.0074
LOC101137806	LOC101139163	0.9163	1.0000	0.7556	0.1508
LOC101137806	LOC101152938	0.9002	1.0000	0.5085	0.0290
LOC101137806	LOC115934341	0.8917	1.0000	0.6875	0.1552
LOC101137832	LOC101153526	0.0000	0.0000	0.0000	0.0000
LOC101137832	ZNF121	0.0000	0.0000	0.0000	0.0000
LOC101137832	ZNF436	0.0000	0.0000	0.0000	0.0000
LOC101137832	ZNF502	0.0000	0.0000	0.0000	0.0000
LOC101137832	ZSCAN12	0.0000	0.0000	0.0000	0.0000
LOC101137832	ZSCAN16	0.0000	0.0000	0.0000	0.0000
LOC101137900	LOC109027212	0.9269	1.0000	0.2888	0.0645
LOC101137900	LOC129528278	0.9295	1.0000	0.2882	0.0280
LOC101137900	LOC129528791	0.9112	1.0000	0.2988	0.0383
LOC101137900	LOC129530234	0.9124	1.0000	0.2274	0.0222
LOC101137900	PLGRKT	0.8797	1.0000	0.2391	0.1316
LOC101137900	RHOT1	0.9802	1.0000	0.1296	0.0245
LOC101137955	ZFP2	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZFP69B	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZFP90	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZNF181	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZNF248	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZNF391	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZNF485	0.0000	0.0000	0.0000	0.0000
LOC101137955	ZNF879	0.0000	0.0000	0.0000	0.0000
LOC101137992	LOC101139594	0.0000	0.0000	0.0000	0.0000
LOC101138011	LOC109025084	0.9085	1.0000	0.8698	0.0689
LOC101138066	LOC115930840	0.9519	1.0000	0.8329	0.1089
LOC101138261	LOC109027124	0.0000	0.0000	0.0000	0.0000
LOC101138261	MPHOSPH8	0.9200	1.0000	0.4114	0.0353
LOC101138337	LOC101151317	0.0000	0.0000	0.0000	0.0000
LOC101138952	LOC129528667	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZFP37	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF182	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF26	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF260	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF300	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF33B	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF41	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF484	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF577	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF585A	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF585B	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF605	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF606	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF613	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF649	0.0000	0.0000	0.0000	0.0000
LOC101138952	ZNF84	0.0000	0.0000	0.0000	0.0000
LOC101139163	LOC101152938	0.9055	1.0000	0.8302	0.0568
LOC101139163	LOC115934341	0.9528	1.0000	0.8085	0.0585
LOC101139594	LOC101144987	0.0000	0.0000	0.0000	0.0000
LOC101139594	LOC101146541	0.0000	0.0000	0.0000	0.0000
LOC101139703	LOC129526951	0.9138	1.0000	1.0837	0.0108
LOC101140030	ULBP1	0.9109	1.0000	0.6094	0.0471
LOC101140030	ULBP3	0.8889	1.0000	0.5068	0.1069
LOC101140402	LOC101141165	0.9292	1.0000	0.4735	0.0538
LOC101140402	LOC109024546	0.0000	0.0000	0.0000	0.0000
LOC101140641	LOC101141395	0.0000	0.0000	0.0000	0.0000
LOC101140864	LOC109026769	0.0000	0.0000	0.0000	0.0000
LOC101140892	RPLP1	0.9217	1.0000	0.6041	0.0519
LOC101141025	LOC115935014	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC101142646	0.7020	1.0000	0.5539	0.0780
LOC101141027	LOC101144119	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC101144838	0.7429	1.0000	0.8991	0.2505
LOC101141027	LOC101145945	0.8167	1.0000	0.7109	0.1687
LOC101141027	LOC101146634	0.7365	0.5203	0.9219	0.0643
LOC101141027	LOC101147715	0.8258	0.3655	1.3958	0.0742
LOC101141027	LOC101151892	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC101153126	0.8033	1.0000	0.7074	0.0679
LOC101141027	LOC109024216	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC115930172	0.8081	1.0000	0.6850	0.0798
LOC101141027	LOC115931567	0.8500	1.0000	0.3402	0.0541
LOC101141027	LOC115931568	0.7928	1.0000	0.6699	0.1678
LOC101141027	LOC115931576	0.8186	1.0000	0.6904	0.0518
LOC101141027	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101141027	LOC129527827	0.7592	1.0000	0.8554	0.2190
LOC101141027	LOC129528947	0.8597	1.0000	0.6749	0.0645
LOC101141027	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF254	0.7745	1.0000	0.7731	0.0606
LOC101141027	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF273	0.7795	1.0000	0.6363	0.2630
LOC101141027	ZNF429	0.7940	1.0000	0.5251	0.0633
LOC101141027	ZNF43	0.7273	1.0000	1.1071	0.0675
LOC101141027	ZNF430	0.8503	1.0000	0.6428	0.0740
LOC101141027	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF506	0.8277	1.0000	0.5025	0.0830
LOC101141027	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF626	0.8520	1.0000	0.3525	0.0590
LOC101141027	ZNF675	0.8447	1.0000	0.8333	0.0606
LOC101141027	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF680	0.8457	1.0000	0.6664	0.0713
LOC101141027	ZNF681	0.7614	1.0000	1.0043	0.1884
LOC101141027	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF723	0.7737	1.0000	0.7461	0.2313
LOC101141027	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC101141027	ZNF91	0.6633	0.4260	1.5064	0.0680
LOC101141027	ZNF92	0.7737	1.0000	0.8628	0.0756
LOC101141165	LOC109024546	0.0000	0.0000	0.0000	0.0000
LOC101141171	NUDT10	0.8931	1.0000	0.5069	0.0979
LOC101141192	LOC101146782	0.9808	1.0000	0.5502	0.0185
LOC101141192	LOC134759160	0.9928	1.0000	0.9998	0.0133
LOC101141821	LOC115933573	0.9809	1.0000	0.7459	0.0271
LOC101142134	LOC101142998	0.8845	1.0000	0.7400	0.0511
LOC101142134	LOC101143844	0.8723	1.0000	0.7567	0.0522
LOC101142134	LOC101153360	0.8667	1.0000	0.5463	0.0735
LOC101142134	LOC109027174	0.9357	1.0000	1.0026	0.0586
LOC101142134	MHC-G	0.8635	1.0000	0.8920	0.0865
LOC101142371	RRN3	0.7976	1.0000	0.5407	0.3732
LOC101142457	LOC129523511	0.8927	1.0000	1.0274	0.2811
LOC101142457	LOC134756389	0.9050	1.0000	1.0960	0.2693
LOC101142457	RABL2A	0.9347	1.0000	0.9812	0.2061
LOC101142457	RABL2B	0.8322	1.0000	1.0000	0.0118
LOC101142502	SERPINB9	0.0000	0.0000	0.0000	0.0000
LOC101142525	LOC134758618	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101144471	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101144838	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101145945	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101147715	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101151892	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC101153126	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC109024216	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115930172	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115931567	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115931576	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101142646	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF347	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF430	0.7615	1.0000	0.5527	0.0590
LOC101142646	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF578	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF611	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF626	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF681	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF723	0.7127	1.0000	0.6749	0.2812
LOC101142646	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF808	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101142646	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC101142783	LOC115933254	0.9708	1.0000	0.4930	0.0206
LOC101142859	LOC134758545	0.8697	1.0000	1.1398	0.0117
LOC101142904	LOC129530552	0.9947	1.0000	1.0013	0.0119
LOC101142918	LOC115936005	0.9955	1.0000	1.0009	0.0134
LOC101142998	LOC101143844	0.9209	1.0000	0.8016	0.0505
LOC101142998	LOC101153360	0.8758	1.0000	0.5617	0.0631
LOC101142998	LOC109027174	0.8842	1.0000	0.7530	0.0480
LOC101142998	MHC-G	0.8667	1.0000	0.7670	0.0877
LOC101143038	WASHC2C	0.9587	1.0000	0.9953	0.0170
LOC101143142	LOC129530478	0.9892	1.0000	1.0000	0.0157
LOC101143194	MYH1	0.0000	0.0000	0.0000	0.0000
LOC101143194	MYH7B	0.0000	0.0000	0.0000	0.0000
LOC101143194	MYH8	0.0000	0.0000	0.0000	0.0000
LOC101143404	SHQ1	0.9299	1.0000	0.5863	0.0393
LOC101143406	LOC101144261	0.9391	1.0000	0.9738	0.2096
LOC101143448	LOC101145464	0.9203	1.0000	0.1889	0.0457
LOC101143448	LOC109023154	0.9566	1.0000	0.1639	0.0371
LOC101143448	LOC109025730	0.9204	1.0000	0.3404	0.0298
LOC101143448	PDCD5	0.9521	1.0000	0.3652	0.0263
LOC101143448	SPC25	0.9349	1.0000	0.3390	0.0506
LOC101143487	LOC129523491	0.9954	1.0000	0.9650	0.0093
LOC101143714	SLFN11	0.8725	0.7325	0.8407	0.1080
LOC101143714	SLFN12	0.8869	1.0000	0.2572	0.0670
LOC101143820	SNRNP25	0.9290	1.0000	1.0754	0.0045
LOC101143844	LOC101153360	0.8651	1.0000	0.6158	0.0531
LOC101143844	LOC109027174	0.8701	1.0000	0.8577	0.0617
LOC101143844	MHC-G	0.8548	1.0000	0.8555	0.0682
LOC101143855	LOC115935294	0.9977	1.0000	1.0000	0.0064
LOC101143875	LOC115933307	0.9852	1.0000	0.2517	0.0160
LOC101144119	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101144119	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101144119	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101144119	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF626	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF723	0.0000	0.0000	0.0000	0.0000
LOC101144119	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101144243	VPS13B	1.0000	1.0000	0.6450	0.0000
LOC101144471	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC101147715	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC101150965	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC101152401	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC101153131	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC109024216	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC115931567	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC115931576	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101144471	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC101144471	OSBPL10	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF347	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF480	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC101144471	ZNF578	0.0000	0.0000	0.0000	0.0000
