Gene Name	ENSEMBL	Gene ID	Biotype	In Table S1 (SD98 gene set)	SD Unit	Median famCN	No. Assigned Families	Family ID	Family MAD	No. Family Members	No. Protein Coding	No. Unprocessed Pseudogene	Max famCN Great Apes	Min famCN Great Apes	famCN Status per Paralog	Non-Syntenic with Chimpanzee	parCN Category	Fetal brain Expression
GOLGA8CP	ENSG00000181984.11	CHM13_G0017932	unprocessed_pseudogene	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4216,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6569	27.3171955	1	ID_113	1.05668187	26.0	12.0	5.0	32.156063	12.732058	Undetermined	chr15:19050000-19274000	Nearly-Fixed	No
GOLGA8DP	ENSG00000175676.15	CHM13_G0018048	transcribed_unprocessed_pseudogene	Yes	SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4216,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6569	27.3741578	1	ID_113	1.05668187	26.0	12.0	5.0	31.8821265	12.913774	Undetermined	-	Polymorphic	No
GOLGA8DP	ENSG00000175676.15	LOFF_G0000942	transcribed_unprocessed_pseudogene	Yes	SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4216,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6569	27.4663255	1	ID_113	1.05668187	26.0	12.0	5.0	31.056158	13.084472	Undetermined	chr15:21541000-21610000	Polymorphic	No
GOLGA8EP	ENSG00000185182.14	CHM13_G0018027	transcribed_unprocessed_pseudogene	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4840,SD4844,SD6529,SD6569	25.8499323	1	ID_113	1.05668187	26.0	12.0	5.0	29.576105	11.8089108	Undetermined	chr15:20486000-20791000	Nearly-Fixed	No
GOLGA8F	ENSG00000153684.15	CHM13_G0018222	protein_coding	Yes	SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4216,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6569	27.3644515	1	ID_113	1.05668187	26.0	12.0	5.0	31.991892	12.909863	Undetermined	-	Nearly-Fixed	Yes
GOLGA8G	ENSG00000183629.13	CHM13_G0018234	protein_coding	Yes	SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4216,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6569	27.036395	1	ID_113	1.05668187	26.0	12.0	5.0	31.73425	13.1058035	Undetermined	-	Nearly-Fixed	No
GOLGA8H	ENSG00000261794.1	CHM13_G0018303	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	28.373484	1	ID_113	1.05668187	26.0	12.0	5.0	33.01564	15.7485733	Undetermined	chr15:28992000-29170000	Nearly-Fixed	Yes
GOLGA8IP	ENSG00000277561.5	CHM13_G0018033	transcribed_unprocessed_pseudogene	Yes	SD2138,SD2149,SD2151,SD2156,SD4187,SD4192,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4840,SD4844,SD6529,SD6569	28.9362053	1	ID_113	1.05668187	26.0	12.0	5.0	34.785416	16.9941715	Undetermined	-	Nearly-Fixed	Yes
GOLGA8J	ENSG00000179938.12	CHM13_G0018273	protein_coding	Yes	SD2138,SD2149,SD2151,SD2156,SD4187,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	28.6237415	1	ID_113	1.05668187	26.0	12.0	5.0	32.78972	16.262999	Undetermined	-	Nearly-Fixed	Yes
GOLGA8K	ENSG00000249931.4	CHM13_G0018345	protein_coding	Yes	SD2138,SD2149,SD2151,SD2156,SD4187,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	28.841532	1	ID_113	1.05668187	26.0	12.0	5.0	31.529032	15.5835375	Undetermined	chr15:30773000-30843000	Nearly-Fixed	Yes
GOLGA8M	ENSG00000188626.6	CHM13_G0018242	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4262,SD4264,SD4267,SD4840,SD4844,SD4870,SD6529,SD6563,SD6569	16.8212154	1	ID_113	1.05668187	26.0	12.0	5.0	27.955997	3.68985705	Undetermined	-	Nearly-Fixed	Yes
GOLGA8N	ENSG00000232653.8	CHM13_G0018360	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4215,SD4840,SD4844,SD6528,SD6529,SD6530,SD6531,SD6532,SD6569	28.8761352	1	ID_113	1.05668187	26.0	12.0	5.0	34.1988585	16.225736	Undetermined	-	Nearly-Fixed	Yes
GOLGA8O	ENSG00000206127.11	CHM13_G0018351	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4215,SD4840,SD4844,SD6527,SD6528,SD6529,SD6530,SD6531,SD6532,SD6569	29.7022085	1	ID_113	1.05668187	26.0	12.0	5.0	34.35123	16.248453	Undetermined	chr15:30773000-30843000	Nearly-Fixed	Yes
GOLGA8Q	ENSG00000178115.11	CHM13_G0018298	protein_coding	Yes	SD2138,SD2149,SD2151,SD2156,SD4187,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	26.938092	1	ID_113	1.05668187	26.0	12.0	5.0	30.168306	15.23061	Undetermined	-	Polymorphic	Yes
GOLGA8R	ENSG00000186399.10	CHM13_G0018290	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	26.6279855	1	ID_113	1.05668187	26.0	12.0	5.0	30.631325	15.2418585	Undetermined	chr15:28691000-28920000	Polymorphic	Yes
GOLGA8S	ENSG00000261739.2	CHM13_G0018060	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4209,SD4210,SD4212,SD4214,SD4215,SD4840,SD4844,SD6529,SD6569	27.2042025	1	ID_113	1.05668187	26.0	12.0	5.0	31.751645	12.4088465	Undetermined	-	Nearly-Fixed	No
GOLGA8T	ENSG00000261247.1	CHM13_G0018278	protein_coding	Yes	SD2138,SD2151,SD2156,SD4187,SD4192,SD4193,SD4194,SD4197,SD4199,SD4202,SD4203,SD4840,SD4844,SD6529,SD6569	28.478489	1	ID_113	1.05668187	26.0	12.0	5.0	32.8852225	15.59971	Undetermined	-	Nearly-Fixed	Yes
AC091132.5	ENSG00000267246.1	CHM13_G0024533	lncRNA	No	SD8043	N/A	3	ID_114	0.0153165	4.0	0.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
RDM1P1	ENSG00000266504.1	CHM13_G0024534	transcribed_unprocessed_pseudogene	Yes	SD8043	8.337699	1	ID_114	0.0153165	4.0	0.0	2.0	9.01974125	3.3946456	Expanded in great apes	-	Nearly-Fixed	Yes
RDM1P2	ENSG00000266497.1	CHM13_G0024564	unprocessed_pseudogene	Yes	SD8043	8.368332	1	ID_114	0.0153165	4.0	0.0	2.0	9.081283	3.3728974	Expanded in great apes	chr17:47348000-47399000	Polymorphic	No
RDM1P4	ENSG00000271974.1	CHM13_G0025133	transcribed_processed_pseudogene	No	.	N/A	1	ID_114	0.0153165	4.0	0.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
AC091304.10	ENSG00000284628.1	CHM13_G0018228	unprocessed_pseudogene	Yes	.	15.401264	1	ID_115	0.07345275	8.0	0.0	4.0	15.6910845	5.485718	Undetermined	-	Nearly-Fixed	No
AC133485.1	ENSG00000260344.2	CHM13_G0021343	processed_pseudogene	No	.	N/A	1	ID_115	0.07345275	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC138749.4	ENSG00000261365.1	CHM13_G0018230	unprocessed_pseudogene	Yes	.	15.3455078	1	ID_115	0.07345275	8.0	0.0	4.0	15.626116	5.43412235	Undetermined	-	Nearly-Fixed	No
AC138749.4	ENSG00000261365.1	LOFF_G0000938	unprocessed_pseudogene	Yes	.	15.787552	1	ID_115	0.07345275	8.0	0.0	4.0	16.096463	5.752027	Undetermined	-	Polymorphic	No
AC138749.4	ENSG00000261365.1	LOFF_G0000939	unprocessed_pseudogene	Yes	.	15.4924132	1	ID_115	0.07345275	8.0	0.0	4.0	15.7433355	5.55935485	Undetermined	-	Polymorphic	No
AC138869.1	ENSG00000260414.1	CHM13_G0021361	processed_pseudogene	No	.	N/A	1	ID_115	0.07345275	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC138907.6	ENSG00000261391.1	CHM13_G0021392	processed_pseudogene	No	.	N/A	1	ID_115	0.07345275	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC138907.6	ENSG00000261391.1	LOFF_G0001141	processed_pseudogene	No	.	N/A	1	ID_115	0.07345275	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC091304.1	ENSG00000237850.7	CHM13_G0018220	transcribed_unprocessed_pseudogene	Yes	SD2133,SD2137,SD2140,SD2144,SD2146,SD2149,SD2151,SD4192,SD4194,SD4840,SD4842,SD4843,SD4844,SD4846,SD6529	21.7104338	1	ID_116	0.667657	7.0	4.0	3.0	28.285302	5.16530845	Undetermined	-	Nearly-Fixed	No
AC100756.3	ENSG00000273756.4	CHM13_G0018058	transcribed_unprocessed_pseudogene	Yes	SD2133,SD2140,SD2146,SD2149,SD2151,SD4192,SD4840,SD4842,SD4843,SD4844,SD6529	20.960563	1	ID_116	0.667657	7.0	4.0	3.0	30.373247	6.8109984	Undetermined	chr15:21620000-21676000	Nearly-Fixed	Yes
AC138749.1	ENSG00000227717.4	CHM13_G0018237	unprocessed_pseudogene	Yes	SD2133,SD2144,SD2146,SD2149,SD2151,SD4192,SD4194,SD4840,SD4842,SD4843,SD4844,SD4846	22.994595	1	ID_116	0.667657	7.0	4.0	3.0	24.847967	4.705641	Undetermined	-	Polymorphic	No
GOLGA6L1	ENSG00000273976.2	CHM13_G0018055	protein_coding	Yes	SD2132,SD2133,SD2137,SD2140,SD2146,SD2149,SD2151,SD4192,SD4194,SD4840,SD4842,SD4843,SD4844,SD6529	19.4250035	1	ID_116	0.667657	7.0	4.0	3.0	30.0971535	5.0749297	Undetermined	chr15:21541000-21610000	Polymorphic	No
GOLGA6L1	ENSG00000273976.2	LOFF_G0000935	protein_coding	Yes	SD2132,SD2133,SD2137,SD2140,SD2146,SD2149,SD2151,SD4192,SD4840,SD4842,SD4843,SD4844,SD6529	19.3966625	1	ID_116	0.667657	7.0	4.0	3.0	29.7065	5.1848254	Undetermined	chr15:21357000-21411000	Nearly-Fixed	No
GOLGA6L22	ENSG00000277865.4	CHM13_G0018030	protein_coding	Yes	SD2132,SD2133,SD2137,SD2140,SD2146,SD2149,SD2151,SD4192,SD4194,SD4840,SD4842,SD4843,SD4844,SD6529	20.0643195	1	ID_116	0.667657	7.0	4.0	3.0	27.816303	4.99423765	Undetermined	chr15:20486000-20791000	Polymorphic	No
GOLGA6L6	ENSG00000277322.1	CHM13_G0017930	protein_coding	Yes	SD2132,SD2133,SD2137,SD2140,SD2146,SD2149,SD2151,SD4192,SD4194,SD4840,SD4842,SD4843,SD4844,SD6529	20.0606395	1	ID_116	0.667657	7.0	4.0	3.0	28.372313	5.018756	Undetermined	-	Polymorphic	No
AC091304.5	ENSG00000261561.1	CHM13_G0018219	unprocessed_pseudogene	Yes	.	12.9806145	1	ID_117	0.75724906	2.0	0.0	2.0	15.843678	3.6409607	Undetermined	-	Nearly-Fixed	No
AC091304.5	ENSG00000261561.1	LOFF_G0000944	unprocessed_pseudogene	Yes	.	11.4661164	1	ID_117	0.75724906	2.0	0.0	2.0	14.0927085	3.35200575	Undetermined	chr15:21620000-21676000	Nearly-Fixed	No
AC091304.6	ENSG00000274532.1	CHM13_G0018226	unprocessed_pseudogene	Yes	.	16.4994658	1	ID_118	0.19282863	6.0	0.0	4.0	14.022939	2.53973285	Undetermined	-	Polymorphic	No
AC091304.9	ENSG00000276928.1	CHM13_G0018225	unprocessed_pseudogene	Yes	.	16.1138085	1	ID_118	0.19282863	6.0	0.0	4.0	12.069416	2.0979311	Undetermined	-	Polymorphic	Yes
AC116165.2	ENSG00000278541.1	CHM13_G0018052	processed_pseudogene	No	SD2062	N/A	1	ID_118	0.19282863	6.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC116165.4	ENSG00000278541.1	LOFF_G0000951	processed_pseudogene	No	.	N/A	1	ID_118	0.19282863	6.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AC138749.5	ENSG00000274814.1	CHM13_G0018232	unprocessed_pseudogene	Yes	SD2062	16.3764105	1	ID_118	0.19282863	6.0	0.0	4.0	13.1110425	2.3235498	Undetermined	-	Nearly-Fixed	No
AC138749.5	ENSG00000274814.1	LOFF_G0000937	unprocessed_pseudogene	Yes	SD2062	15.5490601	1	ID_118	0.19282863	6.0	0.0	4.0	12.801268	2.086115	Undetermined	-	Nearly-Fixed	No
AC092278.1	ENSG00000274455.1	CHM13_G0045143	unprocessed_pseudogene	Yes	.	26.6011178	1	ID_119	0.0	2.0	0.0	1.0	16.831687	4.7746754	Undetermined	-	Nearly-Fixed	No
AL021368.4	ENSG00000283352.1	CHM13_G0048148	lncRNA	No	SD454	N/A	8	ID_119	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC092651.1	ENSG00000266931.2	CHM13_G0031431	unprocessed_pseudogene	Yes	SD6843	4.012172	1	ID_120	0.01815255	3.0	1.0	1.0	2.138937	1.8928835	Duplicated in humans	chr2:87057000-87130000	Nearly-Fixed	No
ANAPC1P2	ENSG00000285793.1	CHM13_G0031429	lncRNA	No	SD6835,SD6837,SD6839,SD6840,SD6841,SD6842,SD6843	N/A	2	ID_120	0.01815255	3.0	1.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
RMND5A	ENSG00000153561.13	CHM13_G0031419	protein_coding	Yes	SD6843	3.9758669	1	ID_120	0.01815255	3.0	1.0	1.0	2.2724426	1.9256499	Duplicated in humans	-	Fixed	Yes
AC092651.2	ENSG00000287931.1	CHM13_G0031432	lncRNA	No	SD6844,SD6845,SD6847,SD6849	N/A	1	ID_121	0.41297305	2.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
RNF103-CHMP3	ENSG00000249884.8	CHM13_G0031415	protein_coding	Yes	SD2114,SD4628,SD6844	3.10547255	1	ID_121	0.41297305	2.0	1.0	0.0	2.6575172	1.7641565	Expanded in great apes	-	Fixed	Yes
AC092666.2	ENSG00000276538.1	CHM13_G0052524	unprocessed_pseudogene	Yes	SD5678	2.37916342	1	ID_122	0.65234236	2.0	1.0	1.0	1.42562265	0.9437528	Duplicated in humans	-	Fixed	Yes
DPP6	ENSG00000130226.17	CHM13_G0052623	protein_coding	Yes	SD11723,SD12045,SD12047,SD1418,SD1856,SD37,SD486,SD5513,SD5677,SD5678,SD6060,SD6061,SD6062	3.68384815	1	ID_122	0.65234236	2.0	1.0	1.0	3.6714096	1.7969558	Expanded in great apes	-	Fixed	Yes
AC092681.1	ENSG00000224016.2	CHM13_G0052521	unprocessed_pseudogene	Yes	SD5674	3.82254012	1	ID_123	0.00947215	3.0	2.0	1.0	3.61647265	1.7744131	Expanded in great apes	-	Fixed	Yes
ACTR3B	ENSG00000133627.18	CHM13_G0052616	protein_coding	Yes	SD2777,SD5674,SD5675	3.79473135	1	ID_123	0.00947215	3.0	2.0	1.0	3.813211	1.932349	Expanded in great apes	-	Fixed	Yes
ACTR3C	ENSG00000106526.10	CHM13_G0052526	protein_coding	Yes	SD11675,SD5106,SD5675	3.7852592	1	ID_123	0.00947215	3.0	2.0	1.0	3.838081	1.9886092	Expanded in great apes	-	Fixed	Yes
AC096582.2	ENSG00000251378.1	LOFF_G0000196	unprocessed_pseudogene	Yes	.	24.3147985	1	ID_124	0.319073	4.0	0.0	4.0	263.74197	14.6820965	Undetermined	-	Nearly-Fixed	No
AC096582.2	ENSG00000251378.1	LOFF_G0001999	unprocessed_pseudogene	Yes	.	23.6766525	1	ID_124	0.319073	4.0	0.0	4.0	278.39978	15.393377	Undetermined	-	Nearly-Fixed	No
AC096582.2	ENSG00000251378.1	LOFF_G0002088	unprocessed_pseudogene	Yes	.	22.872967	1	ID_124	0.319073	4.0	0.0	4.0	282.1148	13.97466	Undetermined	-	Fixed	No
AC096582.2	ENSG00000251378.1	LOFF_G0002899	unprocessed_pseudogene	Yes	.	23.7970635	1	ID_124	0.319073	4.0	0.0	4.0	278.062185	14.7413565	Undetermined	-	Polymorphic	No
AC096582.2	ENSG00000251378.1	LOFF_G0002385	unprocessed_pseudogene	Yes	.	19.763392	1	ID_125	0.35431925	2.0	0.0	2.0	206.14238	14.947969	Undetermined	-	Fixed	No
AC096582.2	ENSG00000251378.1	LOFF_G0002433	unprocessed_pseudogene	Yes	.	20.4720305	1	ID_125	0.35431925	2.0	0.0	2.0	218.14663	14.7715815	Undetermined	-	Nearly-Fixed	No
AC098826.2	ENSG00000227745.1	LOFF_G0002720	unprocessed_pseudogene	Yes	SD2161	15.774212	1	ID_126	0.188529	2.0	0.0	2.0	13.308532	5.26517725	Undetermined	-	Nearly-Fixed	No
AC098826.2	ENSG00000227745.1	LOFF_G0002809	unprocessed_pseudogene	Yes	SD2161	15.397154	1	ID_126	0.188529	2.0	0.0	2.0	12.819685	5.417455	Undetermined	-	Nearly-Fixed	No
AC099548.2	ENSG00000253882.6	CHM13_G0052409	transcribed_unprocessed_pseudogene	Yes	SD11410,SD11414,SD11417,SD11419,SD11420	3.99859495	1	ID_127	0.0777543	3.0	2.0	1.0	2.3396404	1.8458722	Duplicated in humans	chr7:145080000-145153000	Nearly-Fixed	Yes
TCAF2C	ENSG00000283528.2	CHM13_G0052413	protein_coding	Yes	SD11418	3.71527475	1	ID_127	0.0777543	3.0	2.0	1.0	2.088974	1.77142555	Duplicated in humans	chr7:145080000-145153000	Nearly-Fixed	No
TCAF2	ENSG00000170379.20	CHM13_G0052406	protein_coding	Yes	SD11414,SD11417,SD11418	3.81417905	1	ID_127	0.0777543	3.0	2.0	1.0	2.1217427	1.8806665	Duplicated in humans	-	Nearly-Fixed	Yes
AC100757.2	ENSG00000274835.1	CHM13_G0018024	unprocessed_pseudogene	Yes	.	7.3515661	1	ID_128	0.0	2.0	0.0	1.0	5.8780665	2.7108285	Expanded in humans	chr15:20486000-20791000	Nearly-Fixed	Yes
IGHV1-69-2	ENSG00000281990.1	CHM13_G0017937	IG_V_gene	No	.	N/A	1	ID_128	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC100827.1	ENSG00000259909.1	CHM13_G0019326	unprocessed_pseudogene	Yes	.	3.7497826	1	ID_129	0.00654455	2.0	0.0	2.0	8.649661	4.2409742	Expanded in great apes	-	Nearly-Fixed	No
COMMD4P2	ENSG00000214702.6	CHM13_G0019360	unprocessed_pseudogene	Yes	.	3.7366935	1	ID_129	0.00654455	2.0	0.0	2.0	8.856107	4.1727014	Expanded in great apes	-	Nearly-Fixed	No
AC103810.9	ENSG00000272400.1	CHM13_G0025126	unprocessed_pseudogene	Yes	.	5.5556046	1	ID_130	0.0	3.0	0.0	1.0	7.4990717	3.2947445	Expanded in great apes	chr17:65662000-65725000	Fixed	No
FAM215B	ENSG00000232300.1	CHM13_G0024562	lncRNA	No	SD5727,SD5728	N/A	1	ID_130	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
FAM215B	ENSG00000232300.1	LOFF_G0001334	lncRNA	No	SD5727,SD5728	N/A	1	ID_130	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC105272.1	ENSG00000234441.1	CHM13_G0002440	unprocessed_pseudogene	Yes	.	10.971379	1	ID_131	0.1187135	14.0	8.0	6.0	9.575785	4.14195165	Undetermined	chr1:103516000-103760000	Nearly-Fixed	Yes
AC105272.1	ENSG00000234441.1	LOFF_G0000052	unprocessed_pseudogene	Yes	.	10.648177	1	ID_131	0.1187135	14.0	8.0	6.0	9.266866	4.0721154	Undetermined	chr1:103516000-103760000	Polymorphic	No
AC105272.1	ENSG00000234441.1	LOFF_G0000055	unprocessed_pseudogene	Yes	.	10.80678	1	ID_131	0.1187135	14.0	8.0	6.0	9.596363	4.1871965	Undetermined	chr1:103516000-103760000	Polymorphic	No
AMY1A	ENSG00000237763.9	CHM13_G0002439	protein_coding	Yes	.	11.0175598	1	ID_131	0.1187135	14.0	8.0	6.0	7.9970617	4.6277537	Undetermined	-	Nearly-Fixed	Yes
AMY1A	ENSG00000237763.9	LOFF_G0000051	protein_coding	Yes	.	11.0027488	1	ID_131	0.1187135	14.0	8.0	6.0	8.28189	4.590725	Undetermined	chr1:103516000-103760000	Polymorphic	No
AMY1A	ENSG00000237763.9	LOFF_G0000054	protein_coding	Yes	.	11.061368	1	ID_131	0.1187135	14.0	8.0	6.0	7.951718	4.5883403	Undetermined	chr1:103516000-103760000	Polymorphic	No
AMY1A	ENSG00000237763.9	LOFF_G0000056	protein_coding	Yes	.	11.0086107	1	ID_131	0.1187135	14.0	8.0	6.0	7.856339	4.5397565	Undetermined	chr1:103516000-103760000	Polymorphic	No
AMY1B	ENSG00000174876.16	CHM13_G0002441	protein_coding	Yes	.	11.0124144	1	ID_131	0.1187135	14.0	8.0	6.0	8.33335775	4.4815415	Undetermined	chr1:103516000-103760000	Polymorphic	No
AMY1B	ENSG00000174876.16	LOFF_G0000049	protein_coding	Yes	.	11.0521473	1	ID_131	0.1187135	14.0	8.0	6.0	8.0615685	4.59303065	Undetermined	chr1:103516000-103760000	Nearly-Fixed	No
AMY1C	ENSG00000187733.6	CHM13_G0002443	protein_coding	Yes	.	10.9426545	1	ID_131	0.1187135	14.0	8.0	6.0	8.250803	4.394471	Undetermined	-	Nearly-Fixed	No
AMY2A	ENSG00000243480.7	CHM13_G0002438	protein_coding	Yes	.	9.50285125	1	ID_131	0.1187135	14.0	8.0	6.0	9.2006525	4.4254947	Expanded in great apes	-	Nearly-Fixed	Yes
AMYP1	ENSG00000227408.1	CHM13_G0002442	unprocessed_pseudogene	Yes	.	9.74814775	1	ID_131	0.1187135	14.0	8.0	6.0	8.8883025	4.25632455	Expanded in humans	chr1:103516000-103760000	Nearly-Fixed	No
AMYP1	ENSG00000227408.1	LOFF_G0000050	unprocessed_pseudogene	Yes	.	9.70572425	1	ID_131	0.1187135	14.0	8.0	6.0	8.715854	4.35821655	Expanded in humans	chr1:103516000-103760000	Nearly-Fixed	No
AMYP1	ENSG00000227408.1	LOFF_G0000053	unprocessed_pseudogene	Yes	.	9.648955	1	ID_131	0.1187135	14.0	8.0	6.0	8.9295545	4.33097	Expanded in humans	chr1:103516000-103760000	Polymorphic	No
AC106782.1	ENSG00000258130.8	CHM13_G0021182	transcribed_unprocessed_pseudogene	Yes	.	4.27407045	1	ID_132	0.09473733	3.0	0.0	3.0	5.8562708	2.41470145	Expanded in great apes	-	Nearly-Fixed	Yes
AC106782.1	ENSG00000258130.8	LOFF_G0001072	transcribed_unprocessed_pseudogene	Yes	.	4.36880778	1	ID_132	0.09473733	3.0	0.0	3.0	5.81100965	2.56050295	Expanded in great apes	-	Nearly-Fixed	Yes
AC133555.3	ENSG00000258150.6	LOFF_G0001059	transcribed_unprocessed_pseudogene	Yes	.	4.0269759	1	ID_132	0.09473733	3.0	0.0	3.0	5.673907	1.5726583	Expanded in great apes	-	Nearly-Fixed	Yes
AC106782.3	ENSG00000261444.1	LOFF_G0001066	unprocessed_pseudogene	Yes	SD9453	6.98493913	1	ID_133	0.0	3.0	0.0	1.0	9.243086	1.68744765	Expanded in great apes	-	Nearly-Fixed	Yes
AC133555.2	ENSG00000257691.2	CHM13_G0021128	processed_pseudogene	No	SD9453	N/A	1	ID_133	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC133555.2	ENSG00000257691.2	LOFF_G0001074	processed_pseudogene	No	SD9453	N/A	1	ID_133	0.0	3.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC106782.6	ENSG00000278887.2	CHM13_G0021184	transcribed_unprocessed_pseudogene	Yes	SD9558	4.0764045	1	ID_134	0.00156305	3.0	0.0	3.0	5.2848153	1.4182434	Expanded in great apes	-	Nearly-Fixed	Yes
AC133555.5	ENSG00000279228.2	LOFF_G0001060	transcribed_unprocessed_pseudogene	Yes	SD9558	4.07484145	1	ID_134	0.00156305	3.0	0.0	3.0	5.1979792	1.34487765	Expanded in great apes	-	Nearly-Fixed	Yes
AC133555.5	ENSG00000279228.2	LOFF_G0001073	transcribed_unprocessed_pseudogene	Yes	SD9558	4.04830118	1	ID_134	0.00156305	3.0	0.0	3.0	5.2129745	1.355664	Expanded in great apes	-	Nearly-Fixed	No
AC106795.1	ENSG00000170089.15	CHM13_G0046480	transcribed_unprocessed_pseudogene	Yes	SD11459	3.81422823	1	ID_135	0.04115898	3.0	1.0	1.0	2.8019657	1.8577072	Expanded in humans	-	Fixed	Yes
AC138965.2	ENSG00000250820.1	CHM13_G0046402	lncRNA	No	.	N/A	1	ID_135	0.04115898	3.0	1.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
THOC3	ENSG00000051596.10	CHM13_G0046403	protein_coding	Yes	.	3.89654618	1	ID_135	0.04115898	3.0	1.0	1.0	2.9066559	1.9177012	Expanded in humans	chr5:176467000-176533000	Fixed	Yes
AC107982.1	ENSG00000250111.3	CHM13_G0023412	unprocessed_pseudogene	Yes	SD4041	9.011282	1	ID_136	0.78527468	6.0	2.0	2.0	15.33881	5.035597	Expanded in great apes	-	Nearly-Fixed	Yes
CCDC144A	ENSG00000170160.17	CHM13_G0023296	protein_coding	Yes	SD2161,SD2188,SD4031,SD4032,SD4034,SD4035,SD4037,SD4039,SD4040,SD4041,SD4043,SD5987,SD5988,SD5992,SD5993,SD8438	6.87750665	1	ID_136	0.78527468	6.0	2.0	2.0	12.964158	4.1564484	Expanded in great apes	-	Fixed	Yes
CCDC144B	ENSG00000154874.15	CHM13_G0023397	transcribed_unprocessed_pseudogene	Yes	SD2161,SD2188,SD4034,SD4035,SD4037,SD4039,SD4040,SD4041,SD4043,SD5988,SD5989,SD5992,SD5993	6.90217435	1	ID_136	0.78527468	6.0	2.0	2.0	12.822107	4.14718625	Expanded in great apes	-	Fixed	Yes
CCDC144CP	ENSG00000154898.15	CHM13_G0023496	transcribed_processed_pseudogene	No	SD2161,SD2188,SD4031,SD4032,SD4034,SD4035,SD4037,SD4039,SD4041,SD4043,SD5988,SD5992,SD5993,SD8438	N/A	1	ID_136	0.78527468	6.0	2.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
FAM106A	ENSG00000273018.7	CHM13_G0023393	lncRNA	No	SD1884,SD1906,SD1915,SD1932,SD1935,SD1951,SD1967,SD5993,SD5994	N/A	2	ID_136	0.78527468	6.0	2.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
