gene_a	gene_b
LOFF_G0001956	LOFF_G0002272
LOFF_G0001999	LOFF_G0002252
LOFF_G0001999	LOFF_G0002282
LOFF_G0001999	LOFF_G0002898
LOFF_G0001999	LOFF_G0002899
LOFF_G0002011	LOFF_G0002012
LOFF_G0002011	LOFF_G0002013
LOFF_G0002011	LOFF_G0002017
LOFF_G0002012	LOFF_G0002013
LOFF_G0002012	LOFF_G0002014
LOFF_G0002012	LOFF_G0002018
LOFF_G0002013	LOFF_G0002014
LOFF_G0002013	LOFF_G0002015
LOFF_G0002013	LOFF_G0002019
LOFF_G0002014	LOFF_G0002015
LOFF_G0002014	LOFF_G0002016
LOFF_G0002014	LOFF_G0002020
LOFF_G0002015	LOFF_G0002016
LOFF_G0002015	LOFF_G0002017
LOFF_G0002015	LOFF_G0002021
LOFF_G0002016	LOFF_G0002017
LOFF_G0002016	LOFF_G0002018
LOFF_G0002016	LOFF_G0002022
LOFF_G0002017	LOFF_G0002018
LOFF_G0002017	LOFF_G0002019
LOFF_G0002017	LOFF_G0002023
LOFF_G0002018	LOFF_G0002019
LOFF_G0002018	LOFF_G0002020
LOFF_G0002018	LOFF_G0002024
LOFF_G0002019	LOFF_G0002020
LOFF_G0002019	LOFF_G0002021
LOFF_G0002019	LOFF_G0002025
LOFF_G0002020	LOFF_G0002021
LOFF_G0002020	LOFF_G0002022
LOFF_G0002020	LOFF_G0002026
LOFF_G0002021	LOFF_G0002022
LOFF_G0002021	LOFF_G0002023
LOFF_G0002021	LOFF_G0002027
LOFF_G0002022	LOFF_G0002023
LOFF_G0002022	LOFF_G0002024
LOFF_G0002022	LOFF_G0002028
LOFF_G0002023	LOFF_G0002024
LOFF_G0002023	LOFF_G0002029
LOFF_G0002024	LOFF_G0002025
LOFF_G0002024	LOFF_G0002030
LOFF_G0002025	LOFF_G0002026
LOFF_G0002025	LOFF_G0002031
LOFF_G0002026	LOFF_G0002027
LOFF_G0002026	LOFF_G0002032
LOFF_G0002027	LOFF_G0002028
LOFF_G0002027	LOFF_G0002033
LOFF_G0002028	LOFF_G0002029
LOFF_G0002028	LOFF_G0002034
LOFF_G0002028	LOFF_G0002040
LOFF_G0002029	LOFF_G0002030
LOFF_G0002029	LOFF_G0002035
LOFF_G0002029	LOFF_G0002041
LOFF_G0002030	LOFF_G0002031
LOFF_G0002030	LOFF_G0002036
LOFF_G0002030	LOFF_G0002042
LOFF_G0002031	LOFF_G0002032
LOFF_G0002031	LOFF_G0002037
LOFF_G0002031	LOFF_G0002043
LOFF_G0002032	LOFF_G0002033
LOFF_G0002032	LOFF_G0002038
LOFF_G0002032	LOFF_G0002044
LOFF_G0002033	LOFF_G0002034
LOFF_G0002033	LOFF_G0002039
LOFF_G0002033	LOFF_G0002045
LOFF_G0002034	LOFF_G0002035
LOFF_G0002034	LOFF_G0002040
LOFF_G0002034	LOFF_G0002046
LOFF_G0002035	LOFF_G0002036
LOFF_G0002035	LOFF_G0002041
LOFF_G0002035	LOFF_G0002047
LOFF_G0002036	LOFF_G0002037
LOFF_G0002036	LOFF_G0002042
LOFF_G0002036	LOFF_G0002048
LOFF_G0002037	LOFF_G0002038
LOFF_G0002037	LOFF_G0002040
LOFF_G0002037	LOFF_G0002043
LOFF_G0002037	LOFF_G0002049
LOFF_G0002038	LOFF_G0002039
LOFF_G0002038	LOFF_G0002041
LOFF_G0002038	LOFF_G0002044
LOFF_G0002038	LOFF_G0002045
LOFF_G0002038	LOFF_G0002050
LOFF_G0002039	LOFF_G0002040
LOFF_G0002039	LOFF_G0002042
LOFF_G0002039	LOFF_G0002045
LOFF_G0002039	LOFF_G0002046
LOFF_G0002039	LOFF_G0002051
LOFF_G0002040	LOFF_G0002041
LOFF_G0002040	LOFF_G0002043
LOFF_G0002040	LOFF_G0002047
LOFF_G0002040	LOFF_G0002052
LOFF_G0002040	LOFF_G0002054
LOFF_G0002041	LOFF_G0002042
LOFF_G0002041	LOFF_G0002044
LOFF_G0002041	LOFF_G0002048
LOFF_G0002041	LOFF_G0002053
LOFF_G0002042	LOFF_G0002043
LOFF_G0002042	LOFF_G0002045
LOFF_G0002042	LOFF_G0002049
LOFF_G0002042	LOFF_G0002054
LOFF_G0002042	LOFF_G0002055
LOFF_G0002043	LOFF_G0002044
LOFF_G0002043	LOFF_G0002046
LOFF_G0002043	LOFF_G0002050
LOFF_G0002044	LOFF_G0002045
LOFF_G0002044	LOFF_G0002047
LOFF_G0002044	LOFF_G0002051
LOFF_G0002044	LOFF_G0002055
LOFF_G0002045	LOFF_G0002046
LOFF_G0002045	LOFF_G0002048
LOFF_G0002045	LOFF_G0002052
LOFF_G0002046	LOFF_G0002047
LOFF_G0002046	LOFF_G0002049
LOFF_G0002046	LOFF_G0002053
LOFF_G0002047	LOFF_G0002048
LOFF_G0002047	LOFF_G0002050
LOFF_G0002047	LOFF_G0002054
LOFF_G0002048	LOFF_G0002049
LOFF_G0002048	LOFF_G0002051
LOFF_G0002049	LOFF_G0002050
LOFF_G0002049	LOFF_G0002052
LOFF_G0002049	LOFF_G0002055
LOFF_G0002050	LOFF_G0002051
LOFF_G0002050	LOFF_G0002053
LOFF_G0002051	LOFF_G0002052
LOFF_G0002051	LOFF_G0002054
LOFF_G0002052	LOFF_G0002053
LOFF_G0002053	LOFF_G0002054
LOFF_G0002053	LOFF_G0002055
LOFF_G0002098	LOFF_G0002099
LOFF_G0002098	LOFF_G0002100
LOFF_G0002098	LOFF_G0002104
LOFF_G0002099	LOFF_G0002101
LOFF_G0002099	LOFF_G0002105
LOFF_G0002100	LOFF_G0002102
LOFF_G0002100	LOFF_G0002106
LOFF_G0002101	LOFF_G0002103
LOFF_G0002101	LOFF_G0002107
LOFF_G0002102	LOFF_G0002104
LOFF_G0002102	LOFF_G0002108
LOFF_G0002103	LOFF_G0002105
LOFF_G0002104	LOFF_G0002106
LOFF_G0002104	LOFF_G0002109
LOFF_G0002105	LOFF_G0002107
LOFF_G0002106	LOFF_G0002108
LOFF_G0002106	LOFF_G0002110
LOFF_G0002107	LOFF_G0002111
LOFF_G0002108	LOFF_G0002109
LOFF_G0002108	LOFF_G0002112
LOFF_G0002108	LOFF_G0002121
LOFF_G0002109	LOFF_G0002112
LOFF_G0002109	LOFF_G0002114
LOFF_G0002109	LOFF_G0002125
LOFF_G0002110	LOFF_G0002114
LOFF_G0002110	LOFF_G0002127
LOFF_G0002110	LOFF_G0002129
LOFF_G0002111	LOFF_G0002115
LOFF_G0002111	LOFF_G0002128
LOFF_G0002111	LOFF_G0002130
LOFF_G0002112	LOFF_G0002116
LOFF_G0002112	LOFF_G0002129
LOFF_G0002112	LOFF_G0002131
LOFF_G0002113	LOFF_G0002117
LOFF_G0002113	LOFF_G0002130
LOFF_G0002113	LOFF_G0002132
LOFF_G0002114	LOFF_G0002118
LOFF_G0002114	LOFF_G0002131
LOFF_G0002114	LOFF_G0002133
LOFF_G0002115	LOFF_G0002124
LOFF_G0002115	LOFF_G0002132
LOFF_G0002115	LOFF_G0002134
LOFF_G0002116	LOFF_G0002125
LOFF_G0002116	LOFF_G0002133
LOFF_G0002116	LOFF_G0002135
LOFF_G0002117	LOFF_G0002134
LOFF_G0002117	LOFF_G0002136
LOFF_G0002118	LOFF_G0002135
LOFF_G0002118	LOFF_G0002137
LOFF_G0002119	LOFF_G0002136
LOFF_G0002119	LOFF_G0002138
LOFF_G0002120	LOFF_G0002137
LOFF_G0002120	LOFF_G0002139
LOFF_G0002121	LOFF_G0002139
LOFF_G0002122	LOFF_G0002140
LOFF_G0002123	LOFF_G0002141
LOFF_G0002124	LOFF_G0002142
LOFF_G0002125	LOFF_G0002143
LOFF_G0002126	LOFF_G0002140
LOFF_G0002126	LOFF_G0002144
LOFF_G0002127	LOFF_G0002141
LOFF_G0002127	LOFF_G0002145
LOFF_G0002128	LOFF_G0002142
LOFF_G0002128	LOFF_G0002146
LOFF_G0002129	LOFF_G0002143
LOFF_G0002129	LOFF_G0002147
LOFF_G0002130	LOFF_G0002144
LOFF_G0002130	LOFF_G0002148
LOFF_G0002131	LOFF_G0002145
LOFF_G0002131	LOFF_G0002149
LOFF_G0002132	LOFF_G0002146
LOFF_G0002132	LOFF_G0002150
LOFF_G0002133	LOFF_G0002147
LOFF_G0002133	LOFF_G0002151
LOFF_G0002134	LOFF_G0002148
LOFF_G0002134	LOFF_G0002152
LOFF_G0002135	LOFF_G0002149
LOFF_G0002135	LOFF_G0002153
LOFF_G0002136	LOFF_G0002150
LOFF_G0002136	LOFF_G0002154
LOFF_G0002137	LOFF_G0002151
LOFF_G0002137	LOFF_G0002155
LOFF_G0002138	LOFF_G0002152
LOFF_G0002138	LOFF_G0002156
LOFF_G0002139	LOFF_G0002153
LOFF_G0002139	LOFF_G0002157
LOFF_G0002140	LOFF_G0002154
LOFF_G0002141	LOFF_G0002155
LOFF_G0002142	LOFF_G0002148
LOFF_G0002142	LOFF_G0002156
LOFF_G0002143	LOFF_G0002149
LOFF_G0002143	LOFF_G0002157
LOFF_G0002144	LOFF_G0002150
LOFF_G0002144	LOFF_G0002158
LOFF_G0002145	LOFF_G0002151
LOFF_G0002145	LOFF_G0002159
LOFF_G0002146	LOFF_G0002152
LOFF_G0002146	LOFF_G0002158
LOFF_G0002147	LOFF_G0002153
LOFF_G0002147	LOFF_G0002159
LOFF_G0002148	LOFF_G0002160
LOFF_G0002149	LOFF_G0002160
LOFF_G0002150	LOFF_G0002154
LOFF_G0002151	LOFF_G0002155
LOFF_G0002152	LOFF_G0002156
LOFF_G0002153	LOFF_G0002157
LOFF_G0002156	LOFF_G0002158
LOFF_G0002157	LOFF_G0002159
LOFF_G0002158	LOFF_G0002160
LOFF_G0002159	LOFF_G0002160
LOFF_G0002165	LOFF_G0002166
LOFF_G0002165	LOFF_G0002198
LOFF_G0002165	LOFF_G0002199
LOFF_G0002165	LOFF_G0002200
LOFF_G0002165	LOFF_G0002201
LOFF_G0002166	LOFF_G0002167
LOFF_G0002166	LOFF_G0002197
LOFF_G0002166	LOFF_G0002198
LOFF_G0002166	LOFF_G0002199
LOFF_G0002166	LOFF_G0002200
LOFF_G0002166	LOFF_G0002201
LOFF_G0002167	LOFF_G0002168
LOFF_G0002167	LOFF_G0002196
LOFF_G0002167	LOFF_G0002197
LOFF_G0002167	LOFF_G0002198
LOFF_G0002167	LOFF_G0002199
LOFF_G0002167	LOFF_G0002200
LOFF_G0002167	LOFF_G0002201
LOFF_G0002168	LOFF_G0002169
LOFF_G0002168	LOFF_G0002195
LOFF_G0002168	LOFF_G0002196
LOFF_G0002168	LOFF_G0002197
LOFF_G0002168	LOFF_G0002198
LOFF_G0002168	LOFF_G0002199
LOFF_G0002168	LOFF_G0002200
LOFF_G0002168	LOFF_G0002201
LOFF_G0002169	LOFF_G0002170
LOFF_G0002169	LOFF_G0002194
LOFF_G0002169	LOFF_G0002195
LOFF_G0002169	LOFF_G0002196
LOFF_G0002169	LOFF_G0002197
LOFF_G0002169	LOFF_G0002198
LOFF_G0002169	LOFF_G0002199
LOFF_G0002169	LOFF_G0002200
LOFF_G0002169	LOFF_G0002201
LOFF_G0002170	LOFF_G0002171
LOFF_G0002170	LOFF_G0002194
LOFF_G0002170	LOFF_G0002195
LOFF_G0002170	LOFF_G0002196
LOFF_G0002170	LOFF_G0002197
LOFF_G0002170	LOFF_G0002198
LOFF_G0002170	LOFF_G0002199
LOFF_G0002170	LOFF_G0002200
LOFF_G0002170	LOFF_G0002201
LOFF_G0002171	LOFF_G0002172
LOFF_G0002171	LOFF_G0002194
LOFF_G0002171	LOFF_G0002195
LOFF_G0002171	LOFF_G0002196
LOFF_G0002171	LOFF_G0002197
LOFF_G0002171	LOFF_G0002198
LOFF_G0002171	LOFF_G0002199
LOFF_G0002171	LOFF_G0002200
LOFF_G0002171	LOFF_G0002201
LOFF_G0002172	LOFF_G0002173
LOFF_G0002172	LOFF_G0002194
LOFF_G0002172	LOFF_G0002195
LOFF_G0002172	LOFF_G0002196
LOFF_G0002172	LOFF_G0002197
LOFF_G0002172	LOFF_G0002198
LOFF_G0002172	LOFF_G0002199
LOFF_G0002172	LOFF_G0002200
LOFF_G0002172	LOFF_G0002201
LOFF_G0002173	LOFF_G0002174
LOFF_G0002173	LOFF_G0002194
LOFF_G0002173	LOFF_G0002195
LOFF_G0002173	LOFF_G0002196
LOFF_G0002173	LOFF_G0002197
LOFF_G0002173	LOFF_G0002198
LOFF_G0002173	LOFF_G0002199
LOFF_G0002173	LOFF_G0002200
LOFF_G0002173	LOFF_G0002201
LOFF_G0002174	LOFF_G0002175
LOFF_G0002174	LOFF_G0002194
LOFF_G0002174	LOFF_G0002195
LOFF_G0002174	LOFF_G0002196
LOFF_G0002174	LOFF_G0002197
LOFF_G0002174	LOFF_G0002198
LOFF_G0002174	LOFF_G0002199
LOFF_G0002174	LOFF_G0002200
LOFF_G0002174	LOFF_G0002201
LOFF_G0002175	LOFF_G0002176
LOFF_G0002175	LOFF_G0002194
LOFF_G0002175	LOFF_G0002195
LOFF_G0002175	LOFF_G0002196
LOFF_G0002175	LOFF_G0002197
LOFF_G0002175	LOFF_G0002198
LOFF_G0002175	LOFF_G0002199
LOFF_G0002175	LOFF_G0002200
LOFF_G0002175	LOFF_G0002201
LOFF_G0002176	LOFF_G0002177
LOFF_G0002176	LOFF_G0002194
LOFF_G0002176	LOFF_G0002195
LOFF_G0002176	LOFF_G0002196
LOFF_G0002176	LOFF_G0002197
LOFF_G0002176	LOFF_G0002198
LOFF_G0002176	LOFF_G0002199
LOFF_G0002176	LOFF_G0002200
LOFF_G0002176	LOFF_G0002201
LOFF_G0002177	LOFF_G0002178
LOFF_G0002177	LOFF_G0002194
LOFF_G0002177	LOFF_G0002195
LOFF_G0002177	LOFF_G0002196
LOFF_G0002177	LOFF_G0002197
LOFF_G0002177	LOFF_G0002198
LOFF_G0002177	LOFF_G0002199
LOFF_G0002177	LOFF_G0002200
LOFF_G0002177	LOFF_G0002201
LOFF_G0002178	LOFF_G0002179
LOFF_G0002178	LOFF_G0002194
LOFF_G0002178	LOFF_G0002195
LOFF_G0002178	LOFF_G0002196
LOFF_G0002178	LOFF_G0002197
LOFF_G0002178	LOFF_G0002198
LOFF_G0002178	LOFF_G0002199
LOFF_G0002178	LOFF_G0002200
LOFF_G0002178	LOFF_G0002201
LOFF_G0002179	LOFF_G0002180
LOFF_G0002179	LOFF_G0002194
LOFF_G0002179	LOFF_G0002195
LOFF_G0002179	LOFF_G0002196
LOFF_G0002179	LOFF_G0002197
LOFF_G0002179	LOFF_G0002198
LOFF_G0002179	LOFF_G0002199
LOFF_G0002179	LOFF_G0002200
LOFF_G0002179	LOFF_G0002201
LOFF_G0002180	LOFF_G0002181
LOFF_G0002180	LOFF_G0002194
LOFF_G0002180	LOFF_G0002195
LOFF_G0002180	LOFF_G0002196
LOFF_G0002180	LOFF_G0002197
LOFF_G0002180	LOFF_G0002198
LOFF_G0002180	LOFF_G0002199
LOFF_G0002180	LOFF_G0002200
LOFF_G0002180	LOFF_G0002201
LOFF_G0002181	LOFF_G0002182
LOFF_G0002181	LOFF_G0002194
LOFF_G0002181	LOFF_G0002195
LOFF_G0002181	LOFF_G0002196
LOFF_G0002181	LOFF_G0002197
LOFF_G0002181	LOFF_G0002198
LOFF_G0002181	LOFF_G0002199
LOFF_G0002181	LOFF_G0002200
LOFF_G0002181	LOFF_G0002201
LOFF_G0002182	LOFF_G0002183
LOFF_G0002182	LOFF_G0002194
LOFF_G0002182	LOFF_G0002195
LOFF_G0002182	LOFF_G0002196
LOFF_G0002182	LOFF_G0002197
LOFF_G0002182	LOFF_G0002198
LOFF_G0002182	LOFF_G0002199
LOFF_G0002182	LOFF_G0002200
LOFF_G0002182	LOFF_G0002201
LOFF_G0002183	LOFF_G0002184
LOFF_G0002183	LOFF_G0002194
LOFF_G0002183	LOFF_G0002195
LOFF_G0002183	LOFF_G0002196
LOFF_G0002183	LOFF_G0002197
LOFF_G0002183	LOFF_G0002198
LOFF_G0002183	LOFF_G0002199
LOFF_G0002183	LOFF_G0002200
LOFF_G0002183	LOFF_G0002201
LOFF_G0002184	LOFF_G0002185
LOFF_G0002184	LOFF_G0002194
LOFF_G0002184	LOFF_G0002195
LOFF_G0002184	LOFF_G0002196
LOFF_G0002184	LOFF_G0002197
LOFF_G0002184	LOFF_G0002198
LOFF_G0002184	LOFF_G0002199
LOFF_G0002184	LOFF_G0002200
LOFF_G0002184	LOFF_G0002201
LOFF_G0002185	LOFF_G0002186
LOFF_G0002185	LOFF_G0002194
LOFF_G0002185	LOFF_G0002195
LOFF_G0002185	LOFF_G0002196
LOFF_G0002185	LOFF_G0002197
LOFF_G0002185	LOFF_G0002198
LOFF_G0002185	LOFF_G0002199
LOFF_G0002185	LOFF_G0002200
LOFF_G0002185	LOFF_G0002201
LOFF_G0002186	LOFF_G0002187
LOFF_G0002186	LOFF_G0002194
LOFF_G0002186	LOFF_G0002195
LOFF_G0002186	LOFF_G0002196
LOFF_G0002186	LOFF_G0002197
LOFF_G0002186	LOFF_G0002198
LOFF_G0002186	LOFF_G0002199
LOFF_G0002186	LOFF_G0002200
LOFF_G0002186	LOFF_G0002201
LOFF_G0002187	LOFF_G0002188
LOFF_G0002187	LOFF_G0002194
LOFF_G0002187	LOFF_G0002195
LOFF_G0002187	LOFF_G0002196
LOFF_G0002187	LOFF_G0002197
LOFF_G0002187	LOFF_G0002198
LOFF_G0002187	LOFF_G0002199
LOFF_G0002187	LOFF_G0002200
LOFF_G0002188	LOFF_G0002189
LOFF_G0002188	LOFF_G0002194
LOFF_G0002188	LOFF_G0002195
LOFF_G0002188	LOFF_G0002196
LOFF_G0002188	LOFF_G0002197
LOFF_G0002188	LOFF_G0002198
LOFF_G0002188	LOFF_G0002199
LOFF_G0002189	LOFF_G0002190
LOFF_G0002189	LOFF_G0002194
LOFF_G0002189	LOFF_G0002195
LOFF_G0002189	LOFF_G0002196
LOFF_G0002189	LOFF_G0002197
LOFF_G0002189	LOFF_G0002198
LOFF_G0002190	LOFF_G0002191
LOFF_G0002190	LOFF_G0002194
LOFF_G0002190	LOFF_G0002195
LOFF_G0002190	LOFF_G0002196
LOFF_G0002190	LOFF_G0002197
LOFF_G0002191	LOFF_G0002192
LOFF_G0002191	LOFF_G0002194
LOFF_G0002191	LOFF_G0002195
LOFF_G0002191	LOFF_G0002196
LOFF_G0002192	LOFF_G0002193
LOFF_G0002192	LOFF_G0002194
LOFF_G0002192	LOFF_G0002195
LOFF_G0002193	LOFF_G0002194
LOFF_G0002194	LOFF_G0002195
LOFF_G0002195	LOFF_G0002196
LOFF_G0002196	LOFF_G0002197
LOFF_G0002197	LOFF_G0002198
LOFF_G0002198	LOFF_G0002199
LOFF_G0002199	LOFF_G0002200
LOFF_G0002200	LOFF_G0002201
LOFF_G0002204	LOFF_G0002205
LOFF_G0002204	LOFF_G0002215
LOFF_G0002204	LOFF_G0002216
LOFF_G0002204	LOFF_G0002230
LOFF_G0002204	LOFF_G0002231
LOFF_G0002205	LOFF_G0002206
LOFF_G0002205	LOFF_G0002214
LOFF_G0002205	LOFF_G0002215
LOFF_G0002205	LOFF_G0002229
LOFF_G0002205	LOFF_G0002230
LOFF_G0002205	LOFF_G0002231
LOFF_G0002206	LOFF_G0002207
LOFF_G0002206	LOFF_G0002213
LOFF_G0002206	LOFF_G0002214
LOFF_G0002206	LOFF_G0002229
LOFF_G0002206	LOFF_G0002230
LOFF_G0002206	LOFF_G0002231
LOFF_G0002207	LOFF_G0002208
LOFF_G0002207	LOFF_G0002212
LOFF_G0002207	LOFF_G0002213
LOFF_G0002207	LOFF_G0002229
LOFF_G0002207	LOFF_G0002230
LOFF_G0002208	LOFF_G0002212
LOFF_G0002208	LOFF_G0002229
LOFF_G0002212	LOFF_G0002213
LOFF_G0002212	LOFF_G0002229
LOFF_G0002212	LOFF_G0002230
LOFF_G0002213	LOFF_G0002214
LOFF_G0002213	LOFF_G0002230
LOFF_G0002213	LOFF_G0002231
LOFF_G0002214	LOFF_G0002215
LOFF_G0002214	LOFF_G0002229
LOFF_G0002214	LOFF_G0002231
LOFF_G0002215	LOFF_G0002216
LOFF_G0002215	LOFF_G0002229
LOFF_G0002215	LOFF_G0002230
LOFF_G0002216	LOFF_G0002217
LOFF_G0002216	LOFF_G0002230
LOFF_G0002216	LOFF_G0002231
LOFF_G0002217	LOFF_G0002231
LOFF_G0002229	LOFF_G0002230
LOFF_G0002230	LOFF_G0002231
LOFF_G0002250	LOFF_G0002284
LOFF_G0002250	LOFF_G0002895
LOFF_G0002250	LOFF_G0002897
LOFF_G0002252	LOFF_G0002282
LOFF_G0002252	LOFF_G0002898
LOFF_G0002252	LOFF_G0002899
LOFF_G0002253	LOFF_G0002281
LOFF_G0002253	LOFF_G0002282
LOFF_G0002253	LOFF_G0002898
LOFF_G0002253	LOFF_G0002900
LOFF_G0002258	LOFF_G0002266
LOFF_G0002258	LOFF_G0002272
LOFF_G0002258	LOFF_G0002435
LOFF_G0002266	LOFF_G0002435
LOFF_G0002272	LOFF_G0002435
LOFF_G0002272	LOFF_G0002657
LOFF_G0002272	LOFF_G0002883
LOFF_G0002281	LOFF_G0002900
LOFF_G0002282	LOFF_G0002898
LOFF_G0002282	LOFF_G0002899
LOFF_G0002284	LOFF_G0002895
LOFF_G0002285	LOFF_G0002892
LOFF_G0002287	LOFF_G0002892
LOFF_G0002385	LOFF_G0002433
LOFF_G0002409	LOFF_G0002413
LOFF_G0002435	LOFF_G0002883
LOFF_G0002450	LOFF_G0002452
LOFF_G0002474	LOFF_G0002484
LOFF_G0002474	LOFF_G0002485
LOFF_G0002474	LOFF_G0002508
LOFF_G0002474	LOFF_G0002509
LOFF_G0002474	LOFF_G0002518
LOFF_G0002474	LOFF_G0002528
LOFF_G0002474	LOFF_G0002556
LOFF_G0002474	LOFF_G0002557
LOFF_G0002475	LOFF_G0002484
LOFF_G0002475	LOFF_G0002509
LOFF_G0002475	LOFF_G0002519
LOFF_G0002475	LOFF_G0002558
LOFF_G0002476	LOFF_G0002565
LOFF_G0002477	LOFF_G0002531
LOFF_G0002478	LOFF_G0002564
LOFF_G0002479	LOFF_G0002563
LOFF_G0002480	LOFF_G0002561
LOFF_G0002481	LOFF_G0002529
LOFF_G0002481	LOFF_G0002560
LOFF_G0002482	LOFF_G0002559
LOFF_G0002484	LOFF_G0002485
LOFF_G0002484	LOFF_G0002523
LOFF_G0002484	LOFF_G0002555
LOFF_G0002485	LOFF_G0002486
LOFF_G0002485	LOFF_G0002522
LOFF_G0002485	LOFF_G0002554
LOFF_G0002486	LOFF_G0002487
LOFF_G0002486	LOFF_G0002521
LOFF_G0002486	LOFF_G0002553
LOFF_G0002487	LOFF_G0002520
LOFF_G0002487	LOFF_G0002552
LOFF_G0002498	LOFF_G0002570
LOFF_G0002503	LOFF_G0002548
LOFF_G0002506	LOFF_G0002550
LOFF_G0002507	LOFF_G0002508
LOFF_G0002507	LOFF_G0002552
LOFF_G0002508	LOFF_G0002509
LOFF_G0002508	LOFF_G0002553
LOFF_G0002509	LOFF_G0002553
LOFF_G0002509	LOFF_G0002554
LOFF_G0002510	LOFF_G0002511
LOFF_G0002510	LOFF_G0002517
LOFF_G0002510	LOFF_G0002554
LOFF_G0002510	LOFF_G0002556
LOFF_G0002511	LOFF_G0002512
LOFF_G0002511	LOFF_G0002518
LOFF_G0002511	LOFF_G0002551
LOFF_G0002511	LOFF_G0002555
LOFF_G0002512	LOFF_G0002513
LOFF_G0002512	LOFF_G0002519
LOFF_G0002512	LOFF_G0002552
LOFF_G0002513	LOFF_G0002514
LOFF_G0002513	LOFF_G0002553
LOFF_G0002513	LOFF_G0002556
LOFF_G0002514	LOFF_G0002515
LOFF_G0002514	LOFF_G0002551
LOFF_G0002514	LOFF_G0002554
LOFF_G0002515	LOFF_G0002516
LOFF_G0002515	LOFF_G0002552
LOFF_G0002515	LOFF_G0002555
LOFF_G0002515	LOFF_G0002557
LOFF_G0002516	LOFF_G0002517
LOFF_G0002516	LOFF_G0002520
LOFF_G0002516	LOFF_G0002524
LOFF_G0002516	LOFF_G0002553
LOFF_G0002516	LOFF_G0002554
LOFF_G0002516	LOFF_G0002556
LOFF_G0002516	LOFF_G0002557
LOFF_G0002516	LOFF_G0002558
LOFF_G0002517	LOFF_G0002518
LOFF_G0002517	LOFF_G0002521
LOFF_G0002517	LOFF_G0002525
LOFF_G0002517	LOFF_G0002555
LOFF_G0002517	LOFF_G0002557
LOFF_G0002517	LOFF_G0002558
LOFF_G0002518	LOFF_G0002519
LOFF_G0002518	LOFF_G0002522
LOFF_G0002518	LOFF_G0002526
LOFF_G0002518	LOFF_G0002554
LOFF_G0002518	LOFF_G0002556
LOFF_G0002518	LOFF_G0002557
LOFF_G0002518	LOFF_G0002558
LOFF_G0002519	LOFF_G0002523
LOFF_G0002519	LOFF_G0002527
LOFF_G0002519	LOFF_G0002551
LOFF_G0002519	LOFF_G0002555
LOFF_G0002519	LOFF_G0002556
LOFF_G0002519	LOFF_G0002557
LOFF_G0002519	LOFF_G0002558
LOFF_G0002520	LOFF_G0002521
LOFF_G0002520	LOFF_G0002524
LOFF_G0002520	LOFF_G0002553
LOFF_G0002520	LOFF_G0002554
LOFF_G0002520	LOFF_G0002557
LOFF_G0002520	LOFF_G0002558
LOFF_G0002521	LOFF_G0002522
LOFF_G0002521	LOFF_G0002525
LOFF_G0002521	LOFF_G0002554
LOFF_G0002521	LOFF_G0002555
LOFF_G0002522	LOFF_G0002523
LOFF_G0002522	LOFF_G0002526
LOFF_G0002522	LOFF_G0002555
LOFF_G0002522	LOFF_G0002556
LOFF_G0002523	LOFF_G0002524
LOFF_G0002523	LOFF_G0002556
LOFF_G0002524	LOFF_G0002525
LOFF_G0002524	LOFF_G0002527
LOFF_G0002525	LOFF_G0002526
LOFF_G0002525	LOFF_G0002528
LOFF_G0002525	LOFF_G0002557
LOFF_G0002526	LOFF_G0002527
LOFF_G0002526	LOFF_G0002557
LOFF_G0002526	LOFF_G0002558
LOFF_G0002527	LOFF_G0002528
LOFF_G0002527	LOFF_G0002558
LOFF_G0002528	LOFF_G0002558
LOFF_G0002529	LOFF_G0002560
LOFF_G0002530	LOFF_G0002562
LOFF_G0002551	LOFF_G0002552
LOFF_G0002552	LOFF_G0002553
LOFF_G0002553	LOFF_G0002554
LOFF_G0002554	LOFF_G0002555
LOFF_G0002555	LOFF_G0002556
LOFF_G0002659	LOFF_G0002695
LOFF_G0002659	LOFF_G0002825
LOFF_G0002662	LOFF_G0002749
LOFF_G0002669	LOFF_G0002733
LOFF_G0002674	LOFF_G0002842
LOFF_G0002684	LOFF_G0002713
LOFF_G0002684	LOFF_G0002855
LOFF_G0002684	LOFF_G0002868
LOFF_G0002687	LOFF_G0002821
LOFF_G0002689	LOFF_G0002748
LOFF_G0002695	LOFF_G0002825
LOFF_G0002706	LOFF_G0002740
LOFF_G0002706	LOFF_G0002771
LOFF_G0002706	LOFF_G0002831
LOFF_G0002709	LOFF_G0002768
LOFF_G0002713	LOFF_G0002855
LOFF_G0002713	LOFF_G0002868
LOFF_G0002718	LOFF_G0002806
LOFF_G0002720	LOFF_G0002809
LOFF_G0002731	LOFF_G0002836
LOFF_G0002740	LOFF_G0002771
LOFF_G0002740	LOFF_G0002831
LOFF_G0002751	LOFF_G0002821
LOFF_G0002771	LOFF_G0002831
LOFF_G0002821	LOFF_G0002823
LOFF_G0002821	LOFF_G0002863
LOFF_G0002823	LOFF_G0002863
LOFF_G0002852	LOFF_G0002871
LOFF_G0002855	LOFF_G0002868
LOFF_G0002879	LOFF_G0002882
LOFF_G0002880	LOFF_G0002881
LOFF_G0002881	LOFF_G0002882
