chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr15	2.6936851E7	2.6941233E7	4382.0	HERC2P11	CHM13_G0018239	ENSG00000261581.1	unprocessed_pseudogene	ID_71	Human duplicated gene family	chr15:26936851-26941233	chr15:26936851-26941233	chr15:26351729-26356111	15q13.1,15q13.2	1.22	2221.0	88.7	1567.0	922.0	15.0	36.82	Polymorphic	0.71	0.42	0.33	0.12	3	4.0	0.0	Yes	No	-	-	1.938874	1.932693	0.165983803829038	0.902062706257881	2.0	2.0	0.527811527348653	1.0
chr15	2.6951323E7	2.70471E7	95777.0	HERC2P9	CHM13_G0018240	ENSG00000206149.10	transcribed_unprocessed_pseudogene	ID_188	Human duplicated gene family	chr15:26951323-27047100	chr15:26951323-27047100	chr15:26366201-26461978	15q13.1,15q13.2	1.41	2427.0	96.92	1333.0	1168.0	3.0	46.65	Polymorphic	0.98	0.71	0.55	0.39	1	4.0	0.0	Yes	No	-	-	2.009356	2.005864	0.48879780233094	0.966635075779227	2.0	2.0	0.518957967420627	1.0
chr15	2.7041244E7	2.7044088E7	2844.0	AC055876.2	CHM13_G0018241	ENSG00000254398.1	unprocessed_pseudogene	ID_94	Human duplicated gene family	chr15:27041244-27044088	chr15:27041244-27044088	chr15:26456122-26458966	15q13.1,15q13.2	1.99	2483.0	99.16	1087.0	1403.0	14.0	56.03	Nearly-Fixed	1.16	1.14	0.96	0.72	0	4.0	0.0	Yes	No	-	-	2.008393	2.002874	0.300133717871988	0.956463798858411	2.0	2.0	0.593390954716833	1.0
chr15	2.7099425E7	2.7121045E7	21620.0	WHAMMP2	CHM13_G0018245	ENSG00000248334.6	transcribed_unprocessed_pseudogene	ID_156	Human duplicated gene family	chr15:27099425-27121045	chr15:27099425-27121045	chr15:26514303-26535923	15q13.1,15q13.2	1.98	2504.0	100.0	0.0	2504.0	0.0	100.0	Fixed	1.8	2.25	1.81	1.78	0	0.0	4.0	Yes	No	-	-	2.048141	2.0493935	0.380594685510329	0.963421719307322	2.0	2.0	0.0889730117018133	0.945848613525673
chr15	2.7150383E7	2.7154141E7	3758.0	AC055876.1	CHM13_G0018247	ENSG00000232431.3	transcribed_unprocessed_pseudogene	ID_93	Undetermined	chr15:27150383-27154141	chr15:27150383-27154141	chr15:26565261-26569019	15q13.1,15q13.2	1.86	2504.0	100.0	8.0	2495.0	1.0	99.64	Fixed	2.41	1.94	2.0	1.89	0	0.0	4.0	Yes	No	-	-	1.973232	1.9713535	0.553831779629161	0.973582962201015	2.0	2.0	0.0477148802373512	0.846369527665721
chr15	2.7151804E7	2.7218703E7	66899.0	PDCD6IPP2	CHM13_G0018249	ENSG00000261377.5	transcribed_unprocessed_pseudogene	ID_93	Undetermined	chr15:27151804-27221136	chr15:27151804-27218703	chr15:26566682-26633581	15q13.1,15q13.2	1.91	2504.0	100.0	0.0	2504.0	0.0	100.0	Fixed	1.9	1.95	1.99	1.93	0	0.0	4.0	Yes	No	-	-	1.9902455	1.9924685	0.120602658776466	0.839174393767808	2.0	2.0	0.0889730117018133	0.945848613525673
chr15	2.8475668E7	2.8478936E7	3268.0	DNM1P28	CHM13_G0018275	ENSG00000261792.1	unprocessed_pseudogene	ID_68	Human duplicated gene family	chr15:28475668-28478936	chr15:28475668-28478936	chr15:27890546-27893814	15q13.1,15q13.2	2.12	2497.0	99.72	356.0	1765.0	383.0	70.49	Nearly-Fixed	2.02	1.18	1.45	2.13	0	2.0	2.0	Yes	No	-	-	2.132046	2.127329	0.216282685016598	0.912136191781922	2.0	2.0	0.264794715513199	1.0
chr15	2.8480564E7	2.8508055E7	27491.0	ULK4P3	CHM13_G0018276	ENSG00000178081.12	transcribed_unprocessed_pseudogene	ID_179	Human duplicated gene family	chr15:28480564-28508055	chr15:28480564-28508055	chr15:27895442-27922933	15q13.1,15q13.2	1.93	2386.0	95.29	869.0	1597.0	38.0	63.78	Polymorphic	0.94	0.6	0.7	0.45	1	4.0	0.0	Yes	No	-	-	2.094286	2.086697	0.32502640214508	0.963421719307322	2.0	2.0	0.254045155684825	1.0
chr15	2.8527727E7	2.8530258E7	2531.0	DNM1P30	CHM13_G0018280	ENSG00000260897.1	unprocessed_pseudogene	ID_342	Undetermined	chr15:28527727-28530258	chr15:28527727-28530258	chr15:27942605-27945136	15q13.1,15q13.2	1.92	2495.0	99.64	313.0	2097.0	94.0	83.75	Nearly-Fixed	2.04	1.47	2.1	1.23	0	2.0	2.0	Yes	No	-	-	1.991394	1.990674	0.428477095559335	0.963421719307322	2.0	2.0	0.0383586641077622	0.771388519969284
chr15	2.8530781E7	2.8530959E7	178.0	AC120045.2	CHM13_G0018281	ENSG00000261747.3	unprocessed_pseudogene	ID_143	Undetermined	chr15:28530781-28530959	chr15:28530781-28530959	chr15:27945659-27945837	15q13.1,15q13.2	1.68	2485.0	99.24	653.0	1807.0	44.0	72.16	Nearly-Fixed	1.27	0.58	1.39	0.77	0	4.0	0.0	Yes	No	-	-	1.991394	1.990674	0.428477095559335	0.963421719307322	2.0	2.0	0.0383586641077622	0.771388519969284
chr15	2.8773536E7	2.8774759E7	1223.0	AC019322.3	CHM13_G0018289	ENSG00000274966.1	unprocessed_pseudogene	ID_68	Human duplicated gene family	chr15:28773536-28774759	chr15:28773536-28774759	chr15:28188414-28189637	15q13.1,15q13.2	1.24	2462.0	98.32	2228.0	276.0	0.0	11.02	Nearly-Fixed	1.63	0.77	1.63	0.92	0	2.0	2.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.88663	1.877951	0.632317199531841	0.983336357253052	2.0	2.0	0.784513201135766	1.0
chr15	2.8798673E7	2.879882E7	147.0	AC019322.2	CHM13_G0018292	ENSG00000271333.1	unprocessed_pseudogene	ID_67	Human duplicated gene family	chr15:28798673-28798820	chr15:28798673-28798820	chr15:28213551-28213698	15q13.1,15q13.2	1.13	2255.0	90.06	1871.0	600.0	33.0	23.96	Polymorphic	0.61	0.43	0.67	0.78	1	4.0	0.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.608284	1.590285	0.224562964826665	0.919829816109652	2.0	2.0	0.0946444298263042	0.945848613525673
chr15	2.8849175E7	2.8885993E7	36818.0	AC127502.1	CHM13_G0018293	ENSG00000215302.8	transcribed_unprocessed_pseudogene	ID_156	Human duplicated gene family	chr15:28849175-28885993	chr15:28849175-28885993	chr15:28264053-28300871	15q13.1,15q13.2	1.81	2492.0	99.52	597.0	1849.0	58.0	73.84	Nearly-Fixed	1.46	0.9	1.47	1.18	0	4.0	0.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.72612	1.7128395	0.0119110254871077	0.363286277356784	2.0	2.0	0.162821167981726	1.0
chr15	2.8885746E7	2.889207E7	6324.0	AC127502.3	CHM13_G0018295	ENSG00000283345.1	unprocessed_pseudogene	ID_156	Human duplicated gene family	chr15:28885746-28892070	chr15:28885746-28892070	chr15:28300624-28306948	15q13.1,15q13.2	1.57	2488.0	99.36	1090.0	1379.0	35.0	55.07	Nearly-Fixed	1.94	1.44	1.96	1.11	0	2.0	2.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.509694	1.511088	0.0949848526562353	0.777680997979378	2.0	2.0	0.87348045443157	1.0
chr15	2.8894426E7	2.8896215E7	1789.0	AC026150.3	CHM13_G0018296	ENSG00000260784.1	unprocessed_pseudogene	Unassigned_4	Human duplicated gene family	chr15:28894426-28896215	chr15:28894426-28896215	chr15:28309304-28311093	15q13.1,15q13.2	1.29	2484.0	99.2	1843.0	650.0	11.0	25.96	Nearly-Fixed	2.28	1.63	1.85	1.06	0	1.0	3.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.509694	1.511088	0.0949848526562353	0.777680997979378	2.0	2.0	0.87348045443157	1.0
chr15	2.8946189E7	2.8949456E7	3267.0	DNM1P50	CHM13_G0018300	ENSG00000259890.1	unprocessed_pseudogene	ID_68	Human duplicated gene family	chr15:28946189-28949456	chr15:28946189-28949456	chr15:28361067-28364334	15q13.1,15q13.2	0.78	1764.0	70.45	2345.0	158.0	1.0	6.31	Polymorphic	0.22	0.4	0.6	0.24	3	4.0	0.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.161297	1.145645	0.10474733154486	0.80204023735186	1.0	1.0	0.365722616635672	1.0
chr15	2.8951055E7	2.8978966E7	27911.0	ULK4P2	CHM13_G0018301	ENSG00000260128.6	transcribed_unprocessed_pseudogene	ID_179	Human duplicated gene family	chr15:28951055-28978966	chr15:28951055-28978966	chr15:28365933-28393844	15q13.1,15q13.2	1.51	2503.0	99.96	1243.0	1258.0	3.0	50.24	Nearly-Fixed	0.43	0.4	0.6	1.05	2	4.0	0.0	Yes	Yes	-	brain stem volume measurement;positive(15:30579273-30967896);brain volume measurement;negative(15:30579273-30967896);brain volume measurement;positive(15:30579273-30967896);caudate nucleus volume;positive(15:30579273-30967896);grey matter volume measurement;positive(15:30579273-30967896);hippocampal volume;positive(15:30579273-30967896);pallidum volume;positive(15:30579273-30967896);putamen volume;positive(15:30579273-30967896);thalamus volume;positive(15:30579273-30967896)	1.382449	1.373259	0.0317697863253131	0.581656563119465	1.0	1.0	0.0342492119005848	0.769126342382824
chr15	3.0765882E7	3.0766059E7	177.0	AC139426.4	CHM13_G0018343	ENSG00000288627.1	unprocessed_pseudogene	ID_143	Undetermined	chr15:30765882-30766059	chr15:30765882-30766059	chr15:30180760-30180937	15q13.2,15q13.3	1.88	2494.0	99.6	527.0	1948.0	29.0	77.8	Nearly-Fixed	3.27	1.63	2.02	1.31	0	1.0	2.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	1.678968	1.669106	0.16443904543073	0.902062706257881	2.0	2.0	0.965895305690859	1.0
chr15	3.0766577E7	3.0769125E7	2548.0	DNM1P31	CHM13_G0018344	ENSG00000261491.1	unprocessed_pseudogene	ID_342	Undetermined	chr15:30766577-30769125	chr15:30766577-30769125	chr15:30181455-30184003	15q13.2,15q13.3	1.82	2497.0	99.72	550.0	1899.0	55.0	75.84	Nearly-Fixed	1.96	1.26	1.75	1.5	0	2.0	2.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	1.678968	1.669106	0.16443904543073	0.902062706257881	2.0	2.0	0.965895305690859	1.0
chr15	3.0788239E7	3.0816659E7	28420.0	ULK4P1	CHM13_G0018348	ENSG00000261279.5	transcribed_unprocessed_pseudogene	ID_179	Human duplicated gene family	chr15:30788239-30816659	chr15:30788239-30816659	chr15:30203117-30231537	15q13.2,15q13.3	2.27	2500.0	99.84	189.0	1584.0	731.0	63.26	Nearly-Fixed	2.95	2.5	3.67	3.22	0	0.0	1.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	2.2446225	2.2334725	0.0262009016152699	0.50492539020475	2.0	2.0	0.00176738540567986	0.140622404017137
chr15	3.0818175E7	3.0821437E7	3262.0	DNM1P32	CHM13_G0018350	ENSG00000261708.1	unprocessed_pseudogene	ID_68	Human duplicated gene family	chr15:30818175-30821437	chr15:30818175-30821437	chr15:30233053-30236315	15q13.2,15q13.3	2.36	2499.0	99.8	209.0	1279.0	1016.0	51.08	Nearly-Fixed	3.96	1.95	3.5	1.91	0	0.0	2.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	2.207361	2.207866	0.0758544714936015	0.683811245484191	2.0	2.0	0.00609419591273979	0.363333078137205
chr15	3.0870928E7	3.0873248E7	2320.0	AC135983.5	CHM13_G0018354	ENSG00000261375.1	unprocessed_pseudogene	Unassigned_8	Undetermined	chr15:30870928-30873248	chr15:30870928-30873248	chr15:30285806-30288126	15q13.2,15q13.3	1.81	2504.0	100.0	496.0	1824.0	184.0	72.84	Nearly-Fixed	2.05	1.67	1.99	1.35	0	1.0	3.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	2.097293	2.083179	0.471688473353944	0.966635075779227	2.0	2.0	0.630941326050399	1.0
chr15	3.08756E7	3.0881943E7	6343.0	AC135983.4	CHM13_G0018355	ENSG00000254912.2	unprocessed_pseudogene	ID_156	Human duplicated gene family	chr15:30875600-30881943	chr15:30875600-30881943	chr15:30290478-30296821	15q13.2,15q13.3	1.9	2504.0	100.0	369.0	1924.0	211.0	76.84	Nearly-Fixed	2.07	1.82	2.31	1.46	0	1.0	3.0	Yes	Yes	-	brain volume measurement;negative(15:32510488-32795834,15:32450712-32795834);brain volume measurement;positive(15:32450712-32795834,15:32510488-32795834);grey matter volume measurement;negative(15:32450712-32795834,15:32510488-32795834)	2.031519	2.02179	0.634627369718679	0.983336357253052	2.0	2.0	0.835500321864614	1.0
chr15	3.2800471E7	3.2801441E7	970.0	AC025678.2	CHM13_G0018401	ENSG00000261081.1	unprocessed_pseudogene	ID_77	Undetermined	chr15:32800471-32801441	chr15:32800471-32801441	chr15:32215349-32216319	-	1.31	2135.0	85.26	1350.0	1130.0	24.0	45.13	Polymorphic	0.3	0.05	0.09	0.04	4	4.0	0.0	Yes	No	-	-	1.7991365	1.8121475	0.367507749683876	0.963421719307322	2.0	2.0	0.266460518057053	1.0
chr15	3.294668E7	3.2947631E7	951.0	AC027139.1	CHM13_G0018408	ENSG00000259892.1	unprocessed_pseudogene	ID_77	Undetermined	chr15:32946680-32947631	chr15:32946680-32947631	chr15:32361558-32362509	-	2.16	2495.0	99.64	315.0	1383.0	806.0	55.23	Nearly-Fixed	1.15	1.22	1.62	1.45	0	3.0	1.0	Yes	No	-	-	2.163751	2.150411	0.109629263105449	0.812022143795127	2.0	2.0	0.0354553607704167	0.769126342382824
chr15	4.2041603E7	4.2041761E7	158.0	PDIA3P2	CHM13_G0018657	ENSG00000224677.1	unprocessed_pseudogene	ID_423	Undetermined	chr15:42041603-42041761	chr15:42041603-42041761	chr15:41456481-41456639	-	2.29	2504.0	100.0	66.0	2128.0	310.0	84.98	Nearly-Fixed	1.95	2.11	2.35	1.93	0	0.0	4.0	Yes	Yes	-	brain volume measurement;negative(15:43927582-43989530,15:43910112-43989530,15:43888677-43989530,15:43922003-43989530);brain volume measurement;positive(15:43922003-43989530,15:43910112-43989530,15:43888677-43989530,15:43912987-43989530);grey matter volume measurement;negative(15:43888677-43989530,15:43927582-43989530,15:43910112-43989530);grey matter volume measurement;positive(15:43922003-43989530,15:43927582-43989530);superior frontal gyrus grey matter volume measurement;positive(15:43922003-43989530);white matter volume measurement;negative(15:43927582-43989530)	2.138538	2.13852	0.397711038092739	0.963421719307322	2.0	2.0	0.931464123781857	1.0
chr15	4.2056135E7	4.2076822E7	20687.0	AC011330.1	CHM13_G0018658	ENSG00000249839.1	unprocessed_pseudogene	ID_52	Undetermined	chr15:42056135-42076822	chr15:42056135-42076822	chr15:41471013-41491700	-	2.22	2504.0	100.0	33.0	2014.0	457.0	80.43	Nearly-Fixed	1.83	1.76	2.22	1.34	0	1.0	3.0	Yes	Yes	-	brain volume measurement;negative(15:43927582-43989530,15:43910112-43989530,15:43888677-43989530,15:43922003-43989530);brain volume measurement;positive(15:43922003-43989530,15:43910112-43989530,15:43888677-43989530,15:43912987-43989530);grey matter volume measurement;negative(15:43888677-43989530,15:43927582-43989530,15:43910112-43989530);grey matter volume measurement;positive(15:43922003-43989530,15:43927582-43989530);superior frontal gyrus grey matter volume measurement;positive(15:43922003-43989530);white matter volume measurement;negative(15:43927582-43989530)	1.9692575	1.9784805	0.304222381136601	0.956463798858411	2.0	2.0	1.0	1.0
chr15	4.2091926E7	4.2110746E7	18820.0	STRCP1	CHM13_G0018660	ENSG00000166763.8	transcribed_unprocessed_pseudogene	ID_467	Undetermined	chr15:42091926-42110746	chr15:42091926-42110746	chr15:41506804-41525624	-	2.12	2499.0	99.8	126.0	2345.0	33.0	93.65	Nearly-Fixed	1.78	2.27	2.15	0.23	1	1.0	3.0	Yes	No	-	-	2.0515215	2.0586835	0.0104147551889786	0.334368456067208	2.0	2.0	0.524741110364712	1.0
chr15	4.2119402E7	4.2139573E7	20171.0	CATSPER2P1	CHM13_G0018662	ENSG00000205771.6	transcribed_unprocessed_pseudogene	ID_52	Undetermined	chr15:42119402-42139573	chr15:42119402-42139573	chr15:41534280-41554451	-	2.08	2504.0	100.0	1.0	2500.0	3.0	99.84	Fixed	2.08	2.18	2.01	2.05	0	0.0	4.0	Yes	No	-	-	1.983241	1.987378	0.236789280760841	0.919829816109652	2.0	2.0	-	-
chr15	7.1041256E7	7.1042561E7	1305.0	AC100827.1	CHM13_G0019326	ENSG00000259909.1	unprocessed_pseudogene	ID_129	Undetermined	chr15:71041256-71042561	chr15:71041256-71042561	chr15:70456134-70457439	15q24.1-q24.3	2.08	2504.0	100.0	231.0	2246.0	27.0	89.7	Nearly-Fixed	1.55	2.05	1.78	1.67	0	0.0	4.0	Yes	No	-	-	1.968075	1.970528	0.238208037258292	0.919829816109652	2.0	2.0	0.021939338239377	0.615278530560894
chr15	7.2465261E7	7.2466267E7	1006.0	DNM1P33	CHM13_G0019357	ENSG00000260096.1	unprocessed_pseudogene	ID_343	Undetermined	chr15:72465261-72466267	chr15:72465261-72466267	chr15:71880139-71881145	15q24.1-q24.3	2.27	2504.0	100.0	6.0	2246.0	252.0	89.7	Nearly-Fixed	2.95	2.89	2.45	2.33	0	0.0	2.0	Yes	No	-	-	2.198668	2.201515	0.675239952709253	0.983336357253052	2.0	2.0	0.92154026962777	1.0
chr15	7.2548142E7	7.2549451E7	1309.0	COMMD4P2	CHM13_G0019360	ENSG00000214702.6	unprocessed_pseudogene	ID_129	Undetermined	chr15:72548142-72549451	chr15:72548142-72549451	chr15:71963020-71964329	15q24.1-q24.3	2.14	2504.0	100.0	4.0	2053.0	447.0	81.99	Nearly-Fixed	1.92	2.04	2.35	2.57	0	0.0	3.0	Yes	No	-	-	2.056243	2.052034	0.982767654629672	0.999080869297755	2.0	2.0	0.848417309949068	1.0
chr15	7.3755135E7	7.3758148E7	3013.0	DNM1P34	CHM13_G0019422	ENSG00000260357.1	transcribed_unprocessed_pseudogene	ID_343	Undetermined	chr15:73755135-73758148	chr15:73755135-73758148	chr15:73170013-73173026	15q24.1-q24.3	2.04	2504.0	100.0	0.0	2460.0	44.0	98.24	Fixed	1.92	1.74	1.57	1.98	0	0.0	4.0	Yes	No	-	-	1.983452	1.983199	0.25537616458552	0.919829816109652	2.0	2.0	0.266874520597875	1.0
chr15	8.0766942E7	8.0783851E7	16909.0	ADAMTS7P1	CHM13_G0019623	ENSG00000274376.4	transcribed_unprocessed_pseudogene	ID_229	Undetermined	chr15:80747794-80783851	chr15:80766942-80783851	chr15:80181820-80198729	15q25.2	1.94	2504.0	100.0	26.0	2475.0	3.0	98.84	Fixed	2.42	1.36	2.16	2.29	0	1.0	3.0	Yes	No	-	-	1.9626655	1.960922	0.1647134295507	0.902062706257881	2.0	2.0	0.235729052816352	1.0
